Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6"
39287,06/07/23 20:50:00,,,,,,,197,,,,,,,,,,,
39288,06/07/23 20:55:00,,,,,,,197,,,,,,,,,,,
39289,06/07/23 21:00:00,211,147,111,129,288,,146,,,,,,,,,,,
39290,06/07/23 21:05:00,,,,,,,154,,,,,,,,,,,
39291,06/07/23 21:10:00,,,,,,,138,,,,,,,,,,,
39292,06/07/23 21:15:00,,,,,,,117,,,,,,,,,,,
39293,06/07/23 21:20:00,,,,,,,104,,,,,,,,,,,
39294,06/07/23 21:25:00,,,,,,,97,,,,,,,,,,,
39295,06/07/23 21:30:00,,,,,,,122,,,,,,,,,,,
39296,06/07/23 21:35:00,,,,,,,153,,,,,,,,,,,
39297,06/07/23 21:40:00,,,,,,,98,,,,,,,,,,150,
39298,06/07/23 21:45:00,,,,,,,110,,,,,,,,,,,
39299,06/07/23 21:50:00,,,,,,,118,,,,,,,,,,,
39300,06/07/23 21:55:00,,,,,,,107,,,,,,,,,,,
39301,06/07/23 22:00:00,218,146,110,125,319,,136,,,,,,,,,,,
39302,06/07/23 22:05:00,,,,,,,104,,,,,,,,,,,
39303,06/07/23 22:10:00,,,,,,,97,,,,,,,,,,,
39304,06/07/23 22:15:00,,,,,,,117,,,,,,,,,,,
39305,06/07/23 22:20:00,,,,,,,154,,,,,,,,,,,
39306,06/07/23 22:25:00,,,,,,,145,,,,,,,,,,,
39307,06/07/23 22:30:00,,,,,,,100,,,,,,,,,,,
39308,06/07/23 22:35:00,,,,,,,94,,,,,,,,,,,
39309,06/07/23 22:40:00,,,,,,,110,,,,,,,,,,153,
39310,06/07/23 22:45:00,,,,,,,143,,,,,,,,,,,
39311,06/07/23 22:50:00,,,,,,306,153,,,,,,,,,,,
39312,06/07/23 22:55:00,,,,,,314,149,,,,,,,,,,,
39313,06/07/23 23:00:00,219,146,112,122,327,303,114,,,,,,,,,,,
39314,06/07/23 23:05:00,,,,,,316,135,,,,,,,,,,,
39315,06/07/23 23:10:00,,,,,,,133,,,,,,,,,,,
39316,06/07/23 23:15:00,,,,,,,126,,,,,,,,,,,
39317,06/07/23 23:20:00,,,,,,,139,,,,,,,,,,,
39318,06/07/23 23:25:00,,,,,,,133,,,,,,,,,,,
39319,06/07/23 23:30:00,,,,,,,125,,,,,,,,,,,
39320,06/07/23 23:35:00,,,,,,,110,,,,,,,,,,,
39321,06/07/23 23:40:00,,,,,,,114,,,,,,,,,,150,
39322,06/07/23 23:45:00,,,,,,,122,,,,,,,,,,,
39323,06/07/23 23:50:00,,,,,,,149,,,,,,,,,,,
39324,06/07/23 23:55:00,,,,,,,163,,,,,,,,,,,
39325,06/08/23 00:00:00,213,146,108,140,306,,132,,,,,,,,,,,
39326,06/08/23 00:05:00,,,,,,,146,,,,,,,,,,,
39327,06/08/23 00:10:00,,,,,,,187,,,,,,,,,,,
39328,06/08/23 00:15:00,,,,,,,163,,,,,,,,,,,
39329,06/08/23 00:20:00,,,,,,,138,,,,,,,,,,,
39330,06/08/23 00:25:00,,,,,,,131,,,,,,,,,,,
39331,06/08/23 00:30:00,,,,,,,128,,,,,,,,,,,
39332,06/08/23 00:35:00,,,,,,,117,,,,,,,,,,,
39333,06/08/23 00:40:00,,,,,,,129,,,,,,,,,,152,
39334,06/08/23 00:45:00,,,,,,,143,,,,,,,,,,,
39335,06/08/23 00:50:00,,,,,,,128,,,,,,,,,,,
39336,06/08/23 00:55:00,,,,,,,143,,,,,,,,,,,
39337,06/08/23 01:00:00,212,145,108,132,298,,159,,,,,,,,,,,
39338,06/08/23 01:05:00,,,,,,,119,,,,,,,,,,,
39339,06/08/23 01:10:00,,,,,,,166,,,,,,,,,,,
39340,06/08/23 01:15:00,,,,,,,140,,,,,,,,,,,
39341,06/08/23 01:20:00,,,,,,,140,,,,,,,,,,,
39342,06/08/23 01:25:00,,,,,,,180,,,,,,,,,,,
39343,06/08/23 01:30:00,,,,,,,163,,,,,,,,,,,
39344,06/08/23 01:35:00,,,,,,,168,,,,,,,,,,,
39345,06/08/23 01:40:00,,,,,,,145,,,,,,,,,,146,
39346,06/08/23 01:45:00,,,,,,,198,,,,,,,,,,,
39347,06/08/23 01:50:00,,,,,,,133,,,,,,,,,,,
39348,06/08/23 01:55:00,,,,,,,143,,,,,,,,,,,
39349,06/08/23 02:00:00,212,145,108,128,296,,142,,,,,,,,,,,
39350,06/08/23 02:05:00,,,,,,,117,,,,,,,,,,,
39351,06/08/23 02:10:00,,,,,,,146,,,,,,,,,,,
39352,06/08/23 02:15:00,,,,,,,161,,,,,,,,,,,
39353,06/08/23 02:20:00,,,,,,,156,,,,,,,,,,,
39354,06/08/23 02:25:00,,,,,,,157,,,,,,,,,,,
39355,06/08/23 02:30:00,,,,,,,218,,,,,,,,,,,
39356,06/08/23 02:35:00,,,,,,,192,,,,,,,,,,,
39357,06/08/23 02:40:00,,,,,,,167,,,,,,,,,,146,
39358,06/08/23 02:45:00,,,,,,,198,,,,,,,,,,,
39359,06/08/23 02:50:00,,,,,,,187,,,,,,,,,,,
39360,06/08/23 02:55:00,,,,,,,171,,,,,,,,,,,
39361,06/08/23 03:00:00,212,145,111,133,292,,160,,,,,,,,,,,
39362,06/08/23 03:05:00,,,,,,,171,,,,,,,,,,,
39363,06/08/23 03:10:00,,,,,,,114,,,,,,,,,,,
39364,06/08/23 03:15:00,,,,,,,145,,,,,,,,,,,
39365,06/08/23 03:20:00,,,,,,,150,,,,,,,,,,,
39366,06/08/23 03:25:00,,,,,,,145,,,,,,,,,,,
39367,06/08/23 03:30:00,,,,,,,132,,,,,,,,,,,
39368,06/08/23 03:35:00,,,,,,,131,,,,,,,,,,,
39369,06/08/23 03:40:00,,,,,,,126,,,,,,,,,,150,
39370,06/08/23 03:45:00,,,,,,,149,,,,,,,,,,,
39371,06/08/23 03:50:00,,,,,,,117,,,,,,,,,,,
39372,06/08/23 03:55:00,,,,,,,175,,,,,,,,,,,
39373,06/08/23 04:00:00,215,146,108,122,309,,126,,,,,,,,,,,
39374,06/08/23 04:05:00,,,,,,,136,,,,,,,,,,,
39375,06/08/23 04:10:00,,,,,,,129,,,,,,,,,,,
39376,06/08/23 04:15:00,,,,,,,138,,,,,,,,,,,
39377,06/08/23 04:20:00,,,,,,,132,,,,,,,,,,,
39378,06/08/23 04:25:00,,,,,,,153,,,,,,,,,,,
39379,06/08/23 04:30:00,,,,,,,192,,,,,,,,,,,
39380,06/08/23 04:35:00,,,,,,,153,,,,,,,,,,,
39381,06/08/23 04:40:00,,,,,,,156,,,,,,,,,,147,
39382,06/08/23 04:45:00,,,,,,,161,,,,,,,,,,,
39383,06/08/23 04:50:00,,,,,,,119,,,,,,,,,,,
39384,06/08/23 04:55:00,,,,,,,131,,,,,,,,,,,
39385,06/08/23 05:00:00,213,147,107,122,303,,145,,,,,,,,,,,
39386,06/08/23 05:05:00,,,,,,,128,,,,,,,,,,,
39387,06/08/23 05:10:00,,,,,,,171,,,,,,,,,,,
39388,06/08/23 05:15:00,,,,,,,112,,,,,,,,,,,
39389,06/08/23 05:20:00,,,,,,,105,,,,,,,,,,,
39390,06/08/23 05:25:00,,,,,,,108,,,,,,,,,,,
39391,06/08/23 05:30:00,,,,,,,102,,,,,,,,,,,
39392,06/08/23 05:35:00,,,,,,,104,,,,,,,,,,,
39393,06/08/23 05:40:00,,,,,,,114,,,,,,,,,,153,
39394,06/08/23 05:45:00,,,,,,,147,,,,,,,,,,,
39395,06/08/23 05:50:00,,,,,,,107,,,,,,,,,,,
39396,06/08/23 05:55:00,,,,,,,104,,,,,,,,,,,
39397,06/08/23 06:00:00,216,149,105,121,313,,125,,,,,,,,,,,
39398,06/08/23 06:05:00,,,,,,,140,,,,,,,,,,,
39399,06/08/23 06:10:00,,,,,,,119,,,,,,,,,,,
39400,06/08/23 06:15:00,,,,,,,140,,,,,,,,,,,
39401,06/08/23 06:20:00,,,,,,,178,,,,,,,,,,,
39402,06/08/23 06:25:00,,,,,,,192,,,,,,,,,,,
39403,06/08/23 06:30:00,,,,,,,226,,,,,,,,,,,
39404,06/08/23 06:35:00,,,,,,,215,,,,,,,,,,,
39405,06/08/23 06:40:00,,,,,,,195,,,,,,,,,,146,
39406,06/08/23 06:45:00,,,,,,,192,,,,,,,,,,,
39407,06/08/23 06:50:00,,,,,,,206,,,,,,,,,,,
39408,06/08/23 06:55:00,,,,,,,197,,,,,,,,,,,
39409,06/08/23 07:00:00,211,150,110,128,286,,115,,,,,,,,,,,
39410,06/08/23 07:05:00,,,,,,,125,,,,,,,,,,,
39411,06/08/23 07:10:00,,,,,,,117,,,,,,,,,,,
39412,06/08/23 07:15:00,,,,,,,119,,,,,,,,,,,
39413,06/08/23 07:20:00,,,,,,,140,,,,,,,,,,,
39414,06/08/23 07:25:00,,,,,,,153,,,,,,,,,,,
39415,06/08/23 07:30:00,,,,,,,156,,,,,,,,,,,
39416,06/08/23 07:35:00,,,,,,,152,,,,,,,,,,,
39417,06/08/23 07:40:00,,,,,,,161,,,,,,,,,,149,
39418,06/08/23 07:45:00,,,,,,,175,,,,,,,,,,,
39419,06/08/23 07:50:00,,,,,,,184,,,,,,,,,,,
39420,06/08/23 07:55:00,,,,,,,187,,,,,,,,,,,
39421,06/08/23 08:00:00,212,152,110,119,293,,183,,,,,,,,,,,
39422,06/08/23 08:05:00,,,,,,,184,,,,,,,,,,,
39423,06/08/23 08:10:00,,,,,,,195,,,,,,,,,,,
39424,06/08/23 08:15:00,,,,,,,171,,,,,,,,,,,
39425,06/08/23 08:20:00,,,,,,,187,,,,,,,,,,,
39426,06/08/23 08:25:00,,,,,,,208,,,,,,,,,,,
39427,06/08/23 08:30:00,,,,,,,229,,,,,,,,,,,
39428,06/08/23 08:35:00,,,,,,,183,,,,,,,,,,,
39429,06/08/23 08:40:00,,,,,,,191,,,,,,,,,,133,
39430,06/08/23 08:45:00,,,,,,,194,,,,,,,,,,,
39431,06/08/23 08:50:00,,,,,,,185,,,,,,,,,,,
39432,06/08/23 08:55:00,,,,,,,206,,,,,,,,,,,
39433,06/08/23 09:00:00,206,152,112,126,271,,202,,,,,,,,,,,
39434,06/08/23 09:05:00,,,,,,,197,,,,,,,,,,,
39435,06/08/23 09:10:00,,,,,,,202,,,,,,,,,,,
39436,06/08/23 09:15:00,,,,,,,192,,,,,,,,,,,
39437,06/08/23 09:20:00,,,,,,,183,,,,,,,,,,,
39438,06/08/23 09:25:00,,,,,,,194,,,,,,,,,,,
39439,06/08/23 09:30:00,,,,,,,198,,,,,,,,,,,
39440,06/08/23 09:35:00,,,,,,,202,,,,,,,,,,,
39441,06/08/23 09:40:00,,,,,,,195,,,,,,,,,,132,
39442,06/08/23 09:45:00,,,,,,,205,,,,,,,,,,,
39443,06/08/23 09:50:00,,,,,,,185,,,,,,,,,,,
39444,06/08/23 09:55:00,,,,,,,174,,,,,,,,,,,
39445,06/08/23 10:00:00,205,152,111,131,267,,185,,,,,,,,,,,
39446,06/08/23 10:05:00,,,,,,,170,,,,,,,,,,,
39447,06/08/23 10:10:00,,,,,,,174,,,,,,,,,,,
39448,06/08/23 10:15:00,,,,,,,175,,,,,,,,,,,
39449,06/08/23 10:20:00,,,,,,,187,,,,,,,,,,,
39450,06/08/23 10:25:00,,,,,,,188,,,,,,,,,,,
39451,06/08/23 10:30:00,,,,,,,178,,,,,,,,,,,
39452,06/08/23 10:35:00,,,,,,,190,,,,,,,,,,,
39453,06/08/23 10:40:00,,,,,,,181,,,,,,,,,,122,
39454,06/08/23 10:45:00,,,,,,,208,,,,,,,,,,,
39455,06/08/23 10:50:00,,,,,,,215,,,,,,,,,,,
39456,06/08/23 10:55:00,,,,,,,168,,,,,,,,,,,
39457,06/08/23 11:00:00,22,153,110,128,256,,173,,,,,,,,,,,
39458,06/08/23 11:05:00,,,,,,,187,,,,,,,,,,,
39459,06/08/23 11:10:00,,,,,,,205,,,,,,,,,,,
39460,06/08/23 11:15:00,,,,,,,192,,,,,,,,,,,
39461,06/08/23 11:20:00,,,,,,,170,,,,,,,,,,,
39462,06/08/23 11:25:00,,,,,,,160,,,,,,,,,,,
39463,06/08/23 11:30:00,,,,,,,188,,,,,,,,,,,
39464,06/08/23 11:35:00,,,,,,,198,,,,,,,,,,,
39465,06/08/23 11:40:00,,,,,,,194,,,,,,,,,,133,
39466,06/08/23 11:45:00,,,,,,,227,,,,,,,,,,,
39467,06/08/23 11:50:00,,,,,,,185,,,,,,,,,,,
39468,06/08/23 11:55:00,,,,,,,192,,,,,,,,,,,
39469,06/08/23 12:00:00,209,153,111,126,271,,209,,,,,,,,,,,
39470,06/08/23 12:05:00,,,,,,,202,,,,,,,,,,,
39471,06/08/23 12:10:00,,,,,,,202,,,,,,,,,,,
39472,06/08/23 12:15:00,,,,,,,204,,,,,,,,,,,
39473,06/08/23 12:20:00,,,,,,,187,,,,,,,,,,,
39474,06/08/23 12:25:00,,,,,,,184,,,,,,,,,,,
39475,06/08/23 12:30:00,,,,,,,215,,,,,,,,,,,
39476,06/08/23 12:35:00,,,,,,,219,,,,,,,,,,,
39477,06/08/23 12:40:00,,,,,,,197,,,,,,,,,,135,
39478,06/08/23 12:45:00,,,,,,,181,,,,,,,,,,,
39479,06/08/23 12:50:00,,,,,,,154,,,,,,,,,,,
39480,06/08/23 12:55:00,,,,,,,170,,,,,,,,,,,
39481,06/08/23 13:00:00,209,153,112,136,277,,180,,,,,,,,,,,
39482,06/08/23 13:05:00,,,,,,,174,,,,,,,,,,,
39483,06/08/23 13:10:00,,,,,,,191,,,,,,,,,,,
39484,06/08/23 13:15:00,,,,,,,171,,,,,,,,,,,
39485,06/08/23 13:20:00,,,,,,,201,,,,,,,,,,,
39486,06/08/23 13:25:00,,,,,,,190,,,,,,,,,,,
39487,06/08/23 13:30:00,,,,,,,194,,,,,,,,,,,
39488,06/08/23 13:35:00,,,,,,,190,,,,,,,,,,,
39489,06/08/23 13:40:00,,,,,,,168,,,,,,,,,,135,
39490,06/08/23 13:45:00,,,,,,,195,,,,,,,,,,,
39491,06/08/23 13:50:00,,,,,,,208,,,,,,,,,,,
39492,06/08/23 13:55:00,,,,,,,185,,,,,,,,,,,
39493,06/08/23 14:00:00,209,153,111,140,271,,192,,,,,,,,,,,
39494,06/08/23 14:05:00,,,,,,,191,,,,,,,,,,,
39495,06/08/23 14:10:00,,,,,,,206,,,,,,,,,,,
39496,06/08/23 14:15:00,,,,,,,222,,,,,,,,,,,
39497,06/08/23 14:20:00,,,,,,,213,,,,,,,,,,,
39498,06/08/23 14:25:00,,,,,,306,202,,,,,,,,,,,
39499,06/08/23 14:30:00,,,,,,,191,,,,,,,,,,,
39500,06/08/23 14:35:00,,,,,,,178,,,,,,,,,,,
39501,06/08/23 14:40:00,,,,,,309,175,,,,,,,,,,126,
39502,06/08/23 14:45:00,,,,,,,180,,,,,,,,,,,
39503,06/08/23 14:50:00,,,,,,,168,,,,,,,,,,,
39504,06/08/23 14:55:00,,,,,,,167,,,,,,,,,,,
39505,06/08/23 15:00:00,204,153,111,135,261,,187,,,,,,,,,,,
39506,06/08/23 15:05:00,,,,,,,185,,,,,,,,,,,
39507,06/08/23 15:10:00,,,,,,,178,,,,,,,,,,,
39508,06/08/23 15:15:00,,,,,,,194,,,,,,,,,,,
39509,06/08/23 15:20:00,,,,,,,181,,,,,,,,,,,
39510,06/08/23 15:25:00,,,,,,,170,,,,,,,,,,,
39511,06/08/23 15:30:00,,,,,,,192,,,,,,,,,,,
39512,06/08/23 15:35:00,,,,,,,180,,,,,,,,,,,
39513,06/08/23 15:40:00,,,,,,,187,,,,,,,,,,107,
39514,06/08/23 15:45:00,,,,,,,177,,,,,,,,,,,
39515,06/08/23 15:50:00,,,,,,,184,,,,,,,,,,,
39516,06/08/23 15:55:00,,,,,,,188,,,,,,,,,,,
39517,06/08/23 16:00:00,37,153,110,133,251,,188,,,,,,,,,,,
39518,06/08/23 16:05:00,,,,,,,197,,,,,,,,,,,
39519,06/08/23 16:10:00,,,,,,,185,,,,,,,,,,,
39520,06/08/23 16:15:00,,,,,,,188,,,,,,,,,,,
39521,06/08/23 16:20:00,,,,,,,195,,,,,,,,,,,
39522,06/08/23 16:25:00,,,,,,,192,,,,,,,,,,,
39523,06/08/23 16:30:00,,,,,,,202,,,,,,,,,,,
39524,06/08/23 16:35:00,,,,,,,184,,,,,,,,,,,
39525,06/08/23 16:40:00,,,,,,,181,,,,,,,,,,102,
39526,06/08/23 16:45:00,,,,,,,192,,,,,,,,,,,
39527,06/08/23 16:50:00,,,,,,,205,,,,,,,,,,,
39528,06/08/23 16:55:00,,,,,,,206,,,,,,,,,,,
39529,06/08/23 17:00:00,208,152,111,136,267,,188,,,,,,,,,,,
39530,06/08/23 17:05:00,,,,,,,180,,,,,,,,,,,
39531,06/08/23 17:10:00,,,,,,,170,,,,,,,,,,,
39532,06/08/23 17:15:00,,,,,,,184,,,,,,,,,,,
39533,06/08/23 17:20:00,,,,,,,160,,,,,,,,,,,
39534,06/08/23 17:25:00,,,,,,,183,,,,,,,,,,,
39535,06/08/23 17:30:00,,,,,,,195,,,,,,,,,,,
39536,06/08/23 17:35:00,,,,,,,195,,,,,,,,,,,
39537,06/08/23 17:40:00,,,,,,,199,,,,,,,,,,102,
39538,06/08/23 17:45:00,,,,,,,192,,,,,,,,,,,
39539,06/08/23 17:50:00,,,,,,,177,,,,,,,,,,,
39540,06/08/23 17:55:00,,,,,,,192,,,,,,,,,,,
39541,06/08/23 18:00:00,204,152,110,138,267,,177,,,,,,,,,,,
39542,06/08/23 18:05:00,,,,,,,183,,,,,,,,,,,
39543,06/08/23 18:10:00,,,,,,,188,,,,,,,,,,,
39544,06/08/23 18:15:00,,,,,,,199,,,,,,,,,,,
39545,06/08/23 18:20:00,,,,,,,180,,,,,,,,,,,
39546,06/08/23 18:25:00,,,,,,,166,,,,,,,,,,,
39547,06/08/23 18:30:00,,,,,,,175,,,,,,,,,,,
39548,06/08/23 18:35:00,,,,,,,170,,,,,,,,,,,
39549,06/08/23 18:40:00,,,,,,,171,,,,,,,,,,115,
39550,06/08/23 18:45:00,,,,,,,195,,,,,,,,,,,
39551,06/08/23 18:50:00,,,,,,,174,,,,,,,,,,,
39552,06/08/23 18:55:00,,,,,,,166,,,,,,,,,,,
39553,06/08/23 19:00:00,22,152,110,128,257,,184,,,,,,,,,,,
39554,06/08/23 19:05:00,,,,,,,177,,,,,,,,,,,
39555,06/08/23 19:10:00,,,,,,,173,,,,,,,,,,,
39556,06/08/23 19:15:00,,,,,,,206,,,,,,,,,,,
39557,06/08/23 19:20:00,,,,,,,192,,,,,,,,,,,
39558,06/08/23 19:25:00,,,,,,,197,,,,,,,,,,,
39559,06/08/23 19:30:00,,,,,,,194,,,,,,,,,,,
39560,06/08/23 19:35:00,,,,,,,185,,,,,,,,,,,
39561,06/08/23 19:40:00,,,,,,,175,,,,,,,,,,124,
39562,06/08/23 19:45:00,,,,,,,175,,,,,,,,,,,
39563,06/08/23 19:50:00,,,,,,,166,,,,,,,,,,,
39564,06/08/23 19:55:00,,,,,,,187,,,,,,,,,,,
39565,06/08/23 20:00:00,29,150,110,129,253,,192,,,,,,,,,,,
39566,06/08/23 20:05:00,,,,,,,195,,,,,,,,,,,
39567,06/08/23 20:10:00,,,,,,,223,,,,,,,,,,,
39568,06/08/23 20:15:00,,,,,,,181,,,,,,,,,,,
39569,06/08/23 20:20:00,,,,,,,195,,,,,,,,,,,
39570,06/08/23 20:25:00,,,,,,,178,,,,,,,,,,,
39571,06/08/23 20:30:00,,,,,,,197,,,,,,,,,,,
39572,06/08/23 20:35:00,,,,,,,181,,,,,,,,,,,
39573,06/08/23 20:40:00,,,,,,,181,,,,,,,,,,131,
39574,06/08/23 20:45:00,,,,,,,173,,,,,,,,,,,
39575,06/08/23 20:50:00,,,,,,,178,,,,,,,,,,,
39576,06/08/23 20:55:00,,,,,,,192,,,,,,,,,,,
39577,06/08/23 21:00:00,250,150,111,132,260,,198,,,,,,,,,,,
39578,06/08/23 21:05:00,,,,,,,201,,,,,,,,,,,
39579,06/08/23 21:10:00,,,,,,,215,,,,,,,,,,,
39580,06/08/23 21:15:00,,,,,,,219,,,,,,,,,,,
39581,06/08/23 21:20:00,,,,,,313,208,,,,,,,,,,,
39582,06/08/23 21:25:00,,,,,,319,202,,,,,,,,,,,
39583,06/08/23 21:30:00,,,,,,310,187,,,,,,,,,,,
39584,06/08/23 21:35:00,,,,,,314,202,,,,,,,,,,,
39585,06/08/23 21:40:00,,,,,,307,194,,,,,,,,,,133,
39586,06/08/23 21:45:00,,,,,,,192,,,,,,,,,,,
39587,06/08/23 21:50:00,,,,,,316,197,,,,,,,,,,,
39588,06/08/23 21:55:00,,,,,,300,208,,,,,,,,,,,
39589,06/08/23 22:00:00,208,149,111,129,271,291,201,,,,,,,,,,,
39590,06/08/23 22:05:00,,,,,,316,199,,,,,,,,,,,
39591,06/08/23 22:10:00,,,,,,303,195,,,,,,,,,,,
39592,06/08/23 22:15:00,,,,,,,191,,,,,,,,,,,
39593,06/08/23 22:20:00,,,,,,,197,,,,,,,,,,,
39594,06/08/23 22:25:00,,,,,,,180,,,,,,,,,,,
39595,06/08/23 22:30:00,,,,,,,220,,,,,,,,,,,
39596,06/08/23 22:35:00,,,,,,,184,,,,,,,,,,,
39597,06/08/23 22:40:00,,,,,,,175,,,,,,,,,,131,
39598,06/08/23 22:45:00,,,,,,,175,,,,,,,,,,,
39599,06/08/23 22:50:00,,,,,,,198,,,,,,,,,,,
39600,06/08/23 22:55:00,,,,,,,180,,,,,,,,,,,
39601,06/08/23 23:00:00,51,149,110,129,260,,177,,,,,,,,,,,
39602,06/08/23 23:05:00,,,,,,,211,,,,,,,,,,,
39603,06/08/23 23:10:00,,,,,,,177,,,,,,,,,,,
39604,06/08/23 23:15:00,,,,,,,188,,,,,,,,,,,
39605,06/08/23 23:20:00,,,,,,,187,,,,,,,,,,,
39606,06/08/23 23:25:00,,,,,,,198,,,,,,,,,,,
39607,06/08/23 23:30:00,,,,,,,187,,,,,,,,,,,
39608,06/08/23 23:35:00,,,,,,,191,,,,,,,,,,,
39609,06/08/23 23:40:00,,,,,,,201,,,,,,,,,,122,
39610,06/08/23 23:45:00,,,,,,,208,,,,,,,,,,,
39611,06/08/23 23:50:00,,,,,,,187,,,,,,,,,,,
39612,06/08/23 23:55:00,,,,,,,202,,,,,,,,,,,
39613,06/09/23 00:00:00,35,149,110,128,258,,213,,,,,,,,,,,
39614,06/09/23 00:05:00,,,,,,,201,,,,,,,,,,,
39615,06/09/23 00:10:00,,,,,,,190,,,,,,,,,,,
39616,06/09/23 00:15:00,,,,,,,170,,,,,,,,,,,
39617,06/09/23 00:20:00,,,,,,,174,,,,,,,,,,,
39618,06/09/23 00:25:00,,,,,,,181,,,,,,,,,,,
39619,06/09/23 00:30:00,,,,,,,198,,,,,,,,,,,
39620,06/09/23 00:35:00,,,,,,,199,,,,,,,,,,,
39621,06/09/23 00:40:00,,,,,,,183,,,,,,,,,,124,
39622,06/09/23 00:45:00,,,,,,,188,,,,,,,,,,,
39623,06/09/23 00:50:00,,,,,,,187,,,,,,,,,,,
39624,06/09/23 00:55:00,,,,,,,201,,,,,,,,,,,
39625,06/09/23 01:00:00,27,147,108,131,254,,208,,,,,,,,,,,
39626,06/09/23 01:05:00,,,,,,,194,,,,,,,,,,,
39627,06/09/23 01:10:00,,,,,,,195,,,,,,,,,,,
39628,06/09/23 01:15:00,,,,,,,213,,,,,,,,,,,
39629,06/09/23 01:20:00,,,,,,,191,,,,,,,,,,,
39630,06/09/23 01:25:00,,,,,,,201,,,,,,,,,,,
39631,06/09/23 01:30:00,,,,,,,208,,,,,,,,,,,
39632,06/09/23 01:35:00,,,,,,,197,,,,,,,,,,,
39633,06/09/23 01:40:00,,,,,,,197,,,,,,,,,,131,
39634,06/09/23 01:45:00,,,,,,,208,,,,,,,,,,,
39635,06/09/23 01:50:00,,,,,,,194,,,,,,,,,,,
39636,06/09/23 01:55:00,,,,,,,183,,,,,,,,,,,
39637,06/09/23 02:00:00,208,146,111,131,267,,197,,,,,,,,,,,
39638,06/09/23 02:05:00,,,,,,,198,,,,,,,,,,,
39639,06/09/23 02:10:00,,,,,,,185,,,,,,,,,,,
39640,06/09/23 02:15:00,,,,,,,204,,,,,,,,,,,
39641,06/09/23 02:20:00,,,,,,,173,,,,,,,,,,,
39642,06/09/23 02:25:00,,,,,,312,209,,,,,,,,,,,
39643,06/09/23 02:30:00,,,,,,309,205,,,,,,,,,,,
39644,06/09/23 02:35:00,,,,,,,183,,,,,,,,,,,
39645,06/09/23 02:40:00,,,,,,,198,,,,,,,,,,126,
39646,06/09/23 02:45:00,,,,,,,197,,,,,,,,,,,
39647,06/09/23 02:50:00,,,,,,,208,,,,,,,,,,,
39648,06/09/23 02:55:00,,,,,,,191,,,,,,,,,,,
39649,06/09/23 03:00:00,59,147,111,129,258,,183,,,,,,,,,,,
39650,06/09/23 03:05:00,,,,,,,192,,,,,,,,,,,
39651,06/09/23 03:10:00,,,,,,,187,,,,,,,,,,,
39652,06/09/23 03:15:00,,,,,,,206,,,,,,,,,,,
39653,06/09/23 03:20:00,,,,,,,192,,,,,,,,,,,
39654,06/09/23 03:25:00,,,,,,,202,,,,,,,,,,,
39655,06/09/23 03:30:00,,,,,,,194,,,,,,,,,,,
39656,06/09/23 03:35:00,,,,,,,204,,,,,,,,,,,
39657,06/09/23 03:40:00,,,,,,,201,,,,,,,,,,125,
39658,06/09/23 03:45:00,,,,,,,188,,,,,,,,,,,
39659,06/09/23 03:50:00,,,,,,,190,,,,,,,,,,,
39660,06/09/23 03:55:00,,,,,,,188,,,,,,,,,,,
39661,06/09/23 04:00:00,37,147,111,131,254,,183,,,,,,,,,,,
39662,06/09/23 04:05:00,,,,,,,187,,,,,,,,,,,
39663,06/09/23 04:10:00,,,,,,,185,,,,,,,,,,,
39664,06/09/23 04:15:00,,,,,,,204,,,,,,,,,,,
39665,06/09/23 04:20:00,,,,,,,209,,,,,,,,,,,
39666,06/09/23 04:25:00,,,,,,,201,,,,,,,,,,,
39667,06/09/23 04:30:00,,,,,,,190,,,,,,,,,,,
39668,06/09/23 04:35:00,,,,,,,195,,,,,,,,,,,
39669,06/09/23 04:40:00,,,,,,,197,,,,,,,,,,126,
39670,06/09/23 04:45:00,,,,,,,185,,,,,,,,,,,
