Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6"
13542,11/07/22 13:10:00,,,,,,,,104,312,154,,,,,,,,
13543,11/07/22 13:30:00,,,,,,,,,,,285,272,101,299,110,,,305
13544,11/07/22 13:40:00,,,,,,,,105,316,145,,,,,,,,
13545,11/07/22 14:00:00,,,,,,,,,,,306,274,100,291,121,,,305
13546,11/07/22 14:10:00,,,,,,,,101,310,140,,,,,,,,
13547,11/07/22 14:30:00,,,,,,,,,,,319,265,108,281,107,,,286
13548,11/07/22 14:40:00,,,,,,,,94,296,170,,,,,,,,
13549,11/07/22 15:00:00,,,,,,,,,,,334,256,112,289,105,,,268
13550,11/07/22 15:10:00,,,,,,,,84,309,192,,,,,,,,
13551,11/07/22 15:30:00,,,,,,,,,,,333,250,112,121,111,,,267
13552,11/07/22 15:40:00,,,,,,,,80,69,185,,,,,,,,
13553,11/07/22 16:00:00,,,,,,,,,,,331,248,111,124,112,,,264
13554,11/07/22 16:10:00,,,,,,,,83,67,171,,,,,,,,
13555,11/07/22 16:30:00,,,,,,,,,,,334,251,111,119,110,,,265
13556,11/07/22 16:40:00,,,,,,,,79,97,173,,,,,,,,
13557,11/07/22 17:00:00,,,,,,,,,,,334,247,112,128,110,,,265
13558,11/07/22 17:10:00,,,,,,,,87,72,161,,,,,,,,
13559,11/07/22 17:30:00,,,,,,,,,,,338,251,112,132,107,,,265
13560,11/07/22 17:40:00,,,,,,,,73,72,154,,,,,,,,
13561,11/07/22 18:00:00,,,,,,,,,,,320,236,114,117,55,,,248
13562,11/07/22 18:10:00,,,,,,,,15,135,298,,,,,,,,
13563,11/07/22 18:30:00,,,,,,,,,,,296,227,112,117,25,,,241
13564,11/07/22 18:40:00,,,,,,,,347,175,250,,,,,,,,
13565,11/07/22 19:00:00,,,,,,,,,,,300,222,110,118,25,,,227
13566,11/07/22 19:10:00,,,,,,,,326,178,35,,,,,,,,
13567,11/07/22 19:30:00,,,,,,,,,,,306,219,100,117,51,,,215
13568,11/07/22 19:40:00,,,,,,,,314,124,28,,,,,,,,
13569,11/07/22 20:00:00,,,,,,,,,,,298,213,292,117,27,,,211
13570,11/07/22 20:10:00,,,,,,,,317,80,29,,,,,,,,
13571,11/07/22 20:30:00,,,,,,,,,,,299,218,293,111,39,,,212
13572,11/07/22 20:40:00,,,,,,,,316,122,38,,,,,,,,
13573,11/07/22 21:00:00,,,,,,,,,,,265,208,291,111,11,,,187
13574,11/07/22 21:10:00,,,,,,,,309,114,58,,,,,,,,
13575,11/07/22 21:30:00,,,,,,,,,,,225,177,279,112,344,,,168
13576,11/07/22 21:40:00,,,,,,,,309,121,267,,,,,,,,
13577,11/07/22 22:00:00,,,,,,,,,,,223,98,187,111,345,,,171
13578,11/07/22 22:10:00,,,,,,,,306,112,44,,,,,,,,
13579,11/07/22 22:30:00,,,,,,,,,,,230,205,286,110,352,,,183
13580,11/07/22 22:40:00,,,,,,,,312,121,150,,,,,,,,
13581,11/07/22 23:00:00,,,,,,,,,,,234,201,286,112,357,,,183
13582,11/07/22 23:10:00,,,,,,,,306,114,51,,,,,,,,
13583,11/07/22 23:30:00,,,,,,,,,,,230,201,286,115,345,,,180
13584,11/07/22 23:40:00,,,,,,,,312,114,58,,,,,,,,
13585,11/08/22 00:00:00,,,,,,,,,,,229,206,279,110,354,,,183
13586,11/08/22 00:10:00,,,,,,,,307,117,45,,,,,,,,
13587,11/08/22 00:30:00,,,,,,,,,,,230,199,285,114,345,,,180
13588,11/08/22 00:40:00,,,,,,,,305,108,66,,,,,,,,
13589,11/08/22 01:00:00,,,,,,,,,,,230,202,285,114,354,,,183
13590,11/08/22 01:10:00,,,,,,,,312,121,31,,,,,,,,
13591,11/08/22 01:30:00,,,,,,,,,,,225,188,278,121,345,,,177
13592,11/08/22 01:40:00,,,,,,,,306,114,55,,,,,,,,
13593,11/08/22 02:00:00,,,,,,,,,,,225,65,131,146,345,,,168
13594,11/08/22 02:10:00,,,,,,,,312,87,278,,,,,,,,
13595,11/08/22 02:30:00,,,,,,,,,,,223,77,257,136,347,,,174
13596,11/08/22 02:40:00,,,,,,,,306,110,275,,,,,,,,
13597,11/08/22 03:00:00,,,,,,,,,,,225,59,250,149,348,,,173
13598,11/08/22 03:10:00,,,,,,,,306,108,288,,,,,,,,
13599,11/08/22 03:30:00,,,,,,,,,,,225,191,272,132,348,,,177
13600,11/08/22 03:40:00,,,,,,,,306,112,45,,,,,,,,
13601,11/08/22 04:00:00,,,,,,,,,,,226,194,282,118,344,,,178
13602,11/08/22 04:10:00,,,,,,,,305,110,45,,,,,,,,
13603,11/08/22 04:30:00,,,,,,,,,,,225,168,275,129,348,,,174
13604,11/08/22 04:40:00,,,,,,,,309,105,272,,,,,,,,
13605,11/08/22 05:00:00,,,,,,,,,,,225,95,260,156,348,,,171
13606,11/08/22 05:10:00,,,,,,,,310,107,278,,,,,,,,
13607,11/08/22 05:30:00,,,,,,,,,,,225,60,108,153,340,,,167
13608,11/08/22 05:40:00,,,,,,,,312,86,291,,,,,,,,
13609,11/08/22 06:00:00,,,,,,,,,,,225,60,240,149,347,,,171
13610,11/08/22 06:10:00,,,,,,,,309,105,254,,,,,,,,
13611,11/08/22 06:30:00,,,,,,,,,,,225,114,270,140,347,,,174
13612,11/08/22 06:40:00,,,,,,,,303,110,77,,,,,,,,
13613,11/08/22 07:00:00,,,,,,,,,,,233,206,286,115,351,,,183
13614,11/08/22 07:10:00,,,,,,,,306,114,73,,,,,,,,
13615,11/08/22 07:30:00,,,,,,,,,,,229,201,285,121,351,,,183
13616,11/08/22 07:40:00,,,,,,,,310,117,65,,,,,,,,
13617,11/08/22 08:00:00,,,,,,,,,,,229,209,285,110,1,,,188
13618,11/08/22 08:10:00,,,,,,,,313,118,87,,,,,,,,
13619,11/08/22 08:30:00,,,,,,,,,,,230,208,285,112,3,,,188
13620,11/08/22 08:40:00,,,,,,,,317,119,45,,,,,,,,
13621,11/08/22 09:00:00,,,,,,,,,,,233,211,286,118,1,,,194
13622,11/08/22 09:10:00,,,,,,,,317,125,44,,,,,,,,
13623,11/08/22 09:30:00,,,,,,,,,,,232,212,286,117,3,,,191
13624,11/08/22 09:40:00,,,,,,,,317,124,48,,,,,,,,
13625,11/08/22 10:00:00,,,,,,,,,,,236,211,288,117,358,,,190
13626,11/08/22 10:10:00,,,,,,,,317,125,44,,,,,,,,
13627,11/08/22 10:30:00,,,,,,,,,,,230,211,286,114,358,,,187
13628,11/08/22 10:40:00,,,,,,,,316,119,53,,,,,,,,
13629,11/08/22 11:00:00,,,,,,,,,,,232,206,286,110,358,,,188
13630,11/08/22 11:10:00,,,,,,,,313,117,74,,,,,,,,
13631,11/08/22 11:30:00,,,,,,,,,,,232,211,286,111,3,,,188
13632,11/08/22 11:40:00,,,,,,,,319,126,49,,,,,,,,
13633,11/08/22 12:00:00,,,,,,,,,,,263,213,291,115,358,,,192
13634,11/08/22 12:10:00,,,,,,,,317,118,39,,,,,,,,
13635,11/08/22 12:30:00,,,,,,,,,,,254,212,291,112,358,,,192
13636,11/08/22 12:40:00,,,,,,,,319,124,45,,,,,,,,
13637,11/08/22 13:00:00,,,,,,,,,,,246,213,289,115,358,,,194
13638,11/08/22 13:10:00,,,,,,,,317,128,39,,,,,,,,
13639,11/08/22 13:30:00,,,,,,,,,,,244,213,291,114,358,,,192
13640,11/08/22 13:40:00,,,,,,,,319,122,45,,,,,,,,
13641,11/08/22 14:00:00,,,,,,,,,,,236,212,288,115,357,,,191
13642,11/08/22 14:10:00,,,,,,,,319,131,39,,,,,,,,
13643,11/08/22 14:30:00,,,,,,,,,,,246,213,291,115,358,,,195
13644,11/08/22 14:40:00,,,,,,,,317,108,38,,,,,,,,
13645,11/08/22 15:00:00,,,,,,,,,,,306,216,284,112,35,,,205
13646,11/08/22 15:10:00,,,,,,,,314,93,35,,,,,,,,
13647,11/08/22 15:30:00,,,,,,,,,,,302,218,264,115,45,,,218
13648,11/08/22 15:40:00,,,,,,,,321,114,84,,,,,,,,
13649,11/08/22 16:00:00,,,,,,,,,,,295,219,102,115,28,,,227
13650,11/08/22 16:10:00,,,,,,,,323,121,81,,,,,,,,
13651,11/08/22 16:30:00,,,,,,,,,,,292,226,118,115,25,,,239
13652,11/08/22 16:40:00,,,,,,,,21,125,324,,,,,,,,
13653,11/08/22 17:00:00,,,,,,,,,,,312,230,104,114,52,,,248
13654,11/08/22 17:10:00,,,,,,,,41,108,316,,,,,,,,
13655,11/08/22 17:30:00,,,,,,,,,,,319,232,105,111,83,,,254
13656,11/08/22 17:40:00,,,,,,,,63,110,285,,,,,,,,
13657,11/08/22 18:00:00,,,,,,,,,,,321,243,108,124,118,,,264
13658,11/08/22 18:10:00,,,,,,,,86,194,201,,,,,,,,
13659,11/08/22 18:30:00,,,,,,,,,,,324,232,108,118,97,,,257
13660,11/08/22 18:40:00,,,,,,,,39,98,312,,,,,,,,
13661,11/08/22 19:00:00,,,,,,,,,,,298,229,108,117,29,,,244
13662,11/08/22 19:10:00,,,,,,,,32,136,327,,,,,,,,
13663,11/08/22 19:30:00,,,,,,,,,,,307,227,110,111,49,,,246
13664,11/08/22 19:40:00,,,,,,,,41,111,314,,,,,,,,
13665,11/08/22 20:00:00,,,,,,,,,,,310,227,111,114,48,,,246
13666,11/08/22 20:10:00,,,,,,,,45,125,323,,,,,,,,
13667,11/08/22 20:30:00,,,,,,,,,,,314,229,112,114,58,,,253
13668,11/08/22 20:40:00,,,,,,,,58,95,292,,,,,,,,
13669,11/08/22 21:00:00,,,,,,,,,,,324,240,108,121,117,,,263
13670,11/08/22 21:10:00,,,,,,,,81,88,188,,,,,,,,
13671,11/08/22 21:30:00,,,,,,,,,,,327,239,107,119,115,,,260
13672,11/08/22 21:40:00,,,,,,,,32,91,302,,,,,,,,
13673,11/08/22 22:00:00,,,,,,,,,,,326,232,98,108,79,,,251
13674,11/08/22 22:10:00,,,,,,,,31,102,306,,,,,,,,
13675,11/08/22 22:30:00,,,,,,,,,,,296,227,105,115,27,,,248
13676,11/08/22 22:40:00,,,,,,,,39,100,314,,,,,,,,
13677,11/08/22 23:00:00,,,,,,,,,,,320,227,105,111,62,,,254
13678,11/08/22 23:10:00,,,,,,,,24,102,303,,,,,,,,
13679,11/08/22 23:30:00,,,,,,,,,,,319,227,100,117,62,,,253
13680,11/08/22 23:40:00,,,,,,,,31,107,313,,,,,,,,
13681,11/09/22 00:00:00,,,,,,,,,,,321,226,104,112,66,,,253
13682,11/09/22 00:10:00,,,,,,,,29,114,310,,,,,,,,
13683,11/09/22 00:30:00,,,,,,,,,,,309,226,100,115,39,,,246
13684,11/09/22 00:40:00,,,,,,,,32,126,326,,,,,,,,
13685,11/09/22 01:00:00,,,,,,,,,,,307,227,102,110,41,,,243
13686,11/09/22 01:10:00,,,,,,,,38,119,324,,,,,,,,
13687,11/09/22 01:30:00,,,,,,,,,,,295,226,105,115,28,,,244
13688,11/09/22 01:40:00,,,,,,,,15,133,323,,,,,,,,
13689,11/09/22 02:00:00,,,,,,,,,,,295,227,110,115,27,,,241
13690,11/09/22 02:10:00,,,,,,,,358,146,319,,,,,,,,
13691,11/09/22 02:30:00,,,,,,,,,,,293,226,111,115,21,,,239
