Line#,Date,"Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
933,12/10/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
934,12/10/22 17:05:00,,,,,,,,,,1,1,1,,,,,,,
935,12/10/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
936,12/10/22 17:35:00,,,,,,,,,,1,1,1,,,,,,,
937,12/10/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
938,12/10/22 18:05:00,,,,,,,,,,1,1,1,,,,,,,
939,12/10/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
940,12/10/22 18:35:00,,,,,,,,,,1,1,1,,,,,,,
941,12/10/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
942,12/10/22 19:05:00,,,,,,,,,,1,1,1,,,,,,,
943,12/10/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
944,12/10/22 19:35:00,,,,,,,,,,1,1,1,,,,,,,
945,12/10/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
946,12/10/22 20:05:00,,,,,,,,,,1,1,1,,,,,,,
947,12/10/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
948,12/10/22 20:35:00,,,,,,,,,,1,1,1,,,,,,,
949,12/10/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
950,12/10/22 21:05:00,,,,,,,,,,1,1,1,,,,,,,
951,12/10/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
952,12/10/22 21:35:00,,,,,,,,,,1,1,1,,,,,,,
953,12/10/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
954,12/10/22 22:05:00,,,,,,,,,,1,1,1,,,,,,,
955,12/10/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
956,12/10/22 22:35:00,,,,,,,,,,1,1,1,,,,,,,
957,12/10/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
958,12/10/22 23:05:00,,,,,,,,,,1,1,1,,,,,,,
959,12/10/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
960,12/10/22 23:35:00,,,,,,,,,,1,1,1,,,,,,,
961,12/11/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
962,12/11/22 00:05:00,,,,,,,,,,1,1,1,,,,,,,
963,12/11/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
964,12/11/22 00:35:00,,,,,,,,,,1,1,1,,,,,,,
965,12/11/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
966,12/11/22 01:05:00,,,,,,,,,,1,1,1,,,,,,,
967,12/11/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
968,12/11/22 01:35:00,,,,,,,,,,1,1,1,,,,,,,
969,12/11/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
970,12/11/22 02:05:00,,,,,,,,,,1,1,1,,,,,,,
971,12/11/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
972,12/11/22 02:35:00,,,,,,,,,,1,1,1,,,,,,,
973,12/11/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
974,12/11/22 03:05:00,,,,,,,,,,1,1,1,,,,,,,
975,12/11/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
976,12/11/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
977,12/11/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
978,12/11/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
979,12/11/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
980,12/11/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
981,12/11/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
982,12/11/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
983,12/11/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
984,12/11/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
985,12/11/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
986,12/11/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
987,12/11/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
988,12/11/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
989,12/11/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
990,12/11/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
991,12/11/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
992,12/11/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
993,12/11/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
994,12/11/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
995,12/11/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
996,12/11/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
997,12/11/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
998,12/11/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
999,12/11/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1000,12/11/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1001,12/11/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1002,12/11/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1003,12/11/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1004,12/11/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1005,12/11/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1006,12/11/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1007,12/11/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1008,12/11/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1009,12/11/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1010,12/11/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1011,12/11/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1012,12/11/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1013,12/11/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1014,12/11/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1015,12/11/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1016,12/11/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1017,12/11/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1018,12/11/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1019,12/11/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1020,12/11/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1021,12/11/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1022,12/11/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1023,12/11/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1024,12/11/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1025,12/11/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1026,12/11/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1027,12/11/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1028,12/11/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1029,12/11/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1030,12/11/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1031,12/11/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1032,12/11/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1033,12/11/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1034,12/11/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1035,12/11/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1036,12/11/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1037,12/11/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1038,12/11/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1039,12/11/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1040,12/11/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1041,12/11/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1042,12/11/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1043,12/11/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1044,12/11/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1045,12/11/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1046,12/11/22 21:05:00,,,,,,,,,,1,1,1,,,,,,,
1047,12/11/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1048,12/11/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1049,12/11/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1050,12/11/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1051,12/11/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1052,12/11/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1053,12/11/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1054,12/11/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1055,12/11/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1056,12/11/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1057,12/12/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1058,12/12/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1059,12/12/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1060,12/12/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1061,12/12/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1062,12/12/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1063,12/12/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1064,12/12/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1065,12/12/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1066,12/12/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1067,12/12/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1068,12/12/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1069,12/12/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1070,12/12/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1071,12/12/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1072,12/12/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1073,12/12/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1074,12/12/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1075,12/12/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1076,12/12/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1077,12/12/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1078,12/12/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1079,12/12/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1080,12/12/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1081,12/12/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1082,12/12/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1083,12/12/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1084,12/12/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1085,12/12/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1086,12/12/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1087,12/12/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1088,12/12/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1089,12/12/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1090,12/12/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1091,12/12/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1092,12/12/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1093,12/12/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1094,12/12/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1095,12/12/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1096,12/12/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1097,12/12/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1098,12/12/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1099,12/12/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1100,12/12/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1101,12/12/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1102,12/12/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1103,12/12/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1104,12/12/22 11:35:00,,,,,,,,,,1,1,1,,,,,,,
1105,12/12/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1106,12/12/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1107,12/12/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1108,12/12/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1109,12/12/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1110,12/12/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1111,12/12/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1112,12/12/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1113,12/12/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1114,12/12/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1115,12/12/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1116,12/12/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1117,12/12/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1118,12/12/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1119,12/12/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1120,12/12/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1121,12/12/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1122,12/12/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1123,12/12/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1124,12/12/22 16:35:00,,,,,,,,,,1,1,1,,,,,,,
1125,12/12/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1126,12/12/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1127,12/12/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1128,12/12/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1129,12/12/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1130,12/12/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1131,12/12/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1132,12/12/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1133,12/12/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1134,12/12/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1135,12/12/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1136,12/12/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1137,12/12/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1138,12/12/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1139,12/12/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1140,12/12/22 20:35:00,,,,,,,,,,1,1,1,,,,,,,
1141,12/12/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1142,12/12/22 21:05:00,,,,,,,,,,1,1,1,,,,,,,
1143,12/12/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1144,12/12/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1145,12/12/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1146,12/12/22 22:05:00,,,,,,,,,,1,1,1,,,,,,,
1147,12/12/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1148,12/12/22 22:35:00,,,,,,,,,,1,1,1,,,,,,,
1149,12/12/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1150,12/12/22 23:05:00,,,,,,,,,,1,1,1,,,,,,,
1151,12/12/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1152,12/12/22 23:35:00,,,,,,,,,,1,1,1,,,,,,,
1153,12/13/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1154,12/13/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1155,12/13/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1156,12/13/22 00:35:00,,,,,,,,,,1,1,1,,,,,,,
1157,12/13/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1158,12/13/22 01:05:00,,,,,,,,,,1,1,1,,,,,,,
1159,12/13/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1160,12/13/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1161,12/13/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1162,12/13/22 02:05:00,,,,,,,,,,1,1,1,,,,,,,
1163,12/13/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1164,12/13/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1165,12/13/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1166,12/13/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1167,12/13/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1168,12/13/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1169,12/13/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1170,12/13/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1171,12/13/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1172,12/13/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1173,12/13/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1174,12/13/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1175,12/13/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1176,12/13/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1177,12/13/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1178,12/13/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1179,12/13/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1180,12/13/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1181,12/13/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1182,12/13/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1183,12/13/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1184,12/13/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1185,12/13/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1186,12/13/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1187,12/13/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1188,12/13/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1189,12/13/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1190,12/13/22 09:05:00,,,,,,,,,,1,1,1,,,,,,,
1191,12/13/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1192,12/13/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1193,12/13/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1194,12/13/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1195,12/13/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1196,12/13/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1197,12/13/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1198,12/13/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1199,12/13/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1200,12/13/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1201,12/13/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1202,12/13/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1203,12/13/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1204,12/13/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1205,12/13/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1206,12/13/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1207,12/13/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1208,12/13/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1209,12/13/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1210,12/13/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1211,12/13/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1212,12/13/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1213,12/13/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1214,12/13/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1215,12/13/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1216,12/13/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1217,12/13/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1218,12/13/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1219,12/13/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1220,12/13/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1221,12/13/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1222,12/13/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1223,12/13/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1224,12/13/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1225,12/13/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1226,12/13/22 18:05:00,,,,,,,,,,1,1,1,,,,,,,
1227,12/13/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1228,12/13/22 18:35:00,,,,,,,,,,1,1,1,,,,,,,
1229,12/13/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1230,12/13/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1231,12/13/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1232,12/13/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1233,12/13/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1234,12/13/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1235,12/13/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1236,12/13/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1237,12/13/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1238,12/13/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1239,12/13/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1240,12/13/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1241,12/13/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1242,12/13/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1243,12/13/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1244,12/13/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1245,12/13/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1246,12/13/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1247,12/13/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1248,12/13/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1249,12/14/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1250,12/14/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1251,12/14/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1252,12/14/22 00:35:00,,,,,,,,,,1,1,1,,,,,,,
1253,12/14/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1254,12/14/22 01:05:00,,,,,,,,,,1,1,1,,,,,,,
1255,12/14/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1256,12/14/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1257,12/14/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1258,12/14/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1259,12/14/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1260,12/14/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1261,12/14/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1262,12/14/22 03:05:00,,,,,,,,,,1,1,1,,,,,,,
1263,12/14/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1264,12/14/22 03:35:00,,,,,,,,,,1,1,1,,,,,,,
1265,12/14/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1266,12/14/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1267,12/14/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1268,12/14/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1269,12/14/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1270,12/14/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1271,12/14/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1272,12/14/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1273,12/14/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1274,12/14/22 06:05:00,,,,,,,,,,1,1,1,,,,,,,
1275,12/14/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1276,12/14/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1277,12/14/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1278,12/14/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1279,12/14/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
