Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398618-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398624-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390411-1), W/m^2, RX3000_BRW5"
3324,06/30/22 12:55:00,26,61,131,14,17,83,26,,82,,,,,,
3325,06/30/22 13:00:00,24,58,1,12,17,81,22,,46,,,,,,
3326,06/30/22 13:05:00,24,61,134,12,17,84,22,,32,,,,,,
3327,06/30/22 13:10:00,26,94,136,12,17,88,23,,32,,,,,,
3328,06/30/22 13:15:00,26,112,141,13,17,93,23,,32,,,,,,
3329,06/30/22 13:20:00,27,71,142,13,17,97,23,,32,,,,,,
3330,06/30/22 13:25:00,27,72,146,13,18,102,24,,33,,,,,,
3331,06/30/22 13:30:00,28,73,149,14,18,107,26,,33,,,,,,
3332,06/30/22 13:35:00,28,103,152,14,18,112,26,,33,,,,,,
3333,06/30/22 13:40:00,29,112,154,14,18,116,26,,33,,,,,,
3334,06/30/22 13:45:00,31,82,158,14,19,121,27,,34,,,,,,
3335,06/30/22 13:50:00,31,84,161,14,19,128,27,,34,,,,,,
3336,06/30/22 13:55:00,32,88,164,16,19,134,27,,34,,,,,,
3337,06/30/22 14:00:00,33,91,168,16,19,142,29,,34,,,,,,
3338,06/30/22 14:05:00,34,136,171,17,19,153,29,,34,,,,,,
3339,06/30/22 14:10:00,36,183,174,17,19,161,31,,36,,,,,,
3340,06/30/22 14:15:00,37,191,178,17,19,168,32,,36,,,,,,
3341,06/30/22 14:20:00,38,197,181,18,21,174,33,,37,,,,,,
3342,06/30/22 14:25:00,39,204,184,18,21,181,34,,37,,,,,,
3343,06/30/22 14:30:00,42,212,187,19,21,188,36,,38,,,,,,
3344,06/30/22 14:35:00,43,219,191,19,22,196,37,,39,,,,,,
3345,06/30/22 14:40:00,46,228,193,21,22,204,39,,41,,,,,,
3346,06/30/22 14:45:00,48,237,197,22,22,212,41,,42,,,,,,
3347,06/30/22 14:50:00,52,244,199,23,23,221,44,,44,,,,,,
3348,06/30/22 14:55:00,59,254,202,23,23,231,47,,47,,,,,,
3349,06/30/22 15:00:00,188,264,206,23,24,242,123,,49,,,,,,
3350,06/30/22 15:05:00,196,278,211,23,24,256,201,,52,,,,,,
3351,06/30/22 15:10:00,209,291,217,24,24,266,209,,51,,,,,,
3352,06/30/22 15:15:00,68,224,163,23,23,179,188,,49,,,,,,
3353,06/30/22 15:20:00,104,137,96,23,22,131,117,,49,,,,,,
3354,06/30/22 15:25:00,123,171,119,27,24,212,146,,54,,,,,,
3355,06/30/22 15:30:00,143,161,109,33,29,153,159,,62,,,,,,
3356,06/30/22 15:35:00,249,292,199,42,41,312,248,,76,,,,,,
3357,06/30/22 15:40:00,144,198,134,46,48,172,196,,88,,,,,,
3358,06/30/22 15:45:00,169,172,126,47,59,213,168,,107,,,,,,
3359,06/30/22 15:50:00,318,297,113,46,69,371,266,,121,,,,,,
3360,06/30/22 15:55:00,288,334,112,39,67,387,324,,122,,,,,,
3361,06/30/22 16:00:00,269,354,102,33,51,189,234,,112,,,,,,
3362,06/30/22 16:05:00,303,372,91,33,44,393,304,,99,,,,,,
3363,06/30/22 16:10:00,164,271,76,36,37,194,242,,87,,,,,,
3364,06/30/22 16:15:00,203,223,66,42,36,179,152,,87,,,,,,
3365,06/30/22 16:20:00,221,264,64,54,43,256,222,,99,,,,,,
3366,06/30/22 16:25:00,234,296,71,64,58,314,269,,119,,,,,,
3367,06/30/22 16:30:00,167,159,82,67,72,178,193,,134,,,,,,
3368,06/30/22 16:35:00,159,147,91,71,78,173,162,,136,,,,,,
3369,06/30/22 16:40:00,164,183,103,64,89,179,166,,146,,,,,,
3370,06/30/22 16:45:00,138,129,109,46,87,157,159,,133,,,,,,
3371,06/30/22 16:50:00,103,96,103,39,73,117,127,,112,,,,,,
3372,06/30/22 16:55:00,84,71,88,38,63,89,97,,97,,,,,,
3373,06/30/22 17:00:00,73,57,76,37,56,68,78,,84,,,,,,
3374,06/30/22 17:05:00,68,49,66,41,53,59,67,,81,,,,,,
3375,06/30/22 17:10:00,72,51,61,43,56,61,67,,82,,,,,,
3376,06/30/22 17:15:00,79,51,61,48,58,62,72,,87,,,,,,
3377,06/30/22 17:20:00,91,53,63,57,63,66,77,,97,,,,,,
3378,06/30/22 17:25:00,109,64,69,67,74,79,89,,112,,,,,,
3379,06/30/22 17:30:00,132,82,81,71,84,91,106,,129,,,,,,
3380,06/30/22 17:35:00,,,,,102,122,131,,,,,,,,
3381,06/30/22 17:40:00,,,,,111,137,147,,,,,,,,
3382,06/30/22 17:45:00,,,,,111,158,159,,,,,,,,
3383,06/30/22 17:50:00,,,,,96,146,154,,,,,,,,
3384,06/30/22 17:55:00,,,,,79,113,,,,,,,,,
3385,06/30/22 18:00:00,106,86,74,63,73,108,,,113,,,,,,
3386,06/30/22 18:30:00,489,297,72,68,39,708,491,,249,,,,,,
3387,06/30/22 19:00:00,547,611,41,57,33,344,497,,471,,,,,,
3388,06/30/22 19:30:00,536,596,36,68,36,737,537,,464,,,,,,
3389,06/30/22 20:00:00,577,659,33,286,34,782,583,,522,,,,,,
3390,06/30/22 20:30:00,599,682,31,586,37,801,608,,553,,,,,,
3391,06/30/22 21:00:00,617,682,31,661,341,802,632,,574,,,,,,
3392,06/30/22 21:30:00,296,607,31,636,442,321,604,,549,,,,,,
3393,06/30/22 22:00:00,638,657,34,723,522,807,638,,614,,,,,,
3394,06/30/22 22:30:00,663,342,31,762,581,811,687,,629,,,,,,
3395,06/30/22 23:00:00,421,119,33,664,423,324,546,,552,,,,,,
3396,06/30/22 23:30:00,656,123,66,809,566,128,699,,677,,,,,,
3397,07/01/22 00:00:00,623,54,41,787,584,69,688,,617,,,,,,
3398,07/01/22 00:30:00,359,38,41,726,529,62,573,,563,,,,,,
3399,07/01/22 01:00:00,202,48,33,597,421,67,462,,476,,,,,,
3400,07/01/22 01:30:00,497,44,56,353,342,59,371,,311,,,,,,
3401,07/01/22 02:00:00,496,36,64,687,518,37,527,,561,,,,,,
3402,07/01/22 02:30:00,457,33,49,598,453,39,462,,496,,,,,,
3403,07/01/22 03:00:00,374,39,67,423,376,76,388,,396,,,,,,
3404,07/01/22 03:30:00,246,59,288,216,314,74,183,,353,,,,,,
3405,07/01/22 04:00:00,173,48,178,86,207,59,101,,207,,,,,,
3406,07/01/22 04:30:00,86,49,309,76,267,62,92,,312,,,,,,
3407,07/01/22 05:00:00,34,31,311,33,246,27,46,,243,,,,,,
3408,07/01/22 05:30:00,26,22,328,24,271,22,29,,179,,,,,,
3409,07/01/22 06:00:00,22,18,303,21,234,17,22,,122,,,,,,
3410,07/01/22 06:30:00,19,16,274,18,202,16,18,,203,,,,,,
3411,07/01/22 07:00:00,18,16,244,17,184,14,17,,169,,,,,,
3412,07/01/22 07:30:00,16,14,222,16,153,13,16,,141,,,,,,
3413,07/01/22 08:00:00,14,14,201,14,113,12,13,,116,,,,,,
3414,07/01/22 08:30:00,13,13,184,12,87,12,12,,94,,,,,,
3415,07/01/22 09:00:00,12,12,164,14,41,11,12,,76,,,,,,
3416,07/01/22 09:30:00,11,11,122,12,16,9,11,,54,,,,,,
3417,07/01/22 10:00:00,11,14,124,11,13,9,9,,42,,,,,,
3418,07/01/22 10:30:00,11,18,118,8,12,9,9,,48,,,,,,
3419,07/01/22 11:00:00,14,23,122,8,14,13,11,,52,,,,,,
3420,07/01/22 11:30:00,12,29,126,11,12,13,12,,56,,,,,,
3421,07/01/22 12:00:00,14,36,127,11,12,14,12,,59,,,,,,
3422,07/01/22 12:30:00,18,47,156,11,13,22,13,,73,,,,,,
3423,07/01/22 13:00:00,16,84,156,11,12,38,16,,78,,,,,,
3424,07/01/22 13:30:00,21,54,106,9,9,126,13,,21,,,,,,
3425,07/01/22 14:00:00,24,97,183,12,16,158,17,,23,,,,,,
3426,07/01/22 14:30:00,27,204,201,13,17,206,19,,23,,,,,,
3427,07/01/22 15:00:00,179,257,219,14,17,247,38,,26,,,,,,
3428,07/01/22 15:30:00,229,303,238,14,18,293,232,,27,,,,,,
3429,07/01/22 16:00:00,276,351,136,16,19,352,274,,28,,,,,,
3430,07/01/22 16:30:00,308,403,28,17,19,401,333,,31,,,,,,
3431,07/01/22 17:00:00,356,448,27,18,19,469,403,,194,,,,,,
3432,07/01/22 17:30:00,403,498,26,21,19,567,424,,306,,,,,,
3433,07/01/22 18:00:00,451,548,24,23,18,679,471,,413,,,,,,
3434,07/01/22 18:30:00,494,597,23,26,17,749,506,,453,,,,,,
3435,07/01/22 19:00:00,529,637,23,32,17,824,542,,489,,,,,,
3436,07/01/22 19:30:00,566,669,22,43,18,791,576,,519,,,,,,
3437,07/01/22 20:00:00,596,697,22,289,19,812,606,,547,,,,,,
3438,07/01/22 20:30:00,618,717,22,621,22,833,623,,569,,,,,,
3439,07/01/22 21:00:00,636,723,22,699,313,842,649,,593,,,,,,
3440,07/01/22 21:30:00,648,704,22,734,566,848,668,,612,,,,,,
3441,07/01/22 22:00:00,604,683,22,759,588,846,689,,627,,,,,,
3442,07/01/22 22:30:00,657,347,22,783,602,819,694,,637,,,,,,
3443,07/01/22 23:00:00,653,34,22,807,606,723,698,,634,,,,,,
3444,07/01/22 23:30:00,639,29,23,818,602,68,696,,631,,,,,,
3445,07/02/22 00:00:00,621,26,23,799,593,46,679,,608,,,,,,
3446,07/02/22 00:30:00,597,24,24,807,579,37,604,,606,,,,,,
3447,07/02/22 01:00:00,567,23,24,778,561,31,573,,599,,,,,,
3448,07/02/22 01:30:00,531,22,27,749,539,26,549,,577,,,,,,
3449,07/02/22 02:00:00,493,19,27,711,514,23,518,,551,,,,,,
3450,07/02/22 02:30:00,456,19,29,642,486,22,483,,519,,,,,,
3451,07/02/22 03:00:00,417,18,32,551,454,21,464,,486,,,,,,
3452,07/02/22 03:30:00,374,18,424,283,418,19,126,,447,,,,,,
3453,07/02/22 04:00:00,334,18,429,59,381,19,27,,407,,,,,,
3454,07/02/22 04:30:00,24,17,403,38,344,18,23,,367,,,,,,
3455,07/02/22 05:00:00,23,17,374,27,309,17,22,,292,,,,,,
3456,07/02/22 05:30:00,22,17,346,23,281,17,21,,186,,,,,,
3457,07/02/22 06:00:00,21,16,318,21,244,16,19,,122,,,,,,
3458,07/02/22 06:30:00,19,16,289,18,212,16,18,,212,,,,,,
3459,07/02/22 07:00:00,19,16,262,18,194,16,18,,177,,,,,,
3460,07/02/22 07:30:00,22,17,217,17,144,21,19,,136,,,,,,
3461,07/02/22 08:00:00,19,18,172,17,89,16,19,,102,,,,,,
3462,07/02/22 08:30:00,19,17,162,16,63,17,18,,91,,,,,,
3463,07/02/22 09:00:00,17,16,122,14,37,13,17,,66,,,,,,
3464,07/02/22 09:30:00,14,14,142,13,19,12,13,,59,,,,,,
3465,07/02/22 10:00:00,17,18,126,12,17,13,13,,47,,,,,,
3466,07/02/22 10:30:00,18,22,116,12,17,16,16,,51,,,,,,
3467,07/02/22 11:00:00,22,28,114,12,17,19,18,,51,,,,,,
3468,07/02/22 11:30:00,27,32,92,14,19,27,23,,53,,,,,,
3469,07/02/22 12:00:00,36,38,86,17,24,39,31,,61,,,,,,
3470,07/02/22 12:30:00,44,48,87,18,27,49,39,,69,,,,,,
3471,07/02/22 13:00:00,39,64,109,17,27,83,41,,72,,,,,,
3472,07/02/22 13:30:00,41,66,101,14,22,69,37,,48,,,,,,
3473,07/02/22 14:00:00,46,69,98,16,22,88,41,,49,,,,,,
3474,07/02/22 14:30:00,61,113,112,21,27,114,51,,57,,,,,,
3475,07/02/22 15:00:00,121,134,117,23,31,153,68,,66,,,,,,
3476,07/02/22 15:30:00,169,191,148,31,36,211,152,,78,,,,,,
3477,07/02/22 16:00:00,192,231,118,34,41,243,188,,87,,,,,,
3478,07/02/22 16:30:00,232,268,78,42,46,292,231,,101,,,,,,
3479,07/02/22 17:00:00,262,307,77,49,51,338,278,,176,,,,,,
3480,07/02/22 17:30:00,313,352,76,57,53,417,306,,241,,,,,,
3481,07/02/22 18:00:00,362,404,76,69,61,488,359,,312,,,,,,
3482,07/02/22 18:30:00,392,436,77,88,72,534,382,,344,,,,,,
3483,07/02/22 19:00:00,418,462,77,106,78,589,427,,374,,,,,,
3484,07/02/22 19:30:00,442,481,77,124,86,584,452,,397,,,,,,
3485,07/02/22 20:00:00,482,506,76,256,94,594,473,,428,,,,,,
3486,07/02/22 20:30:00,498,526,73,441,103,623,498,,459,,,,,,
3487,07/02/22 21:00:00,519,527,73,504,267,642,528,,482,,,,,,
3488,07/02/22 21:30:00,524,519,73,546,354,641,548,,506,,,,,,
3489,07/02/22 22:00:00,454,499,73,569,423,647,562,,519,,,,,,
3490,07/02/22 22:30:00,536,319,73,597,438,607,568,,533,,,,,,
3491,07/02/22 23:00:00,523,141,73,602,443,539,562,,524,,,,,,
3492,07/02/22 23:30:00,516,123,77,606,436,212,541,,521,,,,,,
3493,07/03/22 00:00:00,484,111,82,584,427,164,521,,502,,,,,,
3494,07/03/22 00:30:00,453,98,86,561,419,144,474,,479,,,,,,
3495,07/03/22 01:00:00,428,88,89,537,404,126,442,,471,,,,,,
3496,07/03/22 01:30:00,394,78,94,506,387,112,414,,447,,,,,,
3497,07/03/22 02:00:00,362,69,101,467,366,99,382,,422,,,,,,
3498,07/03/22 02:30:00,321,63,108,409,339,91,343,,391,,,,,,
3499,07/03/22 03:00:00,283,58,114,339,312,82,312,,356,,,,,,
3500,07/03/22 03:30:00,251,53,257,214,284,73,167,,321,,,,,,
3501,07/03/22 04:00:00,214,49,256,113,254,67,116,,288,,,,,,
3502,07/03/22 04:30:00,101,46,236,89,223,61,102,,252,,,,,,
3503,07/03/22 05:00:00,86,42,199,71,182,53,88,,201,,,,,,
3504,07/03/22 05:30:00,74,38,168,57,147,47,74,,149,,,,,,
3505,07/03/22 06:00:00,63,34,142,47,116,42,63,,116,,,,,,
3506,07/03/22 06:30:00,52,31,122,37,93,37,53,,113,,,,,,
3507,07/03/22 07:00:00,43,27,106,29,78,31,44,,93,,,,,,
3508,07/03/22 07:30:00,34,23,89,23,61,26,36,,76,,,,,,
3509,07/03/22 08:00:00,28,19,69,18,43,22,29,,59,,,,,,
3510,07/03/22 08:30:00,26,17,58,14,33,18,24,,48,,,,,,
3511,07/03/22 09:00:00,23,16,47,13,27,18,22,,41,,,,,,
3512,07/03/22 09:30:00,22,16,41,12,22,18,21,,36,,,,,,
3513,07/03/22 10:00:00,19,16,34,9,18,17,19,,32,,,,,,
3514,07/03/22 10:30:00,18,14,33,8,17,16,18,,29,,,,,,
3515,07/03/22 11:00:00,19,14,32,8,16,16,18,,28,,,,,,
3516,07/03/22 11:30:00,24,16,33,11,17,21,19,,29,,,,,,
3517,07/03/22 12:00:00,28,21,34,12,19,26,24,,36,,,,,,
3518,07/03/22 12:30:00,34,26,38,14,23,32,29,,41,,,,,,
3519,07/03/22 13:00:00,42,31,43,17,26,38,36,,47,,,,,,
3520,07/03/22 13:30:00,52,37,46,19,29,48,43,,53,,,,,,
3521,07/03/22 14:00:00,63,52,59,23,34,66,57,,66,,,,,,
3522,07/03/22 14:30:00,82,63,66,29,39,81,68,,74,,,,,,
3523,07/03/22 15:00:00,76,64,63,33,43,82,76,,78,,,,,,
3524,07/03/22 15:30:00,132,103,86,51,61,134,109,,109,,,,,,
3525,07/03/22 16:00:00,117,103,76,47,56,114,106,,101,,,,,,
3526,07/03/22 16:30:00,206,166,99,71,76,201,152,,148,,,,,,
3527,07/03/22 17:00:00,247,216,116,84,98,296,228,,198,,,,,,
3528,07/03/22 17:30:00,272,264,112,88,96,286,256,,227,,,,,,
3529,07/03/22 18:00:00,264,274,107,97,99,328,277,,248,,,,,,
3530,07/03/22 18:30:00,316,318,93,96,91,401,298,,271,,,,,,
3531,07/03/22 19:00:00,381,386,89,111,92,511,346,,318,,,,,,
3532,07/03/22 19:30:00,411,392,83,124,94,507,373,,334,,,,,,
3533,07/03/22 20:00:00,447,468,79,242,101,547,439,,401,,,,,,
3534,07/03/22 20:30:00,444,484,74,396,104,538,452,,423,,,,,,
3535,07/03/22 21:00:00,509,494,71,461,246,628,481,,449,,,,,,
3536,07/03/22 21:30:00,499,502,69,514,347,631,537,,483,,,,,,
3537,07/03/22 22:00:00,463,467,69,532,399,603,533,,489,,,,,,
3538,07/03/22 22:30:00,436,283,67,517,392,514,509,,468,,,,,,
3539,07/03/22 23:00:00,441,124,68,504,373,422,478,,447,,,,,,
3540,07/03/22 23:30:00,501,123,76,572,403,218,522,,496,,,,,,
3541,07/04/22 00:00:00,212,123,86,474,358,176,451,,431,,,,,,
3542,07/04/22 00:30:00,211,104,87,199,192,161,239,,232,,,,,,
3543,07/04/22 01:00:00,406,101,116,353,288,136,332,,358,,,,,,
3544,07/04/22 01:30:00,186,83,109,238,213,124,234,,272,,,,,,
3545,07/04/22 02:00:00,217,86,128,238,243,143,254,,283,,,,,,
3546,07/04/22 02:30:00,279,92,119,217,233,132,251,,263,,,,,,
3547,07/04/22 03:00:00,131,89,121,163,189,113,206,,227,,,,,,
3548,07/04/22 03:30:00,58,69,82,62,87,58,108,,118,,,,,,
3549,07/04/22 04:00:00,94,49,41,49,51,79,72,,76,,,,,,
3550,07/04/22 04:30:00,111,61,96,79,89,84,111,,141,,,,,,
3551,07/04/22 05:00:00,91,49,158,74,134,58,98,142,174,,,,,,168
3552,07/04/22 05:30:00,82,47,99,56,91,61,78,106,117,96,68,38,76,59,91
3553,07/04/22 06:00:00,59,37,63,43,63,41,67,93,83,66,53,32,68,44,72
3554,07/04/22 06:30:00,49,31,86,34,63,38,53,91,89,73,42,29,66,36,92
3555,07/04/22 07:00:00,46,28,96,31,67,33,44,76,88,72,37,29,62,31,74
3556,07/04/22 07:30:00,44,26,62,24,47,34,41,74,64,49,33,26,54,28,63
3557,07/04/22 08:00:00,43,34,71,28,53,37,49,66,74,52,41,31,64,37,67
3558,07/04/22 08:30:00,29,21,46,18,33,22,31,42,48,34,27,21,42,24,41
3559,07/04/22 09:00:00,18,18,33,14,26,16,27,19,37,24,23,17,36,22,29
3560,07/04/22 09:30:00,4,6,12,2,7,4,8,7,11,6,6,6,12,6,6
3561,07/04/22 10:00:00,3,2,2,1,2,3,4,6,3,2,2,1,4,2,3
3562,07/04/22 10:30:00,2,2,2,1,2,2,3,4,3,2,2,1,3,2,2
3563,07/04/22 11:00:00,2,1,1,1,1,3,2,4,2,1,1,1,2,1,2
3564,07/04/22 11:30:00,6,2,1,1,1,7,4,11,2,1,2,1,3,2,6
3565,07/04/22 12:00:00,4,2,2,1,2,6,4,11,4,2,2,1,4,2,3
3566,07/04/22 12:30:00,6,2,2,1,2,6,6,11,4,2,3,1,4,3,6
3567,07/04/22 13:00:00,14,6,4,4,4,12,8,19,8,6,7,3,8,7,14
3568,07/04/22 13:30:00,38,18,14,13,17,41,26,57,26,17,19,9,23,19,39
3569,07/04/22 14:00:00,64,37,34,24,32,66,48,87,48,33,38,22,49,37,71
3570,07/04/22 14:30:00,79,73,66,37,46,92,74,96,78,49,62,44,88,68,96
3571,07/04/22 15:00:00,87,71,67,34,48,79,76,92,81,51,63,46,91,68,97
3572,07/04/22 15:30:00,64,62,57,37,46,58,71,97,77,49,61,41,82,62,68
3573,07/04/22 16:00:00,67,46,41,37,39,58,61,87,66,46,52,27,62,49,69
3574,07/04/22 16:30:00,139,77,54,54,58,109,92,139,97,69,82,38,93,79,137
3575,07/04/22 17:00:00,114,112,83,68,77,106,124,113,133,92,116,61,138,113,121
3576,07/04/22 17:30:00,122,79,63,56,66,128,103,188,103,72,86,44,101,82,131
3577,07/04/22 18:00:00,152,107,83,74,87,149,137,192,139,99,118,58,134,111,166
3578,07/04/22 18:30:00,166,144,92,86,91,181,164,158,168,126,153,68,173,146,193
3579,07/04/22 19:00:00,151,128,92,81,94,149,162,156,158,113,141,66,166,137,162
3580,07/04/22 19:30:00,147,107,87,86,94,151,142,239,148,106,123,61,139,117,147
3581,07/04/22 20:00:00,244,146,99,117,119,232,193,567,189,139,162,71,174,151,224
3582,07/04/22 20:30:00,372,274,134,223,169,432,331,676,314,241,287,104,301,274,363
3583,07/04/22 21:00:00,289,452,163,401,284,402,517,557,481,389,446,126,461,428,288
3584,07/04/22 21:30:00,338,191,123,158,166,248,268,363,246,196,217,84,236,203,244
3585,07/04/22 22:00:00,237,216,118,199,241,299,347,269,273,218,243,83,252,228,239
3586,07/04/22 22:30:00,226,149,129,182,166,182,223,187,259,207,219,88,211,198,246
3587,07/04/22 23:00:00,263,143,131,156,151,243,207,324,238,186,194,89,202,173,269
3588,07/04/22 23:30:00,381,221,183,277,244,336,334,458,383,313,329,123,302,291,377
3589,07/05/22 00:00:00,349,188,152,299,269,273,353,442,364,328,329,103,262,282,349
3590,07/05/22 00:30:00,374,163,144,347,302,246,378,488,387,331,318,96,239,264,346
3591,07/05/22 01:00:00,346,142,141,383,308,224,362,358,409,353,333,92,222,251,346
3592,07/05/22 01:30:00,378,123,144,362,279,211,326,321,392,378,344,84,198,234,394
3593,07/05/22 02:00:00,231,112,153,319,311,173,339,321,363,314,281,86,201,179,278
3594,07/05/22 02:30:00,186,117,138,137,179,149,216,241,228,209,199,86,197,161,211
3595,07/05/22 03:00:00,176,103,117,112,128,132,159,227,188,152,152,74,164,129,189
3596,07/05/22 03:30:00,176,86,113,106,139,127,161,242,178,141,132,66,147,112,196
3597,07/05/22 04:00:00,132,83,116,102,128,126,149,181,176,133,124,64,141,104,147
3598,07/05/22 04:30:00,117,69,92,76,98,89,119,148,137,104,98,53,116,86,133
3599,07/05/22 05:00:00,96,58,79,63,89,81,102,126,116,89,83,46,101,72,114
3600,07/05/22 05:30:00,82,52,71,54,81,71,92,87,102,76,72,41,88,64,92
3601,07/05/22 06:00:00,79,44,57,43,61,58,72,69,82,61,61,33,72,53,89
3602,07/05/22 06:30:00,52,41,59,39,62,46,68,61,81,59,54,33,69,48,59
3603,07/05/22 07:00:00,47,32,44,29,41,38,47,46,61,44,42,26,53,37,54
3604,07/05/22 07:30:00,39,21,28,19,27,29,33,38,39,29,28,17,36,26,43
3605,07/05/22 08:00:00,28,19,26,17,24,23,31,34,36,26,26,14,32,23,31
3606,07/05/22 08:30:00,27,16,23,14,19,21,24,29,31,22,21,13,28,19,29
3607,07/05/22 09:00:00,21,14,22,11,17,17,22,32,27,19,18,13,27,16,27
3608,07/05/22 09:30:00,17,11,17,8,14,13,18,22,21,13,13,8,18,12,18
3609,07/05/22 10:00:00,14,8,11,7,9,12,13,19,14,11,11,6,13,11,16
3610,07/05/22 10:30:00,12,8,9,6,9,11,13,16,13,9,9,6,13,9,13
3611,07/05/22 11:00:00,14,8,11,6,9,12,12,16,14,9,9,6,14,9,17
3612,07/05/22 11:30:00,16,9,12,6,9,13,13,18,16,11,12,7,16,11,18
3613,07/05/22 12:00:00,19,11,12,8,12,16,17,23,18,12,13,7,17,12,21
3614,07/05/22 12:30:00,23,13,16,11,14,19,19,28,22,14,17,9,22,16,26
3615,07/05/22 13:00:00,29,18,19,12,17,24,24,34,27,18,21,13,27,19,34
3616,07/05/22 13:30:00,36,22,24,17,22,36,32,51,36,24,27,16,34,26,41
3617,07/05/22 14:00:00,42,28,29,21,29,38,43,56,44,29,34,19,43,33,46
3618,07/05/22 14:30:00,52,32,32,23,31,51,46,64,48,33,38,21,47,36,57
3619,07/05/22 15:00:00,69,42,41,29,36,54,54,76,61,41,49,28,62,47,83
3620,07/05/22 15:30:00,89,69,63,41,48,92,73,97,89,57,72,43,93,72,101
3621,07/05/22 16:00:00,102,74,66,47,59,93,96,122,97,66,81,46,101,79,106
3622,07/05/22 16:30:00,121,83,71,56,67,151,113,131,108,76,92,49,111,88,122
3623,07/05/22 17:00:00,163,117,84,68,79,196,151,168,136,89,112,58,136,109,153
3624,07/05/22 17:30:00,163,143,93,81,91,141,164,181,161,106,133,64,156,129,169
3625,07/05/22 18:00:00,189,139,99,92,99,171,156,232,171,119,148,68,171,143,193
3626,07/05/22 18:30:00,197,147,106,104,113,176,174,252,186,133,159,72,179,152,194
3627,07/05/22 19:00:00,181,177,114,121,127,324,227,301,213,153,187,77,206,179,179
3628,07/05/22 19:30:00,303,268,116,163,129,362,314,362,281,219,273,86,284,263,272
3629,07/05/22 20:00:00,258,234,108,163,139,238,289,243,262,201,244,79,253,234,236
3630,07/05/22 20:30:00,272,194,122,161,162,343,277,591,249,192,224,88,236,211,276
3631,07/05/22 21:00:00,359,344,129,306,214,478,397,587,382,309,354,102,354,338,343
3632,07/05/22 21:30:00,328,298,148,282,243,336,379,361,372,304,339,108,343,319,319
3633,07/05/22 22:00:00,392,323,136,334,258,433,383,696,397,314,344,101,333,326,359
3634,07/05/22 22:30:00,406,271,133,392,373,303,497,674,436,377,388,97,296,358,394
3635,07/05/22 23:00:00,569,164,96,554,402,582,497,624,504,451,467,76,193,433,541
3636,07/05/22 23:30:00,534,114,71,638,463,178,574,597,542,521,526,61,134,488,498
3637,07/06/22 00:00:00,309,103,69,368,297,189,361,548,339,321,318,51,136,284,306
3638,07/06/22 00:30:00,237,123,112,458,332,148,386,256,441,404,393,77,186,337,232
3639,07/06/22 01:00:00,418,117,124,293,251,151,298,544,334,296,284,79,188,212,327
3640,07/06/22 01:30:00,212,83,109,447,358,133,391,491,422,392,366,66,143,283,214
3641,07/06/22 02:00:00,203,87,103,177,203,149,236,214,229,211,191,56,146,131,221
3642,07/06/22 02:30:00,26,59,66,51,71,34,93,56,98,71,76,41,92,69,29
3643,07/06/22 03:00:00,28,16,16,13,16,26,23,36,24,18,18,9,23,18,31
3644,07/06/22 03:30:00,58,28,24,24,31,57,44,81,42,32,33,16,39,32,59
3645,07/06/22 04:00:00,246,61,69,68,64,126,91,316,112,88,82,38,92,72,197
3646,07/06/22 04:30:00,136,98,144,94,139,114,154,136,194,149,129,71,167,112,161
3647,07/06/22 05:00:00,97,66,84,64,89,74,107,108,121,93,91,51,108,78,107
3648,07/06/22 05:30:00,152,58,93,66,88,91,92,144,124,99,84,47,104,71,188
3649,07/06/22 06:00:00,139,72,111,73,116,73,122,78,143,111,97,57,124,82,188
3650,07/06/22 06:30:00,84,62,97,57,82,78,94,107,119,92,83,53,113,73,102
3651,07/06/22 07:00:00,49,34,51,29,52,38,61,93,63,44,42,26,57,37,58
3652,07/06/22 07:30:00,19,33,53,28,41,17,48,31,63,47,42,28,61,38,21
3653,07/06/22 08:00:00,23,14,17,12,16,21,22,24,24,18,19,9,23,18,24
3654,07/06/22 08:30:00,12,8,11,7,9,8,14,12,14,11,12,6,14,11,13
3655,07/06/22 09:00:00,14,8,11,7,9,12,12,17,14,11,12,6,14,11,16
3656,07/06/22 09:30:00,17,9,11,8,12,14,17,23,17,12,13,6,17,13,19
