Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398618-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398624-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390411-1), W/m^2, RX3000_BRW5"
5576,08/15/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5577,08/15/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5578,08/15/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5579,08/15/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5580,08/15/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5581,08/15/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5582,08/15/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5583,08/15/22 13:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5584,08/15/22 13:30:00,1,1,1,1,1,1,1,2,1,,,,,,
5585,08/15/22 14:00:00,4,1,1,1,2,4,3,7,2,,,,,,
5586,08/15/22 14:30:00,7,3,3,2,4,6,6,7,6,,,,,,
5587,08/15/22 15:00:00,7,3,3,2,4,6,6,8,6,,,,,,
5588,08/15/22 15:30:00,23,9,8,8,9,17,13,23,14,,,,,,
5589,08/15/22 16:00:00,27,16,16,13,17,26,23,41,24,,,,,,
5590,08/15/22 16:30:00,23,16,17,14,18,21,26,24,26,,,,,,
5591,08/15/22 17:00:00,29,18,18,17,19,26,27,38,29,,,,,,
5592,08/15/22 17:30:00,27,18,18,16,19,22,27,42,29,,,,,,
5593,08/15/22 18:00:00,47,24,24,21,27,38,36,54,38,,,,,,
5594,08/15/22 18:30:00,62,34,34,31,37,52,49,69,54,,,,,,
5595,08/15/22 19:00:00,69,46,44,39,48,59,64,78,69,,,,,,
5596,08/15/22 19:30:00,96,52,51,44,53,78,73,142,78,,,,,,
5597,08/15/22 20:00:00,207,104,94,92,103,209,153,273,152,,,,,,
5598,08/15/22 20:30:00,143,139,114,119,127,143,196,206,191,,,,,,
5599,08/15/22 21:00:00,159,119,93,107,118,137,184,228,164,,,,,,
5600,08/15/22 21:30:00,118,94,86,86,99,162,147,209,142,,,,,,
5601,08/15/22 22:00:00,117,84,73,76,94,133,134,159,123,,,,,,
5602,08/15/22 22:30:00,111,68,63,61,77,89,103,113,102,,,,,,
5603,08/15/22 23:00:00,114,73,73,66,82,112,109,131,114,,,,,,
5604,08/15/22 23:30:00,33,44,43,37,51,42,68,63,67,,,,,,
5605,08/16/22 00:00:00,39,34,32,28,41,41,54,74,51,,,,,,
5606,08/16/22 00:30:00,42,29,28,24,36,39,51,54,46,,,,,,
5607,08/16/22 01:00:00,38,24,24,21,27,34,36,48,38,,,,,,
5608,08/16/22 01:30:00,44,28,28,24,32,44,43,68,46,,,,,,
5609,08/16/22 02:00:00,63,41,39,36,43,58,61,112,63,,,,,,
5610,08/16/22 02:30:00,91,62,59,56,67,81,92,104,93,,,,,,
5611,08/16/22 03:00:00,72,53,53,49,61,69,81,99,83,,,,,,
5612,08/16/22 03:30:00,63,46,46,41,51,52,67,68,71,,,,,,
5613,08/16/22 04:00:00,62,37,36,33,38,59,53,108,56,,,,,,
5614,08/16/22 04:30:00,39,46,44,41,47,29,64,43,69,,,,,,
5615,08/16/22 05:00:00,14,18,17,16,18,12,26,21,27,,,,,,
5616,08/16/22 05:30:00,9,7,7,6,7,8,12,13,11,,,,,,
5617,08/16/22 06:00:00,7,4,4,3,4,7,8,9,7,,,,,,
5618,08/16/22 06:30:00,6,2,3,2,3,6,6,8,4,,,,,,
5619,08/16/22 07:00:00,2,2,2,1,2,2,4,2,4,,,,,,
5620,08/16/22 07:30:00,1,1,1,1,1,1,1,2,1,,,,,,
5621,08/16/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5622,08/16/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5623,08/16/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5624,08/16/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5625,08/16/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5626,08/16/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5627,08/16/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5628,08/16/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5629,08/16/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5630,08/16/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5631,08/16/22 13:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5632,08/16/22 13:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5633,08/16/22 14:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5634,08/16/22 14:30:00,1,1,1,1,1,1,1,2,1,,,,,,
5635,08/16/22 15:00:00,3,1,1,1,1,3,2,6,2,,,,,,
5636,08/16/22 15:30:00,11,3,3,2,4,13,6,21,6,,,,,,
5637,08/16/22 16:00:00,18,11,11,9,12,16,16,21,17,,,,,,
5638,08/16/22 16:30:00,28,14,14,12,16,28,21,39,23,,,,,,
5639,08/16/22 17:00:00,52,22,21,19,26,62,34,83,34,,,,,,
5640,08/16/22 17:30:00,67,58,63,52,67,63,89,77,93,,,,,,
5641,08/16/22 18:00:00,67,46,43,41,48,58,68,78,69,,,,,,
5642,08/16/22 18:30:00,86,48,46,43,51,73,72,88,72,,,,,,
5643,08/16/22 19:00:00,93,58,54,51,59,96,84,148,87,,,,,,
5644,08/16/22 19:30:00,168,99,78,81,97,212,154,202,133,,,,,,
5645,08/16/22 20:00:00,202,137,113,113,131,193,197,158,188,,,,,,
5646,08/16/22 20:30:00,208,143,126,127,129,164,182,149,209,,,,,,
5647,08/16/22 21:00:00,208,138,119,122,146,203,204,296,201,,,,,,
5648,08/16/22 21:30:00,206,167,136,152,171,178,232,186,238,,,,,,
5649,08/16/22 22:00:00,138,113,106,102,117,138,157,182,171,,,,,,
5650,08/16/22 22:30:00,112,86,77,73,103,158,146,209,123,,,,,,
5651,08/16/22 23:00:00,129,91,87,76,112,129,158,254,134,,,,,,
5652,08/16/22 23:30:00,158,99,99,97,117,157,158,259,161,,,,,,
5653,08/17/22 00:00:00,199,123,112,133,132,158,173,328,201,,,,,,
5654,08/17/22 00:30:00,188,138,134,156,144,132,192,219,239,,,,,,
5655,08/17/22 01:00:00,127,82,78,79,101,119,138,182,132,,,,,,
5656,08/17/22 01:30:00,94,73,73,66,79,88,106,157,118,,,,,,
5657,08/17/22 02:00:00,142,66,61,58,86,97,117,148,101,,,,,,
5658,08/17/22 02:30:00,93,69,69,66,81,87,103,123,113,,,,,,
5659,08/17/22 03:00:00,98,59,63,56,73,69,92,99,99,,,,,,
5660,08/17/22 03:30:00,56,47,51,46,52,54,68,106,81,,,,,,
5661,08/17/22 04:00:00,61,43,46,41,56,44,72,122,72,,,,,,
5662,08/17/22 04:30:00,32,32,37,29,37,23,49,61,56,,,,,,
5663,08/17/22 05:00:00,36,22,24,21,27,34,36,43,39,,,,,,
5664,08/17/22 05:30:00,42,21,21,18,27,19,33,59,33,,,,,,
5665,08/17/22 06:00:00,18,13,12,12,14,18,22,26,21,,,,,,
5666,08/17/22 06:30:00,17,11,14,11,16,9,18,17,21,,,,,,
5667,08/17/22 07:00:00,8,6,8,4,7,6,8,7,12,,,,,,
5668,08/17/22 07:30:00,2,2,2,1,2,1,4,2,4,,,,,,
5669,08/17/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5670,08/17/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5671,08/17/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5672,08/17/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5673,08/17/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5674,08/17/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5675,08/17/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5676,08/17/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5677,08/17/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5678,08/17/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5679,08/17/22 13:00:00,2,1,1,1,1,2,1,3,1,,,,,,
5680,08/17/22 13:30:00,6,2,2,1,2,4,4,6,3,,,,,,
5681,08/17/22 14:00:00,8,3,4,2,3,7,6,11,7,,,,,,
5682,08/17/22 14:30:00,11,6,6,4,7,9,9,14,9,,,,,,
5683,08/17/22 15:00:00,26,13,13,11,13,18,18,33,21,,,,,,
5684,08/17/22 15:30:00,42,32,28,21,27,62,42,43,42,,,,,,
5685,08/17/22 16:00:00,37,26,24,18,22,27,32,51,36,,,,,,
5686,08/17/22 16:30:00,47,29,27,23,29,49,43,57,42,,,,,,
5687,08/17/22 17:00:00,88,93,47,38,43,269,103,96,74,,,,,,
5688,08/17/22 17:30:00,61,98,53,47,51,52,93,147,89,,,,,,
5689,08/17/22 18:00:00,168,79,63,57,66,132,103,141,104,,,,,,
5690,08/17/22 18:30:00,114,132,81,82,82,128,152,142,151,,,,,,
5691,08/17/22 19:00:00,102,116,66,76,82,122,152,229,132,,,,,,
5692,08/17/22 19:30:00,129,123,73,91,87,116,148,178,148,,,,,,
5693,08/17/22 20:00:00,97,129,88,104,97,147,159,191,171,,,,,,
5694,08/17/22 20:30:00,137,133,99,113,133,191,203,232,183,,,,,,
5695,08/17/22 21:00:00,159,153,112,143,136,168,197,99,221,,,,,,
5696,08/17/22 21:30:00,174,106,92,98,113,186,164,299,162,,,,,,
5697,08/17/22 22:00:00,207,159,126,153,157,147,218,281,238,,,,,,
5698,08/17/22 22:30:00,241,137,111,143,157,242,216,256,216,,,,,,
5699,08/17/22 23:00:00,172,136,112,136,161,186,222,231,208,,,,,,
5700,08/17/22 23:30:00,184,133,109,152,161,167,222,244,217,,,,,,
5701,08/18/22 00:00:00,159,108,103,107,123,129,167,193,177,,,,,,
5702,08/18/22 00:30:00,161,97,93,97,124,127,166,188,161,,,,,,
5703,08/18/22 01:00:00,104,84,83,79,96,108,128,152,137,,,,,,
5704,08/18/22 01:30:00,92,69,69,62,81,93,109,158,111,,,,,,
5705,08/18/22 02:00:00,108,73,71,69,89,132,119,157,118,,,,,,
5706,08/18/22 02:30:00,89,68,69,66,86,74,112,113,114,,,,,,
5707,08/18/22 03:00:00,77,56,57,53,67,79,88,114,93,,,,,,
5708,08/18/22 03:30:00,84,51,54,51,67,72,86,94,89,,,,,,
5709,08/18/22 04:00:00,72,43,47,42,54,43,68,89,76,,,,,,
5710,08/18/22 04:30:00,53,36,42,37,48,41,58,73,66,,,,,,
5711,08/18/22 05:00:00,34,28,61,34,53,31,49,158,76,,,,,,
5712,08/18/22 05:30:00,44,24,66,33,58,16,41,52,74,,,,,,
5713,08/18/22 06:00:00,31,17,119,21,79,19,26,37,53,,,,,,
5714,08/18/22 06:30:00,11,9,28,11,17,9,16,14,26,,,,,,
5715,08/18/22 07:00:00,6,4,6,3,6,4,7,7,8,,,,,,
5716,08/18/22 07:30:00,2,1,2,1,2,1,2,2,2,,,,,,
5717,08/18/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5718,08/18/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5719,08/18/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5720,08/18/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5721,08/18/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5722,08/18/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5723,08/18/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5724,08/18/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5725,08/18/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5726,08/18/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5727,08/18/22 13:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5728,08/18/22 13:30:00,1,1,1,1,1,1,1,2,1,,,,,,
5729,08/18/22 14:00:00,2,1,1,1,1,2,1,2,1,,,,,,
5730,08/18/22 14:30:00,3,1,1,1,1,3,2,6,2,,,,,,
5731,08/18/22 15:00:00,3,2,2,1,2,3,3,8,3,,,,,,
5732,08/18/22 15:30:00,8,3,3,2,4,7,6,8,6,,,,,,
5733,08/18/22 16:00:00,22,8,8,7,9,19,13,21,14,,,,,,
5734,08/18/22 16:30:00,39,19,18,17,21,34,28,46,29,,,,,,
5735,08/18/22 17:00:00,54,29,28,24,32,47,43,66,44,,,,,,
5736,08/18/22 17:30:00,49,34,34,31,36,48,48,57,53,,,,,,
5737,08/18/22 18:00:00,42,32,32,28,36,51,46,86,49,,,,,,
5738,08/18/22 18:30:00,56,48,47,41,52,43,68,41,74,,,,,,
5739,08/18/22 19:00:00,51,32,33,28,37,42,48,51,51,,,,,,
5740,08/18/22 19:30:00,51,32,31,28,36,43,47,78,51,,,,,,
5741,08/18/22 20:00:00,61,36,36,32,38,58,52,72,57,,,,,,
5742,08/18/22 20:30:00,71,44,44,39,48,64,64,89,69,,,,,,
5743,08/18/22 21:00:00,71,48,49,41,54,72,72,112,76,,,,,,
5744,08/18/22 21:30:00,79,53,54,46,61,72,82,104,83,,,,,,
5745,08/18/22 22:00:00,114,67,69,57,78,111,103,131,104,,,,,,
5746,08/18/22 22:30:00,93,68,69,57,77,83,102,107,106,,,,,,
5747,08/18/22 23:00:00,71,53,54,44,61,66,78,84,82,,,,,,
5748,08/18/22 23:30:00,77,48,53,41,54,68,71,94,78,,,,,,
5749,08/19/22 00:00:00,88,57,58,49,58,62,76,92,88,,,,,,
5750,08/19/22 00:30:00,68,52,53,49,51,62,68,92,84,,,,,,
5751,08/19/22 01:00:00,63,42,43,36,48,66,64,98,66,,,,,,
5752,08/19/22 01:30:00,64,47,48,39,53,54,72,96,72,,,,,,
5753,08/19/22 02:00:00,72,42,42,36,47,77,64,104,64,,,,,,
5754,08/19/22 02:30:00,87,63,62,54,69,66,92,87,96,,,,,,
5755,08/19/22 03:00:00,59,46,47,41,46,51,62,78,72,,,,,,
5756,08/19/22 03:30:00,48,34,36,31,37,43,51,68,54,,,,,,
5757,08/19/22 04:00:00,37,28,29,24,32,37,44,51,44,,,,,,
5758,08/19/22 04:30:00,31,22,24,19,26,26,33,42,36,,,,,,
5759,08/19/22 05:00:00,32,18,19,17,19,21,26,29,29,,,,,,
5760,08/19/22 05:30:00,13,13,14,12,12,9,17,22,22,,,,,,
5761,08/19/22 06:00:00,9,7,8,6,7,9,9,14,13,,,,,,
5762,08/19/22 06:30:00,7,4,6,4,6,7,8,8,8,,,,,,
5763,08/19/22 07:00:00,6,3,4,2,4,6,7,6,7,,,,,,
5764,08/19/22 07:30:00,2,2,2,1,2,2,4,2,3,,,,,,
5765,08/19/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5766,08/19/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5767,08/19/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5768,08/19/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5769,08/19/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5770,08/19/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5771,08/19/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5772,08/19/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5773,08/19/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5774,08/19/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5775,08/19/22 13:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5776,08/19/22 13:30:00,1,1,1,1,1,1,1,2,1,,,,,,
5777,08/19/22 14:00:00,4,1,1,1,1,4,2,7,2,,,,,,
5778,08/19/22 14:30:00,8,4,4,2,4,8,7,11,6,,,,,,
5779,08/19/22 15:00:00,14,8,8,6,8,14,12,19,12,,,,,,
5780,08/19/22 15:30:00,37,18,17,12,16,38,26,34,24,,,,,,
5781,08/19/22 16:00:00,44,32,27,21,24,37,37,47,41,,,,,,
5782,08/19/22 16:30:00,38,31,28,23,27,39,37,47,42,,,,,,
5783,08/19/22 17:00:00,44,28,28,24,29,41,42,61,43,,,,,,
5784,08/19/22 17:30:00,47,33,33,27,36,48,47,76,51,,,,,,
5785,08/19/22 18:00:00,84,43,42,36,48,61,64,99,64,,,,,,
5786,08/19/22 18:30:00,93,58,54,47,58,81,84,126,84,,,,,,
5787,08/19/22 19:00:00,69,49,49,42,56,66,76,159,76,,,,,,
5788,08/19/22 19:30:00,83,53,54,46,62,88,84,242,82,,,,,,
5789,08/19/22 20:00:00,101,66,67,57,72,88,96,253,103,,,,,,
5790,08/19/22 20:30:00,134,78,82,68,89,111,123,288,124,,,,,,
5791,08/19/22 21:00:00,116,76,79,66,96,143,131,214,121,,,,,,
5792,08/19/22 21:30:00,118,91,87,77,94,116,132,209,137,,,,,,
5793,08/19/22 22:00:00,103,76,71,69,83,118,123,203,118,,,,,,
5794,08/19/22 22:30:00,117,74,71,66,88,132,128,266,116,,,,,,
5795,08/19/22 23:00:00,137,91,83,78,114,162,166,254,137,,,,,,
5796,08/19/22 23:30:00,163,103,96,91,114,147,162,227,158,,,,,,
5797,08/20/22 00:00:00,113,98,96,91,112,149,149,174,157,,,,,,
5798,08/20/22 00:30:00,118,87,84,77,94,104,132,144,137,,,,,,
5799,08/20/22 01:00:00,113,78,73,69,92,111,127,172,122,,,,,,
5800,08/20/22 01:30:00,112,79,78,74,93,107,124,141,128,,,,,,
5801,08/20/22 02:00:00,112,74,82,76,101,97,123,163,128,,,,,,
5802,08/20/22 02:30:00,94,69,74,74,94,101,124,154,121,,,,,,
5803,08/20/22 03:00:00,123,63,67,79,89,83,113,111,118,,,,,,
5804,08/20/22 03:30:00,98,53,62,58,68,66,86,107,97,,,,,,
5805,08/20/22 04:00:00,48,42,49,47,61,64,73,78,77,,,,,,
5806,08/20/22 04:30:00,66,36,43,37,53,47,63,53,66,,,,,,
5807,08/20/22 05:00:00,42,26,34,27,36,34,44,52,51,,,,,,
5808,08/20/22 05:30:00,33,19,28,21,27,17,32,37,39,,,,,,
5809,08/20/22 06:00:00,18,14,23,16,21,16,24,27,32,,,,,,
5810,08/20/22 06:30:00,7,7,9,6,11,7,13,17,13,,,,,,
5811,08/20/22 07:00:00,2,2,2,2,2,2,4,3,4,,,,,,
5812,08/20/22 07:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5813,08/20/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5814,08/20/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5815,08/20/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5816,08/20/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5817,08/20/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5818,08/20/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5819,08/20/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5820,08/20/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5821,08/20/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5822,08/20/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5823,08/20/22 13:00:00,2,1,1,1,1,2,1,3,1,,,,,,
5824,08/20/22 13:30:00,3,1,1,1,1,3,2,4,2,,,,,,
5825,08/20/22 14:00:00,7,2,3,1,2,6,4,11,4,,,,,,
5826,08/20/22 14:30:00,19,9,12,6,8,16,13,26,14,,,,,,
5827,08/20/22 15:00:00,32,19,18,12,16,28,26,42,26,,,,,,
5828,08/20/22 15:30:00,38,26,22,17,19,34,32,46,33,,,,,,
5829,08/20/22 16:00:00,23,32,23,18,21,33,37,46,36,,,,,,
5830,08/20/22 16:30:00,42,34,26,18,23,34,38,51,41,,,,,,
5831,08/20/22 17:00:00,69,56,41,33,38,68,66,93,66,,,,,,
5832,08/20/22 17:30:00,124,64,49,43,51,119,84,116,81,,,,,,
5833,08/20/22 18:00:00,113,87,59,57,58,121,101,224,102,,,,,,
5834,08/20/22 18:30:00,181,174,59,63,48,77,177,144,149,,,,,,
5835,08/20/22 19:00:00,439,233,59,79,61,187,211,378,194,,,,,,
5836,08/20/22 19:30:00,281,197,78,101,87,168,193,529,189,,,,,,
5837,08/20/22 20:00:00,383,367,86,264,118,313,328,406,327,,,,,,
5838,08/20/22 20:30:00,427,358,89,284,136,624,427,332,332,,,,,,
5839,08/20/22 21:00:00,248,281,77,259,122,261,264,299,291,,,,,,
5840,08/20/22 21:30:00,228,269,92,283,153,189,303,342,311,,,,,,
5841,08/20/22 22:00:00,232,201,106,222,176,367,278,317,272,,,,,,
5842,08/20/22 22:30:00,233,182,96,236,183,196,301,321,276,,,,,,
5843,08/20/22 23:00:00,302,171,101,373,294,327,419,287,358,,,,,,
5844,08/20/22 23:30:00,216,151,92,274,211,119,308,229,292,,,,,,
5845,08/21/22 00:00:00,303,92,77,407,294,201,348,143,369,,,,,,
5846,08/21/22 00:30:00,343,84,82,206,179,178,217,181,217,,,,,,
5847,08/21/22 01:00:00,216,121,119,323,267,151,322,268,339,,,,,,
5848,08/21/22 01:30:00,193,79,83,148,147,146,183,217,183,,,,,,
5849,08/21/22 02:00:00,162,86,108,201,163,134,211,237,239,,,,,,
5850,08/21/22 02:30:00,112,78,93,117,126,93,149,184,168,,,,,,
5851,08/21/22 03:00:00,103,59,69,81,87,66,104,117,122,,,,,,
5852,08/21/22 03:30:00,84,54,69,69,84,69,102,133,112,,,,,,
5853,08/21/22 04:00:00,81,43,66,56,79,58,82,74,97,,,,,,
5854,08/21/22 04:30:00,48,32,59,41,63,49,62,57,79,,,,,,
5855,08/21/22 05:00:00,52,26,59,34,58,31,51,58,72,,,,,,
5856,08/21/22 05:30:00,21,21,34,23,36,24,39,41,47,,,,,,
5857,08/21/22 06:00:00,31,13,24,12,24,21,24,24,29,,,,,,
5858,08/21/22 06:30:00,11,8,12,8,12,12,14,16,17,,,,,,
5859,08/21/22 07:00:00,3,3,4,3,4,3,6,6,7,,,,,,
5860,08/21/22 07:30:00,1,1,1,1,1,1,2,2,2,,,,,,
5861,08/21/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5862,08/21/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5863,08/21/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5864,08/21/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5865,08/21/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5866,08/21/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5867,08/21/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5868,08/21/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5869,08/21/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5870,08/21/22 12:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5871,08/21/22 13:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5872,08/21/22 13:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5873,08/21/22 14:00:00,2,1,1,1,1,2,2,6,2,,,,,,
5874,08/21/22 14:30:00,9,2,3,2,3,12,6,8,4,,,,,,
5875,08/21/22 15:00:00,16,9,8,6,8,12,13,17,13,,,,,,
5876,08/21/22 15:30:00,41,18,17,11,14,36,24,37,24,,,,,,
5877,08/21/22 16:00:00,49,66,28,14,14,34,41,51,33,,,,,,
5878,08/21/22 16:30:00,179,89,37,24,24,197,88,64,53,,,,,,
5879,08/21/22 17:00:00,153,214,31,21,19,166,163,111,48,,,,,,
5880,08/21/22 17:30:00,156,284,31,24,27,168,164,324,51,,,,,,
5881,08/21/22 18:00:00,137,312,43,41,43,157,186,408,162,,,,,,
5882,08/21/22 18:30:00,208,203,69,84,77,157,161,226,173,,,,,,
5883,08/21/22 19:00:00,108,142,66,91,77,124,148,194,148,,,,,,
5884,08/21/22 19:30:00,121,112,76,84,89,98,151,202,139,,,,,,
5885,08/21/22 20:00:00,566,211,77,157,103,243,259,344,217,,,,,,
5886,08/21/22 20:30:00,187,247,83,209,118,428,264,261,254,,,,,,
5887,08/21/22 21:00:00,197,149,92,132,127,212,204,301,196,,,,,,
5888,08/21/22 21:30:00,199,184,93,188,157,298,271,229,242,,,,,,
5889,08/21/22 22:00:00,189,196,82,222,184,216,292,291,251,,,,,,
5890,08/21/22 22:30:00,258,177,99,218,174,282,274,253,268,,,,,,
5891,08/21/22 23:00:00,172,151,104,206,154,176,231,228,254,,,,,,
5892,08/21/22 23:30:00,176,117,98,166,146,138,199,234,212,,,,,,
5893,08/22/22 00:00:00,254,109,99,136,147,177,192,328,196,,,,,,
5894,08/22/22 00:30:00,206,102,106,147,184,196,222,172,207,,,,,,
5895,08/22/22 01:00:00,218,107,106,174,157,141,208,174,233,,,,,,
5896,08/22/22 01:30:00,119,89,93,107,132,103,148,169,166,,,,,,
5897,08/22/22 02:00:00,116,74,71,73,87,112,117,148,121,,,,,,
5898,08/22/22 02:30:00,143,71,74,78,94,104,119,157,127,,,,,,
5899,08/22/22 03:00:00,101,62,74,73,94,67,108,159,121,,,,,,
5900,08/22/22 03:30:00,77,53,66,64,77,64,93,92,106,,,,,,
5901,08/22/22 04:00:00,57,42,51,47,61,52,72,51,81,,,,,,
5902,08/22/22 04:30:00,51,33,42,34,49,34,57,68,63,,,,,,
5903,08/22/22 05:00:00,32,26,37,27,46,31,44,42,52,,,,,,
5904,08/22/22 05:30:00,22,17,21,17,24,16,29,29,31,,,,,,
5905,08/22/22 06:00:00,9,11,17,11,17,8,19,18,23,,,,,,
5906,08/22/22 06:30:00,6,6,7,4,8,6,9,12,11,,,,,,
5907,08/22/22 07:00:00,2,2,2,2,3,3,4,3,4,,,,,,
5908,08/22/22 07:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5909,08/22/22 08:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5910,08/22/22 08:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5911,08/22/22 09:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5912,08/22/22 09:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5913,08/22/22 10:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5914,08/22/22 10:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5915,08/22/22 11:00:00,1,1,1,1,1,1,1,1,1,,,,,,
5916,08/22/22 11:30:00,1,1,1,1,1,1,1,1,1,,,,,,
5917,08/22/22 12:00:00,1,1,1,1,1,1,1,1,1,,,,,,
