Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO"
2063,01/20/24 02:00:00,351,,268,319,,,,,
2064,01/20/24 03:00:00,347,,268,323,,,,,
2065,01/20/24 04:00:00,344,,268,334,,,,,
2066,01/20/24 05:00:00,345,,274,331,,,,,
2067,01/20/24 06:00:00,345,,284,340,,,,,
2068,01/20/24 07:00:00,334,,302,8,,,,,
2069,01/20/24 08:00:00,333,,302,20,,,,,
2070,01/20/24 09:00:00,334,,300,358,,,,,
2071,01/20/24 10:00:00,343,,300,14,,,,,
2072,01/20/24 11:00:00,337,,312,14,,,,,
2073,01/20/24 12:00:00,337,,312,340,,,,,
2074,01/20/24 13:00:00,337,,309,329,,,,,
2075,01/20/24 14:00:00,337,,302,326,,,,,
2076,01/20/24 15:00:00,337,,298,314,,,,,
2077,01/20/24 16:00:00,337,,295,334,,,,,
2078,01/20/24 17:00:00,337,,285,326,,,,,
2079,01/20/24 18:00:00,337,,282,330,,,,,
2080,01/20/24 19:00:00,337,,282,324,,,,,
2081,01/20/24 20:00:00,337,,282,319,,,,,
2082,01/20/24 21:00:00,337,,284,313,,,,,
2083,01/20/24 22:00:00,337,,292,312,,,,,
2084,01/20/24 23:00:00,337,,309,309,,,,,
2085,01/21/24 00:00:00,337,,307,307,,,,,
2086,01/21/24 01:00:00,337,,314,307,,,,,
2087,01/21/24 02:00:00,337,,316,307,,,,,
2088,01/21/24 03:00:00,337,,309,309,,,,,
2089,01/21/24 04:00:00,337,,312,309,,,,,
2090,01/21/24 05:00:00,337,,312,309,,,,,
2091,01/21/24 06:00:00,337,,310,309,,,,,
2092,01/21/24 07:00:00,337,,305,309,,,,,
2093,01/21/24 08:00:00,337,,296,329,,,,,
2094,01/21/24 09:00:00,337,,279,329,,,,,
2095,01/21/24 10:00:00,337,,264,348,,,,,
2096,01/21/24 11:00:00,337,,309,309,,,,,
2097,01/21/24 12:00:00,337,,312,309,,,,,
2098,01/21/24 13:00:00,337,,307,309,,,,,
2099,01/21/24 14:00:00,337,,305,309,,,,,
2100,01/21/24 15:00:00,337,,298,309,,,,,
2101,01/21/24 16:00:00,337,,300,309,,,,,
2102,01/21/24 17:00:00,337,,303,307,,,,,
2103,01/21/24 18:00:00,337,,306,309,,,,,
2104,01/21/24 19:00:00,337,,307,310,,,,,
2105,01/21/24 20:00:00,337,,303,310,,,,,
2106,01/21/24 21:00:00,337,,316,309,,,,,
2107,01/21/24 22:00:00,337,,313,312,,,,,
2108,01/21/24 23:00:00,337,,310,313,,,,,
2109,01/22/24 00:00:00,337,,312,314,,,,,
2110,01/22/24 01:00:00,337,,312,310,,,,,
2111,01/22/24 02:00:00,337,,312,312,,,,,
2112,01/22/24 03:00:00,337,,312,312,,,,,
2113,01/22/24 04:00:00,337,,312,314,,,,,
2114,01/22/24 05:00:00,337,,312,316,,,,,
2115,01/22/24 06:00:00,337,,312,316,,,,,
2116,01/22/24 07:00:00,337,,312,316,,,,,
2117,01/22/24 08:00:00,337,,313,316,,,,,
2118,01/22/24 09:00:00,337,,121,316,,,,,
2119,01/22/24 10:00:00,337,,126,323,,,,,
2120,01/22/24 11:00:00,337,,115,323,,,,,
2121,01/22/24 12:00:00,337,,121,348,,,,,
2122,01/22/24 13:00:00,337,,119,83,,,,,
2123,01/22/24 14:00:00,337,,118,117,,,,,
2124,01/22/24 15:00:00,337,,105,321,,,,,
2125,01/22/24 16:00:00,337,,114,309,,,,,
2126,01/22/24 17:00:00,337,,111,309,,,,,
2127,01/22/24 18:00:00,337,,108,307,,,,,
2128,01/22/24 19:00:00,337,,112,306,,,,,
2129,01/22/24 20:00:00,337,,111,305,,,,,
2130,01/22/24 21:00:00,334,,114,306,,,,,
2131,01/22/24 22:00:00,279,,111,305,,,,,
2132,01/22/24 23:00:00,316,,117,305,,,,,
2133,01/23/24 00:00:00,313,,119,307,,,,,
2134,01/23/24 01:00:00,310,,126,117,,,,,
2135,01/23/24 02:00:00,303,,117,118,,,,,
2136,01/23/24 03:00:00,302,,115,131,,,,,
2137,01/23/24 04:00:00,310,,117,125,,,,,
2138,01/23/24 05:00:00,327,,125,126,,,,,
2139,01/23/24 06:00:00,317,,288,128,,,,,
2140,01/23/24 07:00:00,343,,296,320,,,,,
2141,01/23/24 08:00:00,358,,285,309,,,,,
2142,01/23/24 09:00:00,357,,282,309,,,,,
2143,01/23/24 10:00:00,355,,282,309,,,,,
2144,01/23/24 11:00:00,351,,286,307,,,,,
2145,01/23/24 12:00:00,351,,286,309,,,,,
2146,01/23/24 13:00:00,341,,299,307,,,,,
2147,01/23/24 14:00:00,343,,296,309,,,,,
2148,01/23/24 15:00:00,341,,296,307,,,,,
2149,01/23/24 16:00:00,337,,300,307,,,,,
2150,01/23/24 17:00:00,337,,299,309,,,,,
2151,01/23/24 18:00:00,341,,292,307,,,,,
2152,01/23/24 19:00:00,341,,300,309,,,,,
2153,01/23/24 20:00:00,340,,300,309,,,,,
2154,01/23/24 21:00:00,337,,302,307,,,,,
2155,01/23/24 22:00:00,337,,306,309,,,,,
2156,01/23/24 23:00:00,11,,303,310,,,,,
2157,01/24/24 00:00:00,330,,303,309,,,,,
2158,01/24/24 01:00:00,340,,305,310,,,,,
2159,01/24/24 02:00:00,358,,303,309,,,,,
2160,01/24/24 03:00:00,15,,305,310,,,,,
2161,01/24/24 04:00:00,352,,303,310,,,,,
2162,01/24/24 05:00:00,303,,305,320,,,,,
2163,01/24/24 06:00:00,320,,303,319,,,,,
2164,01/24/24 07:00:00,274,,303,326,,,,,
2165,01/24/24 08:00:00,293,,303,330,,,,,
2166,01/24/24 09:00:00,277,,302,336,,,,,
2167,01/24/24 10:00:00,338,,305,313,,,,,
2168,01/24/24 11:00:00,345,,306,312,,,,,
2169,01/24/24 12:00:00,337,,305,310,,,,,
2170,01/24/24 13:00:00,343,,305,309,,,,,
2171,01/24/24 14:00:00,345,,309,310,,,,,
2172,01/24/24 15:00:00,358,,306,309,,,,,
2173,01/24/24 16:00:00,347,,305,310,,,,,
2174,01/24/24 17:00:00,350,,303,310,,,,,
2175,01/24/24 18:00:00,329,,305,309,,,,,
2176,01/24/24 19:00:00,348,,303,309,,,,,
2177,01/24/24 20:00:00,336,,302,309,,,,,
2178,01/24/24 21:00:00,343,,298,307,,,,,
2179,01/24/24 22:00:00,336,,300,309,,,,,
2180,01/24/24 23:00:00,333,,299,307,,,,,
2181,01/25/24 00:00:00,343,,299,307,,,,,
2182,01/25/24 01:00:00,347,,295,307,,,,,
2183,01/25/24 02:00:00,354,,288,307,,,,,
2184,01/25/24 03:00:00,345,,292,309,,,,,
2185,01/25/24 04:00:00,343,,286,309,,,,,
2186,01/25/24 05:00:00,345,,286,307,,,,,
2187,01/25/24 06:00:00,341,,284,309,,,,,
2188,01/25/24 07:00:00,343,,286,309,,,,,
2189,01/25/24 08:00:00,345,,282,309,,,,,
2190,01/25/24 09:00:00,347,,282,309,,,,,
2191,01/25/24 10:00:00,343,,282,309,,,,,
2192,01/25/24 11:00:00,337,,289,309,,,,,
2193,01/25/24 12:00:00,345,,284,309,,,,,
2194,01/25/24 13:00:00,345,,284,309,,,,,
2195,01/25/24 14:00:00,347,,279,309,,,,,
2196,01/25/24 15:00:00,343,,284,309,,,,,
2197,01/25/24 16:00:00,333,,291,309,,,,,
2198,01/25/24 17:00:00,333,,291,309,,,,,
2199,01/25/24 18:00:00,340,,282,309,,,,,
2200,01/25/24 19:00:00,337,,288,309,,,,,
2201,01/25/24 20:00:00,330,,286,309,,,,,
2202,01/25/24 21:00:00,338,,284,309,,,,,
2203,01/25/24 22:00:00,341,,286,309,,,,,
2204,01/25/24 23:00:00,345,,292,309,,,,,
2205,01/26/24 00:00:00,324,,299,309,,,,,
2206,01/26/24 01:00:00,312,,292,309,,,,,
2207,01/26/24 02:00:00,310,,299,309,,,,,
2208,01/26/24 03:00:00,324,,292,309,,,,,
2209,01/26/24 04:00:00,333,,300,309,,,,,
2210,01/26/24 05:00:00,337,,295,309,,,,,
2211,01/26/24 06:00:00,337,,299,309,,,,,
2212,01/26/24 07:00:00,333,,305,309,,,,,
2213,01/26/24 08:00:00,344,,305,309,,,,,
2214,01/26/24 09:00:00,351,,307,309,,,,,
2215,01/26/24 10:00:00,17,,307,309,,,,,
2216,01/26/24 11:00:00,21,,310,309,,,,,
2217,01/26/24 12:00:00,21,,310,310,,,,,
2218,01/26/24 13:00:00,13,,307,310,,,,,
2219,01/26/24 14:00:00,331,,300,312,,,,,
2220,01/26/24 15:00:00,343,,305,314,,,,,
2221,01/26/24 16:00:00,331,,307,312,,,,,
2222,01/26/24 17:00:00,350,,306,313,,,,,
2223,01/26/24 18:00:00,337,,299,312,,,,,
2224,01/26/24 19:00:00,348,,302,333,,,,,
2225,01/26/24 20:00:00,291,,299,326,,,,,
2226,01/26/24 21:00:00,317,,303,316,,,,,
2227,01/26/24 22:00:00,343,,299,333,,,,,
2228,01/26/24 23:00:00,330,,288,110,,,,,
2229,01/27/24 00:00:00,333,,227,129,,,,,
2230,01/27/24 01:00:00,330,,286,112,,,,,
2231,01/27/24 02:00:00,291,,292,104,,,,,
2232,01/27/24 03:00:00,312,,286,105,,,,,
2233,01/27/24 04:00:00,316,,282,104,,,,,
2234,01/27/24 05:00:00,331,,142,125,,,,,
2235,01/27/24 06:00:00,327,,275,129,,,,,
2236,01/27/24 07:00:00,327,,291,128,,,,,
2237,01/27/24 08:00:00,327,,279,128,,,,,
2238,01/27/24 09:00:00,329,,190,129,,,,,
2239,01/27/24 10:00:00,329,,153,128,,,,,
2240,01/27/24 11:00:00,333,,143,129,,,,,
2241,01/27/24 12:00:00,330,,208,129,,,,,
2242,01/27/24 13:00:00,330,,140,128,,,,,
2243,01/27/24 14:00:00,329,,131,129,,,,,
2244,01/27/24 15:00:00,327,,129,131,,,,,
2245,01/27/24 16:00:00,327,,128,128,,,,,
2246,01/27/24 17:00:00,326,,124,129,,,,,
2247,01/27/24 18:00:00,329,,129,131,,,,,
2248,01/27/24 19:00:00,324,,125,129,,,,,
2249,01/27/24 20:00:00,326,,119,128,,,,,
2250,01/27/24 21:00:00,321,,124,121,,,,,
2251,01/27/24 22:00:00,310,,118,115,,,,,
2252,01/27/24 23:00:00,316,,117,118,,,,,
2253,01/28/24 00:00:00,312,,119,122,,,,,
2254,01/28/24 01:00:00,300,,118,121,,,,,
2255,01/28/24 02:00:00,307,,122,114,,,,,
2256,01/28/24 03:00:00,302,,118,121,,,,,
2257,01/28/24 04:00:00,295,,119,105,,,,,
2258,01/28/24 05:00:00,289,,115,104,,,,,
2259,01/28/24 06:00:00,265,,108,98,,,,,
2260,01/28/24 07:00:00,299,,108,341,,,,,
2261,01/28/24 08:00:00,264,,108,331,,,,,
2262,01/28/24 09:00:00,307,,108,312,,,,,
2263,01/28/24 10:00:00,278,,112,330,,,,,
2264,01/28/24 11:00:00,298,,108,310,,,,,
2265,01/28/24 12:00:00,313,,111,309,,,,,
2266,01/28/24 13:00:00,314,,108,306,,,,,
2267,01/28/24 14:00:00,265,,110,309,,,,,
2268,01/28/24 15:00:00,292,,105,309,,,,,
2269,01/28/24 16:00:00,317,,102,310,,,,,
2270,01/28/24 17:00:00,250,,112,310,,,,,
2271,01/28/24 18:00:00,239,,107,310,,,,,
2272,01/28/24 19:00:00,222,,108,310,,,,,
2273,01/28/24 20:00:00,218,,110,312,,,,,
2274,01/28/24 21:00:00,218,,110,312,,,,,
2275,01/28/24 22:00:00,218,,110,312,,,,,
2276,01/28/24 23:00:00,218,,110,312,,,,,
2277,01/29/24 00:00:00,218,,110,310,,,,,
2278,01/29/24 01:00:00,218,,110,312,,,,,
2279,01/29/24 02:00:00,218,,110,115,,,,,
2280,01/29/24 03:00:00,218,,110,115,,,,,
2281,01/29/24 04:00:00,218,,110,117,,,,,
2282,01/29/24 05:00:00,218,,110,115,,,,,
2283,01/29/24 06:00:00,223,,110,115,,,,,
2284,01/29/24 07:00:00,307,,110,121,,,,,
2285,01/29/24 08:00:00,352,,110,124,,,,,
2286,01/29/24 09:00:00,347,,110,124,,,,,
2287,01/29/24 10:00:00,338,,110,124,,,,,
2288,01/29/24 11:00:00,4,,110,124,,,,,
2289,01/29/24 12:00:00,10,,110,125,,,,,
2290,01/29/24 13:00:00,4,,110,124,,,,,
2291,01/29/24 14:00:00,324,,110,124,,,,,
2292,01/29/24 15:00:00,333,,108,124,,,,,
2293,01/29/24 16:00:00,343,,105,124,,,,,
2294,01/29/24 17:00:00,354,,107,124,,,,,
2295,01/29/24 18:00:00,11,,111,124,,,,,
2296,01/29/24 19:00:00,20,,118,124,,,,,
2297,01/29/24 20:00:00,29,,122,124,,,,,
2298,01/29/24 21:00:00,28,,126,124,,,,,
2299,01/29/24 22:00:00,34,,132,125,,,,,
2300,01/29/24 23:00:00,41,,131,125,,,,,
2301,01/30/24 00:00:00,77,,129,125,,,,,
2302,01/30/24 01:00:00,192,,135,125,,,,,
2303,01/30/24 02:00:00,204,,138,126,,,,,
2304,01/30/24 03:00:00,206,,139,126,,,,,
2305,01/30/24 04:00:00,209,,166,128,,,,,
2306,01/30/24 05:00:00,215,,209,122,,,,,
2307,01/30/24 06:00:00,216,,177,114,,,,,
2308,01/30/24 07:00:00,216,,204,117,,,,,
2309,01/30/24 08:00:00,215,,206,122,,,,,
2310,01/30/24 09:00:00,215,,204,122,,,,,
2311,01/30/24 10:00:00,213,,190,125,,,,,
2312,01/30/24 11:00:00,212,,177,126,,,,,
2313,01/30/24 12:00:00,211,,170,128,,,,,
2314,01/30/24 13:00:00,209,,168,126,,,,,
2315,01/30/24 14:00:00,212,,181,126,,,,,
2316,01/30/24 15:00:00,215,,185,124,,,,,
2317,01/30/24 16:00:00,218,,167,118,,,,,
2318,01/30/24 17:00:00,219,,115,114,,,,,
2319,01/30/24 18:00:00,222,,110,107,,,,,
2320,01/30/24 19:00:00,223,,101,107,,,,,
2321,01/30/24 20:00:00,223,,107,107,,,,,
2322,01/30/24 21:00:00,223,,105,107,,,,,
2323,01/30/24 22:00:00,223,,107,107,,,,,
2324,01/30/24 23:00:00,223,,107,107,,,,,
2325,01/31/24 00:00:00,337,,128,110,,,,,
2326,01/31/24 01:00:00,336,,147,128,,,,,
2327,01/31/24 02:00:00,319,,265,128,,,,,
2328,01/31/24 03:00:00,6,,302,312,,,,,
2329,01/31/24 04:00:00,355,,303,310,,,,,
2330,01/31/24 05:00:00,293,,293,91,,,,,
2331,01/31/24 06:00:00,258,,292,107,,,,,
2332,01/31/24 07:00:00,268,,288,105,,,,,
2333,01/31/24 08:00:00,293,,264,105,,,,,
2334,01/31/24 09:00:00,302,,281,104,,,,,
2335,01/31/24 10:00:00,14,,302,321,,,,,
2336,01/31/24 11:00:00,25,,306,313,,,,,
2337,01/31/24 12:00:00,4,,306,309,,,,,
2338,01/31/24 13:00:00,351,,302,310,,,,,
2339,01/31/24 14:00:00,15,,305,307,,,,,
2340,01/31/24 15:00:00,351,,305,309,,,,,
2341,01/31/24 16:00:00,334,,303,309,,,,,
2342,01/31/24 17:00:00,4,,299,309,,,,,
2343,01/31/24 18:00:00,344,,298,307,,,,,
2344,01/31/24 19:00:00,340,,299,309,,,,,
2345,01/31/24 20:00:00,343,,293,309,,,,,
2346,01/31/24 21:00:00,344,,288,309,,,,,
2347,01/31/24 22:00:00,341,,288,309,,,,,
2348,01/31/24 23:00:00,337,,291,309,,,,,
2349,02/01/24 00:00:00,324,,288,312,,,,,
2350,02/01/24 01:00:00,344,,278,319,,,,,
2351,02/01/24 02:00:00,344,,274,317,,,,,
2352,02/01/24 03:00:00,350,,272,324,,,,,
2353,02/01/24 04:00:00,347,,268,321,,,,,
2354,02/01/24 05:00:00,348,,271,316,,,,,
2355,02/01/24 06:00:00,341,,285,319,,,,,
2356,02/01/24 07:00:00,343,,289,310,,,,,
2357,02/01/24 08:00:00,345,,289,310,,,,,
2358,02/01/24 09:00:00,345,,279,310,,,,,
2359,02/01/24 10:00:00,350,,282,314,,,,,
2360,02/01/24 11:00:00,345,,286,310,,,,,
2361,02/01/24 12:00:00,344,,288,310,,,,,
2362,02/01/24 13:00:00,341,,285,309,,,,,
2363,02/01/24 14:00:00,344,,289,309,,,,,
2364,02/01/24 15:00:00,348,,291,310,,,,,
2365,02/01/24 16:00:00,347,,291,309,,,,,
2366,02/01/24 17:00:00,345,,281,312,,,,,
2367,02/01/24 18:00:00,347,,277,313,,,,,
2368,02/01/24 19:00:00,351,,267,314,,,,,
2369,02/01/24 20:00:00,354,,268,314,,,,,
2370,02/01/24 21:00:00,351,,288,314,,,,,
2371,02/01/24 22:00:00,351,,299,317,,,,,
2372,02/01/24 23:00:00,340,,288,310,,,,,
2373,02/02/24 00:00:00,345,,282,309,,,,,
