Line#,Date,"Water Content (RXW-GP6 21198259:21398577-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21398577-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-1), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-2), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-3), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-4), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-5), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21198259:21206939-6), m^3/m^3, RX3000_BRW1_TNHA","Water Content (RXW-GP6 21401801:21393043-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393043-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393044-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21393049-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398580-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398581-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398594-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-1), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-2), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-3), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-4), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-5), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401801:21398599-6), m^3/m^3, RX3000_BRW4_SSMH","Water Content (RXW-GP6 21401803:21393045-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393045-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21393048-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398576-6), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-1), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-2), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-3), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-4), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-5), m^3/m^3, RX3000_BRW6_BEO","Water Content (RXW-GP6 21401803:21398591-6), m^3/m^3, RX3000_BRW6_BEO"
2521,02/04/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.082,0.081,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.091,0.088,0.027
2522,02/04/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.082,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2523,02/04/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.082,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.091,0.088,0.027
2524,02/04/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.082,0.083,0.024,0.001,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2525,02/04/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.082,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2526,02/04/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.082,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2527,02/04/24 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.082,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.086,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2528,02/04/24 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2529,02/04/24 09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2530,02/04/24 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2531,02/04/24 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2532,02/04/24 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2533,02/04/24 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2534,02/04/24 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.001,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2535,02/04/24 15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2536,02/04/24 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2537,02/04/24 17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2538,02/04/24 18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2539,02/04/24 19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2540,02/04/24 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2541,02/04/24 21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2542,02/04/24 22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2543,02/04/24 23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2544,02/05/24 00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2545,02/05/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2546,02/05/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2547,02/05/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.001,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2548,02/05/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2549,02/05/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2550,02/05/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2551,02/05/24 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2552,02/05/24 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2553,02/05/24 09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2554,02/05/24 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2555,02/05/24 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.088,0.027
2556,02/05/24 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.126,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2557,02/05/24 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2558,02/05/24 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2559,02/05/24 15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2560,02/05/24 16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2561,02/05/24 17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2562,02/05/24 18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2563,02/05/24 19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2564,02/05/24 20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2565,02/05/24 21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2566,02/05/24 22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2567,02/05/24 23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.024,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2568,02/06/24 00:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2569,02/06/24 01:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2570,02/06/24 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2571,02/06/24 03:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2572,02/06/24 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2573,02/06/24 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2574,02/06/24 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.088,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2575,02/06/24 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2576,02/06/24 08:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2577,02/06/24 09:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.001,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.095,0.090,0.027
2578,02/06/24 10:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.095,0.091,0.027
2579,02/06/24 11:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2580,02/06/24 12:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2581,02/06/24 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.027
2582,02/06/24 14:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
2583,02/06/24 15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.000,0.083,0.083,0.025,0.000,0.000,0.000,0.000,0.000,0.128,0.090,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.093,0.091,0.027
