Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
2393,08/13/24 21:40:00,,,,,,,,,,,9.966
2394,08/13/24 22:00:00,9.65,9.665,9.65,9.59,9.44,10.10,9.63,9.84,9.76,9.730,
2395,08/13/24 22:40:00,,,,,,,,,,,9.923
2396,08/13/24 23:00:00,9.18,9.215,9.18,9.18,9.03,9.65,9.33,9.39,9.63,9.579,
2397,08/13/24 23:40:00,,,,,,,,,,,9.987
2398,08/14/24 00:00:00,9.65,9.708,9.61,9.65,9.44,9.99,9.69,9.80,9.93,9.687,
2399,08/14/24 00:40:00,,,,,,,,,,,9.601
2400,08/14/24 01:00:00,8.58,8.636,8.56,8.62,8.53,8.71,8.75,8.77,9.29,9.065,
2401,08/14/24 01:40:00,,,,,,,,,,,9.150
2402,08/14/24 02:00:00,9.11,9.108,9.03,9.09,8.92,8.68,9.07,9.14,9.24,9.215,
2403,08/14/24 02:40:00,,,,,,,,,,,9.537
2404,08/14/24 03:00:00,9.22,9.301,9.33,9.20,9.07,9.18,9.29,9.41,9.67,9.279,
2405,08/14/24 03:40:00,,,,,,,,,,,9.408
2406,08/14/24 04:00:00,9.44,9.429,9.50,9.39,9.07,9.22,9.31,9.39,9.52,9.344,
2407,08/14/24 04:40:00,,,,,,,,,,,9.301
2408,08/14/24 05:00:00,9.31,9.279,9.31,9.20,9.18,8.94,9.22,9.03,9.22,9.150,
2409,08/14/24 05:40:00,,,,,,,,,,,8.657
2410,08/14/24 06:00:00,8.86,8.915,8.94,8.86,8.90,8.64,8.88,8.68,8.73,8.700,
2411,08/14/24 06:40:00,,,,,,,,,,,8.807
2412,08/14/24 07:00:00,9.11,9.086,9.16,9.07,9.01,9.09,9.14,9.07,9.07,9.065,
2413,08/14/24 07:40:00,,,,,,,,,,,9.966
2414,08/14/24 08:00:00,9.37,9.408,9.41,9.41,9.22,9.07,9.48,9.48,9.69,9.451,
2415,08/14/24 08:40:00,,,,,,,,,,,9.172
2416,08/14/24 09:00:00,9.37,9.408,9.48,9.33,9.16,8.88,9.07,9.35,9.33,9.193,
2417,08/14/24 09:40:00,,,,,,,,,,,9.515
2418,08/14/24 10:00:00,9.16,9.193,9.16,9.18,8.92,8.30,9.29,9.26,9.33,9.279,
2419,08/14/24 10:40:00,,,,,,,,,,,8.100
2420,08/14/24 11:00:00,6.02,6.255,5.87,6.13,6.00,5.72,6.20,6.07,6.78,6.920,
2421,08/14/24 11:40:00,,,,,,,,,,,4.046
2422,08/14/24 12:00:00,3.62,3.681,3.19,3.30,3.13,2.79,3.09,3.28,4.59,3.960,
2423,08/14/24 12:40:00,,,,,,,,,,,2.502
2424,08/14/24 13:00:00,2.94,2.823,2.64,2.59,2.53,2.27,2.46,2.46,3.77,3.445,
2425,08/14/24 13:40:00,,,,,,,,,,,2.309
2426,08/14/24 14:00:00,2.89,2.952,2.59,2.70,2.59,2.44,2.53,2.59,3.99,3.574,
2427,08/14/24 14:40:00,,,,,,,,,,,2.437
2428,08/14/24 15:00:00,3.06,3.188,2.87,3.00,2.85,2.87,2.85,2.91,3.88,3.209,
2429,08/14/24 15:40:00,,,,,,,,,,,2.587
2430,08/14/24 16:00:00,3.19,3.360,3.02,3.17,3.06,3.06,2.94,3.00,4.05,3.767,
2431,08/14/24 16:40:00,,,,,,,,,,,3.424
2432,08/14/24 17:00:00,3.86,4.153,3.71,4.03,3.75,4.18,3.52,3.69,4.61,4.539,
2433,08/14/24 17:40:00,,,,,,,,,,,3.917
2434,08/14/24 18:00:00,4.35,4.303,4.09,4.24,4.33,4.48,4.42,4.01,4.37,4.217,
2435,08/14/24 18:40:00,,,,,,,,,,,4.389
2436,08/14/24 19:00:00,4.65,4.539,4.72,4.44,4.89,5.10,5.04,4.65,4.72,4.561,
2437,08/14/24 19:40:00,,,,,,,,,,,4.689
2438,08/14/24 20:00:00,5.06,5.032,5.00,4.91,5.36,5.83,5.40,5.21,5.06,5.118,
2439,08/14/24 20:40:00,,,,,,,,,,,5.097
2440,08/14/24 21:00:00,5.53,5.397,5.49,5.21,5.85,6.26,5.79,5.72,5.51,5.290,
2441,08/14/24 21:40:00,,,,,,,,,,,4.947
2442,08/14/24 22:00:00,5.47,5.290,5.45,5.19,5.90,5.87,5.64,5.15,5.15,4.947,
2443,08/14/24 22:40:00,,,,,,,,,,,5.504
2444,08/14/24 23:00:00,6.02,5.826,5.70,5.64,6.43,7.10,6.30,6.07,6.05,5.998,
2445,08/14/24 23:40:00,,,,,,,,,,,6.234
2446,08/15/24 00:00:00,10.29,7.585,5.90,5.53,5.42,8.86,5.77,5.98,9.18,6.362,
2447,08/15/24 00:40:00,,,,,,,,,,,6.705
2448,08/15/24 01:00:00,7.96,6.705,6.15,5.68,5.47,7.14,5.57,5.55,8.90,6.620,
2449,08/15/24 01:40:00,,,,,,,,,,,6.491
2450,08/15/24 02:00:00,6.86,6.555,5.85,5.42,5.36,6.99,5.60,5.55,8.34,6.555,
2451,08/15/24 02:40:00,,,,,,,,,,,7.563
2452,08/15/24 03:00:00,8.71,6.234,7.18,5.90,6.13,11.13,6.73,6.71,7.72,6.234,
2453,08/15/24 03:40:00,,,,,,,,,,,6.813
2454,08/15/24 04:00:00,6.71,6.083,6.84,5.94,7.20,9.22,8.15,6.75,6.84,6.791,
2455,08/15/24 04:40:00,,,,,,,,,,,6.877
2456,08/15/24 05:00:00,6.58,6.255,6.99,6.13,7.50,9.59,7.81,6.95,6.78,6.641,
2457,08/15/24 05:40:00,,,,,,,,,,,6.512
2458,08/15/24 06:00:00,6.39,6.255,6.95,6.22,7.72,9.41,7.83,7.10,6.90,6.255,
2459,08/15/24 06:40:00,,,,,,,,,,,5.268
2460,08/15/24 07:00:00,5.94,5.633,6.15,5.81,7.85,8.90,6.65,5.83,5.94,5.697,
2461,08/15/24 07:40:00,,,,,,,,,,,5.998
2462,08/15/24 08:00:00,5.92,5.676,5.70,5.72,5.85,5.25,6.07,5.57,6.41,6.169,
2463,08/15/24 08:40:00,,,,,,,,,,,5.032
2464,08/15/24 09:00:00,5.12,5.204,5.10,5.19,5.02,3.94,5.34,5.12,4.89,4.775,
2465,08/15/24 09:40:00,,,,,,,,,,,5.461
2466,08/15/24 10:00:00,5.55,5.526,5.53,5.49,5.30,5.53,5.81,5.87,5.79,5.783,
2467,08/15/24 10:40:00,,,,,,,,,,,5.204
2468,08/15/24 11:00:00,6.07,5.976,6.07,5.92,5.60,5.34,5.57,5.60,5.62,5.569,
2469,08/15/24 11:40:00,,,,,,,,,,,4.947
2470,08/15/24 12:00:00,5.90,5.762,5.90,5.62,5.68,5.38,5.90,5.81,6.15,6.212,
2471,08/15/24 12:40:00,,,,,,,,,,,4.368
2472,08/15/24 13:00:00,5.55,5.483,5.53,5.38,5.38,5.08,5.51,5.53,5.68,5.826,
2473,08/15/24 13:40:00,,,,,,,,,,,4.067
2474,08/15/24 14:00:00,5.49,5.397,5.57,5.32,5.40,5.17,5.49,5.53,5.75,5.826,
2475,08/15/24 14:40:00,,,,,,,,,,,4.110
2476,08/15/24 15:00:00,5.49,5.547,5.49,5.49,5.51,5.45,5.64,5.66,5.75,6.041,
2477,08/15/24 15:40:00,,,,,,,,,,,4.561
2478,08/15/24 16:00:00,5.51,5.547,5.51,5.51,5.40,5.17,5.51,5.64,5.75,6.148,
2479,08/15/24 16:40:00,,,,,,,,,,,5.333
2480,08/15/24 17:00:00,5.12,5.118,5.12,5.15,5.15,4.87,5.25,5.25,5.51,5.697,
2481,08/15/24 17:40:00,,,,,,,,,,,5.697
2482,08/15/24 18:00:00,5.06,5.118,5.12,5.08,5.06,4.80,5.08,5.15,5.34,5.526,
2483,08/15/24 18:40:00,,,,,,,,,,,5.826
2484,08/15/24 19:00:00,5.23,5.268,5.17,5.21,5.12,4.95,5.23,5.27,5.47,5.547,
2485,08/15/24 19:40:00,,,,,,,,,,,5.333
2486,08/15/24 20:00:00,5.23,5.311,5.23,5.23,5.23,5.23,5.21,5.36,5.68,5.590,
2487,08/15/24 20:40:00,,,,,,,,,,,5.547
2488,08/15/24 21:00:00,5.21,5.290,5.12,5.15,5.04,5.25,5.00,5.19,5.55,5.504,
2489,08/15/24 21:40:00,,,,,,,,,,,7.585
2490,08/15/24 22:00:00,6.65,7.349,6.09,6.50,5.70,8.04,5.40,6.48,7.35,6.941,
2491,08/15/24 22:40:00,,,,,,,,,,,8.164
2492,08/15/24 23:00:00,7.23,7.542,6.60,6.82,6.15,8.53,6.33,7.10,8.23,7.756,
2493,08/15/24 23:40:00,,,,,,,,,,,8.807
2494,08/16/24 00:00:00,11.15,10.159,8.28,6.90,6.71,13.60,7.48,8.11,10.25,7.713,
2495,08/16/24 00:40:00,,,,,,,,,,,8.378
2496,08/16/24 01:00:00,11.49,9.794,9.03,7.23,7.10,14.56,7.85,8.66,10.27,8.014,
2497,08/16/24 01:40:00,,,,,,,,,,,7.778
2498,08/16/24 02:00:00,9.67,7.628,6.65,6.37,6.33,8.56,6.95,6.84,9.03,7.091,
2499,08/16/24 02:40:00,,,,,,,,,,,7.349
2500,08/16/24 03:00:00,7.53,6.705,6.60,6.39,6.26,6.88,6.56,6.26,7.27,6.577,
2501,08/16/24 03:40:00,,,,,,,,,,,7.735
2502,08/16/24 04:00:00,8.36,7.778,8.51,7.65,10.08,10.87,9.48,8.08,7.87,7.563,
2503,08/16/24 04:40:00,,,,,,,,,,,8.293
2504,08/16/24 05:00:00,8.28,7.992,8.45,7.89,7.98,9.09,8.38,8.06,8.21,8.014,
2505,08/16/24 05:40:00,,,,,,,,,,,7.499
2506,08/16/24 06:00:00,7.65,7.435,7.72,7.40,7.35,7.76,7.55,7.29,7.63,7.263,
2507,08/16/24 06:40:00,,,,,,,,,,,6.705
2508,08/16/24 07:00:00,7.01,6.770,6.99,6.73,6.75,6.84,6.95,6.67,6.90,6.620,
2509,08/16/24 07:40:00,,,,,,,,,,,6.898
2510,08/16/24 08:00:00,7.12,7.006,7.18,6.99,6.99,6.75,7.03,6.93,7.03,6.834,
2511,08/16/24 08:40:00,,,,,,,,,,,6.898
2512,08/16/24 09:00:00,7.23,7.134,7.27,7.08,7.12,6.93,7.12,7.03,7.10,7.006,
2513,08/16/24 09:40:00,,,,,,,,,,,7.006
2514,08/16/24 10:00:00,7.25,7.242,7.35,7.18,7.18,7.01,7.18,7.23,7.25,7.156,
2515,08/16/24 10:40:00,,,,,,,,,,,6.941
2516,08/16/24 11:00:00,7.10,7.091,7.18,7.03,6.97,6.73,7.03,6.97,7.01,6.877,
2517,08/16/24 11:40:00,,,,,,,,,,,6.727
2518,08/16/24 12:00:00,7.01,6.984,7.10,6.93,6.93,6.71,6.93,6.84,6.93,6.791,
2519,08/16/24 12:40:00,,,,,,,,,,,6.877
2520,08/16/24 13:00:00,7.23,7.156,7.23,7.14,7.18,6.78,6.99,6.95,7.01,6.813,
2521,08/16/24 13:40:00,,,,,,,,,,,7.006
2522,08/16/24 14:00:00,7.14,7.049,7.18,7.01,7.05,6.82,6.95,6.90,6.95,6.727,
2523,08/16/24 14:40:00,,,,,,,,,,,7.091
2524,08/16/24 15:00:00,7.40,7.242,7.29,7.18,7.25,7.01,7.08,7.08,7.08,6.920,
2525,08/16/24 15:40:00,,,,,,,,,,,7.220
2526,08/16/24 16:00:00,7.50,7.263,7.42,7.27,7.31,7.18,7.16,7.20,7.16,7.006,
2527,08/16/24 16:40:00,,,,,,,,,,,7.327
2528,08/16/24 17:00:00,7.61,7.349,7.55,7.31,7.38,7.44,7.35,7.33,7.35,7.199,
2529,08/16/24 17:40:00,,,,,,,,,,,7.199
2530,08/16/24 18:00:00,6.88,6.684,6.75,6.60,6.58,6.63,6.65,6.54,7.08,6.727,
2531,08/16/24 18:40:00,,,,,,,,,,,6.791
2532,08/16/24 19:00:00,6.80,6.577,6.43,6.24,6.30,6.50,6.56,6.43,7.20,7.070,
2533,08/16/24 19:40:00,,,,,,,,,,,6.148
2534,08/16/24 20:00:00,6.11,5.912,5.75,5.55,5.57,5.77,5.66,5.64,7.18,6.555,
2535,08/16/24 20:40:00,,,,,,,,,,,5.697
2536,08/16/24 21:00:00,5.77,5.654,5.57,5.40,5.45,5.25,5.38,5.49,7.25,6.384,
2537,08/16/24 21:40:00,,,,,,,,,,,5.461
2538,08/16/24 22:00:00,5.60,5.290,5.15,4.91,4.91,4.95,4.93,5.15,6.99,5.654,
2539,08/16/24 22:40:00,,,,,,,,,,,5.247
2540,08/16/24 23:00:00,5.55,5.161,5.04,4.76,4.80,4.80,4.76,4.82,6.90,5.569,
2541,08/16/24 23:40:00,,,,,,,,,,,4.689
2542,08/17/24 00:00:00,5.40,4.925,4.95,4.59,4.72,4.54,4.50,4.50,5.72,4.990,
2543,08/17/24 00:40:00,,,,,,,,,,,4.325
2544,08/17/24 01:00:00,5.55,4.968,5.06,4.61,4.63,4.69,4.54,4.69,5.85,5.011,
2545,08/17/24 01:40:00,,,,,,,,,,,4.732
2546,08/17/24 02:00:00,5.32,4.668,4.63,4.35,4.39,4.22,4.16,4.24,5.38,4.882,
2547,08/17/24 02:40:00,,,,,,,,,,,4.110
2548,08/17/24 03:00:00,5.02,4.089,4.14,3.67,3.64,3.69,3.79,3.67,5.12,4.496,
2549,08/17/24 03:40:00,,,,,,,,,,,3.617
2550,08/17/24 04:00:00,3.97,3.402,3.28,3.00,3.02,2.94,2.87,2.85,4.35,3.595,
2551,08/17/24 04:40:00,,,,,,,,,,,2.051
2552,08/17/24 05:00:00,3.04,2.630,2.51,2.36,2.36,2.08,1.91,1.97,2.98,2.780,
2553,08/17/24 05:40:00,,,,,,,,,,,1.751
2554,08/17/24 06:00:00,2.87,2.287,2.36,2.08,2.14,1.86,1.84,1.91,2.74,2.545,
2555,08/17/24 06:40:00,,,,,,,,,,,1.065
2556,08/17/24 07:00:00,2.06,1.730,1.63,1.65,1.65,1.09,1.43,1.39,2.31,2.030,
2557,08/17/24 07:40:00,,,,,,,,,,,0.979
2558,08/17/24 08:00:00,1.69,1.279,1.28,1.22,1.28,1.01,1.13,1.33,2.12,1.708,
2559,08/17/24 08:40:00,,,,,,,,,,,1.193
2560,08/17/24 09:00:00,2.14,1.730,1.82,1.67,1.73,1.48,1.61,1.91,2.25,1.880,
2561,08/17/24 09:40:00,,,,,,,,,,,1.644
2562,08/17/24 10:00:00,2.27,1.965,2.19,2.01,2.12,1.93,1.88,2.23,2.49,2.073,
2563,08/17/24 10:40:00,,,,,,,,,,,1.965
2564,08/17/24 11:00:00,2.49,2.201,2.29,2.16,2.23,2.40,2.53,2.59,2.87,2.480,
2565,08/17/24 11:40:00,,,,,,,,,,,2.266
2566,08/17/24 12:00:00,2.91,2.630,2.79,2.68,2.76,2.94,3.02,3.15,3.54,2.952,
2567,08/17/24 12:40:00,,,,,,,,,,,2.416
2568,08/17/24 13:00:00,3.21,2.952,3.06,2.89,2.98,3.15,3.43,3.34,3.58,3.317,
2569,08/17/24 13:40:00,,,,,,,,,,,2.502
2570,08/17/24 14:00:00,3.45,3.360,3.39,3.21,3.26,3.02,3.49,3.52,3.69,3.831,
2571,08/17/24 14:40:00,,,,,,,,,,,2.351
2572,08/17/24 15:00:00,2.72,2.716,2.76,2.72,2.74,2.55,2.91,3.04,2.89,2.866,
2573,08/17/24 15:40:00,,,,,,,,,,,2.630
2574,08/17/24 16:00:00,2.98,3.016,3.02,2.94,2.91,2.79,3.17,3.32,3.15,3.145,
2575,08/17/24 16:40:00,,,,,,,,,,,2.888
2576,08/17/24 17:00:00,3.30,3.274,3.32,3.21,3.26,3.09,3.39,3.58,3.39,3.445,
2577,08/17/24 17:40:00,,,,,,,,,,,3.724
2578,08/17/24 18:00:00,3.69,3.746,3.75,3.67,3.82,3.58,3.92,3.88,3.90,3.746,
2579,08/17/24 18:40:00,,,,,,,,,,,4.475
2580,08/17/24 19:00:00,4.91,4.882,4.82,4.91,4.78,4.16,4.82,5.00,5.66,4.925,
2581,08/17/24 19:40:00,,,,,,,,,,,3.874
2582,08/17/24 20:00:00,4.16,4.196,3.99,3.94,3.92,3.84,3.92,4.24,4.91,4.282,
2583,08/17/24 20:40:00,,,,,,,,,,,5.654
2584,08/17/24 21:00:00,5.38,5.075,4.54,4.29,4.18,5.30,4.29,4.33,6.22,5.397,
2585,08/17/24 21:40:00,,,,,,,,,,,6.148
2586,08/17/24 22:00:00,5.25,5.140,4.67,4.27,4.14,5.12,4.18,4.22,7.03,5.118,
2587,08/17/24 22:40:00,,,,,,,,,,,4.904
2588,08/17/24 23:00:00,6.95,5.719,4.72,4.09,3.88,6.75,4.29,4.63,8.32,5.268,
2589,08/17/24 23:40:00,,,,,,,,,,,5.290
2590,08/18/24 00:00:00,9.86,5.998,4.52,3.64,3.49,8.71,4.20,4.24,9.09,4.732,
2591,08/18/24 00:40:00,,,,,,,,,,,4.925
2592,08/18/24 01:00:00,8.75,6.255,4.87,3.56,3.39,8.41,3.92,4.05,9.37,4.625,
2593,08/18/24 01:40:00,,,,,,,,,,,4.668
2594,08/18/24 02:00:00,5.60,4.325,3.67,3.21,3.11,4.95,3.09,3.21,6.30,3.982,
2595,08/18/24 02:40:00,,,,,,,,,,,2.995
2596,08/18/24 03:00:00,3.82,3.424,3.21,3.00,2.96,3.60,2.72,2.94,5.02,3.617,
2597,08/18/24 03:40:00,,,,,,,,,,,2.759
2598,08/18/24 04:00:00,3.69,2.952,2.76,2.51,2.40,3.00,2.42,2.46,4.54,3.338,
2599,08/18/24 04:40:00,,,,,,,,,,,2.480
2600,08/18/24 05:00:00,3.52,2.845,2.85,2.31,2.44,4.50,3.17,3.06,3.97,3.274,
2601,08/18/24 05:40:00,,,,,,,,,,,1.730
2602,08/18/24 06:00:00,2.59,2.244,2.23,2.10,2.34,2.10,2.01,1.67,2.70,2.673,
2603,08/18/24 06:40:00,,,,,,,,,,,1.258
2604,08/18/24 07:00:00,2.19,1.944,2.49,1.76,2.06,3.32,1.84,1.73,2.01,1.858,
2605,08/18/24 07:40:00,,,,,,,,,,,1.343
2606,08/18/24 08:00:00,2.40,2.073,2.23,2.01,2.10,1.76,1.88,1.63,1.78,1.601,
2607,08/18/24 08:40:00,,,,,,,,,,,1.794
2608,08/18/24 09:00:00,2.38,2.137,2.25,2.03,2.08,1.84,1.97,1.82,1.93,1.730,
2609,08/18/24 09:40:00,,,,,,,,,,,1.987
2610,08/18/24 10:00:00,2.55,2.351,2.38,2.29,2.27,2.19,2.06,1.97,2.01,1.837,
2611,08/18/24 10:40:00,,,,,,,,,,,2.180
2612,08/18/24 11:00:00,2.68,2.566,2.61,2.53,2.55,2.16,2.14,2.21,2.29,2.051,
2613,08/18/24 11:40:00,,,,,,,,,,,2.437
2614,08/18/24 12:00:00,2.81,2.716,2.81,2.74,2.72,2.38,2.42,2.42,2.55,2.309,
2615,08/18/24 12:40:00,,,,,,,,,,,2.673
2616,08/18/24 13:00:00,2.98,2.973,3.06,2.94,2.91,2.72,2.85,2.85,3.04,2.780,
2617,08/18/24 13:40:00,,,,,,,,,,,3.145
2618,08/18/24 14:00:00,3.39,3.360,3.47,3.32,3.34,3.02,3.26,3.24,3.26,3.209,
2619,08/18/24 14:40:00,,,,,,,,,,,2.502
2620,08/18/24 15:00:00,2.91,2.866,3.00,2.85,2.94,2.55,2.79,2.68,2.79,2.587,
2621,08/18/24 15:40:00,,,,,,,,,,,2.566
2622,08/18/24 16:00:00,2.94,2.845,2.98,2.83,2.87,2.42,2.70,2.64,2.74,2.502,
2623,08/18/24 16:40:00,,,,,,,,,,,2.845
2624,08/18/24 17:00:00,3.41,3.209,3.32,3.26,3.30,2.83,3.04,3.02,3.04,2.845,
2625,08/18/24 17:40:00,,,,,,,,,,,3.381
2626,08/18/24 18:00:00,3.82,3.703,3.84,3.73,3.77,3.26,3.45,3.45,3.52,3.295,
2627,08/18/24 18:40:00,,,,,,,,,,,3.810
2628,08/18/24 19:00:00,4.16,3.960,4.18,3.97,4.03,3.73,3.84,3.92,3.86,3.724,
2629,08/18/24 19:40:00,,,,,,,,,,,3.960
2630,08/18/24 20:00:00,4.54,4.282,4.44,4.29,4.29,4.03,4.14,4.07,4.03,3.831,
2631,08/18/24 20:40:00,,,,,,,,,,,4.410
2632,08/18/24 21:00:00,5.06,4.775,4.82,4.76,4.72,4.61,4.54,4.63,4.52,4.389,
2633,08/18/24 21:40:00,,,,,,,,,,,4.732
2634,08/18/24 22:00:00,5.25,4.775,5.02,4.78,4.76,5.27,4.89,4.91,4.91,4.582,
2635,08/18/24 22:40:00,,,,,,,,,,,4.904
2636,08/18/24 23:00:00,5.30,4.882,5.10,4.87,4.91,4.95,4.82,4.91,4.84,4.604,
2637,08/18/24 23:40:00,,,,,,,,,,,5.032
2638,08/19/24 00:00:00,5.34,5.011,5.30,5.08,5.08,5.32,4.84,4.87,5.00,4.754,
2639,08/19/24 00:40:00,,,,,,,,,,,4.925
2640,08/19/24 01:00:00,5.19,4.818,5.10,4.87,4.93,5.45,5.02,4.97,5.15,4.904,
2641,08/19/24 01:40:00,,,,,,,,,,,4.904
2642,08/19/24 02:00:00,5.42,5.054,5.25,5.04,5.08,5.45,5.02,4.95,5.21,4.861,
2643,08/19/24 02:40:00,,,,,,,,,,,4.775
2644,08/19/24 03:00:00,5.17,4.882,5.04,4.84,4.93,5.19,4.93,4.84,5.06,4.797,
2645,08/19/24 03:40:00,,,,,,,,,,,4.646
2646,08/19/24 04:00:00,5.17,4.882,5.02,4.91,4.93,5.08,4.87,4.82,4.87,4.689,
2647,08/19/24 04:40:00,,,,,,,,,,,4.668
2648,08/19/24 05:00:00,5.10,4.818,4.95,4.82,4.89,4.87,4.74,4.67,4.82,4.582,
2649,08/19/24 05:40:00,,,,,,,,,,,4.646
2650,08/19/24 06:00:00,5.06,4.797,4.95,4.82,4.89,4.82,4.74,4.69,4.76,4.604,
2651,08/19/24 06:40:00,,,,,,,,,,,4.604
2652,08/19/24 07:00:00,5.00,4.818,4.91,4.78,4.84,4.69,4.65,4.65,4.74,4.561,
2653,08/19/24 07:40:00,,,,,,,,,,,4.539
2654,08/19/24 08:00:00,4.87,4.711,4.76,4.69,4.74,4.42,4.50,4.48,4.48,4.282,
2655,08/19/24 08:40:00,,,,,,,,,,,4.539
2656,08/19/24 09:00:00,4.87,4.711,4.78,4.67,4.72,4.50,4.50,4.50,4.52,4.325,
2657,08/19/24 09:40:00,,,,,,,,,,,4.646
2658,08/19/24 10:00:00,4.95,4.904,5.00,4.84,4.84,4.65,4.63,4.74,4.82,4.646,
2659,08/19/24 10:40:00,,,,,,,,,,,4.625
2660,08/19/24 11:00:00,4.95,4.839,4.93,4.84,4.84,4.63,4.69,4.76,4.84,4.561,
2661,08/19/24 11:40:00,,,,,,,,,,,4.582
2662,08/19/24 12:00:00,4.93,4.797,4.89,4.82,4.89,4.57,4.69,4.69,4.78,4.496,
2663,08/19/24 12:40:00,,,,,,,,,,,4.646
2664,08/19/24 13:00:00,4.97,4.775,4.91,4.82,4.89,4.57,4.67,4.69,4.72,4.496,
2665,08/19/24 13:40:00,,,,,,,,,,,4.625
2666,08/19/24 14:00:00,4.93,4.775,4.87,4.80,4.89,4.63,4.65,4.65,4.63,4.453,
2667,08/19/24 14:40:00,,,,,,,,,,,4.496
2668,08/19/24 15:00:00,4.80,4.732,4.82,4.72,4.78,4.59,4.65,4.67,4.76,4.539,
2669,08/19/24 15:40:00,,,,,,,,,,,4.260
2670,08/19/24 16:00:00,4.16,4.110,4.29,4.14,4.09,4.07,4.07,4.07,4.27,4.153,
2671,08/19/24 16:40:00,,,,,,,,,,,3.896
2672,08/19/24 17:00:00,3.94,3.874,4.01,3.86,3.79,3.94,3.90,3.82,4.20,4.024,
2673,08/19/24 17:40:00,,,,,,,,,,,3.681
2674,08/19/24 18:00:00,3.86,3.789,3.92,3.73,3.71,3.60,3.64,3.60,4.03,3.874,
2675,08/19/24 18:40:00,,,,,,,,,,,3.360
2676,08/19/24 19:00:00,3.47,3.381,3.49,3.36,3.36,3.13,3.28,3.32,4.03,3.595,
2677,08/19/24 19:40:00,,,,,,,,,,,2.909
2678,08/19/24 20:00:00,3.11,2.995,3.13,2.96,2.87,2.64,2.83,2.89,3.92,3.274,
2679,08/19/24 20:40:00,,,,,,,,,,,2.738
2680,08/19/24 21:00:00,2.83,2.802,2.89,2.76,2.66,2.55,2.66,2.59,4.01,3.939,
2681,08/19/24 21:40:00,,,,,,,,,,,3.038
2682,08/19/24 22:00:00,3.09,2.931,2.94,2.61,2.64,2.46,2.55,2.57,5.30,5.075,
2683,08/19/24 22:40:00,,,,,,,,,,,2.780
2684,08/19/24 23:00:00,3.11,2.931,2.85,2.66,2.61,2.27,2.49,2.49,5.17,3.917,
2685,08/19/24 23:40:00,,,,,,,,,,,2.137
2686,08/20/24 00:00:00,3.17,2.802,2.81,2.51,2.57,2.14,2.19,2.21,3.88,3.038,
2687,08/20/24 00:40:00,,,,,,,,,,,1.858
2688,08/20/24 01:00:00,2.64,2.266,2.16,2.03,1.99,1.56,1.99,1.84,3.41,2.630,
2689,08/20/24 01:40:00,,,,,,,,,,,1.536
2690,08/20/24 02:00:00,2.40,2.073,2.01,1.80,1.84,1.13,1.46,1.31,2.64,1.858,
2691,08/20/24 02:40:00,,,,,,,,,,,1.150
2692,08/20/24 03:00:00,2.34,1.815,2.01,1.73,1.76,1.07,1.50,1.33,2.51,2.051,
2693,08/20/24 03:40:00,,,,,,,,,,,0.807
2694,08/20/24 04:00:00,2.74,1.923,1.99,1.65,1.71,1.71,1.56,1.48,2.51,2.459,
2695,08/20/24 04:40:00,,,,,,,,,,,1.150
2696,08/20/24 05:00:00,2.34,1.644,1.63,1.48,1.43,1.22,1.33,1.35,2.14,1.923,
2697,08/20/24 05:40:00,,,,,,,,,,,0.979
2698,08/20/24 06:00:00,2.08,1.601,1.67,1.46,1.52,0.98,1.31,1.28,2.16,1.815,
2699,08/20/24 06:40:00,,,,,,,,,,,0.957
2700,08/20/24 07:00:00,2.01,1.644,1.58,1.43,1.50,0.88,1.35,1.28,2.06,1.923,
2701,08/20/24 07:40:00,,,,,,,,,,,0.829
2702,08/20/24 08:00:00,1.76,1.386,1.39,1.31,1.39,0.55,1.16,1.20,2.68,1.322,
2703,08/20/24 08:40:00,,,,,,,,,,,0.207
2704,08/20/24 09:00:00,1.46,1.108,1.20,1.11,1.22,0.30,1.09,1.11,2.08,1.215,
2705,08/20/24 09:40:00,,,,,,,,,,,0.807
2706,08/20/24 10:00:00,1.63,1.301,1.35,1.28,1.35,0.58,1.20,1.22,1.78,1.515,
2707,08/20/24 10:40:00,,,,,,,,,,,-0.072
2708,08/20/24 11:00:00,1.33,0.893,1.07,1.01,1.09,0.55,0.98,1.11,1.93,1.258,
2709,08/20/24 11:40:00,,,,,,,,,,,0.421
2710,08/20/24 12:00:00,1.26,0.914,1.05,0.96,1.13,0.68,0.94,1.01,1.97,1.172,
2711,08/20/24 12:40:00,,,,,,,,,,,0.743
