Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
2712,08/20/24 13:00:00,1.56,1.258,1.50,1.31,1.46,1.35,1.48,1.71,2.46,1.451,
2713,08/20/24 13:40:00,,,,,,,,,,,1.043
2714,08/20/24 14:00:00,1.46,1.365,1.39,1.33,1.41,1.01,1.33,1.46,2.29,1.472,
2715,08/20/24 14:40:00,,,,,,,,,,,1.129
2716,08/20/24 15:00:00,1.65,1.536,1.54,1.50,1.56,1.37,1.65,1.73,3.06,1.901,
2717,08/20/24 15:40:00,,,,,,,,,,,0.593
2718,08/20/24 16:00:00,1.24,1.172,1.09,1.11,1.13,0.94,1.05,1.26,2.53,1.343,
2719,08/20/24 16:40:00,,,,,,,,,,,0.507
2720,08/20/24 17:00:00,1.28,1.193,1.05,1.03,1.05,0.47,0.86,1.01,1.80,1.279,
2721,08/20/24 17:40:00,,,,,,,,,,,1.794
2722,08/20/24 18:00:00,2.27,2.523,1.97,1.97,1.71,2.12,1.63,1.97,3.49,3.810,
2723,08/20/24 18:40:00,,,,,,,,,,,1.901
2724,08/20/24 19:00:00,3.58,5.783,2.76,3.13,2.36,3.39,2.27,2.91,4.35,9.730,
2725,08/20/24 19:40:00,,,,,,,,,,,2.652
2726,08/20/24 20:00:00,3.60,3.810,2.94,3.04,2.51,4.09,2.44,3.13,4.14,7.049,
2727,08/20/24 20:40:00,,,,,,,,,,,3.295
2728,08/20/24 21:00:00,5.83,5.654,3.92,4.48,3.15,6.13,3.86,4.01,5.47,14.341,
2729,08/20/24 21:40:00,,,,,,,,,,,4.368
2730,08/20/24 22:00:00,6.52,5.118,4.27,4.35,3.19,6.26,3.60,4.29,4.57,8.528,
2731,08/20/24 22:40:00,,,,,,,,,,,5.204
2732,08/20/24 23:00:00,5.72,4.818,4.74,4.42,4.84,6.67,5.15,4.35,5.19,6.019,
2733,08/20/24 23:40:00,,,,,,,,,,,5.440
2734,08/21/24 00:00:00,6.02,5.161,5.36,4.87,5.83,7.20,5.30,5.21,5.55,6.083,
2735,08/21/24 00:40:00,,,,,,,,,,,5.590
2736,08/21/24 01:00:00,6.30,5.912,5.55,5.57,5.96,6.69,5.77,5.87,5.75,6.770,
2737,08/21/24 01:40:00,,,,,,,,,,,5.826
2738,08/21/24 02:00:00,5.81,5.676,5.68,5.53,5.94,6.54,5.83,5.75,5.87,6.384,
2739,08/21/24 02:40:00,,,,,,,,,,,5.890
2740,08/21/24 03:00:00,6.13,5.933,6.17,5.83,6.17,6.48,6.09,6.26,6.05,6.319,
2741,08/21/24 03:40:00,,,,,,,,,,,5.826
2742,08/21/24 04:00:00,6.13,6.062,6.20,6.02,6.09,6.17,5.96,6.05,6.22,6.169,
2743,08/21/24 04:40:00,,,,,,,,,,,6.191
2744,08/21/24 05:00:00,6.41,6.362,6.45,6.30,6.45,6.33,6.17,6.39,6.39,6.319,
2745,08/21/24 05:40:00,,,,,,,,,,,6.577
2746,08/21/24 06:00:00,6.95,6.898,7.03,6.82,6.56,6.58,6.41,6.75,6.78,6.727,
2747,08/21/24 06:40:00,,,,,,,,,,,6.663
2748,08/21/24 07:00:00,6.84,6.791,6.82,6.78,6.45,6.54,6.45,6.75,7.05,6.512,
2749,08/21/24 07:40:00,,,,,,,,,,,6.555
2750,08/21/24 08:00:00,6.71,6.641,6.65,6.60,6.28,6.28,6.24,6.58,6.60,6.341,
2751,08/21/24 08:40:00,,,,,,,,,,,6.319
2752,08/21/24 09:00:00,6.43,6.427,6.48,6.35,6.24,6.11,6.15,6.15,6.35,6.126,
2753,08/21/24 09:40:00,,,,,,,,,,,5.612
2754,08/21/24 10:00:00,6.13,6.126,6.22,6.02,5.98,5.72,5.87,5.77,5.90,5.719,
2755,08/21/24 10:40:00,,,,,,,,,,,4.968
2756,08/21/24 11:00:00,5.66,5.697,5.72,5.60,5.57,4.97,5.49,5.04,5.34,4.990,
2757,08/21/24 11:40:00,,,,,,,,,,,4.968
2758,08/21/24 12:00:00,5.57,5.590,5.72,5.49,5.34,4.95,5.30,5.15,5.30,4.947,
2759,08/21/24 12:40:00,,,,,,,,,,,5.054
2760,08/21/24 13:00:00,5.60,5.633,5.70,5.55,5.36,5.04,5.36,5.30,5.38,5.268,
2761,08/21/24 13:40:00,,,,,,,,,,,4.625
2762,08/21/24 14:00:00,5.12,5.140,5.17,5.04,4.97,4.59,4.95,4.67,4.87,4.689,
2763,08/21/24 14:40:00,,,,,,,,,,,4.839
2764,08/21/24 15:00:00,5.06,5.075,5.12,5.00,4.91,4.63,4.89,4.89,4.97,4.904,
2765,08/21/24 15:40:00,,,,,,,,,,,5.204
2766,08/21/24 16:00:00,5.49,5.504,5.53,5.45,5.27,5.23,5.32,5.40,5.47,5.633,
2767,08/21/24 16:40:00,,,,,,,,,,,6.041
2768,08/21/24 17:00:00,6.22,6.212,6.26,6.15,5.92,5.92,5.94,6.11,6.24,6.255,
2769,08/21/24 17:40:00,,,,,,,,,,,6.148
2770,08/21/24 18:00:00,6.30,6.298,6.37,6.26,6.24,6.28,6.15,6.30,6.28,5.869,
2771,08/21/24 18:40:00,,,,,,,,,,,6.341
2772,08/21/24 19:00:00,6.54,6.555,6.65,6.52,6.45,6.45,6.39,6.50,6.50,5.998,
2773,08/21/24 19:40:00,,,,,,,,,,,6.620
2774,08/21/24 20:00:00,6.52,6.598,6.69,6.52,6.58,6.54,6.60,6.60,6.56,6.019,
2775,08/21/24 20:40:00,,,,,,,,,,,7.199
2776,08/21/24 21:00:00,7.20,7.349,7.40,7.25,7.14,7.42,6.95,7.35,7.25,6.727,
2777,08/21/24 21:40:00,,,,,,,,,,,7.628
2778,08/21/24 22:00:00,7.81,7.949,8.00,7.83,7.72,8.11,7.70,7.91,7.85,7.263,
2779,08/21/24 22:40:00,,,,,,,,,,,7.885
2780,08/21/24 23:00:00,7.98,7.928,8.11,7.85,7.93,8.26,7.89,7.91,7.91,7.499,
2781,08/21/24 23:40:00,,,,,,,,,,,8.207
2782,08/22/24 00:00:00,8.43,8.357,8.53,8.26,8.32,9.03,8.38,8.49,8.32,8.786,
2783,08/22/24 00:40:00,,,,,,,,,,,8.614
2784,08/22/24 01:00:00,8.79,8.786,8.92,8.68,8.75,9.11,8.81,8.88,8.79,8.486,
2785,08/22/24 01:40:00,,,,,,,,,,,8.893
2786,08/22/24 02:00:00,9.05,9.150,9.29,9.01,8.92,10.04,8.86,9.18,8.98,8.550,
2787,08/22/24 02:40:00,,,,,,,,,,,9.108
2788,08/22/24 03:00:00,9.22,9.322,9.39,9.14,9.07,9.07,9.03,9.03,9.03,9.108,
2789,08/22/24 03:40:00,,,,,,,,,,,9.150
2790,08/22/24 04:00:00,9.24,9.279,9.39,9.09,9.31,9.54,9.07,9.26,9.24,9.301,
2791,08/22/24 04:40:00,,,,,,,,,,,9.065
2792,08/22/24 05:00:00,9.09,9.172,9.22,9.03,8.98,8.98,8.98,8.98,9.05,9.022,
2793,08/22/24 05:40:00,,,,,,,,,,,8.743
2794,08/22/24 06:00:00,8.64,8.657,8.75,8.62,8.51,8.64,8.64,8.62,8.68,8.679,
2795,08/22/24 06:40:00,,,,,,,,,,,8.636
2796,08/22/24 07:00:00,8.56,8.593,8.64,8.56,8.43,8.23,8.36,8.43,8.45,8.357,
2797,08/22/24 07:40:00,,,,,,,,,,,8.100
2798,08/22/24 08:00:00,8.15,8.121,8.19,8.11,8.02,7.48,7.96,7.70,8.06,7.756,
2799,08/22/24 08:40:00,,,,,,,,,,,7.756
2800,08/22/24 09:00:00,7.59,7.520,7.61,7.50,7.40,7.25,7.50,7.16,7.74,7.392,
2801,08/22/24 09:40:00,,,,,,,,,,,6.405
2802,08/22/24 10:00:00,7.63,7.563,7.61,7.61,7.38,6.84,7.23,7.14,7.65,7.027,
2803,08/22/24 10:40:00,,,,,,,,,,,5.805
2804,08/22/24 11:00:00,6.69,6.620,6.54,6.67,6.67,5.70,6.33,6.00,6.99,6.083,
2805,08/22/24 11:40:00,,,,,,,,,,,5.848
2806,08/22/24 12:00:00,6.20,6.212,6.13,6.22,6.15,5.49,5.96,5.85,6.65,5.933,
2807,08/22/24 12:40:00,,,,,,,,,,,6.105
2808,08/22/24 13:00:00,6.52,6.491,6.33,6.56,6.35,5.87,6.35,6.15,6.78,6.341,
2809,08/22/24 13:40:00,,,,,,,,,,,5.783
2810,08/22/24 14:00:00,6.97,6.963,6.86,6.95,6.69,6.24,6.71,6.22,6.88,6.491,
2811,08/22/24 14:40:00,,,,,,,,,,,5.440
2812,08/22/24 15:00:00,6.86,6.684,6.82,6.67,6.80,6.43,6.73,6.54,6.73,6.963,
2813,08/22/24 15:40:00,,,,,,,,,,,6.984
2814,08/22/24 16:00:00,6.93,7.177,6.88,6.84,6.75,7.18,6.88,6.99,7.44,8.078,
2815,08/22/24 16:40:00,,,,,,,,,,,8.014
2816,08/22/24 17:00:00,6.82,7.370,6.75,7.08,6.71,6.93,6.56,6.95,7.38,8.314,
2817,08/22/24 17:40:00,,,,,,,,,,,7.156
2818,08/22/24 18:00:00,6.52,7.070,6.45,6.65,6.33,6.73,6.09,6.41,7.42,8.293,
2819,08/22/24 18:40:00,,,,,,,,,,,7.263
2820,08/22/24 19:00:00,6.56,7.091,6.45,6.65,6.26,6.95,6.22,6.45,7.74,9.086,
2821,08/22/24 19:40:00,,,,,,,,,,,6.041
2822,08/22/24 20:00:00,5.70,5.869,5.23,5.40,5.08,5.85,5.12,5.36,6.65,7.435,
2823,08/22/24 20:40:00,,,,,,,,,,,6.276
2824,08/22/24 21:00:00,5.49,5.976,5.21,5.47,4.95,5.83,5.04,5.27,6.24,7.156,
2825,08/22/24 21:40:00,,,,,,,,,,,4.968
2826,08/22/24 22:00:00,4.61,4.818,4.37,4.35,4.20,4.35,3.92,4.12,5.81,5.376,
2827,08/22/24 22:40:00,,,,,,,,,,,4.968
2828,08/22/24 23:00:00,5.10,4.668,4.31,4.09,3.92,4.61,4.24,4.24,6.17,5.526,
2829,08/22/24 23:40:00,,,,,,,,,,,4.754
2830,08/23/24 00:00:00,5.34,4.689,4.31,4.14,4.09,4.57,4.31,4.50,5.96,6.019,
2831,08/23/24 00:40:00,,,,,,,,,,,4.668
2832,08/23/24 01:00:00,5.42,4.711,4.50,4.14,3.97,4.59,4.20,4.42,6.11,5.890,
2833,08/23/24 01:40:00,,,,,,,,,,,4.325
2834,08/23/24 02:00:00,5.06,4.496,4.24,3.99,3.92,4.12,4.03,4.22,6.02,5.118,
2835,08/23/24 02:40:00,,,,,,,,,,,4.046
2836,08/23/24 03:00:00,4.37,4.217,4.05,3.92,3.94,4.01,4.03,3.99,5.72,5.011,
2837,08/23/24 03:40:00,,,,,,,,,,,4.110
2838,08/23/24 04:00:00,4.48,4.260,4.27,4.07,4.09,4.05,4.18,4.09,5.10,4.925,
2839,08/23/24 04:40:00,,,,,,,,,,,4.175
2840,08/23/24 05:00:00,4.22,4.175,4.12,4.01,4.09,3.77,3.99,3.84,4.91,4.797,
2841,08/23/24 05:40:00,,,,,,,,,,,3.874
2842,08/23/24 06:00:00,4.27,4.239,4.29,4.20,4.22,3.92,4.16,3.99,4.52,4.582,
2843,08/23/24 06:40:00,,,,,,,,,,,3.874
2844,08/23/24 07:00:00,4.20,4.175,4.18,4.12,4.05,4.01,4.12,3.90,4.50,4.346,
2845,08/23/24 07:40:00,,,,,,,,,,,3.724
2846,08/23/24 08:00:00,4.16,4.153,4.31,4.12,4.22,3.86,3.94,3.75,4.35,4.175,
2847,08/23/24 08:40:00,,,,,,,,,,,3.595
2848,08/23/24 09:00:00,3.92,3.917,4.01,3.90,4.03,3.60,3.77,3.67,4.20,4.024,
2849,08/23/24 09:40:00,,,,,,,,,,,3.510
2850,08/23/24 10:00:00,3.67,3.681,3.69,3.64,3.69,3.34,3.54,3.32,4.12,3.831,
2851,08/23/24 10:40:00,,,,,,,,,,,3.231
2852,08/23/24 11:00:00,3.56,3.574,3.54,3.52,3.62,3.21,3.36,3.19,3.90,3.810,
2853,08/23/24 11:40:00,,,,,,,,,,,3.059
2854,08/23/24 12:00:00,3.34,3.381,3.34,3.21,3.36,2.98,3.09,3.02,3.77,3.767,
2855,08/23/24 12:40:00,,,,,,,,,,,2.716
2856,08/23/24 13:00:00,3.04,2.995,3.04,2.91,3.04,2.64,2.81,2.68,3.49,3.188,
2857,08/23/24 13:40:00,,,,,,,,,,,2.437
2858,08/23/24 14:00:00,2.79,2.738,2.87,2.70,2.74,2.25,2.46,2.29,3.17,3.016,
2859,08/23/24 14:40:00,,,,,,,,,,,2.073
2860,08/23/24 15:00:00,2.44,2.351,2.44,2.29,2.36,1.86,2.06,1.93,3.09,2.780,
2861,08/23/24 15:40:00,,,,,,,,,,,1.601
2862,08/23/24 16:00:00,2.29,2.030,2.06,1.91,1.91,1.58,1.67,1.54,2.81,2.759,
2863,08/23/24 16:40:00,,,,,,,,,,,1.515
2864,08/23/24 17:00:00,2.23,1.794,1.78,1.67,1.61,1.46,1.46,1.39,2.68,2.459,
2865,08/23/24 17:40:00,,,,,,,,,,,1.322
2866,08/23/24 18:00:00,2.03,1.494,1.22,1.09,1.01,1.33,1.16,1.13,2.70,2.673,
2867,08/23/24 18:40:00,,,,,,,,,,,1.215
2868,08/23/24 19:00:00,1.93,1.515,1.13,0.86,0.79,1.61,0.92,1.03,2.89,2.931,
2869,08/23/24 19:40:00,,,,,,,,,,,0.721
2870,08/23/24 20:00:00,1.18,0.957,0.34,0.13,-0.15,0.73,0.00,0.13,3.28,3.102,
2871,08/23/24 20:40:00,,,,,,,,,,,0.700
2872,08/23/24 21:00:00,1.54,1.000,0.23,0.04,-0.26,0.81,-0.17,0.19,2.42,2.823,
2873,08/23/24 21:40:00,,,,,,,,,,,0.636
2874,08/23/24 22:00:00,1.54,1.451,1.05,0.83,0.75,1.80,0.88,1.16,3.06,3.059,
2875,08/23/24 22:40:00,,,,,,,,,,,1.665
2876,08/23/24 23:00:00,2.70,2.566,2.34,2.08,1.97,2.96,2.01,2.29,3.34,4.046,
2877,08/23/24 23:40:00,,,,,,,,,,,2.351
2878,08/24/24 00:00:00,2.64,2.480,2.40,2.23,2.12,2.40,2.10,2.29,3.09,3.252,
2879,08/24/24 00:40:00,,,,,,,,,,,2.223
2880,08/24/24 01:00:00,2.94,2.459,2.34,2.21,2.16,2.42,2.06,2.38,3.60,3.231,
2881,08/24/24 01:40:00,,,,,,,,,,,2.351
2882,08/24/24 02:00:00,2.59,2.630,2.40,2.27,2.19,2.34,2.06,2.44,2.98,3.038,
2883,08/24/24 02:40:00,,,,,,,,,,,2.223
2884,08/24/24 03:00:00,2.85,2.480,2.42,2.23,2.23,2.27,2.19,2.31,3.60,2.931,
2885,08/24/24 03:40:00,,,,,,,,,,,2.137
2886,08/24/24 04:00:00,2.68,2.394,2.19,2.06,1.95,2.12,2.01,2.23,3.92,2.780,
2887,08/24/24 04:40:00,,,,,,,,,,,1.772
2888,08/24/24 05:00:00,2.34,2.094,1.99,1.86,1.91,1.78,1.73,1.84,3.02,2.459,
2889,08/24/24 05:40:00,,,,,,,,,,,1.494
2890,08/24/24 06:00:00,1.88,1.815,1.67,1.69,1.65,1.58,1.52,1.73,2.76,2.137,
2891,08/24/24 06:40:00,,,,,,,,,,,1.494
2892,08/24/24 07:00:00,2.19,1.858,1.78,1.61,1.67,1.50,1.58,1.71,2.59,1.987,
2893,08/24/24 07:40:00,,,,,,,,,,,1.558
2894,08/24/24 08:00:00,2.08,1.923,1.84,1.82,1.80,1.56,1.65,1.80,2.51,1.923,
2895,08/24/24 08:40:00,,,,,,,,,,,1.601
2896,08/24/24 09:00:00,2.01,1.815,1.84,1.73,1.80,1.63,1.73,1.80,2.51,2.158,
2897,08/24/24 09:40:00,,,,,,,,,,,1.258
2898,08/24/24 10:00:00,1.88,1.665,1.71,1.65,1.69,1.05,1.46,1.69,2.64,1.601,
2899,08/24/24 10:40:00,,,,,,,,,,,1.172
2900,08/24/24 11:00:00,1.95,1.665,1.63,1.56,1.56,0.96,1.37,1.52,2.42,1.515,
2901,08/24/24 11:40:00,,,,,,,,,,,1.193
2902,08/24/24 12:00:00,1.93,1.494,1.48,1.41,1.43,0.94,1.33,1.41,2.66,1.494,
2903,08/24/24 12:40:00,,,,,,,,,,,1.129
2904,08/24/24 13:00:00,1.86,1.536,1.48,1.46,1.41,1.01,1.39,1.46,2.55,1.579,
2905,08/24/24 13:40:00,,,,,,,,,,,1.193
2906,08/24/24 14:00:00,1.82,1.408,1.46,1.37,1.43,0.77,1.22,1.41,2.27,1.386,
2907,08/24/24 14:40:00,,,,,,,,,,,1.108
2908,08/24/24 15:00:00,1.76,1.322,1.28,1.24,1.31,0.66,1.16,1.39,2.38,1.301,
2909,08/24/24 15:40:00,,,,,,,,,,,0.528
2910,08/24/24 16:00:00,1.22,1.043,0.90,0.86,0.94,0.25,0.83,0.96,2.06,1.022,
2911,08/24/24 16:40:00,,,,,,,,,,,0.593
2912,08/24/24 17:00:00,1.76,1.365,1.48,1.20,1.24,0.62,0.98,1.03,1.78,1.279,
2913,08/24/24 17:40:00,,,,,,,,,,,0.893
2914,08/24/24 18:00:00,1.93,1.472,1.39,1.26,1.22,0.73,0.96,1.11,2.21,1.451,
2915,08/24/24 18:40:00,,,,,,,,,,,1.279
2916,08/24/24 19:00:00,2.01,1.536,1.43,1.31,1.28,1.24,1.22,1.43,2.51,2.437,
2917,08/24/24 19:40:00,,,,,,,,,,,1.343
2918,08/24/24 20:00:00,2.10,1.794,1.76,1.52,1.61,1.43,1.31,1.31,2.51,2.201,
2919,08/24/24 20:40:00,,,,,,,,,,,1.472
2920,08/24/24 21:00:00,1.84,1.343,1.22,1.16,1.13,1.18,1.01,1.11,2.46,2.008,
2921,08/24/24 21:40:00,,,,,,,,,,,1.536
2922,08/24/24 22:00:00,2.55,1.965,1.76,1.67,1.56,2.12,1.65,1.78,2.94,2.952,
2923,08/24/24 22:40:00,,,,,,,,,,,1.794
2924,08/24/24 23:00:00,2.46,2.030,1.82,1.67,1.61,1.84,1.67,1.91,3.26,2.695,
2925,08/24/24 23:40:00,,,,,,,,,,,1.837
2926,08/25/24 00:00:00,2.36,1.858,1.73,1.56,1.48,1.82,1.61,1.82,2.76,2.609,
2927,08/25/24 00:40:00,,,,,,,,,,,1.965
2928,08/25/24 01:00:00,2.23,1.858,1.78,1.61,1.61,1.71,1.48,1.61,2.89,2.309,
2929,08/25/24 01:40:00,,,,,,,,,,,1.301
2930,08/25/24 02:00:00,2.06,1.665,1.52,1.37,1.26,1.65,1.33,1.58,2.76,2.266,
2931,08/25/24 02:40:00,,,,,,,,,,,1.451
2932,08/25/24 03:00:00,2.29,1.601,1.56,1.43,1.39,1.46,1.39,1.50,2.57,2.094,
2933,08/25/24 03:40:00,,,,,,,,,,,0.957
2934,08/25/24 04:00:00,1.56,1.172,1.01,1.01,0.90,0.75,0.90,1.01,2.01,1.494,
2935,08/25/24 04:40:00,,,,,,,,,,,0.721
2936,08/25/24 05:00:00,1.41,1.172,1.11,1.07,1.07,0.60,0.68,0.81,1.73,1.301,
2937,08/25/24 05:40:00,,,,,,,,,,,0.786
2938,08/25/24 06:00:00,1.39,1.172,1.22,1.11,1.07,0.83,0.92,1.01,1.95,1.258,
2939,08/25/24 06:40:00,,,,,,,,,,,0.893
2940,08/25/24 07:00:00,1.33,1.129,1.05,1.07,1.05,0.88,1.01,1.09,2.23,1.494,
2941,08/25/24 07:40:00,,,,,,,,,,,0.850
2942,08/25/24 08:00:00,1.54,1.215,1.20,1.20,1.16,0.83,0.96,1.16,2.21,1.322,
2943,08/25/24 08:40:00,,,,,,,,,,,0.893
2944,08/25/24 09:00:00,1.61,1.236,1.16,1.11,1.09,1.01,1.11,1.22,2.10,1.622,
2945,08/25/24 09:40:00,,,,,,,,,,,0.636
2946,08/25/24 10:00:00,1.01,0.700,0.66,0.58,0.58,0.19,0.23,0.40,1.46,0.829,
2947,08/25/24 10:40:00,,,,,,,,,,,-0.437
2948,08/25/24 11:00:00,0.13,0.142,-0.05,-0.02,-0.05,-0.07,0.04,0.25,1.35,0.464,
2949,08/25/24 11:40:00,,,,,,,,,,,-0.308
2950,08/25/24 12:00:00,0.28,0.099,-0.05,-0.09,-0.11,-0.09,0.08,0.28,1.22,0.378,
2951,08/25/24 12:40:00,,,,,,,,,,,-0.265
2952,08/25/24 13:00:00,0.30,0.099,0.10,0.00,0.06,-0.11,-0.07,0.15,0.77,0.078,
2953,08/25/24 13:40:00,,,,,,,,,,,-0.329
2954,08/25/24 14:00:00,0.62,0.528,0.45,0.43,0.43,0.28,0.34,0.55,1.24,0.550,
2955,08/25/24 14:40:00,,,,,,,,,,,0.421
2956,08/25/24 15:00:00,0.96,0.872,0.81,0.81,0.79,0.83,0.77,1.07,1.61,1.086,
2957,08/25/24 15:40:00,,,,,,,,,,,0.957
2958,08/25/24 16:00:00,1.54,1.365,1.48,1.35,1.37,1.35,1.39,1.52,2.08,1.622,
2959,08/25/24 16:40:00,,,,,,,,,,,1.408
2960,08/25/24 17:00:00,1.78,1.687,1.71,1.61,1.63,1.61,1.65,1.80,2.42,1.880,
2961,08/25/24 17:40:00,,,,,,,,,,,1.794
2962,08/25/24 18:00:00,1.97,1.858,1.82,1.71,1.71,1.97,1.73,1.86,2.66,2.266,
2963,08/25/24 18:40:00,,,,,,,,,,,1.923
2964,08/25/24 19:00:00,1.97,2.051,1.93,1.88,1.84,2.23,1.82,2.03,2.83,2.716,
2965,08/25/24 19:40:00,,,,,,,,,,,2.073
2966,08/25/24 20:00:00,2.38,2.373,2.25,2.08,1.99,2.64,1.88,2.34,3.09,3.274,
2967,08/25/24 20:40:00,,,,,,,,,,,2.480
2968,08/25/24 21:00:00,2.64,2.780,2.72,2.38,2.34,3.36,2.12,2.74,3.43,4.132,
2969,08/25/24 21:40:00,,,,,,,,,,,2.802
2970,08/25/24 22:00:00,3.02,3.295,3.04,2.76,2.66,3.62,2.42,2.81,3.84,4.453,
2971,08/25/24 22:40:00,,,,,,,,,,,3.381
2972,08/25/24 23:00:00,4.50,4.839,3.69,3.15,2.87,5.92,2.85,3.54,4.91,4.625,
2973,08/25/24 23:40:00,,,,,,,,,,,3.617
2974,08/26/24 00:00:00,4.84,4.582,3.79,3.13,3.04,5.85,3.09,3.71,4.97,4.496,
2975,08/26/24 00:40:00,,,,,,,,,,,3.939
2976,08/26/24 01:00:00,4.74,4.303,3.73,3.09,3.04,5.27,3.04,3.41,5.15,3.874,
2977,08/26/24 01:40:00,,,,,,,,,,,3.724
2978,08/26/24 02:00:00,4.16,4.046,3.64,3.26,3.21,4.82,3.26,3.58,4.54,4.089,
2979,08/26/24 02:40:00,,,,,,,,,,,3.703
2980,08/26/24 03:00:00,5.90,4.067,5.04,3.52,3.73,8.75,4.24,4.31,5.17,3.939,
2981,08/26/24 03:40:00,,,,,,,,,,,4.882
2982,08/26/24 04:00:00,4.82,3.703,5.00,3.62,5.06,7.50,4.67,4.27,4.50,3.317,
2983,08/26/24 04:40:00,,,,,,,,,,,4.175
2984,08/26/24 05:00:00,4.16,3.402,4.72,3.21,5.60,7.57,4.46,4.50,4.09,2.909,
2985,08/26/24 05:40:00,,,,,,,,,,,3.081
2986,08/26/24 06:00:00,3.52,3.081,3.47,3.09,4.74,4.69,4.37,2.85,3.11,2.223,
2987,08/26/24 06:40:00,,,,,,,,,,,1.708
2988,08/26/24 07:00:00,2.81,2.523,2.57,2.61,2.59,1.35,2.76,1.20,2.08,1.622,
2989,08/26/24 07:40:00,,,,,,,,,,,1.279
2990,08/26/24 08:00:00,2.55,2.373,2.55,2.27,2.46,1.43,2.42,1.18,2.16,1.815,
2991,08/26/24 08:40:00,,,,,,,,,,,1.000
2992,08/26/24 09:00:00,2.44,2.373,2.51,2.25,2.42,1.16,2.23,0.55,1.91,1.343,
2993,08/26/24 09:40:00,,,,,,,,,,,0.593
2994,08/26/24 10:00:00,2.44,2.351,2.51,2.25,2.25,1.09,1.63,0.79,1.69,1.108,
2995,08/26/24 10:40:00,,,,,,,,,,,0.207
2996,08/26/24 11:00:00,2.01,1.987,2.08,1.93,1.91,1.07,1.93,0.53,1.48,1.172,
2997,08/26/24 11:40:00,,,,,,,,,,,-0.222
2998,08/26/24 12:00:00,2.08,1.944,2.16,1.86,1.91,0.75,1.39,0.55,1.24,0.850,
2999,08/26/24 12:40:00,,,,,,,,,,,0.314
3000,08/26/24 13:00:00,1.82,1.601,1.82,1.61,1.76,0.94,1.63,0.81,1.50,1.236,
3001,08/26/24 13:40:00,,,,,,,,,,,0.807
3002,08/26/24 14:00:00,2.25,2.158,2.38,2.23,2.25,1.37,2.25,1.50,2.08,1.772,
3003,08/26/24 14:40:00,,,,,,,,,,,0.914
3004,08/26/24 15:00:00,2.38,2.330,2.55,2.31,2.42,1.80,2.49,1.99,2.36,2.201,
3005,08/26/24 15:40:00,,,,,,,,,,,1.901
3006,08/26/24 16:00:00,2.91,2.973,3.04,2.91,2.94,2.46,2.81,2.55,2.72,2.802,
3007,08/26/24 16:40:00,,,,,,,,,,,3.188
3008,08/26/24 17:00:00,3.47,3.960,3.52,3.75,3.45,3.67,3.52,3.69,3.97,6.405,
3009,08/26/24 17:40:00,,,,,,,,,,,5.204
3010,08/26/24 18:00:00,5.34,6.276,5.25,5.85,4.82,5.51,4.76,5.64,5.92,10.673,
3011,08/26/24 18:40:00,,,,,,,,,,,6.598
3012,08/26/24 19:00:00,6.65,7.263,6.71,7.10,6.13,6.93,6.00,6.88,7.18,12.282,
3013,08/26/24 19:40:00,,,,,,,,,,,7.370
3014,08/26/24 20:00:00,7.63,7.649,7.38,7.53,7.16,7.59,6.95,7.29,7.61,9.966,
3015,08/26/24 20:40:00,,,,,,,,,,,8.142
3016,08/26/24 21:00:00,8.32,8.078,7.83,7.89,7.48,8.45,7.65,8.11,8.26,11.510,
3017,08/26/24 21:40:00,,,,,,,,,,,8.829
3018,08/26/24 22:00:00,9.71,9.022,8.88,8.86,8.30,11.52,8.49,9.20,9.44,12.389,
3019,08/26/24 22:40:00,,,,,,,,,,,9.279
3020,08/26/24 23:00:00,10.34,9.622,9.56,9.26,8.79,11.34,9.31,9.50,9.84,10.159,
3021,08/26/24 23:40:00,,,,,,,,,,,10.137
3022,08/27/24 00:00:00,10.57,10.159,10.12,9.78,9.54,12.37,9.82,10.16,10.36,10.287,
3023,08/27/24 00:40:00,,,,,,,,,,,10.995
3024,08/27/24 01:00:00,11.32,10.587,10.62,10.10,9.95,13.34,10.81,10.55,10.96,10.330,
3025,08/27/24 01:40:00,,,,,,,,,,,10.738
3026,08/27/24 02:00:00,11.71,10.545,11.04,10.38,10.14,14.91,10.62,10.98,11.09,10.587,
3027,08/27/24 02:40:00,,,,,,,,,,,11.231
3028,08/27/24 03:00:00,10.72,10.330,10.64,10.19,10.21,12.20,10.85,10.51,10.62,10.244,
3029,08/27/24 03:40:00,,,,,,,,,,,8.507
