Line#,Date,"Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21181033-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21206909-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398709-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398712-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21401801:21206911-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206911-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206912-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21398711-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21398711-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21198259:21398716-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398716-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398716-3), *, RX3000_BRW1_TNHA"
1157,07/19/24 04:00:00,0.0,0.0,337,1.3,4.4,313,1.3,3.4,310,,,,0.3,2.0,74,1.3,3.0,350,0.0,0.0,263,0.0,1.3,225
1158,07/19/24 05:00:00,0.0,0.0,344,1.3,4.4,313,1.0,3.0,309,,,,0.3,2.7,74,1.7,3.4,358,0.0,0.0,260,0.0,1.7,226
1159,07/19/24 06:00:00,0.0,0.0,345,1.3,4.0,314,1.0,3.4,309,,,,0.7,2.0,74,1.7,3.4,1,0.0,0.0,271,0.0,1.0,233
1160,07/19/24 07:00:00,0.0,0.0,345,0.3,2.7,76,0.7,2.7,305,,,,0.3,1.7,86,1.0,3.0,333,0.0,0.0,277,0.0,1.0,188
1161,07/19/24 08:00:00,0.0,0.0,347,0.0,1.7,115,0.7,2.0,289,,,,0.0,1.0,88,0.7,2.0,317,0.0,0.0,44,0.0,1.0,104
1162,07/19/24 09:00:00,0.0,0.0,347,0.7,1.7,126,0.0,2.0,279,,,,1.0,2.7,100,0.3,2.0,323,0.0,0.0,156,1.0,2.0,59
1163,07/19/24 10:00:00,0.0,0.0,348,0.0,1.0,126,0.0,1.3,121,,,,0.3,1.7,49,0.0,0.7,300,0.0,0.0,163,0.3,1.3,49
1164,07/19/24 11:00:00,0.0,0.0,348,0.0,1.0,122,0.3,1.7,114,,,,0.7,2.3,350,0.0,1.0,298,0.0,0.0,149,0.7,3.0,17
1165,07/19/24 12:00:00,0.0,0.0,348,0.0,1.0,111,0.3,2.0,118,,,,1.0,3.0,1,0.0,1.7,256,0.0,0.0,150,1.0,3.0,10
1166,07/19/24 13:00:00,0.0,0.0,350,0.7,2.0,125,0.3,2.3,117,,,,1.3,3.7,88,0.7,2.3,230,0.0,0.0,164,1.3,3.0,53
1167,07/19/24 14:00:00,0.0,0.0,350,1.0,2.0,125,0.7,2.3,118,,,,1.7,4.0,80,1.0,2.3,237,0.0,0.0,166,1.7,3.4,58
1168,07/19/24 15:00:00,0.0,0.0,350,1.3,2.7,126,0.7,3.0,110,,,,2.0,5.4,93,1.0,3.4,274,0.0,0.0,163,2.0,4.4,59
1169,07/19/24 16:00:00,0.0,0.0,350,1.3,3.4,129,1.3,5.0,298,,,,2.3,7.0,97,1.7,4.4,313,0.0,0.0,303,2.0,4.4,62
1170,07/19/24 17:00:00,0.0,0.0,350,1.7,4.0,129,2.0,5.7,260,,,,3.4,7.7,101,2.3,7.7,310,0.0,0.0,317,2.3,5.7,65
1171,07/19/24 18:00:00,0.0,0.0,350,1.3,3.7,126,2.0,6.0,293,,,,2.7,8.4,104,2.3,6.0,319,0.0,0.0,1,1.3,4.0,93
1172,07/19/24 19:00:00,0.0,0.0,350,0.7,3.7,336,1.7,4.4,303,,,,0.7,3.7,84,2.0,4.7,326,0.0,0.0,246,0.7,2.3,205
1173,07/19/24 20:00:00,0.0,0.0,351,1.0,4.4,320,1.7,4.4,303,,,,1.0,3.4,74,2.3,4.7,341,0.0,0.0,244,0.7,1.7,216
1174,07/19/24 21:00:00,0.0,0.0,350,2.3,7.0,312,1.3,4.4,313,,,,1.3,3.7,76,2.3,4.7,358,0.0,0.0,261,0.7,2.0,209
1175,07/19/24 22:00:00,0.0,0.0,350,4.0,7.7,309,1.7,5.0,319,,,,2.0,4.0,81,3.4,5.7,7,0.0,0.0,254,0.7,2.0,100
1176,07/19/24 23:00:00,0.0,0.0,350,3.4,7.0,309,2.0,5.7,312,,,,2.0,4.7,76,3.4,6.0,3,0.0,0.0,257,0.7,2.3,206
1177,07/20/24 00:00:00,0.0,0.0,350,2.7,6.4,312,2.3,6.0,307,,,,1.7,3.7,69,3.0,5.7,352,0.0,0.0,256,0.7,2.3,216
1178,07/20/24 01:00:00,0.0,0.0,351,4.0,8.4,309,2.3,6.0,314,,,,2.0,4.0,77,3.7,6.4,6,0.0,0.0,254,0.7,2.7,147
1179,07/20/24 02:00:00,0.0,0.0,350,3.7,8.0,309,2.0,6.4,314,,,,2.0,4.7,72,3.7,6.7,1,0.0,0.0,254,0.7,2.7,164
1180,07/20/24 03:00:00,0.0,0.0,350,2.3,5.7,312,1.7,4.7,312,,,,1.3,4.0,72,2.7,5.7,357,0.0,0.0,256,0.3,1.7,211
1181,07/20/24 04:00:00,0.0,0.0,351,2.3,5.7,310,1.7,5.0,307,,,,1.7,3.4,76,2.7,5.4,3,0.0,0.0,253,0.3,1.7,209
1182,07/20/24 05:00:00,0.0,0.0,351,2.7,5.4,309,1.0,4.0,317,,,,1.3,3.4,83,2.7,4.7,11,0.0,0.0,248,0.3,1.3,181
1183,07/20/24 06:00:00,0.0,0.0,351,2.7,6.4,309,0.7,2.7,317,,,,1.0,3.0,81,2.0,4.7,14,0.0,0.0,253,0.0,1.3,66
1184,07/20/24 07:00:00,0.0,0.0,352,1.0,3.7,309,0.7,2.3,309,,,,0.3,1.7,77,1.3,2.7,7,0.0,0.0,257,0.0,0.7,243
1185,07/20/24 08:00:00,0.0,0.0,354,0.7,4.0,317,0.3,1.7,302,,,,0.0,1.7,87,0.7,2.0,7,0.0,0.0,292,0.0,1.0,56
1186,07/20/24 09:00:00,0.0,0.0,354,0.3,2.0,302,0.3,1.7,302,,,,0.0,1.3,77,0.7,1.7,4,0.0,0.0,267,0.0,0.3,175
1187,07/20/24 10:00:00,0.0,0.0,354,0.0,1.7,309,0.3,1.3,299,,,,0.0,1.3,94,0.3,1.3,345,0.0,0.0,317,0.0,0.7,128
1188,07/20/24 11:00:00,0.0,0.0,354,0.0,1.3,178,0.0,1.7,298,,,,0.0,1.3,107,0.3,1.3,343,0.0,0.0,338,0.0,0.7,70
1189,07/20/24 12:00:00,0.0,0.0,354,0.3,1.7,310,0.0,1.0,302,,,,0.0,1.0,101,0.7,1.7,4,0.0,0.0,270,0.0,0.7,298
1190,07/20/24 13:00:00,0.0,0.0,354,0.0,1.0,316,0.0,1.0,296,,,,0.0,1.0,104,0.3,1.3,355,0.0,0.0,264,0.0,0.0,316
1191,07/20/24 14:00:00,0.0,0.0,355,0.3,2.0,312,0.0,1.0,298,,,,0.0,1.0,108,0.3,1.3,352,0.0,0.0,278,0.0,0.7,10
1192,07/20/24 15:00:00,0.0,0.0,352,0.3,2.0,312,0.0,0.7,302,,,,0.0,0.7,110,0.0,1.0,7,0.0,0.0,270,0.0,0.3,69
1193,07/20/24 16:00:00,0.0,0.0,352,0.0,1.0,310,0.0,0.3,302,,,,0.0,0.7,110,0.0,0.7,10,0.0,0.0,256,0.0,0.3,73
1194,07/20/24 17:00:00,0.0,0.0,345,0.0,0.7,310,0.0,1.3,299,,,,0.0,1.0,108,0.0,1.7,355,0.0,0.0,246,0.0,1.0,72
1195,07/20/24 18:00:00,0.0,0.0,341,0.3,1.7,312,0.3,1.3,299,,,,0.0,1.0,88,0.7,1.7,357,0.0,0.0,267,0.0,0.3,282
1196,07/20/24 19:00:00,0.0,0.0,343,0.0,1.3,22,0.3,1.7,281,,,,0.0,1.3,114,0.3,1.7,336,0.0,0.0,358,0.0,0.7,58
1197,07/20/24 20:00:00,0.0,0.0,344,0.0,1.3,333,0.3,1.7,299,,,,0.0,1.3,84,0.7,1.7,348,0.0,0.0,330,0.0,1.0,178
1198,07/20/24 21:00:00,0.0,0.0,352,0.0,1.7,34,0.3,1.3,291,,,,0.0,2.0,111,0.3,1.7,333,0.0,0.0,333,0.0,1.3,87
1199,07/20/24 22:00:00,0.0,0.0,354,0.3,2.3,114,0.7,2.3,302,,,,0.7,4.0,101,0.7,3.4,323,0.0,0.0,330,0.3,2.7,91
1200,07/20/24 23:00:00,0.0,0.0,355,0.3,2.7,3,0.7,2.7,305,,,,0.3,2.7,83,0.7,2.3,338,0.0,0.0,347,0.0,1.3,164
1201,07/21/24 00:00:00,0.0,0.0,357,0.3,3.0,111,0.7,2.3,295,,,,0.7,3.0,94,0.7,2.0,319,0.0,0.0,343,0.3,1.7,97
1202,07/21/24 01:00:00,0.0,0.0,357,0.3,1.7,124,0.7,2.3,295,,,,0.7,3.0,104,0.7,2.0,313,0.0,0.0,345,0.3,2.3,65
1203,07/21/24 02:00:00,0.0,0.0,355,0.0,1.0,121,0.0,1.3,161,,,,0.3,2.0,94,0.3,1.7,306,0.0,0.0,133,0.0,1.7,48
1204,07/21/24 03:00:00,0.0,0.0,357,0.0,3.4,121,0.0,1.7,119,,,,0.7,2.3,55,0.0,1.3,334,0.0,0.0,145,0.7,2.0,37
1205,07/21/24 04:00:00,0.0,0.0,355,0.0,1.3,121,0.3,3.0,118,,,,1.0,3.0,358,0.0,0.7,345,0.0,0.0,136,1.0,2.7,24
1206,07/21/24 05:00:00,0.0,0.0,354,0.0,1.0,138,0.3,2.3,114,,,,1.0,2.7,338,0.0,1.0,41,0.0,0.0,136,1.0,2.7,18
1207,07/21/24 06:00:00,0.0,0.0,355,0.0,1.7,136,0.0,2.3,95,,,,0.3,2.3,28,0.0,0.7,6,0.0,0.0,142,0.0,2.0,41
1208,07/21/24 07:00:00,0.0,0.0,354,1.3,4.7,310,0.0,1.0,53,,,,0.0,1.0,63,0.3,2.3,46,0.0,0.0,271,0.0,1.0,108
1209,07/21/24 08:00:00,0.0,0.0,355,0.0,2.0,298,0.0,1.3,313,,,,0.0,0.7,69,0.3,1.3,350,0.0,0.0,279,0.0,1.0,93
1210,07/21/24 09:00:00,0.0,0.0,357,0.3,2.7,114,0.7,2.7,302,,,,0.3,2.7,88,1.0,3.0,324,0.0,0.0,357,0.0,1.3,205
1211,07/21/24 10:00:00,0.0,0.0,357,0.7,2.3,125,1.0,2.7,291,,,,1.0,4.4,102,1.0,3.7,313,0.0,0.0,341,0.3,2.0,94
1212,07/21/24 11:00:00,0.0,0.0,357,0.3,2.0,119,1.3,4.4,293,,,,0.7,3.7,104,1.7,4.4,312,0.0,0.0,357,0.3,2.0,126
1213,07/21/24 12:00:00,0.0,0.0,357,0.3,2.0,121,1.3,4.4,300,,,,0.7,4.4,94,1.7,4.0,316,0.0,0.0,4,0.3,1.3,159
1214,07/21/24 13:00:00,0.0,0.0,357,1.3,4.4,313,1.3,4.0,309,,,,1.0,3.0,76,2.0,4.4,352,0.0,0.0,258,0.3,1.7,227
1215,07/21/24 14:00:00,0.0,0.0,357,1.0,4.4,312,1.7,4.4,305,,,,0.7,3.0,74,2.0,5.4,330,0.0,0.0,22,0.3,1.7,219
1216,07/21/24 15:00:00,0.0,0.0,357,1.3,5.0,320,2.0,5.0,303,,,,0.7,3.0,73,2.3,4.7,340,0.0,0.0,307,0.7,2.0,218
1217,07/21/24 16:00:00,0.0,0.0,357,1.7,5.4,314,2.0,4.7,307,,,,1.0,3.4,70,2.3,5.4,351,0.0,0.0,258,0.3,2.0,229
1218,07/21/24 17:00:00,0.0,0.0,357,1.3,6.0,313,1.7,4.7,306,,,,1.0,3.4,70,2.3,5.0,352,0.0,0.0,258,0.3,1.7,216
1219,07/21/24 18:00:00,0.0,0.0,357,2.0,5.4,312,1.7,4.7,307,,,,1.3,3.0,69,2.3,4.7,357,0.0,0.0,254,0.3,1.7,225
1220,07/21/24 19:00:00,0.0,0.0,357,1.7,4.4,313,1.7,5.0,307,,,,1.0,3.0,70,2.3,4.4,352,0.0,0.0,256,0.3,1.7,218
1221,07/21/24 20:00:00,0.0,0.0,357,1.0,4.4,319,1.7,3.7,306,,,,0.7,2.7,73,2.0,4.4,347,0.0,0.0,324,0.3,2.0,220
1222,07/21/24 21:00:00,0.0,0.0,357,1.7,4.7,312,1.3,3.7,309,,,,1.0,2.7,73,2.0,4.4,352,0.0,0.0,260,0.3,1.7,219
1223,07/21/24 22:00:00,0.0,0.0,357,2.0,4.7,310,1.3,3.7,313,,,,1.0,3.0,72,2.0,4.0,1,0.0,0.0,253,0.3,1.7,212
1224,07/21/24 23:00:00,0.0,0.0,355,1.3,4.4,313,1.0,3.7,306,,,,0.7,2.3,74,2.0,4.0,358,0.0,0.0,274,0.0,1.3,227
1225,07/22/24 00:00:00,0.0,0.0,354,1.3,3.7,313,1.0,3.0,310,,,,0.7,2.0,74,1.7,3.7,358,0.0,0.0,267,0.0,1.0,234
1226,07/22/24 01:00:00,0.0,0.0,355,1.3,3.7,312,0.7,2.7,314,,,,0.7,2.0,74,1.3,3.0,4,0.0,0.0,253,0.0,1.3,230
1227,07/22/24 02:00:00,0.0,0.0,355,1.7,4.0,310,0.0,1.7,317,,,,0.0,1.7,74,1.0,2.7,34,0.0,0.0,272,0.0,1.3,63
1228,07/22/24 03:00:00,0.0,0.0,355,1.0,2.7,309,0.0,1.3,312,,,,0.0,1.3,90,0.7,1.7,17,0.0,0.0,256,0.0,0.3,81
1229,07/22/24 04:00:00,0.0,0.0,355,0.7,2.3,316,0.0,1.0,310,,,,0.0,1.0,94,0.3,1.3,72,0.0,0.0,281,0.0,1.0,112
1230,07/22/24 05:00:00,0.0,0.0,355,0.3,1.3,86,0.0,0.7,309,,,,0.0,0.3,95,0.0,0.7,149,0.0,0.0,303,0.0,0.7,154
1231,07/22/24 06:00:00,0.0,0.0,355,0.0,1.3,117,0.0,1.0,317,,,,0.3,1.3,32,0.0,0.3,161,0.0,0.0,42,0.0,1.0,211
1232,07/22/24 07:00:00,0.0,0.0,357,0.3,1.3,118,0.0,0.3,0,,,,0.3,1.0,309,0.0,0.3,163,0.0,0.0,27,0.0,0.7,282
1233,07/22/24 08:00:00,0.0,0.0,357,1.0,3.0,122,0.0,1.0,0,,,,0.3,1.3,312,0.0,1.0,171,0.0,0.0,13,0.3,2.0,243
1234,07/22/24 09:00:00,0.0,0.0,355,1.3,3.0,125,0.0,0.7,0,,,,0.3,1.7,317,0.0,0.7,167,0.0,0.0,28,0.7,2.3,257
1235,07/22/24 10:00:00,0.0,0.0,355,1.3,3.4,125,0.0,0.7,0,,,,0.7,2.0,317,0.0,0.7,183,0.0,0.0,42,1.0,3.0,260
1236,07/22/24 11:00:00,0.0,0.0,348,1.7,3.7,125,0.0,1.0,55,,,,0.7,2.0,309,0.0,1.0,188,0.0,0.0,41,1.3,3.0,260
1237,07/22/24 12:00:00,0.0,0.0,338,2.0,4.0,125,0.0,1.0,150,,,,0.7,2.3,310,0.0,1.3,191,0.0,0.0,35,1.7,3.0,258
1238,07/22/24 13:00:00,0.0,0.0,344,1.7,3.4,126,0.0,1.3,132,,,,1.0,3.0,307,0.3,1.0,201,0.0,0.0,46,2.0,4.0,264
1239,07/22/24 14:00:00,0.0,0.0,352,1.0,2.7,125,0.0,1.0,146,,,,1.0,3.0,310,0.0,1.0,184,0.0,0.0,46,1.7,3.4,277
1240,07/22/24 15:00:00,0.0,0.0,345,1.7,3.4,126,0.3,1.0,128,,,,0.7,3.0,309,,,,0.0,0.0,45,2.0,3.7,270
1241,07/22/24 16:00:00,0.0,0.0,337,1.7,3.7,126,0.3,1.3,129,,,,0.7,3.0,305,,,,0.0,0.0,45,2.3,4.0,270
1242,07/22/24 17:00:00,0.0,0.0,341,1.3,3.7,124,0.3,1.3,136,,,,1.0,3.4,309,,,,0.0,0.0,53,2.0,4.0,281
1243,07/22/24 18:00:00,0.0,0.0,351,1.0,2.7,121,0.3,1.3,145,,,,1.0,3.7,312,,,,0.0,0.0,55,2.0,4.0,288
1244,07/22/24 19:00:00,0.0,0.0,354,0.7,2.0,119,0.3,1.3,135,,,,1.7,4.7,312,,,,0.0,0.0,62,2.0,4.0,292
1245,07/22/24 20:00:00,0.0,0.0,354,1.0,2.7,122,0.3,1.3,139,,,,1.3,4.0,312,,,,0.0,0.0,56,2.0,4.0,284
1246,07/22/24 21:00:00,0.0,0.0,355,1.7,4.4,124,0.3,1.3,138,,,,1.3,3.7,296,,,,0.0,0.0,46,2.3,4.0,275
1247,07/22/24 22:00:00,0.0,0.0,355,1.7,4.0,125,0.3,1.3,138,,,,1.3,4.0,300,,,,0.0,0.0,46,2.3,4.4,277
1248,07/22/24 23:00:00,0.0,0.0,355,1.0,2.3,121,0.3,1.3,138,,,,1.3,4.0,309,,,,0.0,0.0,58,2.3,4.4,286
1249,07/23/24 00:00:00,0.0,0.0,355,1.3,3.7,122,0.3,1.3,133,,,,1.3,4.0,310,,,,0.0,0.0,52,2.0,4.0,279
1250,07/23/24 01:00:00,0.0,0.0,355,1.3,3.0,122,0.3,1.3,132,,,,1.3,3.7,314,,,,0.0,0.0,56,2.0,4.0,284
1251,07/23/24 02:00:00,0.0,0.0,355,1.0,2.7,124,0.3,1.3,138,,,,1.3,3.7,312,,,,0.0,0.0,56,2.0,3.7,284
1252,07/23/24 03:00:00,0.0,0.0,357,1.3,3.4,124,0.3,1.3,139,,,,1.3,4.0,310,,,,0.0,0.0,53,2.0,4.0,278
1253,07/23/24 04:00:00,0.0,0.0,355,1.0,2.7,122,0.3,1.3,135,,,,1.3,4.0,310,,,,0.0,0.0,58,2.0,4.7,286
1254,07/23/24 05:00:00,0.0,0.0,355,0.7,2.3,117,0.3,1.7,132,,,,2.0,4.4,312,,,,0.0,0.0,70,2.0,4.0,298
1255,07/23/24 06:00:00,0.0,0.0,357,0.7,2.0,118,0.3,1.3,135,,,,1.7,4.4,312,,,,0.0,0.0,69,2.0,4.0,293
1256,07/23/24 07:00:00,0.0,0.0,357,0.7,2.0,115,0.3,1.7,131,,,,2.0,4.7,313,,,,0.0,0.0,77,2.0,4.0,312
1257,07/23/24 08:00:00,0.0,0.0,357,0.3,1.7,139,0.3,2.0,122,,,,2.3,4.7,312,,,,0.0,0.0,81,2.3,4.4,320
1258,07/23/24 09:00:00,0.0,0.0,357,0.7,2.0,299,0.7,3.4,114,,,,2.3,4.4,306,,,,0.0,0.0,91,2.0,4.4,324
1259,07/23/24 10:00:00,0.0,0.0,355,0.3,1.7,299,0.7,3.0,115,,,,1.7,4.0,309,,,,0.0,0.0,98,1.3,3.0,330
1260,07/23/24 11:00:00,0.0,0.0,338,0.7,2.0,299,1.0,3.7,114,,,,1.7,3.7,309,,,,0.0,0.0,97,1.3,3.0,330
1261,07/23/24 12:00:00,0.0,0.0,300,0.3,1.7,300,0.7,2.7,119,,,,1.7,3.4,312,,,,0.0,0.0,98,1.3,3.0,330
1262,07/23/24 13:00:00,0.0,0.0,299,0.3,1.3,302,0.7,2.7,121,,,,1.7,3.4,316,,,,0.0,0.0,104,1.0,2.3,338
1263,07/23/24 14:00:00,0.0,0.0,317,0.3,1.7,300,0.7,2.7,121,,,,1.7,3.4,317,,,,0.0,0.0,112,1.0,3.0,7
1264,07/23/24 15:00:00,0.0,0.0,334,0.3,1.7,302,0.7,2.7,117,,,,1.7,3.4,317,,,,0.0,0.0,112,1.0,2.7,15
1265,07/23/24 16:00:00,0.0,0.0,351,0.3,2.0,298,1.0,4.7,118,,,,2.0,4.0,314,,,,0.0,0.0,115,1.3,3.7,27
1266,07/23/24 17:00:00,0.0,0.0,354,0.3,1.7,291,1.7,5.0,119,,,,2.0,4.0,317,,,,0.0,0.0,119,1.3,4.7,27
1267,07/23/24 18:00:00,0.0,0.0,355,0.3,1.7,121,1.7,4.7,125,,,,2.0,4.4,321,,,,0.0,0.0,119,1.7,4.4,29
1268,07/23/24 19:00:00,0.0,0.0,355,0.3,1.7,118,1.0,4.0,131,,,,2.0,4.4,319,,,,0.0,0.0,121,2.0,4.4,25
1269,07/23/24 20:00:00,0.0,0.0,355,0.3,1.7,124,1.0,3.7,129,,,,2.0,4.7,327,,,,0.0,0.0,124,2.0,4.4,11
1270,07/23/24 21:00:00,0.0,0.0,355,0.0,1.7,131,1.0,3.0,121,,,,1.7,4.7,352,,,,0.0,0.0,126,2.0,4.4,11
1271,07/23/24 22:00:00,0.0,0.0,355,0.3,1.7,119,0.7,2.7,121,,,,1.7,4.0,1,,,,0.0,0.0,128,1.7,3.7,18
1272,07/23/24 23:00:00,0.0,0.0,355,0.7,1.7,126,0.3,2.3,114,,,,1.3,3.7,51,,,,0.0,0.0,136,1.0,3.0,45
1273,07/24/24 00:00:00,0.0,0.0,355,0.3,1.7,107,1.0,2.7,298,,,,0.3,4.4,95,,,,0.0,0.0,358,0.0,1.3,108
1274,07/24/24 01:00:00,0.0,0.0,355,0.3,1.3,121,0.3,2.0,293,,,,0.7,3.4,101,,,,0.0,0.0,354,0.3,2.0,76
1275,07/24/24 02:00:00,0.0,0.0,354,0.3,2.7,115,0.7,3.0,302,,,,1.0,4.0,93,,,,0.0,0.0,347,0.3,2.3,133
1276,07/24/24 03:00:00,0.0,0.0,354,0.7,2.7,314,0.7,2.3,306,,,,0.3,1.3,80,,,,0.0,0.0,295,0.0,0.7,244
1277,07/24/24 04:00:00,0.0,0.0,354,0.3,3.0,100,0.7,2.3,298,,,,0.3,2.3,102,,,,0.0,0.0,330,0.0,1.0,138
1278,07/24/24 05:00:00,0.0,0.0,354,0.7,2.0,124,0.3,1.7,117,,,,1.0,3.0,87,,,,0.0,0.0,145,0.7,2.3,59
1279,07/24/24 06:00:00,0.0,0.0,354,0.7,2.3,131,1.0,4.0,302,,,,0.7,4.7,94,,,,0.0,0.0,24,0.3,2.3,194
1280,07/24/24 07:00:00,0.0,0.0,354,0.3,2.0,126,1.3,3.7,299,,,,0.3,3.0,83,,,,0.0,0.0,14,0.3,1.7,198
1281,07/24/24 08:00:00,0.0,0.0,355,1.0,3.0,126,1.3,4.0,288,,,,1.7,5.7,104,,,,0.0,0.0,338,1.0,3.4,83
1282,07/24/24 09:00:00,0.0,0.0,355,1.3,3.4,125,1.7,4.7,286,,,,1.7,8.4,104,,,,0.0,0.0,348,1.0,3.7,90
1283,07/24/24 10:00:00,0.0,0.0,355,1.0,3.4,125,2.0,5.4,296,,,,1.3,7.7,104,,,,0.0,0.0,357,0.7,3.7,102
1284,07/24/24 11:00:00,0.0,0.0,355,0.7,2.7,118,2.0,5.0,296,,,,0.7,3.7,95,,,,0.0,0.0,14,0.3,2.0,149
1285,07/24/24 12:00:00,0.0,0.0,355,1.0,6.0,316,2.3,5.7,305,,,,1.0,3.4,69,,,,0.0,0.0,56,0.7,2.3,209
1286,07/24/24 13:00:00,0.0,0.0,355,1.0,4.0,352,2.0,6.0,302,,,,1.0,3.0,69,,,,0.0,0.0,24,0.7,2.3,199
1287,07/24/24 14:00:00,0.0,0.0,357,0.7,3.0,122,2.0,5.0,302,,,,0.7,3.7,87,,,,0.0,0.0,14,0.3,2.3,173
1288,07/24/24 15:00:00,0.0,0.0,357,0.7,3.4,121,2.0,4.7,302,,,,0.7,3.0,74,,,,0.0,0.0,35,0.3,2.0,194
1289,07/24/24 16:00:00,0.0,0.0,357,0.7,2.7,124,2.0,6.4,299,,,,0.7,2.7,79,,,,0.0,0.0,13,0.7,1.7,167
1290,07/24/24 17:00:00,0.0,0.0,357,0.7,2.3,119,2.0,5.0,295,,,,0.7,3.7,88,,,,0.0,0.0,25,0.7,2.0,129
1291,07/24/24 18:00:00,,,,1.0,4.7,320,1.7,4.4,300,,,,0.7,4.4,76,,,,0.0,0.0,278,0.3,2.0,199
1292,07/24/24 19:00:00,0.0,0.0,354,1.0,4.7,319,1.7,3.7,306,,,,1.0,3.0,74,,,,0.0,0.0,263,0.3,1.7,208
1293,07/24/24 20:00:00,0.0,0.0,354,1.3,4.7,313,1.7,4.0,305,,,,1.0,3.0,73,,,,0.0,0.0,258,0.3,1.7,213
1294,07/24/24 21:00:00,,,,2.0,4.7,310,1.7,4.0,310,,,,1.3,3.4,74,,,,0.0,0.0,253,0.3,1.7,215
1295,07/24/24 22:00:00,0.0,0.0,355,2.0,4.7,309,1.3,3.7,310,,,,1.0,2.7,74,,,,0.0,0.0,254,0.0,1.3,216
1296,07/24/24 23:00:00,-888.88,-888.88,-888.88,1.7,4.4,313,1.3,3.4,310,,,,1.0,2.3,73,,,,0.0,0.0,253,0.0,1.3,197
1297,07/25/24 00:00:00,-888.88,-888.88,-888.88,2.7,6.0,309,1.0,3.4,316,,,,1.0,2.7,81,,,,0.0,0.0,251,0.3,1.0,105
1298,07/25/24 01:00:00,-888.88,-888.88,-888.88,3.0,5.0,307,0.3,2.3,326,,,,0.7,2.3,83,,,,0.0,0.0,257,0.0,1.3,72
1299,07/25/24 02:00:00,-888.88,-888.88,-888.88,2.7,5.4,309,0.3,2.0,310,,,,0.3,1.7,81,,,,0.0,0.0,267,0.0,1.0,66
1300,07/25/24 03:00:00,-888.88,-888.88,-888.88,1.7,3.7,307,0.3,1.7,314,,,,0.3,1.0,79,,,,0.0,0.0,263,0.0,1.0,17
1301,07/25/24 04:00:00,-888.88,-888.88,-888.88,0.7,2.7,306,0.3,1.3,312,,,,0.3,1.3,80,,,,0.0,0.0,253,0.0,0.7,243
1302,07/25/24 05:00:00,-888.88,-888.88,-888.88,0.3,2.0,321,0.3,1.7,303,,,,0.0,1.0,80,,,,0.0,0.0,265,0.0,0.7,177
1303,07/25/24 06:00:00,-888.88,-888.88,-888.88,0.7,2.3,307,0.0,1.0,307,,,,0.0,1.0,79,,,,0.0,0.0,254,0.0,0.3,125
1304,07/25/24 07:00:00,-888.88,-888.88,-888.88,0.0,0.7,286,0.0,1.0,296,,,,0.0,0.7,79,,,,0.0,0.0,256,0.0,0.3,122
1305,07/25/24 08:00:00,-888.88,-888.88,-888.88,0.0,0.3,307,0.0,0.7,278,,,,0.0,1.0,80,,,,0.0,0.0,211,0.0,0.7,83
1306,07/25/24 09:00:00,-888.88,-888.88,-888.88,0.0,0.3,310,0.0,0.3,299,,,,0.0,0.7,83,,,,0.0,0.0,201,0.0,0.7,76
1307,07/25/24 10:00:00,-888.88,-888.88,-888.88,0.0,0.3,310,0.0,0.7,299,,,,0.0,1.0,72,,,,0.0,0.0,201,0.0,1.0,39
1308,07/25/24 11:00:00,-888.88,-888.88,-888.88,0.0,0.7,310,0.0,1.0,298,,,,0.0,1.0,66,,,,0.0,0.0,187,0.0,1.3,45
