Line#,Date,"Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21181033-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21206909-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398709-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398712-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1_TNHA","Wind Speed (RXW-WCF 21401801:21206911-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206911-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21206912-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21401801:21398711-1), m/s, RX3000_BRW4_SSMH","Gust Speed (RXW-WCF 21401801:21398711-2), m/s, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Speed (RXW-WCF 21198259:21398716-1), m/s, RX3000_BRW1_TNHA","Gust Speed (RXW-WCF 21198259:21398716-2), m/s, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398716-3), *, RX3000_BRW1_TNHA"
618,06/26/24 17:00:00,0.0,0.0,358,0.3,2.3,298,1.7,4.4,117,,,,1.3,3.7,320,0.0,1.0,90,0.0,0.0,156,,,
619,06/26/24 18:00:00,0.0,0.0,358,0.3,2.0,310,1.3,4.4,117,,,,1.7,3.4,319,0.0,1.0,111,0.0,0.0,160,,,
620,06/26/24 19:00:00,0.0,0.0,358,0.0,1.7,131,0.7,4.0,122,,,,1.3,4.0,323,0.0,1.0,112,0.0,0.0,166,,,
621,06/26/24 20:00:00,0.0,0.0,358,0.0,1.7,122,0.3,2.3,114,,,,0.7,3.0,37,0.0,1.0,132,0.0,0.0,180,,,
622,06/26/24 21:00:00,0.0,0.0,357,0.3,1.3,112,0.7,3.0,299,,,,0.3,1.7,84,0.3,1.7,296,0.0,0.0,212,,,
623,06/26/24 22:00:00,0.0,0.0,357,0.3,3.0,343,1.0,2.7,310,,,,0.3,1.3,90,0.7,2.0,343,0.0,0.0,285,,,
624,06/26/24 23:00:00,0.0,0.0,354,1.0,3.0,310,0.7,2.3,312,,,,0.3,1.3,80,1.0,2.3,1,0.0,0.0,275,,,
625,06/27/24 00:00:00,0.0,0.0,355,1.0,2.7,312,0.3,1.3,312,,,,0.3,1.0,84,0.7,2.0,357,0.0,0.0,275,,,
626,06/27/24 01:00:00,0.0,0.0,354,0.7,2.3,313,0.0,1.0,319,,,,0.0,1.0,80,0.3,1.3,27,0.0,0.0,279,,,
627,06/27/24 02:00:00,0.0,0.0,351,0.3,1.3,320,0.0,0.7,330,,,,0.0,1.0,62,0.3,1.7,114,0.0,0.0,307,,,
628,06/27/24 03:00:00,0.0,0.0,357,1.0,2.7,119,0.0,0.7,330,,,,0.3,1.7,350,0.3,1.3,160,0.0,0.0,345,,,
629,06/27/24 04:00:00,0.0,0.0,358,1.3,2.7,125,0.0,0.7,330,,,,0.7,2.7,313,0.0,0.7,175,0.0,0.0,81,,,
630,06/27/24 05:00:00,0.0,0.0,358,1.0,2.3,126,0.0,1.0,167,,,,0.7,3.0,313,0.0,1.0,184,0.0,0.0,95,,,
631,06/27/24 06:00:00,0.0,0.0,358,1.0,2.3,125,0.0,0.7,143,,,,0.3,1.7,314,0.0,1.0,180,0.0,0.0,39,,,
632,06/27/24 07:00:00,0.0,0.0,358,1.0,2.0,125,0.0,0.7,143,,,,0.3,2.0,307,0.0,0.7,177,0.0,0.0,66,,,
633,06/27/24 08:00:00,0.0,0.0,358,0.7,1.7,121,0.0,1.3,138,,,,1.0,3.4,312,0.0,1.3,166,0.0,0.0,104,,,
634,06/27/24 09:00:00,0.0,0.0,358,0.3,1.7,121,0.3,1.3,119,,,,1.7,3.7,313,0.0,1.0,93,0.0,0.0,121,,,
635,06/27/24 10:00:00,0.0,0.0,358,0.3,1.3,114,0.3,1.0,129,,,,1.3,3.7,312,0.0,1.0,101,0.0,0.0,112,,,
636,06/27/24 11:00:00,0.0,0.0,358,0.7,2.3,125,0.0,1.0,119,,,,1.0,3.0,309,0.0,1.0,170,0.0,0.0,94,,,
637,06/27/24 12:00:00,0.0,0.0,358,0.7,2.0,122,0.3,1.3,138,,,,1.3,3.7,306,0.0,1.3,167,0.0,0.0,94,,,
638,06/27/24 13:00:00,0.0,0.0,358,0.7,2.3,114,0.3,1.7,140,,,,2.0,4.4,309,0.0,1.0,107,0.0,0.0,111,,,
639,06/27/24 14:00:00,0.0,0.0,358,0.7,1.7,115,0.3,1.0,128,,,,1.7,4.0,310,0.0,1.0,98,0.0,0.0,117,,,
640,06/27/24 15:00:00,0.0,0.0,358,0.3,2.0,118,0.3,1.0,131,,,,1.7,4.4,312,0.0,1.3,107,0.0,0.0,114,,,
641,06/27/24 16:00:00,0.0,0.0,358,0.3,1.7,122,0.3,3.4,124,,,,2.3,5.0,309,0.3,2.0,105,0.0,0.0,128,,,
642,06/27/24 17:00:00,0.0,0.0,358,0.3,1.7,95,0.3,2.7,129,,,,1.3,3.7,313,0.0,1.0,126,0.0,0.0,142,,,
643,06/27/24 18:00:00,0.0,0.0,358,0.3,1.3,293,0.3,2.0,121,,,,1.3,3.7,310,0.0,1.3,100,0.0,0.0,136,,,
644,06/27/24 19:00:00,0.0,0.0,358,0.3,1.7,119,0.3,1.0,138,,,,1.7,4.0,306,0.0,1.3,104,0.0,0.0,119,,,
645,06/27/24 20:00:00,0.0,0.0,358,0.7,2.0,126,0.3,1.3,129,,,,1.3,4.0,306,0.0,1.7,171,0.0,0.0,102,,,
646,06/27/24 21:00:00,0.0,0.0,358,1.7,3.0,128,0.3,1.3,125,,,,1.3,3.7,300,0.3,1.7,201,0.0,0.0,93,,,
647,06/27/24 22:00:00,0.0,0.0,358,2.3,5.0,128,0.3,1.3,125,,,,1.3,3.7,300,0.3,1.7,205,0.0,0.0,80,,,
648,06/27/24 23:00:00,0.0,0.0,357,2.0,4.4,125,0.7,2.0,129,,,,2.0,5.0,299,0.7,1.7,222,0.0,0.0,97,,,
649,06/28/24 00:00:00,0.0,0.0,357,1.3,3.4,118,0.7,2.0,138,,,,2.3,5.7,302,0.3,2.7,205,0.0,0.0,110,,,
650,06/28/24 01:00:00,0.0,0.0,358,1.0,2.7,117,0.7,1.7,140,,,,2.3,5.4,306,0.3,2.0,133,0.0,0.0,114,,,
651,06/28/24 02:00:00,0.0,0.0,358,1.3,3.7,126,0.3,1.3,124,,,,1.3,4.4,299,0.3,1.7,191,0.0,0.0,87,,,
652,06/28/24 03:00:00,0.0,0.0,357,1.0,3.4,121,0.7,2.0,135,,,,1.7,5.0,299,0.3,1.3,180,0.0,0.0,98,,,
653,06/28/24 04:00:00,0.0,0.0,357,1.3,3.0,122,0.3,1.3,133,,,,1.3,4.4,299,0.3,1.3,194,0.0,0.0,91,,,
654,06/28/24 05:00:00,0.0,0.0,358,0.7,2.0,124,0.3,1.3,139,,,,1.3,4.4,302,0.3,1.7,184,0.0,0.0,93,,,
655,06/28/24 06:00:00,0.0,0.0,358,0.3,2.3,124,0.0,1.3,117,,,,1.3,4.7,305,0.0,1.7,140,0.0,0.0,101,,,
656,06/28/24 07:00:00,0.0,0.0,358,0.7,2.3,124,0.0,0.7,122,,,,1.0,3.0,307,0.0,1.3,163,0.0,0.0,65,,,
657,06/28/24 08:00:00,0.0,0.0,358,0.7,1.7,119,0.0,2.7,118,,,,1.3,3.4,303,0.0,1.3,168,0.0,0.0,88,,,
658,06/28/24 09:00:00,0.0,0.0,358,1.0,5.0,110,0.3,3.7,102,0.7,1.0,49,0.7,3.7,340,0.7,2.7,154,0.0,0.0,348,,,
659,06/28/24 10:00:00,0.0,0.0,358,0.3,6.7,125,0.3,3.0,112,0.7,1.7,41,0.7,3.4,321,0.0,2.3,321,0.0,0.0,131,,,
660,06/28/24 11:00:00,0.0,0.0,358,0.0,1.7,124,0.7,3.4,122,1.3,4.0,45,0.7,2.3,334,0.0,0.7,355,0.0,0.0,156,,,
661,06/28/24 12:00:00,0.0,0.0,358,0.0,1.0,114,0.3,2.0,114,1.0,2.7,55,0.3,1.7,321,0.0,0.3,17,0.0,0.0,153,,,
662,06/28/24 13:00:00,0.0,0.0,357,0.3,4.7,121,0.0,1.0,300,0.0,1.3,101,0.0,1.7,13,0.0,2.0,27,0.0,0.0,177,,,
663,06/28/24 14:00:00,0.0,0.0,357,1.7,4.0,313,0.0,1.0,292,0.0,1.0,101,0.0,1.3,84,0.7,2.3,65,0.0,0.0,291,,,
664,06/28/24 15:00:00,0.0,0.0,358,2.0,4.4,314,0.0,1.3,288,0.3,1.3,104,0.0,0.7,111,0.7,2.7,73,0.0,0.0,293,,,
665,06/28/24 16:00:00,0.0,0.0,358,0.7,2.7,13,0.0,1.0,241,0.3,1.3,170,0.0,1.3,15,0.7,1.7,131,0.0,0.0,313,,,
666,06/28/24 17:00:00,0.0,0.0,358,0.7,2.3,107,0.0,1.0,191,0.3,1.7,187,0.0,1.0,18,0.3,2.0,146,0.0,0.0,324,,,
667,06/28/24 18:00:00,0.0,0.0,358,1.0,3.0,111,0.0,0.7,181,0.0,1.3,230,0.0,1.3,337,0.0,1.3,156,0.0,0.0,341,,,
668,06/28/24 19:00:00,0.0,0.0,357,1.3,4.0,316,0.0,0.7,257,,,,0.0,1.3,73,0.7,2.0,59,0.0,0.0,282,,,
669,06/28/24 20:00:00,0.0,0.0,357,1.3,4.0,321,0.0,0.3,296,,,,0.0,4.0,91,1.0,2.3,65,0.0,0.0,293,0.7,1.0,126
670,06/28/24 21:00:00,0.0,0.0,357,0.7,3.0,331,0.0,1.0,293,,,,0.0,0.7,39,0.7,2.0,102,0.0,0.0,302,0.3,1.3,128
671,06/28/24 22:00:00,0.0,0.0,355,0.7,3.4,37,0.0,1.0,300,,,,0.0,1.0,329,1.0,2.3,125,0.0,0.0,309,0.3,2.0,145
672,06/28/24 23:00:00,0.0,0.0,358,1.0,4.0,343,0.0,1.3,298,,,,0.0,0.7,324,0.7,2.3,112,0.0,0.0,305,0.7,2.3,126
673,06/29/24 00:00:00,0.0,0.0,358,1.0,4.0,20,0.0,1.0,298,,,,0.0,1.3,324,0.7,2.0,119,0.0,0.0,307,0.7,2.0,143
674,06/29/24 01:00:00,0.0,0.0,358,1.0,3.7,17,0.0,1.3,302,,,,0.0,0.7,321,0.7,2.3,122,0.0,0.0,307,0.7,2.7,142
675,06/29/24 02:00:00,0.0,0.0,358,1.0,3.7,38,0.0,1.3,312,,,,0.0,0.7,4,1.0,2.7,128,0.0,0.0,309,0.7,2.3,146
676,06/29/24 03:00:00,0.0,0.0,355,1.0,3.7,21,0.0,1.3,307,,,,0.0,1.0,24,0.7,2.3,121,0.0,0.0,309,0.7,1.7,142
677,06/29/24 04:00:00,0.0,0.0,357,1.0,3.4,60,0.0,1.0,326,,,,0.0,0.7,45,0.7,2.0,126,0.0,0.0,310,0.3,1.7,150
678,06/29/24 05:00:00,0.0,0.0,358,0.7,3.4,53,0.0,1.0,316,,,,0.0,1.3,4,0.7,2.0,131,0.0,0.0,312,0.3,1.7,152
679,06/29/24 06:00:00,0.0,0.0,358,0.7,3.0,352,0.0,1.3,309,,,,0.0,0.7,0,0.7,2.0,122,0.0,0.0,306,0.3,1.7,136
680,06/29/24 07:00:00,0.0,0.0,357,1.0,4.4,357,0.0,1.3,309,,,,0.0,0.7,0,0.7,2.7,117,0.0,0.0,306,0.7,2.3,140
681,06/29/24 08:00:00,0.0,0.0,350,1.0,3.7,10,0.0,1.3,305,,,,0.0,1.0,3,0.7,2.3,126,0.0,0.0,306,0.7,2.0,138
682,06/29/24 09:00:00,0.0,0.0,347,0.7,3.4,15,0.0,1.3,305,,,,0.0,0.7,1,0.7,2.0,121,0.0,0.0,306,0.3,1.7,142
683,06/29/24 10:00:00,0.0,0.0,345,0.7,3.4,42,0.0,1.0,310,,,,0.0,0.7,0,0.7,2.0,129,0.0,0.0,309,0.7,2.0,146
684,06/29/24 11:00:00,0.0,0.0,350,0.7,2.7,67,0.0,1.0,312,,,,0.0,0.3,0,0.3,1.7,131,0.0,0.0,310,0.3,1.3,154
685,06/29/24 12:00:00,0.0,0.0,351,1.0,2.7,98,0.0,1.3,336,,,,0.0,1.0,0,0.7,1.7,139,0.0,0.0,316,0.0,1.0,156
686,06/29/24 13:00:00,0.0,0.0,350,0.3,2.0,81,0.0,0.7,42,,,,0.0,0.3,0,0.3,1.0,139,0.0,0.0,310,0.0,1.0,154
687,06/29/24 14:00:00,0.0,0.0,348,0.3,1.7,110,0.0,0.7,42,,,,0.0,0.3,0,0.0,1.0,147,0.0,0.0,313,0.0,0.7,153
688,06/29/24 15:00:00,0.0,0.0,351,0.3,2.3,17,0.0,1.0,42,,,,0.0,0.7,358,0.3,1.0,139,0.0,0.0,313,0.0,0.7,150
689,06/29/24 16:00:00,0.0,0.0,354,0.3,1.7,119,0.0,0.7,42,,,,0.0,1.0,358,0.0,0.7,161,0.0,0.0,8,0.0,0.0,175
690,06/29/24 17:00:00,0.0,0.0,355,0.3,1.3,117,0.0,0.3,42,,,,0.0,1.3,347,0.0,0.7,157,0.0,0.0,329,0.0,0.3,175
691,06/29/24 18:00:00,0.0,0.0,357,0.3,2.0,100,0.0,0.3,42,,,,0.0,1.3,340,0.0,0.7,131,0.0,0.0,298,0.0,0.7,202
692,06/29/24 19:00:00,0.0,0.0,357,0.0,1.3,352,0.0,0.3,42,,,,0.0,1.3,14,0.0,1.0,80,0.0,0.0,225,0.0,0.7,164
693,06/29/24 20:00:00,0.0,0.0,357,0.3,1.7,324,0.0,0.7,7,,,,0.3,2.3,345,0.3,1.3,146,0.0,0.0,307,0.0,1.0,146
694,06/29/24 21:00:00,0.0,0.0,355,0.3,1.7,73,0.0,0.7,340,,,,0.0,1.3,340,0.3,1.3,146,0.0,0.0,327,0.0,0.7,153
695,06/29/24 22:00:00,0.0,0.0,352,0.3,2.0,77,0.0,0.7,354,,,,0.0,1.7,337,0.3,1.0,145,0.0,0.0,333,0.0,0.7,149
696,06/29/24 23:00:00,0.0,0.0,352,0.7,3.7,327,0.0,2.0,327,,,,0.3,2.0,46,0.7,2.7,14,0.0,0.0,278,0.0,1.0,126
697,06/30/24 00:00:00,0.0,0.0,351,0.0,1.3,317,0.0,0.7,312,,,,0.3,1.3,80,0.3,2.0,65,0.0,0.0,281,0.0,0.7,145
698,06/30/24 01:00:00,0.0,0.0,355,0.0,2.3,327,0.0,1.3,313,,,,0.3,1.3,76,0.3,1.3,32,0.0,0.0,254,0.0,0.7,143
699,06/30/24 02:00:00,0.0,0.0,357,0.0,1.3,320,0.0,0.3,299,,,,0.0,1.0,79,0.3,1.3,1,0.0,0.0,277,0.0,1.0,131
700,06/30/24 03:00:00,0.0,0.0,357,0.0,1.0,334,0.0,0.3,296,,,,0.0,1.0,88,0.0,1.0,70,0.0,0.0,279,0.0,0.7,142
701,06/30/24 04:00:00,0.0,0.0,358,1.0,3.4,18,0.0,1.3,305,,,,0.3,1.3,14,0.3,1.7,139,0.0,0.0,206,0.0,0.7,146
702,06/30/24 05:00:00,0.0,0.0,357,1.0,3.7,312,0.0,0.3,313,,,,0.0,1.0,81,0.3,1.7,67,0.0,0.0,288,0.0,1.3,105
703,06/30/24 06:00:00,0.0,0.0,355,0.3,2.7,324,0.0,0.7,309,,,,0.0,0.3,77,0.3,1.3,101,0.0,0.0,300,0.0,1.0,124
704,06/30/24 07:00:00,0.0,0.0,351,0.3,2.3,331,0.0,0.7,309,,,,0.0,0.7,69,0.3,1.3,128,0.0,0.0,310,0.0,1.0,143
705,06/30/24 08:00:00,0.0,0.0,345,0.3,2.0,321,0.0,0.3,309,,,,0.0,0.7,65,0.0,1.0,119,0.0,0.0,303,0.0,0.7,139
706,06/30/24 09:00:00,0.0,0.0,337,0.0,1.3,320,0.0,0.3,309,,,,0.0,0.3,65,0.0,0.7,114,0.0,0.0,306,0.0,0.3,139
707,06/30/24 10:00:00,0.0,0.0,336,0.7,1.7,309,0.0,0.7,309,,,,0.0,1.0,67,0.3,1.3,4,0.0,0.0,267,0.0,0.0,139
708,06/30/24 11:00:00,0.0,0.0,333,0.0,1.3,307,0.0,0.7,309,,,,0.0,0.7,67,0.0,1.0,358,0.0,0.0,258,0.0,0.0,139
709,06/30/24 12:00:00,0.0,0.0,333,0.3,1.7,306,0.0,0.7,306,,,,0.0,1.0,73,0.3,1.3,352,0.0,0.0,268,0.0,0.0,139
710,06/30/24 13:00:00,0.0,0.0,336,0.3,2.0,306,0.0,1.3,303,,,,0.0,1.0,80,0.3,1.3,350,0.0,0.0,270,0.0,0.3,156
711,06/30/24 14:00:00,0.0,0.0,323,1.0,2.7,307,0.0,1.3,309,,,,0.0,1.0,88,0.7,1.7,6,0.0,0.0,261,0.0,0.3,208
712,06/30/24 15:00:00,0.0,0.3,268,1.0,2.7,309,0.0,1.3,314,,,,0.3,1.3,73,0.7,2.0,17,0.0,0.0,265,0.0,0.3,202
713,06/30/24 16:00:00,0.0,0.0,250,1.0,2.7,309,0.0,1.0,316,,,,0.0,1.3,74,0.7,2.0,21,0.0,0.0,274,0.0,0.7,147
714,06/30/24 17:00:00,0.0,0.0,270,1.0,3.0,309,0.3,1.3,313,,,,0.3,1.3,81,1.0,1.7,13,0.0,0.0,268,0.0,0.3,146
715,06/30/24 18:00:00,0.0,0.0,281,1.0,2.7,309,0.0,1.3,313,,,,0.3,1.3,73,0.7,1.7,27,0.0,0.0,270,0.0,0.7,170
716,06/30/24 19:00:00,0.0,0.0,317,1.3,3.4,309,0.3,1.3,316,,,,0.3,1.7,79,1.0,2.7,29,0.0,0.0,267,0.0,1.0,118
717,06/30/24 20:00:00,0.0,0.0,319,1.7,3.7,309,0.3,1.7,313,,,,0.3,1.7,81,1.0,2.3,15,0.0,0.0,267,0.0,0.7,93
718,06/30/24 21:00:00,0.0,0.0,326,1.3,3.4,309,0.3,1.7,313,,,,0.3,1.3,79,0.7,2.0,8,0.0,0.0,271,0.0,0.7,112
719,06/30/24 22:00:00,0.0,0.0,324,1.3,2.3,309,0.0,1.0,319,,,,0.3,1.3,80,0.7,2.0,29,0.0,0.0,285,0.0,0.3,88
720,06/30/24 23:00:00,0.0,0.0,319,1.7,3.4,309,0.3,1.7,312,,,,0.3,1.3,83,1.0,2.0,37,0.0,0.0,270,0.0,0.7,86
721,07/01/24 00:00:00,0.0,0.0,321,2.0,4.0,309,0.3,1.7,310,,,,0.3,2.0,86,1.0,2.3,35,0.0,0.0,281,0.0,1.0,80
722,07/01/24 01:00:00,0.0,0.0,327,2.0,4.0,309,0.3,2.3,313,,,,0.3,1.7,83,1.0,2.0,31,0.0,0.0,277,0.0,0.7,81
723,07/01/24 02:00:00,0.0,0.0,351,2.0,4.4,310,0.0,1.3,310,,,,0.0,1.3,83,1.0,2.0,46,0.0,0.0,285,0.0,1.0,84
724,07/01/24 03:00:00,0.0,0.0,354,1.7,3.7,314,0.0,1.0,303,,,,0.0,1.0,80,0.7,2.0,62,0.0,0.0,292,0.0,1.0,86
725,07/01/24 04:00:00,0.0,0.0,352,1.3,3.4,313,0.0,0.7,293,,,,0.0,1.0,74,0.3,2.0,80,0.0,0.0,296,0.0,1.0,105
726,07/01/24 05:00:00,0.0,0.0,351,1.0,2.3,317,0.0,0.3,292,,,,0.0,0.7,74,0.3,1.7,100,0.0,0.0,302,0.0,1.0,119
727,07/01/24 06:00:00,0.0,0.0,354,1.3,3.4,312,0.0,0.7,292,,,,0.0,0.3,74,0.3,2.0,94,0.0,0.0,303,0.0,0.7,102
728,07/01/24 07:00:00,0.0,0.0,357,1.3,3.0,310,0.0,1.0,292,,,,0.0,0.7,74,0.3,1.3,70,0.0,0.0,289,0.0,0.7,104
729,07/01/24 08:00:00,0.0,0.0,358,0.7,2.7,314,0.0,1.0,305,,,,0.0,0.7,74,0.3,1.3,101,0.0,0.0,295,0.0,0.7,115
730,07/01/24 09:00:00,0.0,0.0,357,0.0,1.0,317,0.0,0.3,303,,,,0.0,0.7,74,0.0,1.0,136,0.0,0.0,312,0.0,0.3,146
731,07/01/24 10:00:00,0.0,0.0,351,0.0,0.7,320,0.0,0.3,303,,,,0.0,0.3,74,0.0,0.7,156,0.0,0.0,313,0.0,0.3,150
732,07/01/24 11:00:00,0.0,0.0,344,0.3,1.3,102,0.0,0.7,303,,,,0.0,1.0,70,0.0,0.7,163,0.0,0.0,321,0.0,0.0,150
733,07/01/24 12:00:00,0.0,0.0,344,0.0,1.0,119,0.0,0.3,303,,,,0.0,1.0,48,0.0,0.3,159,0.0,0.0,32,0.0,0.0,150
734,07/01/24 13:00:00,0.0,0.0,343,0.0,0.0,118,0.0,0.3,303,,,,0.0,0.7,41,0.0,0.7,159,0.0,0.0,348,0.0,0.3,142
735,07/01/24 14:00:00,0.0,0.0,348,0.0,0.0,107,0.0,1.0,302,,,,0.0,1.3,35,0.0,0.3,159,0.0,0.0,22,0.0,0.7,115
736,07/01/24 15:00:00,0.0,0.0,350,0.0,0.0,108,0.0,1.3,239,,,,0.3,1.3,336,0.0,0.7,159,0.0,0.0,135,0.0,1.0,302
737,07/01/24 16:00:00,0.0,0.0,352,0.3,1.7,124,0.0,0.7,131,,,,0.3,1.7,317,0.0,0.7,157,0.0,0.0,107,0.0,1.7,277
738,07/01/24 17:00:00,0.0,0.0,354,1.0,2.3,125,0.0,0.7,131,,,,0.7,2.0,317,0.0,1.0,167,0.0,0.0,83,0.7,2.0,260
739,07/01/24 18:00:00,0.0,0.0,355,0.7,2.3,125,0.0,1.0,131,,,,1.0,3.4,313,0.0,0.7,171,0.0,0.0,112,1.0,2.3,282
740,07/01/24 19:00:00,0.0,0.0,355,0.3,1.3,119,0.3,2.3,117,,,,1.7,4.0,305,0.0,1.3,105,0.0,0.0,131,1.3,2.7,312
741,07/01/24 20:00:00,0.0,0.0,357,0.3,1.3,125,0.3,1.7,124,,,,1.7,4.0,305,0.0,1.7,107,0.0,0.0,131,1.3,2.7,314
742,07/01/24 21:00:00,0.0,0.0,355,0.3,2.3,119,0.3,2.3,119,,,,1.7,3.4,302,0.0,1.0,117,0.0,0.0,125,1.3,2.7,306
743,07/01/24 22:00:00,0.0,0.0,352,1.0,2.7,125,0.0,1.0,131,,,,1.7,3.7,305,0.0,1.3,129,0.0,0.0,102,1.3,2.7,278
744,07/01/24 23:00:00,0.0,0.0,354,1.0,2.3,126,0.3,1.0,132,,,,1.3,3.4,303,0.0,1.0,161,0.0,0.0,100,1.7,3.4,277
745,07/02/24 00:00:00,0.0,0.0,355,0.7,2.0,124,0.3,1.3,133,,,,2.0,4.4,302,0.0,1.7,136,0.0,0.0,104,2.0,3.4,286
746,07/02/24 01:00:00,0.0,0.0,357,0.7,2.0,118,0.3,1.3,132,,,,2.3,5.0,305,0.3,2.0,119,0.0,0.0,114,2.0,3.4,298
747,07/02/24 02:00:00,0.0,0.0,358,0.3,1.7,121,0.3,1.7,135,,,,2.3,4.7,305,0.3,2.0,118,0.0,0.0,124,2.0,3.4,309
748,07/02/24 03:00:00,0.0,0.0,358,0.3,1.7,124,0.3,1.7,128,,,,2.3,5.0,305,0.3,1.7,112,0.0,0.0,133,2.0,3.7,314
749,07/02/24 04:00:00,0.0,0.0,358,0.3,1.3,118,0.3,1.7,135,,,,3.0,6.0,305,0.3,2.0,114,0.0,0.0,129,2.3,4.7,321
750,07/02/24 05:00:00,0.0,0.0,358,0.7,2.7,291,0.7,5.4,126,,,,3.4,6.4,303,0.3,2.0,115,0.0,0.0,132,2.3,4.7,321
751,07/02/24 06:00:00,0.0,0.0,358,1.0,3.0,300,1.7,5.0,118,,,,3.0,6.4,302,0.3,2.3,114,0.0,0.0,140,2.7,6.0,333
752,07/02/24 07:00:00,0.0,0.0,358,1.0,2.7,300,1.3,4.4,118,,,,2.7,5.4,305,0.3,2.3,115,0.0,0.0,142,2.3,4.7,333
753,07/02/24 08:00:00,0.0,0.0,357,0.7,2.7,300,1.3,4.7,121,,,,2.7,5.4,310,0.3,2.0,118,0.0,0.0,147,1.7,4.7,347
754,07/02/24 09:00:00,0.0,0.0,357,0.7,2.3,302,1.0,3.7,119,,,,2.7,5.7,310,0.3,2.0,124,0.0,0.0,149,1.7,4.0,336
755,07/02/24 10:00:00,0.0,0.0,357,0.7,2.0,302,1.0,4.0,119,,,,2.3,4.7,309,0.3,1.7,122,0.0,0.0,149,1.3,3.7,336
756,07/02/24 11:00:00,0.0,0.0,355,0.7,2.3,300,1.0,4.4,118,,,,2.3,4.7,313,0.3,1.7,91,0.0,0.0,159,1.3,3.0,3
757,07/02/24 12:00:00,0.0,0.0,354,0.3,1.7,303,0.7,3.4,118,,,,2.0,4.4,312,0.3,1.7,90,0.0,0.0,159,1.0,3.4,358
758,07/02/24 13:00:00,0.0,0.0,354,0.0,1.7,309,1.0,3.4,118,,,,1.3,2.7,310,0.0,1.0,73,0.0,0.0,157,1.0,3.0,35
759,07/02/24 14:00:00,0.0,0.0,354,0.0,1.0,305,0.7,3.7,115,,,,0.7,2.3,327,0.0,1.0,73,0.0,0.0,170,0.7,2.7,28
760,07/02/24 15:00:00,0.0,0.0,354,0.0,2.0,305,0.0,1.3,305,,,,0.0,0.7,18,0.0,1.0,14,0.0,0.0,168,0.0,1.0,42
761,07/02/24 16:00:00,0.0,0.0,351,0.0,1.0,319,0.0,1.0,300,,,,0.0,0.7,20,0.0,1.3,334,0.0,0.0,232,0.0,1.0,44
762,07/02/24 17:00:00,0.0,0.0,352,0.0,2.7,354,0.0,0.7,261,,,,0.0,0.7,21,0.0,1.0,309,0.0,0.0,183,0.0,0.7,55
763,07/02/24 18:00:00,0.0,0.0,354,0.0,2.0,309,0.0,0.7,292,,,,0.0,1.0,21,0.0,1.3,56,0.0,0.0,274,0.0,0.0,63
764,07/02/24 19:00:00,0.0,0.0,351,0.0,0.7,310,0.0,0.3,292,,,,0.3,2.0,314,0.0,0.3,67,0.0,0.0,124,0.3,1.3,291
765,07/02/24 20:00:00,0.0,0.0,347,0.0,1.0,110,0.0,0.7,233,,,,0.7,2.7,302,0.0,0.7,94,0.0,0.0,107,0.7,1.7,303
766,07/02/24 21:00:00,0.0,0.0,344,0.0,2.3,121,0.0,0.7,227,,,,0.3,2.0,307,0.0,0.7,97,0.0,0.0,104,0.3,1.7,282
767,07/02/24 22:00:00,0.0,0.0,344,0.0,1.0,312,0.0,0.3,227,,,,0.7,2.3,314,0.0,0.7,143,0.0,0.0,95,0.0,1.3,230
768,07/02/24 23:00:00,0.0,0.0,344,0.0,0.7,140,0.0,2.0,72,,,,0.7,3.0,307,0.0,1.0,136,0.0,0.0,108,0.3,2.0,289
769,07/03/24 00:00:00,0.0,0.0,336,0.3,2.3,309,0.0,1.3,313,,,,0.0,1.0,351,0.3,1.3,62,0.0,0.0,270,0.0,0.7,330
