Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401800:21187245-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401800:21397542-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398659-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398660-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398661-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398668-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6_BEO","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH"
8004,07/05/23 08:05:00,,,,,5.60,,,,,,,,,,,,
8005,07/05/23 08:10:00,,,,,5.53,,,,,,,,,,,,
8006,07/05/23 08:15:00,,,,,5.72,,,,,,,,,,,,
8007,07/05/23 08:20:00,,,,,5.87,,,,,,,,,,,,
8008,07/05/23 08:25:00,,,,,6.07,,,,,,,,,,,,
8009,07/05/23 08:30:00,,,,,6.17,,,,,,,,,,,,
8010,07/05/23 08:35:00,,,,,6.35,,,,,,,,,,,,
8011,07/05/23 08:40:00,,,,,6.33,,,,,,,6.598,,,,,
8012,07/05/23 08:45:00,,,,,6.20,,,,,,,,,,,,
8013,07/05/23 08:50:00,,,,,6.15,,,,,,,,,,,,
8014,07/05/23 08:55:00,,,,,6.15,,,,,,,,,,,,
8015,07/05/23 09:00:00,,,,,6.09,5.08,5.118,5.51,,6.02,6.09,,,,,,
8016,07/05/23 09:05:00,,,,,5.94,,,,,,,,,,,,
8017,07/05/23 09:10:00,,,,,6.09,,,,,,,,,,,,
8018,07/05/23 09:15:00,,,,,6.22,,,,,,,,,,,,
8019,07/05/23 09:20:00,,,,,6.48,,,,,,,,,,,,
8020,07/05/23 09:25:00,,,,,6.37,,,,,,,,,,,,
8021,07/05/23 09:30:00,,,,,6.00,,,,,,,,,,,,
8022,07/05/23 09:35:00,,,,,6.02,,,,,,,,,,,,
8023,07/05/23 09:40:00,,,,,6.07,,,,,,,6.920,,,,,
8024,07/05/23 09:45:00,,,,,5.98,,,,,,,,,,,,
8025,07/05/23 09:50:00,,,,,5.75,,,,,,,,,,,,
8026,07/05/23 09:55:00,,,,,5.49,,,,,,,,,,,,
8027,07/05/23 10:00:00,,,,,5.23,4.42,4.368,5.02,,5.62,5.68,,,,,,
8028,07/05/23 10:05:00,,,,,5.00,,,,,,,,,,,,
8029,07/05/23 10:10:00,,,,,4.95,,,,,,,,,,,,
8030,07/05/23 10:15:00,,,,,4.82,,,,,,,,,,,,
8031,07/05/23 10:20:00,,,,,4.87,,,,,,,,,,,,
8032,07/05/23 10:25:00,,,,,4.84,,,,,,,,,,,,
8033,07/05/23 10:30:00,,,,,4.84,,,,,,,,,,,,
8034,07/05/23 10:35:00,,,,,4.76,,,,,,,,,,,,
8035,07/05/23 10:40:00,,,,,4.67,,,,,,,5.354,,,,,
8036,07/05/23 10:45:00,,,,,4.65,,,,,,,,,,,,
8037,07/05/23 10:50:00,,,,,4.63,,,,,,,,,,,,
8038,07/05/23 10:55:00,,,,,4.63,,,,,,,,,,,,
8039,07/05/23 11:00:00,,,,,4.61,3.94,3.917,4.42,,5.06,5.12,,,,,,
8040,07/05/23 11:05:00,,,,,4.65,,,,,,,,,,,,
8041,07/05/23 11:10:00,,,,,4.72,,,,,,,,,,,,
8042,07/05/23 11:15:00,,,,,4.76,,,,,,,,,,,,
8043,07/05/23 11:20:00,,,,,4.57,,,,,,,,,,,,
8044,07/05/23 11:25:00,,,,,4.42,,,,,,,,,,,,
8045,07/05/23 11:30:00,,,,,4.20,,,,,,,,,,,,
8046,07/05/23 11:35:00,,,,,4.12,,,,,,,,,,,,
8047,07/05/23 11:40:00,,,,,4.01,,,,,,,4.797,,,,,
8048,07/05/23 11:45:00,,,,,3.88,,,,,,,,,,,,
8049,07/05/23 11:50:00,,,,,4.03,,,,,,,,,,,,
8050,07/05/23 11:55:00,,,,,4.07,,,,,,,,,,,,
8051,07/05/23 12:00:00,,,,,4.16,3.90,3.810,4.22,,4.87,5.19,,,,,,
8052,07/05/23 12:05:00,,,,,4.29,,,,,,,,,,,,
8053,07/05/23 12:10:00,,,,,4.61,,,,,,,,,,,,
8054,07/05/23 12:15:00,,,,,4.80,,,,,,,,,,,,
8055,07/05/23 12:20:00,,,,,4.89,,,,,,,,,,,,
8056,07/05/23 12:25:00,,,,,4.82,,,,,,,,,,,,
8057,07/05/23 12:30:00,,,,,4.91,,,,,,,,,,,,
8058,07/05/23 12:35:00,,,,,5.02,,,,,,,,,,,,
8059,07/05/23 12:40:00,,,,,5.12,,,,,,,5.226,,,,,
8060,07/05/23 12:45:00,,,,,5.08,,,,,,,,,,,,
8061,07/05/23 12:50:00,,,,,5.04,,,,,,,,,,,,
8062,07/05/23 12:55:00,,,,,5.15,,,,,,,,,,,,
8063,07/05/23 13:00:00,,,,,5.17,4.31,4.389,4.72,,5.23,5.12,,,,,,
8064,07/05/23 13:05:00,,,,,5.10,,,,,,,,,,,,
8065,07/05/23 13:10:00,,,,,5.02,,,,,,,,,,,,
8066,07/05/23 13:15:00,,,,,5.10,,,,,,,,,,,,
8067,07/05/23 13:20:00,,,,,5.19,,,,,,,,,,,,
8068,07/05/23 13:25:00,,,,,5.34,,,,,,,,,,,,
8069,07/05/23 13:30:00,,,,,5.25,,,,,,,,,,,,
8070,07/05/23 13:35:00,,,,,5.15,,,,,,,,,,,,
8071,07/05/23 13:40:00,,,,,5.04,,,,,,,5.740,,,,,
8072,07/05/23 13:45:00,,,,,4.97,,,,,,,,,,,,
8073,07/05/23 13:50:00,,,,,4.93,,,,,,,,,,,,
8074,07/05/23 13:55:00,,,,,4.93,,,,,,,,,,,,
8075,07/05/23 14:00:00,,,,,4.95,4.24,4.325,4.74,,5.12,5.02,,,,,,
8076,07/05/23 14:05:00,,,,,4.91,,,,,,,,,,,,
8077,07/05/23 14:10:00,,,,,4.87,,,,,,,,,,,,
8078,07/05/23 14:15:00,,,,,4.80,,,,,,,,,,,,
8079,07/05/23 14:20:00,,,,,4.89,,,,,,,,,,,,
8080,07/05/23 14:25:00,,,,,4.89,,,,,,,,,,,,
8081,07/05/23 14:30:00,,,,,4.97,,,,,,,,,,,,
8082,07/05/23 14:35:00,,,,,5.04,,,,,,,,,,,,
8083,07/05/23 14:40:00,,,,,4.84,,,,,,,6.019,,,,,
8084,07/05/23 14:45:00,,,,,4.74,,,,,,,,,,,,
8085,07/05/23 14:50:00,,,,,4.69,,,,,,,,,,,,
8086,07/05/23 14:55:00,,,,,4.78,,,,,,,,,,,,
8087,07/05/23 15:00:00,,,,,4.82,4.22,4.389,4.91,,5.10,4.78,,,,,,
8088,07/05/23 15:05:00,,,,,4.82,,,,,,,,,,,,
8089,07/05/23 15:10:00,,,,,4.80,,,,,,,,,,,,
8090,07/05/23 15:15:00,,,,,4.87,,,,,,,,,,,,
8091,07/05/23 15:20:00,,,,,4.84,,,,,,,,,,,,
8092,07/05/23 15:25:00,,,,,4.80,,,,,,,,,,,,
8093,07/05/23 15:30:00,,,,,4.97,,,,,,,,,,,,
8094,07/05/23 15:35:00,,,,,5.34,,,,,,,,,,,,
8095,07/05/23 15:40:00,,,,,5.30,,,,,,,6.684,,,,,
8096,07/05/23 15:45:00,,,,,5.68,,,,,,,,,,,,
8097,07/05/23 15:50:00,,,,,5.92,,,,,,,,,,,,
8098,07/05/23 15:55:00,,,,,6.05,,,,,,,,,,,,
8099,07/05/23 16:00:00,,,,,5.87,4.89,5.226,6.07,,5.87,5.32,,,,,,
8100,07/05/23 16:05:00,,,,,5.77,,,,,,,,,,,,
8101,07/05/23 16:10:00,,,,,5.81,,,,,,,,,,,,
8102,07/05/23 16:15:00,,,,,5.90,,,,,,,,,,,,
8103,07/05/23 16:20:00,,,,,6.17,,,,,,,,,,,,
8104,07/05/23 16:25:00,,,,,6.35,,,,,,,,,,,,
8105,07/05/23 16:30:00,,,,,6.75,,,,,,,,,,,,
8106,07/05/23 16:35:00,,,,,7.03,,,,,,,,,,,,
8107,07/05/23 16:40:00,,,,,7.16,,,,,,,9.193,,,,,
8108,07/05/23 16:45:00,,,,,7.12,,,,,,,,,,,,
8109,07/05/23 16:50:00,,,,,7.16,,,,,,,,,,,,
8110,07/05/23 16:55:00,,,,,7.46,,,,,,,,,,,,
8111,07/05/23 17:00:00,,,,,7.70,7.14,7.778,8.79,,8.62,7.31,,,,,,
8112,07/05/23 17:05:00,,,,,7.76,,,,,,,,,,,,
8113,07/05/23 17:10:00,,,,,7.72,,,,,,,,,,,,
8114,07/05/23 17:15:00,,,,,7.46,,,,,,,,,,,,
8115,07/05/23 17:20:00,,,,,7.40,,,,,,,,,,,,
8116,07/05/23 17:25:00,,,,,7.38,,,,,,,,,,,,
8117,07/05/23 17:30:00,,,,,7.46,,,,,,,,,,,,
8118,07/05/23 17:35:00,,,,,7.81,,,,,,,,,,,,
8119,07/05/23 17:40:00,,,,,8.13,,,,,,,10.566,,,,,
8120,07/05/23 17:45:00,,,,,8.30,,,,,,,,,,,,
8121,07/05/23 17:50:00,,,,,8.53,,,,,,,,,,,,
8122,07/05/23 17:55:00,,,,,8.66,,,,,,,,,,,,
8123,07/05/23 18:00:00,,,,,8.98,8.96,9.966,10.98,,11.47,9.80,,,,,,
8124,07/05/23 18:05:00,,,,,9.18,,,,,,,,,,,,
8125,07/05/23 18:10:00,,,,,9.05,,,,,,,,,,,,
8126,07/05/23 18:15:00,,,,,9.05,,,,,,,,,,,,
8127,07/05/23 18:20:00,,,,,8.81,,,,,,,,,,,,
8128,07/05/23 18:25:00,,,,,8.75,,,,,,,,,,,,
8129,07/05/23 18:30:00,,,,,9.05,,,,,,,,,,,,
8130,07/05/23 18:35:00,,,,,9.39,,,,,,,,,,,,
8131,07/05/23 18:40:00,,,,,9.69,,,,,,,11.231,,,,,
8132,07/05/23 18:45:00,,,,,9.89,,,,,,,,,,,,
8133,07/05/23 18:50:00,,,,,10.14,,,,,,,,,,,,
8134,07/05/23 18:55:00,,,,,10.25,,,,,,,,,,,,
8135,07/05/23 19:00:00,,,,,10.31,9.50,9.858,10.59,,10.44,9.78,,,,,,
8136,07/05/23 19:05:00,,,,,10.53,,,,,,,,,,,,
8137,07/05/23 19:10:00,,,,,10.62,,,,,,,,,,,,
8138,07/05/23 19:15:00,,,,,10.66,,,,,,,,,,,,
8139,07/05/23 19:20:00,,,,,10.64,,,,,,,,,,,,
8140,07/05/23 19:25:00,,,,,10.70,,,,,,,,,,,,
8141,07/05/23 19:30:00,,,,,10.72,,,,,,,,,,,,
8142,07/05/23 19:35:00,,,,,11.07,,,,,,,,,,,,
8143,07/05/23 19:40:00,,,,,11.11,,,,,,,12.925,,,,,
8144,07/05/23 19:45:00,,,,,11.17,,,,,,,,,,,,
8145,07/05/23 19:50:00,,,,,10.98,,,,,,,,,,,,
8146,07/05/23 19:55:00,,,,,10.94,,,,,,,,,,,,
8147,07/05/23 20:00:00,,,,,11.11,11.56,11.767,13.15,,13.90,11.94,,,,,,
8148,07/05/23 20:05:00,,,,,11.62,,,,,,,,,,,,
8149,07/05/23 20:10:00,,,,,11.82,,,,,,,,,,,,
8150,07/05/23 20:15:00,,,,,12.03,,,,,,,,,,,,
8151,07/05/23 20:20:00,,,,,11.99,,,,,,,,,,,,
8152,07/05/23 20:25:00,,,,,11.86,,,,,,,,,,,,
8153,07/05/23 20:30:00,,,,,11.75,,,,,,,,,,,,
8154,07/05/23 20:35:00,,,,,11.82,,,,,,,,,,,,
8155,07/05/23 20:40:00,,,,,11.86,,,,,,,13.462,,,,,
8156,07/05/23 20:45:00,,,,,11.88,,,,,,,,,,,,
8157,07/05/23 20:50:00,,,,,11.92,,,,,,,,,,,,
8158,07/05/23 20:55:00,,,,,12.16,,,,,,,,,,,,
8159,07/05/23 21:00:00,,,,,12.33,12.14,12.475,13.32,,13.70,12.35,,,,,,
8160,07/05/23 21:05:00,,,,,12.48,,,,,,,,,,,,
8161,07/05/23 21:10:00,,,,,12.52,,,,,,,,,,,,
8162,07/05/23 21:15:00,,,,,12.55,,,,,,,,,,,,
8163,07/05/23 21:20:00,,,,,12.67,,,,,,,,,,,,
8164,07/05/23 21:25:00,,,,,12.42,,,,,,,,,,,,
8165,07/05/23 21:30:00,,,,,12.59,,,,,,,,,,,,
8166,07/05/23 21:35:00,,,,,12.48,,,,,,,,,,,,
8167,07/05/23 21:40:00,,,,,12.33,,,,,,,14.191,,,,,
8168,07/05/23 21:45:00,,,,,12.35,,,,,,,,,,,,
8169,07/05/23 21:50:00,,,,,12.44,,,,,,,,,,,,
8170,07/05/23 21:55:00,,,,,12.74,,,,,,,,,,,,
8171,07/05/23 22:00:00,,,,,12.85,12.48,12.711,13.96,,14.82,13.25,,,,,,
8172,07/05/23 22:05:00,,,,,12.87,,,,,,,,,,,,
8173,07/05/23 22:10:00,,,,,13.08,,,,,,,,,,,,
8174,07/05/23 22:15:00,,,,,13.36,,,,,,,,,,,,
8175,07/05/23 22:20:00,,,,,13.62,,,,,,,,,,,,
8176,07/05/23 22:25:00,,,,,13.75,,,,,,,,,,,,
8177,07/05/23 22:30:00,,,,,13.64,,,,,,,,,,,,
8178,07/05/23 22:35:00,,,,,13.66,,,,,,,,,,,,
8179,07/05/23 22:40:00,,,,,13.79,,,,,,,14.298,,,,,
8180,07/05/23 22:45:00,,,,,13.83,,,,,,,,,,,,
8181,07/05/23 22:50:00,,,,,13.98,,,,,,,,,,,,
8182,07/05/23 22:55:00,,,,,13.96,,,,,,,,,,,,
8183,07/05/23 23:00:00,,,,,13.10,11.60,11.660,12.72,,13.64,13.38,,,,,,
8184,07/05/23 23:05:00,,,,,12.72,,,,,,,,,,,,
8185,07/05/23 23:10:00,,,,,12.74,,,,,,,,,,,,
8186,07/05/23 23:15:00,,,,,12.67,,,,,,,,,,,,
8187,07/05/23 23:20:00,,,,,12.65,,,,,,,,,,,,
8188,07/05/23 23:25:00,,,,,12.95,,,,,,,,,,,,
8189,07/05/23 23:30:00,,,,,13.17,,,,,,,,,,,,
8190,07/05/23 23:35:00,,,,,13.17,,,,,,,,,,,,
8191,07/05/23 23:40:00,,,,,13.55,,,,,,,15.821,,,,,
8192,07/05/23 23:45:00,,,,,13.83,,,,,,,,,,,,
8193,07/05/23 23:50:00,,,,,14.07,,,,,,,,,,,,
8194,07/05/23 23:55:00,,,,,14.45,,,,,,,,,,,,
8195,07/06/23 00:00:00,,,,,14.43,13.34,13.869,14.84,,14.93,16.28,,,,,,
8196,07/06/23 00:05:00,,,,,14.45,,,,,,,,,,,,
8197,07/06/23 00:10:00,,,,,14.43,,,,,,,,,,,,
8198,07/06/23 00:15:00,,,,,14.75,,,,,,,,,,,,
8199,07/06/23 00:20:00,,,,,14.69,,,,,,,,,,,,
8200,07/06/23 00:25:00,,,,,14.11,,,,,,,,,,,,
8201,07/06/23 00:30:00,,,,,14.80,,,,,,,,,,,,
8202,07/06/23 00:35:00,,,,,14.39,,,,,,,,,,,,
8203,07/06/23 00:40:00,,,,,14.28,,,,,,,15.585,,,,,
8204,07/06/23 00:45:00,,,,,14.26,,,,,,,,,,,,
8205,07/06/23 00:50:00,,,,,14.45,,,,,,,,,,,,
8206,07/06/23 00:55:00,,,,,14.03,,,,,,,,,,,,
8207,07/06/23 01:00:00,,,,,13.81,12.14,12.389,12.70,,12.25,18.06,,,,,,
8208,07/06/23 01:05:00,,,,,13.64,,,,,,,,,,,,
8209,07/06/23 01:10:00,,,,,13.12,,,,,,,,,,,,
8210,07/06/23 01:15:00,,,,,13.38,,,,,,,,,,,,
8211,07/06/23 01:20:00,,,,,13.06,,,,,,,,,,,,
8212,07/06/23 01:25:00,,,,,12.10,,,,,,,,,,,,
8213,07/06/23 01:30:00,,,,,11.69,,,,,,,,,,,,
8214,07/06/23 01:35:00,,,,,10.79,,,,,,,,,,,,
8215,07/06/23 01:40:00,,,,,10.74,,,,,,,14.534,,,,,
8216,07/06/23 01:45:00,,,,,11.34,,,,,,,,,,,,
8217,07/06/23 01:50:00,,,,,11.60,,,,,,,,,,,,
8218,07/06/23 01:55:00,,,,,9.18,,,,,,,,,,,,
8219,07/06/23 02:00:00,,,,,7.83,6.45,6.362,7.18,,9.05,7.61,,,,,,
8220,07/06/23 02:05:00,,,,,7.63,,,,,,,,,,,,
8221,07/06/23 02:10:00,,,,,7.48,,,,,,,,,,,,
8222,07/06/23 02:15:00,,,,,7.59,,,,,,,,,,,,
8223,07/06/23 02:20:00,,,,,7.12,,,,,,,,,,,,
8224,07/06/23 02:25:00,,,,,6.93,,,,,,,,,,,,
8225,07/06/23 02:30:00,,,,,7.18,,,,,,,,,,,,
8226,07/06/23 02:35:00,,,,,7.03,,,,,,,,,,,,
8227,07/06/23 02:40:00,,,,,7.18,,,,,,,7.928,,,,,
8228,07/06/23 02:45:00,,,,,6.84,,,,,,,,,,,,
8229,07/06/23 02:50:00,,,,,6.60,,,,,,,,,,,,
8230,07/06/23 02:55:00,,,,,6.30,,,,,,,,,,,,
8231,07/06/23 03:00:00,,,,,6.37,5.45,5.268,5.81,,7.35,6.50,,,,,,
8232,07/06/23 03:05:00,,,,,6.73,,,,,,,,,,,,
8233,07/06/23 03:10:00,,,,,6.56,,,,,,,,,,,,
8234,07/06/23 03:15:00,,,,,6.52,,,,,,,,,,,,
8235,07/06/23 03:20:00,,,,,6.33,,,,,,,,,,,,
8236,07/06/23 03:25:00,,,,,6.48,,,,,,,,,,,,
8237,07/06/23 03:30:00,,,,,6.50,,,,,,,,,,,,
8238,07/06/23 03:35:00,,,,,6.73,,,,,,,,,,,,
8239,07/06/23 03:40:00,,,,,6.88,,,,,,,8.486,,,,,
8240,07/06/23 03:45:00,,,,,7.57,,,,,,,,,,,,
8241,07/06/23 03:50:00,,,,,8.00,,,,,,,,,,,,
8242,07/06/23 03:55:00,,,,,8.51,,,,,,,,,,,,
8243,07/06/23 04:00:00,,,,,8.77,7.81,7.027,8.81,,9.11,9.56,,,,,,
8244,07/06/23 04:05:00,,,,,6.22,,,,,,,,,,,,
8245,07/06/23 04:10:00,,,,,5.47,,,,,,,,,,,,
8246,07/06/23 04:15:00,,,,,5.79,,,,,,,,,,,,
8247,07/06/23 04:20:00,,,,,6.26,,,,,,,,,,,,
8248,07/06/23 04:25:00,,,,,6.35,,,,,,,,,,,,
8249,07/06/23 04:30:00,,,,,6.84,,,,,,,,,,,,
8250,07/06/23 04:35:00,,,,,6.05,,,,,,,,,,,,
8251,07/06/23 04:40:00,,,,,5.79,,,,,,,7.992,,,,,
8252,07/06/23 04:45:00,,,,,5.55,,,,,,,,,,,,
8253,07/06/23 04:50:00,,,,,5.49,,,,,,,,,,,,
8254,07/06/23 04:55:00,,,,,5.32,,,,,,,,,,,,
8255,07/06/23 05:00:00,,,,,5.27,4.54,4.861,5.25,,6.30,5.53,,,,,,
8256,07/06/23 05:05:00,,,,,5.55,,,,,,,,,,,,
8257,07/06/23 05:10:00,,,,,5.68,,,,,,,,,,,,
8258,07/06/23 05:15:00,,,,,5.55,,,,,,,,,,,,
8259,07/06/23 05:20:00,,,,,5.66,,,,,,,,,,,,
8260,07/06/23 05:25:00,,,,,5.64,,,,,,,,,,,,
8261,07/06/23 05:30:00,,,,,5.57,,,,,,,,,,,,
8262,07/06/23 05:35:00,,,,,5.30,,,,,,,,,,,,
8263,07/06/23 05:40:00,,,,,5.25,,,,,,,6.469,,,,,
8264,07/06/23 05:45:00,,,,,4.93,,,,,,,,,,,,
8265,07/06/23 05:50:00,,,,,4.84,,,,,,,,,,,,
8266,07/06/23 05:55:00,,,,,4.91,,,,,,,,,,,,
8267,07/06/23 06:00:00,,,,,5.02,4.57,4.496,4.65,,4.80,10.01,,,,,,
8268,07/06/23 06:05:00,,,,,5.08,,,,,,,,,,,,
8269,07/06/23 06:10:00,,,,,5.21,,,,,,,,,,,,
8270,07/06/23 06:15:00,,,,,5.15,,,,,,,,,,,,
8271,07/06/23 06:20:00,,,,,5.21,,,,,,,,,,,,
8272,07/06/23 06:25:00,,,,,5.27,,,,,,,,,,,,
8273,07/06/23 06:30:00,,,,,5.25,,,,,,,,,,,,
8274,07/06/23 06:35:00,,,,,5.47,,,,,,,,,,,,
8275,07/06/23 06:40:00,,,,,5.53,,,,,,,6.577,,,,,
8276,07/06/23 06:45:00,,,,,5.70,,,,,,,,,,,,
8277,07/06/23 06:50:00,,,,,5.98,,,,,,,,,,,,
8278,07/06/23 06:55:00,,,,,5.94,,,,,,,,,,,,
8279,07/06/23 07:00:00,,,,,5.98,5.36,4.839,5.40,,5.34,10.98,,,,,,
8280,07/06/23 07:05:00,,,,,6.05,,,,,,,,,,,,
8281,07/06/23 07:10:00,,,,,6.09,,,,,,,,,,,,
8282,07/06/23 07:15:00,,,,,6.02,,,,,,,,,,,,
8283,07/06/23 07:20:00,,,,,5.92,,,,,,,,,,,,
8284,07/06/23 07:25:00,,,,,5.79,,,,,,,,,,,,
8285,07/06/23 07:30:00,,,,,5.45,,,,,,,,,,,,
8286,07/06/23 07:35:00,,,,,5.21,,,,,,,,,,,,
8287,07/06/23 07:40:00,,,,,5.02,,,,,,,5.740,,,,,
8288,07/06/23 07:45:00,,,,,4.54,,,,,,,,,,,,
8289,07/06/23 07:50:00,,,,,4.44,,,,,,,,,,,,
8290,07/06/23 07:55:00,,,,,4.39,,,,,,,,,,,,
8291,07/06/23 08:00:00,,,,,4.46,4.05,3.982,4.50,,4.27,10.40,,,,,,
8292,07/06/23 08:05:00,,,,,4.33,,,,,,,,,,,,
8293,07/06/23 08:10:00,,,,,4.29,,,,,,,,,,,,
8294,07/06/23 08:15:00,,,,,4.33,,,,,,,,,,,,
8295,07/06/23 08:20:00,,,,,4.39,,,,,,,,,,,,
8296,07/06/23 08:25:00,,,,,4.33,,,,,,,,,,,,
8297,07/06/23 08:30:00,,,,,4.27,,,,,,,,,,,,
8298,07/06/23 08:35:00,,,,,4.29,,,,,,,,,,,,
8299,07/06/23 08:40:00,,,,,4.24,,,,,,,5.097,,,,,
8300,07/06/23 08:45:00,,,,,4.03,,,,,,,,,,,,
8301,07/06/23 08:50:00,,,,,3.84,,,,,,,,,,,,
8302,07/06/23 08:55:00,,,,,3.86,,,,,,,,,,,,
8303,07/06/23 09:00:00,,,,,3.73,3.30,3.274,3.75,,3.60,9.22,,,,,,
8304,07/06/23 09:05:00,,,,,3.75,,,,,,,,,,,,
8305,07/06/23 09:10:00,,,,,3.82,,,,,,,,,,,,
8306,07/06/23 09:15:00,,,,,3.84,,,,,,,,,,,,
8307,07/06/23 09:20:00,,,,,3.84,,,,,,,,,,,,
8308,07/06/23 09:25:00,,,,,3.79,,,,,,,,,,,,
8309,07/06/23 09:30:00,,,,,3.69,,,,,,,,,,,,
8310,07/06/23 09:35:00,,,,,3.52,,,,,,,,,,,,
8311,07/06/23 09:40:00,,,,,3.45,,,,,,,4.346,,,,,
8312,07/06/23 09:45:00,,,,,3.60,,,,,,,,,,,,
8313,07/06/23 09:50:00,,,,,3.36,,,,,,,,,,,,
8314,07/06/23 09:55:00,,,,,3.36,,,,,,,,,,,,
8315,07/06/23 10:00:00,,,,,3.39,2.87,2.845,3.39,,3.15,8.81,,,,,,
8316,07/06/23 10:05:00,,,,,3.36,,,,,,,,,,,,
8317,07/06/23 10:10:00,,,,,3.34,,,,,,,,,,,,
8318,07/06/23 10:15:00,,,,,3.21,,,,,,,,,,,,
8319,07/06/23 10:20:00,,,,,3.17,,,,,,,,,,,,
8320,07/06/23 10:25:00,,,,,3.11,,,,,,,,,,,,
8321,07/06/23 10:30:00,,,,,3.11,,,,,,,,,,,,
8322,07/06/23 10:35:00,,,,,2.98,,,,,,,,,,,,
8323,07/06/23 10:40:00,,,,,3.09,,,,,,,3.488,,,,,
8324,07/06/23 10:45:00,,,,,3.06,,,,,,,,,,,,
8325,07/06/23 10:50:00,,,,,3.11,,,,,,,,,,,,
8326,07/06/23 10:55:00,,,,,3.11,,,,,,,,,,,,
8327,07/06/23 11:00:00,,,,,3.00,2.51,2.502,2.94,,2.94,8.73,,,,,,
8328,07/06/23 11:05:00,,,,,2.68,,,,,,,,,,,,
8329,07/06/23 11:10:00,,,,,2.76,,,,,,,,,,,,
8330,07/06/23 11:15:00,,,,,2.57,,,,,,,,,,,,
8331,07/06/23 11:20:00,,,,,2.46,,,,,,,,,,,,
8332,07/06/23 11:25:00,,,,,2.42,,,,,,,,,,,,
8333,07/06/23 11:30:00,,,,,2.57,,,,,,,,,,,,
8334,07/06/23 11:35:00,,,,,2.51,,,,,,,,,,,,
8335,07/06/23 11:40:00,,,,,2.64,,,,,,,3.038,,,,,
8336,07/06/23 11:45:00,,,,,2.68,,,,,,,,,,,,
8337,07/06/23 11:50:00,,,,,2.79,,,,,,,,,,,,
8338,07/06/23 11:55:00,,,,,2.98,,,,,,,,,,,,
8339,07/06/23 12:00:00,,,,,3.24,2.61,2.587,2.81,,2.87,9.69,,,,,,
8340,07/06/23 12:05:00,,,,,3.19,,,,,,,,,,,,
8341,07/06/23 12:10:00,,,,,3.15,,,,,,,,,,,,
8342,07/06/23 12:15:00,,,,,3.28,,,,,,,,,,,,
8343,07/06/23 12:20:00,,,,,3.41,,,,,,,,,,,,
8344,07/06/23 12:25:00,,,,,3.54,,,,,,,,,,,,
8345,07/06/23 12:30:00,,,,,3.60,,,,,,,,,,,,
8346,07/06/23 12:35:00,,,,,3.67,,,,,,,,,,,,
8347,07/06/23 12:40:00,,,,,3.75,,,,,,,4.024,,,,,
8348,07/06/23 12:45:00,,,,,3.84,,,,,,,,,,,,
8349,07/06/23 12:50:00,,,,,3.97,,,,,,,,,,,,
8350,07/06/23 12:55:00,,,,,4.14,,,,,,,,,,,,
8351,07/06/23 13:00:00,,,,,4.24,4.12,4.153,4.22,,4.16,9.54,,,,,,
8352,07/06/23 13:05:00,,,,,4.46,,,,,,,,,,,,
8353,07/06/23 13:10:00,,,,,4.57,,,,,,,,,,,,
8354,07/06/23 13:15:00,,,,,4.63,,,,,,,,,,,,
8355,07/06/23 13:20:00,,,,,4.76,,,,,,,,,,,,
8356,07/06/23 13:25:00,,,,,4.87,,,,,,,,,,,,
8357,07/06/23 13:30:00,,,,,5.04,,,,,,,,,,,,
8358,07/06/23 13:35:00,,,,,5.06,,,,,,,,,,,,
8359,07/06/23 13:40:00,,,,,5.15,,,,,,,5.097,,,,,
8360,07/06/23 13:45:00,,,,,5.19,,,,,,,,,,,,
8361,07/06/23 13:50:00,,,,,5.15,,,,,,,,,,,,
8362,07/06/23 13:55:00,,,,,5.17,,,,,,,,,,,,
8363,07/06/23 14:00:00,,,,,5.23,4.97,4.389,5.34,,5.42,12.03,,,,,,
8364,07/06/23 14:05:00,,,,,5.36,,,,,,,,,,,,
8365,07/06/23 14:10:00,,,,,5.47,,,,,,,,,,,,
8366,07/06/23 14:15:00,,,,,5.30,,,,,,,,,,,,
8367,07/06/23 14:20:00,,,,,5.04,,,,,,,,,,,,
8368,07/06/23 14:25:00,,,,,4.80,,,,,,,,,,,,
