Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401800:21187245-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401800:21397542-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398659-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398660-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398661-1), *C, RX3000_BRW5_BUECI","Temperature (RXW-THC 21401800:21398668-1), *C, RX3000_BRW5_BUECI","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6_BEO","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH"
61,06/01/23 05:00:00,-1.57,-0.71,0.02,128.830,-0.30,-1.38,-0.544,-1.29,-0.24,-0.88,-1.65,,,,,,
62,06/01/23 05:05:00,,,,,-0.80,,,,,,,,,,,,
63,06/01/23 05:10:00,,,,,-0.99,,,,,,,,,,,,
64,06/01/23 05:15:00,,,,,-1.16,,,,,,,,,,,,
65,06/01/23 05:20:00,,,,,-1.16,,,,,,,,,,,,
66,06/01/23 05:25:00,,,,,-1.18,,,,,,,,,,,,
67,06/01/23 05:30:00,,,,,-1.10,,,,,,,,,,,,
68,06/01/23 05:35:00,,,,,-1.50,,,,,,,,,,,,
69,06/01/23 05:40:00,,,,,-1.76,,,,,,,-2.775,,,,,
70,06/01/23 05:45:00,,,,,-1.72,,,,,,,,,,,,
71,06/01/23 05:50:00,,,,,-1.83,,,,,,,,,,,,
72,06/01/23 05:55:00,,,,,-1.85,,,,,,,,,,,,
73,06/01/23 06:00:00,-3.09,-2.17,-0.35,128.830,-1.85,-2.90,-2.024,-3.18,-1.80,-2.53,-2.94,,,,,,
74,06/01/23 06:05:00,,,,,-1.87,,,,,,,,,,,,
75,06/01/23 06:10:00,,,,,-1.93,,,,,,,,,,,,
76,06/01/23 06:15:00,,,,,-1.91,,,,,,,,,,,,
77,06/01/23 06:20:00,,,,,-1.83,,,,,,,,,,,,
78,06/01/23 06:25:00,,,,,-1.74,,,,,,,,,,,,
79,06/01/23 06:30:00,,,,,-1.72,,,,,,,,,,,,
80,06/01/23 06:35:00,,,,,-1.98,,,,,,,,,,,,
81,06/01/23 06:40:00,,,,,-1.70,,,,,,,-4.769,,,,,
82,06/01/23 06:45:00,,,,,-2.13,,,,,,,,,,,,
83,06/01/23 06:50:00,,,,,-2.30,,,,,,,,,,,,
84,06/01/23 06:55:00,,,,,-2.47,,,,,,,,,,,,
85,06/01/23 07:00:00,-3.65,-2.81,-0.41,128.830,-2.71,-3.54,-2.946,-4.04,-2.34,-3.35,-3.61,,,,,,
86,06/01/23 07:05:00,,,,,-2.81,,,,,,,,,,,,
87,06/01/23 07:10:00,,,,,-3.01,,,,,,,,,,,,
88,06/01/23 07:15:00,,,,,-3.20,,,,,,,,,,,,
89,06/01/23 07:20:00,,,,,-3.16,,,,,,,,,,,,
90,06/01/23 07:25:00,,,,,-3.33,,,,,,,,,,,,
91,06/01/23 07:30:00,,,,,-3.46,,,,,,,,,,,,
92,06/01/23 07:35:00,,,,,-3.43,,,,,,,,,,,,
93,06/01/23 07:40:00,,,,,-3.65,,,,,,,-7.064,,,,,
94,06/01/23 07:45:00,,,,,-3.82,,,,,,,,,,,,
95,06/01/23 07:50:00,,,,,-4.27,,,,,,,,,,,,
96,06/01/23 07:55:00,,,,,-4.31,,,,,,,,,,,,
97,06/01/23 08:00:00,-4.34,-4.23,-3.61,128.830,-4.23,-4.14,-4.297,-3.84,-4.23,-3.65,-4.25,,,,,,
98,06/01/23 08:05:00,,,,,-4.14,,,,,,,,,,,,
99,06/01/23 08:10:00,,,,,-4.10,,,,,,,,,,,,
100,06/01/23 08:15:00,,,,,-4.38,,,,,,,,,,,,
101,06/01/23 08:20:00,,,,,-4.44,,,,,,,,,,,,
102,06/01/23 08:25:00,,,,,-4.44,,,,,,,,,,,,
103,06/01/23 08:30:00,,,,,-4.44,,,,,,,,,,,,
104,06/01/23 08:35:00,,,,,-4.46,,,,,,,,,,,,
105,06/01/23 08:40:00,,,,,-4.36,,,,,,,-5.777,,,,,
106,06/01/23 08:45:00,,,,,-4.29,,,,,,,,,,,,
107,06/01/23 08:50:00,,,,,-4.16,,,,,,,,,,,,
108,06/01/23 08:55:00,,,,,-4.27,,,,,,,,,,,,
109,06/01/23 09:00:00,-4.06,-3.52,-2.62,128.830,-4.36,-4.10,-3.418,-3.84,-4.04,-3.56,-4.06,,,,,,
110,06/01/23 09:05:00,,,,,-4.51,,,,,,,,,,,,
111,06/01/23 09:10:00,,,,,-4.61,,,,,,,,,,,,
112,06/01/23 09:15:00,,,,,-4.74,,,,,,,,,,,,
113,06/01/23 09:20:00,,,,,-4.83,,,,,,,,,,,,
114,06/01/23 09:25:00,,,,,-4.89,,,,,,,,,,,,
115,06/01/23 09:30:00,,,,,-4.85,,,,,,,,,,,,
116,06/01/23 09:35:00,,,,,-4.94,,,,,,,,,,,,
117,06/01/23 09:40:00,,,,,-4.98,,,,,,,-5.970,,,,,
118,06/01/23 09:45:00,,,,,-5.00,,,,,,,,,,,,
119,06/01/23 09:50:00,,,,,-5.26,,,,,,,,,,,,
120,06/01/23 09:55:00,,,,,-5.19,,,,,,,,,,,,
121,06/01/23 10:00:00,-4.85,-4.83,-4.49,128.830,-5.02,-4.94,-5.027,-4.72,-4.89,-4.38,-4.85,,,,,,
122,06/01/23 10:05:00,,,,,-4.91,,,,,,,,,,,,
123,06/01/23 10:10:00,,,,,-4.98,,,,,,,,,,,,
124,06/01/23 10:15:00,,,,,-4.89,,,,,,,,,,,,
125,06/01/23 10:20:00,,,,,-4.85,,,,,,,,,,,,
126,06/01/23 10:25:00,,,,,-4.74,,,,,,,,,,,,
127,06/01/23 10:30:00,,,,,-4.70,,,,,,,,,,,,
128,06/01/23 10:35:00,,,,,-4.79,,,,,,,,,,,,
129,06/01/23 10:40:00,,,,,-4.76,,,,,,,-5.370,,,,,
130,06/01/23 10:45:00,,,,,-4.61,,,,,,,,,,,,
131,06/01/23 10:50:00,,,,,-4.61,,,,,,,,,,,,
132,06/01/23 10:55:00,,,,,-4.76,,,,,,,,,,,,
133,06/01/23 11:00:00,-4.85,-4.42,-3.22,128.830,-4.76,-4.76,-4.019,-4.85,-4.89,-3.58,-4.87,,,,,,
134,06/01/23 11:05:00,,,,,-4.81,,,,,,,,,,,,
135,06/01/23 11:10:00,,,,,-5.04,,,,,,,,,,,,
136,06/01/23 11:15:00,,,,,-5.02,,,,,,,,,,,,
137,06/01/23 11:20:00,,,,,-5.07,,,,,,,,,,,,
138,06/01/23 11:25:00,,,,,-5.24,,,,,,,,,,,,
139,06/01/23 11:30:00,,,,,-5.11,,,,,,,,,,,,
140,06/01/23 11:35:00,,,,,-5.15,,,,,,,,,,,,
141,06/01/23 11:40:00,,,,,-5.15,,,,,,,-5.777,,,,,
142,06/01/23 11:45:00,,,,,-5.15,,,,,,,,,,,,
143,06/01/23 11:50:00,,,,,-5.52,,,,,,,,,,,,
144,06/01/23 11:55:00,,,,,-5.86,,,,,,,,,,,,
145,06/01/23 12:00:00,-6.27,-6.46,-5.67,128.830,-6.09,-6.22,-6.356,-6.14,-6.22,-5.49,-6.07,,,,,,
146,06/01/23 12:05:00,,,,,-6.44,,,,,,,,,,,,
147,06/01/23 12:10:00,,,,,-6.55,,,,,,,,,,,,
148,06/01/23 12:15:00,,,,,-6.59,,,,,,,,,,,,
149,06/01/23 12:20:00,,,,,-6.61,,,,,,,,,,,,
150,06/01/23 12:25:00,,,,,-6.61,,,,,,,,,,,,
151,06/01/23 12:30:00,,,,,-6.18,,,,,,,,,,,,
152,06/01/23 12:35:00,,,,,-6.14,,,,,,,,,,,,
153,06/01/23 12:40:00,,,,,-6.12,,,,,,,-7.943,,,,,
154,06/01/23 12:45:00,,,,,-6.27,,,,,,,,,,,,
155,06/01/23 12:50:00,,,,,-6.44,,,,,,,,,,,,
156,06/01/23 12:55:00,,,,,-6.59,,,,,,,,,,,,
157,06/01/23 13:00:00,-7.15,-7.17,-5.19,128.830,-6.59,-7.10,-6.099,-5.43,-7.19,-5.22,-7.02,,,,,,
158,06/01/23 13:05:00,,,,,-6.48,,,,,,,,,,,,
159,06/01/23 13:10:00,,,,,-6.52,,,,,,,,,,,,
160,06/01/23 13:15:00,,,,,-6.63,,,,,,,,,,,,
161,06/01/23 13:20:00,,,,,-6.70,,,,,,,,,,,,
162,06/01/23 13:25:00,,,,,-6.78,,,,,,,,,,,,
163,06/01/23 13:30:00,,,,,-6.80,,,,,,,,,,,,
164,06/01/23 13:35:00,,,,,-6.82,,,,,,,,,,,,
165,06/01/23 13:40:00,,,,,-6.93,,,,,,,-7.472,,,,,
166,06/01/23 13:45:00,,,,,-6.93,,,,,,,,,,,,
167,06/01/23 13:50:00,,,,,-6.97,,,,,,,,,,,,
168,06/01/23 13:55:00,,,,,-7.06,,,,,,,,,,,,
169,06/01/23 14:00:00,-7.94,-7.77,-5.75,128.830,-7.12,-6.52,-6.292,-4.57,-7.68,-4.98,-7.57,,,,,,
170,06/01/23 14:05:00,,,,,-7.21,,,,,,,,,,,,
171,06/01/23 14:10:00,,,,,-7.12,,,,,,,,,,,,
172,06/01/23 14:15:00,,,,,-7.19,,,,,,,,,,,,
173,06/01/23 14:20:00,,,,,-7.27,,,,,,,,,,,,
174,06/01/23 14:25:00,,,,,-7.32,,,,,,,,,,,,
175,06/01/23 14:30:00,,,,,-7.32,,,,,,,,,,,,
176,06/01/23 14:35:00,,,,,-7.34,,,,,,,,,,,,
177,06/01/23 14:40:00,,,,,-7.40,,,,,,,-6.485,,,,,
178,06/01/23 14:45:00,,,,,-7.49,,,,,,,,,,,,
179,06/01/23 14:50:00,,,,,-7.60,,,,,,,,,,,,
180,06/01/23 14:55:00,,,,,-7.60,,,,,,,,,,,,
181,06/01/23 15:00:00,-7.77,-7.85,-5.64,128.830,-7.62,-5.75,-5.906,-4.55,-7.94,-2.49,-7.79,,,,,,
182,06/01/23 15:05:00,,,,,-7.47,,,,,,,,,,,,
183,06/01/23 15:10:00,,,,,-7.53,,,,,,,,,,,,
184,06/01/23 15:15:00,,,,,-7.64,,,,,,,,,,,,
185,06/01/23 15:20:00,,,,,-7.70,,,,,,,,,,,,
186,06/01/23 15:25:00,,,,,-7.70,,,,,,,,,,,,
187,06/01/23 15:30:00,,,,,-7.70,,,,,,,,,,,,
188,06/01/23 15:35:00,,,,,-7.70,,,,,,,,,,,,
189,06/01/23 15:40:00,,,,,-7.72,,,,,,,-5.734,,,,,
190,06/01/23 15:45:00,,,,,-7.64,,,,,,,,,,,,
191,06/01/23 15:50:00,,,,,-7.64,,,,,,,,,,,,
192,06/01/23 15:55:00,,,,,-7.55,,,,,,,,,,,,
193,06/01/23 16:00:00,-7.62,-7.45,-6.37,128.830,-7.45,-5.17,-5.691,-3.61,-7.10,-2.68,-7.23,,,,,,
194,06/01/23 16:05:00,,,,,-7.51,,,,,,,,,,,,
195,06/01/23 16:10:00,,,,,-7.34,,,,,,,,,,,,
196,06/01/23 16:15:00,,,,,-7.06,,,,,,,,,,,,
197,06/01/23 16:20:00,,,,,-7.00,,,,,,,,,,,,
198,06/01/23 16:25:00,,,,,-7.04,,,,,,,,,,,,
199,06/01/23 16:30:00,,,,,-6.89,,,,,,,,,,,,
200,06/01/23 16:35:00,,,,,-6.76,,,,,,,,,,,,
201,06/01/23 16:40:00,,,,,-6.59,,,,,,,-3.868,,,,,
202,06/01/23 16:45:00,,,,,-6.78,,,,,,,,,,,,
203,06/01/23 16:50:00,,,,,-7.04,,,,,,,,,,,,
204,06/01/23 16:55:00,,,,,-7.21,,,,,,,,,,,,
205,06/01/23 17:00:00,-7.04,-6.70,-5.45,128.830,-7.34,-5.64,-3.461,-1.23,-6.14,-0.17,-5.34,,,,,,
206,06/01/23 17:05:00,,,,,-7.36,,,,,,,,,,,,
207,06/01/23 17:10:00,,,,,-6.95,,,,,,,,,,,,
208,06/01/23 17:15:00,,,,,-6.72,,,,,,,,,,,,
209,06/01/23 17:20:00,,,,,-6.72,,,,,,,,,,,,
210,06/01/23 17:25:00,,,,,-6.57,,,,,,,,,,,,
211,06/01/23 17:30:00,,,,,-6.29,,,,,,,,,,,,
212,06/01/23 17:35:00,,,,,-6.14,,,,,,,,,,,,
213,06/01/23 17:40:00,,,,,-5.94,,,,,,,-1.016,,,,,
214,06/01/23 17:45:00,,,,,-5.67,,,,,,,,,,,,
215,06/01/23 17:50:00,,,,,-5.73,,,,,,,,,,,,
216,06/01/23 17:55:00,,,,,-5.75,,,,,,,,,,,,
217,06/01/23 18:00:00,-4.83,-3.67,-4.44,128.830,-5.43,-3.99,-2.710,-0.71,-4.59,1.26,-3.48,,,,,,
218,06/01/23 18:05:00,,,,,-4.91,,,,,,,,,,,,
219,06/01/23 18:10:00,,,,,-4.59,,,,,,,,,,,,
220,06/01/23 18:15:00,,,,,-4.34,,,,,,,,,,,,
221,06/01/23 18:20:00,,,,,-4.16,,,,,,,,,,,,
222,06/01/23 18:25:00,,,,,-3.86,,,,,,,,,,,,
223,06/01/23 18:30:00,,,,,-3.65,,,,,,,,,,,,
224,06/01/23 18:35:00,,,,,-3.52,,,,,,,,,,,,
225,06/01/23 18:40:00,,,,,-3.50,,,,,,,0.250,,,,,
226,06/01/23 18:45:00,,,,,-3.54,,,,,,,,,,,,
227,06/01/23 18:50:00,,,,,-3.52,,,,,,,,,,,,
228,06/01/23 18:55:00,,,,,-3.76,,,,,,,,,,,,
229,06/01/23 19:00:00,-3.86,-2.73,-3.37,128.830,-3.63,-2.94,-1.788,0.28,-3.33,1.52,-3.03,,,,,,
230,06/01/23 19:05:00,,,,,-4.10,,,,,,,,,,,,
231,06/01/23 19:10:00,,,,,-4.31,,,,,,,,,,,,
232,06/01/23 19:15:00,,,,,-4.14,,,,,,,,,,,,
233,06/01/23 19:20:00,,,,,-4.06,,,,,,,,,,,,
234,06/01/23 19:25:00,,,,,-3.84,,,,,,,,,,,,
235,06/01/23 19:30:00,,,,,-3.67,,,,,,,,,,,,
236,06/01/23 19:35:00,,,,,-3.56,,,,,,,,,,,,
237,06/01/23 19:40:00,,,,,-3.39,,,,,,,-0.930,,,,,
238,06/01/23 19:45:00,,,,,-3.28,,,,,,,,,,,,
239,06/01/23 19:50:00,,,,,-3.20,,,,,,,,,,,,
240,06/01/23 19:55:00,,,,,-2.92,,,,,,,,,,,,
241,06/01/23 20:00:00,-3.03,-2.41,-2.98,128.830,-2.90,-2.90,-2.260,-0.39,-3.43,0.04,-3.16,,,,,,
242,06/01/23 20:05:00,,,,,-2.75,,,,,,,,,,,,
243,06/01/23 20:10:00,,,,,-2.83,,,,,,,,,,,,
244,06/01/23 20:15:00,,,,,-2.88,,,,,,,,,,,,
245,06/01/23 20:20:00,,,,,-2.83,,,,,,,,,,,,
246,06/01/23 20:25:00,,,,,-2.71,,,,,,,,,,,,
247,06/01/23 20:30:00,,,,,-2.68,,,,,,,,,,,,
248,06/01/23 20:35:00,,,,,-2.34,,,,,,,,,,,,
249,06/01/23 20:40:00,,,,,-2.32,,,,,,,0.571,,,,,
250,06/01/23 20:45:00,,,,,-2.21,,,,,,,,,,,,
251,06/01/23 20:50:00,,,,,-2.23,,,,,,,,,,,,
252,06/01/23 20:55:00,,,,,-2.08,,,,,,,,,,,,
253,06/01/23 21:00:00,-1.89,-1.70,-2.08,128.830,-1.95,-2.15,-1.788,0.30,-2.13,1.13,-2.45,,,,,,
254,06/01/23 21:05:00,,,,,-1.89,,,,,,,,,,,,
255,06/01/23 21:10:00,,,,,-1.93,,,,,,,,,,,,
256,06/01/23 21:15:00,,,,,-1.63,,,,,,,,,,,,
257,06/01/23 21:20:00,,,,,-1.48,,,,,,,,,,,,
258,06/01/23 21:25:00,,,,,-1.38,,,,,,,,,,,,
259,06/01/23 21:30:00,,,,,-1.35,,,,,,,,,,,,
260,06/01/23 21:35:00,,,,,-1.01,,,,,,,,,,,,
261,06/01/23 21:40:00,,,,,-0.90,,,,,,,1.622,,,,,
262,06/01/23 21:45:00,,,,,-1.05,,,,,,,,,,,,
263,06/01/23 21:50:00,,,,,-1.12,,,,,,,,,,,,
264,06/01/23 21:55:00,,,,,-1.05,,,,,,,,,,,,
265,06/01/23 22:00:00,-0.05,0.02,-1.35,128.830,-0.54,-2.04,-0.951,0.04,-1.29,2.31,-1.74,,,,,,
266,06/01/23 22:05:00,,,,,-0.88,,,,,,,,,,,,
267,06/01/23 22:10:00,,,,,-0.97,,,,,,,,,,,,
268,06/01/23 22:15:00,,,,,-0.73,,,,,,,,,,,,
269,06/01/23 22:20:00,,,,,-0.82,,,,,,,,,,,,
270,06/01/23 22:25:00,,,,,-0.52,,,,,,,,,,,,
271,06/01/23 22:30:00,,,,,-0.52,,,,,,,,,,,,
272,06/01/23 22:35:00,,,,,-0.30,,,,,,,,,,,,
273,06/01/23 22:40:00,,,,,-0.80,,,,,,,3.510,,,,,
274,06/01/23 22:45:00,,,,,-0.65,,,,,,,,,,,,
275,06/01/23 22:50:00,,,,,-0.80,,,,,,,,,,,,
276,06/01/23 22:55:00,,,,,-0.75,,,,,,,,,,,,
277,06/01/23 23:00:00,0.94,-0.09,-0.77,128.830,-0.52,-1.50,-0.758,0.53,-1.59,1.84,-1.91,,,,,,
278,06/01/23 23:05:00,,,,,-0.54,,,,,,,,,,,,
279,06/01/23 23:10:00,,,,,-0.52,,,,,,,,,,,,
280,06/01/23 23:15:00,,,,,0.38,,,,,,,,,,,,
281,06/01/23 23:20:00,,,,,-0.28,,,,,,,,,,,,
282,06/01/23 23:25:00,,,,,-0.02,,,,,,,,,,,,
283,06/01/23 23:30:00,,,,,-0.43,,,,,,,,,,,,
284,06/01/23 23:35:00,,,,,-0.58,,,,,,,,,,,,
285,06/01/23 23:40:00,,,,,-0.54,,,,,,,2.223,,,,,
286,06/01/23 23:45:00,,,,,-0.47,,,,,,,,,,,,
287,06/01/23 23:50:00,,,,,-0.56,,,,,,,,,,,,
288,06/01/23 23:55:00,,,,,-0.41,,,,,,,,,,,,
289,06/02/23 00:00:00,-1.46,-1.25,-0.82,128.830,-0.43,-2.45,-0.351,0.64,-2.45,0.36,-2.26,,,,,,
290,06/02/23 00:05:00,,,,,-0.07,,,,,,,,,,,,
291,06/02/23 00:10:00,,,,,-0.62,,,,,,,,,,,,
292,06/02/23 00:15:00,,,,,-0.90,,,,,,,,,,,,
293,06/02/23 00:20:00,,,,,-0.65,,,,,,,,,,,,
294,06/02/23 00:25:00,,,,,-0.47,,,,,,,,,,,,
295,06/02/23 00:30:00,,,,,-0.65,,,,,,,,,,,,
296,06/02/23 00:35:00,,,,,-0.58,,,,,,,,,,,,
297,06/02/23 00:40:00,,,,,-0.58,,,,,,,4.797,,,,,
298,06/02/23 00:45:00,,,,,-0.58,,,,,,,,,,,,
299,06/02/23 00:50:00,,,,,-0.82,,,,,,,,,,,,
300,06/02/23 00:55:00,,,,,-0.56,,,,,,,,,,,,
301,06/02/23 01:00:00,-1.18,-1.10,-0.39,128.830,-0.52,-3.05,-0.415,0.00,-2.75,-0.13,-2.41,,,,,,
302,06/02/23 01:05:00,,,,,-0.24,,,,,,,,,,,,
303,06/02/23 01:10:00,,,,,-0.54,,,,,,,,,,,,
304,06/02/23 01:15:00,,,,,-0.47,,,,,,,,,,,,
305,06/02/23 01:20:00,,,,,-0.71,,,,,,,,,,,,
306,06/02/23 01:25:00,,,,,-1.08,,,,,,,,,,,,
307,06/02/23 01:30:00,,,,,-0.73,,,,,,,,,,,,
308,06/02/23 01:35:00,,,,,-0.88,,,,,,,,,,,,
309,06/02/23 01:40:00,,,,,-0.30,,,,,,,-0.394,,,,,
310,06/02/23 01:45:00,,,,,-0.67,,,,,,,,,,,,
311,06/02/23 01:50:00,,,,,-0.80,,,,,,,,,,,,
312,06/02/23 01:55:00,,,,,-0.77,,,,,,,,,,,,
313,06/02/23 02:00:00,-2.04,-1.38,-0.54,128.830,-0.75,-2.88,-1.402,-1.10,-2.83,-1.93,-2.15,,,,,,
314,06/02/23 02:05:00,,,,,-1.16,,,,,,,,,,,,
315,06/02/23 02:10:00,,,,,-0.99,,,,,,,,,,,,
316,06/02/23 02:15:00,,,,,-1.25,,,,,,,,,,,,
317,06/02/23 02:20:00,,,,,-1.05,,,,,,,,,,,,
318,06/02/23 02:25:00,,,,,-1.03,,,,,,,,,,,,
319,06/02/23 02:30:00,,,,,-0.88,,,,,,,,,,,,
320,06/02/23 02:35:00,,,,,-1.33,,,,,,,,,,,,
321,06/02/23 02:40:00,,,,,-1.33,,,,,,,-1.080,,,,,
322,06/02/23 02:45:00,,,,,-1.10,,,,,,,,,,,,
323,06/02/23 02:50:00,,,,,-1.08,,,,,,,,,,,,
324,06/02/23 02:55:00,,,,,-0.35,,,,,,,,,,,,
325,06/02/23 03:00:00,-1.76,-0.82,-0.62,128.830,-1.27,-2.94,-2.796,-2.23,-2.49,-2.51,-2.19,,,,,,
326,06/02/23 03:05:00,,,,,-1.14,,,,,,,,,,,,
327,06/02/23 03:10:00,,,,,-0.90,,,,,,,,,,,,
328,06/02/23 03:15:00,,,,,-1.16,,,,,,,,,,,,
329,06/02/23 03:20:00,,,,,-0.90,,,,,,,,,,,,
330,06/02/23 03:25:00,,,,,-1.14,,,,,,,,,,,,
331,06/02/23 03:30:00,,,,,-1.48,,,,,,,,,,,,
332,06/02/23 03:35:00,,,,,-1.50,,,,,,,,,,,,
333,06/02/23 03:40:00,,,,,-1.68,,,,,,,-2.839,,,,,
334,06/02/23 03:45:00,,,,,-1.74,,,,,,,,,,,,
335,06/02/23 03:50:00,,,,,-1.85,,,,,,,,,,,,
336,06/02/23 03:55:00,,,,,-2.15,,,,,,,,,,,,
337,06/02/23 04:00:00,-2.43,-1.98,-2.49,128.830,-2.28,-2.77,-3.397,-3.22,-2.96,-2.88,-2.19,,,,,,
338,06/02/23 04:05:00,,,,,-1.91,,,,,,,,,,,,
339,06/02/23 04:10:00,,,,,-1.78,,,,,,,,,,,,
340,06/02/23 04:15:00,,,,,-2.15,,,,,,,,,,,,
341,06/02/23 04:20:00,,,,,-2.43,,,,,,,,,,,,
342,06/02/23 04:25:00,,,,,-2.30,,,,,,,,,,,,
343,06/02/23 04:30:00,,,,,-2.15,,,,,,,,,,,,
344,06/02/23 04:35:00,,,,,-2.04,,,,,,,,,,,,
345,06/02/23 04:40:00,,,,,-2.32,,,,,,,-3.075,,,,,
346,06/02/23 04:45:00,,,,,-2.21,,,,,,,,,,,,
347,06/02/23 04:50:00,,,,,-2.38,,,,,,,,,,,,
348,06/02/23 04:55:00,,,,,-2.53,,,,,,,,,,,,
349,06/02/23 05:00:00,-2.77,-2.53,-2.98,128.830,-2.62,-3.22,-3.547,-3.50,-3.24,-3.22,-2.60,,,,,,
350,06/02/23 05:05:00,,,,,-2.73,,,,,,,,,,,,
351,06/02/23 05:10:00,,,,,-2.75,,,,,,,,,,,,
352,06/02/23 05:15:00,,,,,-2.83,,,,,,,,,,,,
353,06/02/23 05:20:00,,,,,-2.94,,,,,,,,,,,,
354,06/02/23 05:25:00,,,,,-3.03,,,,,,,,,,,,
355,06/02/23 05:30:00,,,,,-2.94,,,,,,,,,,,,
356,06/02/23 05:35:00,,,,,-2.96,,,,,,,,,,,,
357,06/02/23 05:40:00,,,,,-2.90,,,,,,,-3.182,,,,,
358,06/02/23 05:45:00,,,,,-2.83,,,,,,,,,,,,
359,06/02/23 05:50:00,,,,,-2.90,,,,,,,,,,,,
360,06/02/23 05:55:00,,,,,-3.01,,,,,,,,,,,,
361,06/02/23 06:00:00,-2.96,-2.73,-3.01,128.830,-2.96,-3.33,-3.504,-3.26,-3.20,-3.41,-3.01,,,,,,
362,06/02/23 06:05:00,,,,,-2.81,,,,,,,,,,,,
363,06/02/23 06:10:00,,,,,-2.75,,,,,,,,,,,,
364,06/02/23 06:15:00,,,,,-2.92,,,,,,,,,,,,
365,06/02/23 06:20:00,,,,,-3.03,,,,,,,,,,,,
366,06/02/23 06:25:00,,,,,-3.20,,,,,,,,,,,,
367,06/02/23 06:30:00,,,,,-3.16,,,,,,,,,,,,
368,06/02/23 06:35:00,,,,,-3.22,,,,,,,,,,,,
369,06/02/23 06:40:00,,,,,-3.09,,,,,,,-3.697,,,,,
370,06/02/23 06:45:00,,,,,-3.22,,,,,,,,,,,,
371,06/02/23 06:50:00,,,,,-3.35,,,,,,,,,,,,
372,06/02/23 06:55:00,,,,,-3.46,,,,,,,,,,,,
373,06/02/23 07:00:00,-3.52,-3.43,-3.31,128.830,-3.48,-3.97,-3.697,-3.82,-3.76,-3.99,-3.67,,,,,,
374,06/02/23 07:05:00,,,,,-3.52,,,,,,,,,,,,
375,06/02/23 07:10:00,,,,,-3.61,,,,,,,,,,,,
376,06/02/23 07:15:00,,,,,-3.69,,,,,,,,,,,,
377,06/02/23 07:20:00,,,,,-3.63,,,,,,,,,,,,
378,06/02/23 07:25:00,,,,,-3.69,,,,,,,,,,,,
379,06/02/23 07:30:00,,,,,-3.58,,,,,,,,,,,,
380,06/02/23 07:35:00,,,,,-3.50,,,,,,,,,,,,
381,06/02/23 07:40:00,,,,,-3.50,,,,,,,-3.997,,,,,
382,06/02/23 07:45:00,,,,,-3.58,,,,,,,,,,,,
383,06/02/23 07:50:00,,,,,-3.54,,,,,,,,,,,,
384,06/02/23 07:55:00,,,,,-3.61,,,,,,,,,,,,
385,06/02/23 08:00:00,-3.46,-3.24,-3.41,128.830,-3.52,-3.82,-3.933,-3.86,-3.78,-3.91,-3.39,,,,,,
386,06/02/23 08:05:00,,,,,-3.54,,,,,,,,,,,,
387,06/02/23 08:10:00,,,,,-3.58,,,,,,,,,,,,
388,06/02/23 08:15:00,,,,,-3.63,,,,,,,,,,,,
389,06/02/23 08:20:00,,,,,-3.63,,,,,,,,,,,,
390,06/02/23 08:25:00,,,,,-3.71,,,,,,,,,,,,
391,06/02/23 08:30:00,,,,,-3.78,,,,,,,,,,,,
392,06/02/23 08:35:00,,,,,-3.69,,,,,,,,,,,,
393,06/02/23 08:40:00,,,,,-3.74,,,,,,,-4.233,,,,,
394,06/02/23 08:45:00,,,,,-3.82,,,,,,,,,,,,
395,06/02/23 08:50:00,,,,,-3.78,,,,,,,,,,,,
396,06/02/23 08:55:00,,,,,-3.84,,,,,,,,,,,,
397,06/02/23 09:00:00,-3.86,-3.71,-3.86,128.830,-3.91,-4.08,-4.190,-4.25,-3.95,-4.31,-3.86,,,,,,
398,06/02/23 09:05:00,,,,,-4.10,,,,,,,,,,,,
399,06/02/23 09:10:00,,,,,-4.21,,,,,,,,,,,,
400,06/02/23 09:15:00,,,,,-4.27,,,,,,,,,,,,
401,06/02/23 09:20:00,,,,,-4.25,,,,,,,,,,,,
402,06/02/23 09:25:00,,,,,-4.29,,,,,,,,,,,,
403,06/02/23 09:30:00,,,,,-4.29,,,,,,,,,,,,
404,06/02/23 09:35:00,,,,,-4.44,,,,,,,,,,,,
405,06/02/23 09:40:00,,,,,-4.42,,,,,,,-4.876,,,,,
