Line#,Date,"Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1","Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4"
400,12/05/22 03:35:00,,,,,128.830,-6.59,-6.67
401,12/05/22 04:00:00,-6.65,-6.614,-6.63,-6.549,,,
402,12/05/22 04:05:00,,,,,128.830,-6.42,-6.50
403,12/05/22 04:30:00,-6.65,-6.614,-6.59,-6.700,,,
404,12/05/22 04:35:00,,,,,128.830,-6.35,-6.48
405,12/05/22 05:00:00,-6.59,-6.549,-6.59,-6.700,,,
406,12/05/22 05:05:00,,,,,128.830,-6.46,-6.61
407,12/05/22 05:30:00,-6.42,-6.313,-6.35,-6.421,,,
408,12/05/22 05:35:00,,,,,128.830,-6.31,-6.48
409,12/05/22 06:00:00,-6.35,-6.421,-6.37,-6.592,,,
410,12/05/22 06:05:00,,,,,128.830,-6.42,-6.46
411,12/05/22 06:30:00,-6.55,-6.485,-6.55,-6.571,,,
412,12/05/22 06:35:00,,,,,128.830,-6.22,-6.29
413,12/05/22 07:00:00,-6.80,-6.807,-6.80,-6.528,,,
414,12/05/22 07:05:00,,,,,128.830,-6.35,-6.44
415,12/05/22 07:30:00,-6.59,-6.528,-6.57,-6.657,,,
416,12/05/22 07:35:00,,,,,128.830,-6.35,-6.50
417,12/05/22 08:00:00,-6.65,-6.635,-6.63,-6.528,,,
418,12/05/22 08:05:00,,,,,128.830,-6.48,-6.50
419,12/05/22 08:30:00,-6.63,-6.571,-6.57,-6.571,,,
420,12/05/22 08:35:00,,,,,128.830,-6.33,-6.42
421,12/05/22 09:00:00,-6.57,-6.592,-6.59,-6.378,,,
422,12/05/22 09:05:00,,,,,128.830,-6.31,-6.33
423,12/05/22 09:30:00,-6.89,-6.935,-6.93,-6.785,,,
424,12/05/22 09:35:00,,,,,128.830,-6.65,-6.76
425,12/05/22 10:00:00,-7.06,-7.150,-7.12,-7.021,,,
426,12/05/22 10:05:00,,,,,128.830,-6.95,-7.00
427,12/05/22 10:30:00,-7.34,-7.407,-7.40,-7.493,,,
428,12/05/22 10:35:00,,,,,128.830,-7.25,-7.30
429,12/05/22 11:00:00,-7.34,-7.407,-7.42,-7.622,,,
430,12/05/22 11:05:00,,,,,128.830,-7.38,-7.49
431,12/05/22 11:30:00,-7.10,-7.064,-7.06,-7.300,,,
432,12/05/22 11:35:00,,,,,128.830,-7.15,-7.23
433,12/05/22 12:00:00,-7.25,-7.343,-7.36,-7.386,,,
434,12/05/22 12:05:00,,,,,128.830,-7.15,-7.27
435,12/05/22 12:30:00,-7.25,-7.279,-7.30,-7.557,,,
436,12/05/22 12:35:00,,,,,128.830,-7.25,-7.38
437,12/05/22 13:00:00,-7.12,-7.150,-7.19,-7.364,,,
438,12/05/22 13:05:00,,,,,128.830,-7.10,-7.23
439,12/05/22 13:30:00,-6.80,-6.764,-6.78,-6.957,,,
440,12/05/22 13:35:00,,,,,128.830,-6.76,-6.78
441,12/05/22 14:00:00,-6.63,-6.635,-6.67,-7.086,,,
442,12/05/22 14:05:00,,,,,128.830,-6.72,-6.80
443,12/05/22 14:30:00,-6.03,-5.777,-5.86,-6.506,,,
444,12/05/22 14:35:00,,,,,128.830,-6.18,-6.27
445,12/05/22 15:00:00,-5.79,-5.606,-5.64,-6.056,,,
446,12/05/22 15:05:00,,,,,128.830,-5.84,-5.94
447,12/05/22 15:30:00,-5.26,-4.984,-5.07,-4.919,,,
448,12/05/22 15:35:00,,,,,128.830,-4.87,-4.91
449,12/05/22 16:00:00,-3.84,-3.418,-3.50,-3.161,,,
450,12/05/22 16:05:00,,,,,128.830,-3.33,-3.41
451,12/05/22 16:30:00,2.59,4.024,3.82,3.681,,,
452,12/05/22 16:35:00,,,,,128.830,2.51,4.42
453,12/05/22 17:00:00,2.76,3.724,3.71,3.231,,,
454,12/05/22 17:05:00,,,,,128.830,2.34,3.41
455,12/05/22 17:30:00,2.74,3.574,3.47,3.145,,,
456,12/05/22 17:35:00,,,,,128.830,2.57,3.43
457,12/05/22 18:00:00,2.27,2.995,2.91,2.738,,,
458,12/05/22 18:05:00,,,,,128.830,2.19,3.00
459,12/05/22 18:30:00,1.93,2.480,2.51,2.223,,,
460,12/05/22 18:35:00,,,,,128.830,1.82,2.31
461,12/05/22 19:00:00,1.37,1.858,1.86,1.558,,,
462,12/05/22 19:05:00,,,,,128.830,1.33,1.63
463,12/05/22 19:30:00,0.04,-0.008,0.04,0.593,,,
464,12/05/22 19:35:00,,,,,128.830,-0.24,0.00
465,12/05/22 20:00:00,-0.82,-0.780,-0.77,-0.801,,,
466,12/05/22 20:05:00,,,,,128.830,-0.93,-0.69
467,12/05/22 20:30:00,-1.25,-0.973,-0.95,-1.166,,,
468,12/05/22 20:35:00,,,,,128.830,-1.31,-0.99
469,12/05/22 21:00:00,-1.40,-1.252,-1.18,-1.788,,,
470,12/05/22 21:05:00,,,,,128.830,-1.50,-1.38
471,12/05/22 21:30:00,-2.02,-1.659,-1.61,-2.689,,,
472,12/05/22 21:35:00,,,,,128.830,-2.15,-1.93
473,12/05/22 22:00:00,-2.26,-1.960,-1.85,-3.118,,,
474,12/05/22 22:05:00,,,,,128.830,-2.28,-1.87
475,12/05/22 22:30:00,-2.60,-2.303,-2.21,-4.104,,,
476,12/05/22 22:35:00,,,,,128.830,-2.47,-2.32
477,12/05/22 23:00:00,-2.19,-2.045,-1.95,-4.641,,,
478,12/05/22 23:05:00,,,,,128.830,-2.21,-2.19
479,12/05/22 23:30:00,-2.53,-2.517,-2.41,-4.233,,,
480,12/05/22 23:35:00,,,,,128.830,-2.66,-2.34
481,12/06/22 00:00:00,-2.86,-2.882,-2.79,-3.997,,,
482,12/06/22 00:05:00,,,,,128.830,-3.01,-2.75
483,12/06/22 00:30:00,-3.11,-3.118,-3.05,-4.490,,,
484,12/06/22 00:35:00,,,,,128.830,-3.16,-2.96
485,12/06/22 01:00:00,-3.31,-3.289,-3.22,-5.220,,,
486,12/06/22 01:05:00,,,,,128.830,-4.40,-4.08
487,12/06/22 01:30:00,-3.35,-3.332,-3.20,-5.734,,,
488,12/06/22 01:35:00,,,,,128.830,-3.48,-3.33
489,12/06/22 02:00:00,-5.30,-5.627,-5.52,-6.528,,,
490,12/06/22 02:05:00,,,,,128.830,-5.77,-5.52
491,12/06/22 02:30:00,-4.89,-4.941,-4.94,-5.348,,,
492,12/06/22 02:35:00,,,,,128.830,-4.81,-4.61
493,12/06/22 03:00:00,-4.49,-4.405,-4.40,-4.683,,,
494,12/06/22 03:05:00,,,,,128.830,-4.31,-4.06
495,12/06/22 03:30:00,-4.14,-4.126,-4.12,-4.598,,,
496,12/06/22 03:35:00,,,,,128.830,-4.34,-4.06
497,12/06/22 04:00:00,-4.38,-4.340,-4.38,-4.962,,,
498,12/06/22 04:05:00,,,,,128.830,-4.23,-4.19
499,12/06/22 04:30:00,-4.31,-4.297,-4.29,-4.791,,,
500,12/06/22 04:35:00,,,,,128.830,-4.42,-4.29
501,12/06/22 05:00:00,-4.36,-4.190,-4.19,-4.641,,,
502,12/06/22 05:05:00,,,,,128.830,-4.23,-4.06
503,12/06/22 05:30:00,-4.31,-4.190,-4.19,-4.340,,,
504,12/06/22 05:35:00,,,,,128.830,-4.08,-3.91
505,12/06/22 06:00:00,-4.31,-4.147,-4.12,-4.726,,,
506,12/06/22 06:05:00,,,,,128.830,-4.38,-3.99
507,12/06/22 06:30:00,-4.83,-5.348,-5.07,-6.356,,,
508,12/06/22 06:35:00,,,,,128.830,-5.37,-5.97
509,12/06/22 07:00:00,-6.18,-6.635,-6.46,-7.021,,,
510,12/06/22 07:05:00,,,,,128.830,-6.22,-6.72
511,12/06/22 07:30:00,-7.00,-7.772,-7.57,-8.415,,,
512,12/06/22 07:35:00,,,,,128.830,-7.34,-7.90
513,12/06/22 08:00:00,-8.48,-9.166,-8.95,-9.960,,,
514,12/06/22 08:05:00,,,,,128.830,-8.37,-9.18
515,12/06/22 08:30:00,-9.61,-10.238,-10.13,-11.332,,,
516,12/06/22 08:35:00,,,,,128.830,-9.63,-10.66
517,12/06/22 09:00:00,-11.16,-11.976,-11.71,-12.726,,,
518,12/06/22 09:05:00,,,,,128.830,-10.94,-12.06
519,12/06/22 09:30:00,-12.23,-12.855,-12.79,-13.713,,,
520,12/06/22 09:35:00,,,,,128.830,-11.93,-12.62
521,12/06/22 10:00:00,-12.10,-12.383,-12.57,-14.356,,,
522,12/06/22 10:05:00,,,,,128.830,-13.00,-13.41
523,12/06/22 10:30:00,-11.56,-11.804,-11.71,-14.742,,,
524,12/06/22 10:35:00,,,,,128.830,-13.00,-13.04
525,12/06/22 11:00:00,-11.95,-12.104,-11.99,-15.815,,,
526,12/06/22 11:05:00,,,,,128.830,-13.09,-12.04
527,12/06/22 11:30:00,-12.32,-12.941,-12.59,-16.437,,,
528,12/06/22 11:35:00,,,,,128.830,-13.69,-13.11
529,12/06/22 12:00:00,-13.52,-14.378,-13.88,-16.780,,,
530,12/06/22 12:05:00,,,,,128.830,-14.48,-13.88
531,12/06/22 12:30:00,-13.17,-13.327,-13.04,-16.673,,,
532,12/06/22 12:35:00,,,,,128.830,-13.43,-13.92
533,12/06/22 13:00:00,-11.86,-11.911,-11.80,-16.330,,,
534,12/06/22 13:05:00,,,,,128.830,-13.88,-14.42
535,12/06/22 13:30:00,-11.91,-12.276,-12.14,-15.257,,,
536,12/06/22 13:35:00,,,,,128.830,-13.04,-13.80
537,12/06/22 14:00:00,-12.44,-12.812,-12.70,-16.308,,,
538,12/06/22 14:05:00,,,,,128.830,-13.73,-14.20
539,12/06/22 14:30:00,-13.24,-13.649,-13.41,-16.801,,,
540,12/06/22 14:35:00,,,,,128.830,-14.67,-14.76
541,12/06/22 15:00:00,-10.75,-10.667,-11.16,-15.751,,,
542,12/06/22 15:05:00,,,,,128.830,-13.75,-13.62
543,12/06/22 15:30:00,-10.75,-10.946,-10.58,-16.051,,,
544,12/06/22 15:35:00,,,,,128.830,-13.09,-13.19
545,12/06/22 16:00:00,-11.69,-11.954,-11.24,-15.944,,,
546,12/06/22 16:05:00,,,,,128.830,-12.81,-12.57
547,12/06/22 16:30:00,-12.08,-12.233,-11.59,-16.437,,,
548,12/06/22 16:35:00,,,,,128.830,-12.14,-12.04
549,12/06/22 17:00:00,-10.56,-10.710,-10.04,-14.828,,,
550,12/06/22 17:05:00,,,,,128.830,-11.05,-10.88
551,12/06/22 17:30:00,-10.04,-9.874,-9.85,-15.000,,,
552,12/06/22 17:35:00,,,,,128.830,-9.44,-9.78
553,12/06/22 18:00:00,-10.90,-10.925,-10.60,-12.362,,,
554,12/06/22 18:05:00,,,,,128.830,-10.43,-10.47
555,12/06/22 18:30:00,-8.60,-8.480,-8.58,-7.600,,,
556,12/06/22 18:35:00,,,,,128.830,-7.98,-7.36
557,12/06/22 19:00:00,-7.08,-7.000,-7.10,-7.064,,,
558,12/06/22 19:05:00,,,,,128.830,-6.93,-6.74
559,12/06/22 19:30:00,-7.10,-7.107,-7.10,-7.193,,,
560,12/06/22 19:35:00,,,,,128.830,-6.97,-6.87
561,12/06/22 20:00:00,-7.32,-7.343,-7.30,-7.364,,,
562,12/06/22 20:05:00,,,,,128.830,-7.19,-7.25
563,12/06/22 20:30:00,-7.34,-7.300,-7.34,-7.450,,,
564,12/06/22 20:35:00,,,,,128.830,-7.17,-7.12
565,12/06/22 21:00:00,-7.42,-7.407,-7.40,-7.557,,,
566,12/06/22 21:05:00,,,,,128.830,-7.36,-7.23
567,12/06/22 21:30:00,-7.23,-7.214,-7.32,-7.450,,,
568,12/06/22 21:35:00,,,,,128.830,-7.19,-6.97
569,12/06/22 22:00:00,-7.25,-7.322,-7.23,-7.386,,,
570,12/06/22 22:05:00,,,,,128.830,-7.34,-7.23
571,12/06/22 22:30:00,-7.57,-7.600,-7.57,-7.643,,,
572,12/06/22 22:35:00,,,,,128.830,-7.45,-7.10
573,12/06/22 23:00:00,-7.53,-7.579,-7.47,-7.729,,,
574,12/06/22 23:05:00,,,,,128.830,-7.51,-7.40
575,12/06/22 23:30:00,-7.85,-7.922,-7.77,-8.201,,,
576,12/06/22 23:35:00,,,,,128.830,-7.85,-7.72
577,12/07/22 00:00:00,-8.24,-8.351,-8.28,-8.437,,,
578,12/07/22 00:05:00,,,,,128.830,-8.28,-7.92
579,12/07/22 00:30:00,-8.56,-8.673,-8.63,-8.759,,,
580,12/07/22 00:35:00,,,,,128.830,-8.65,-8.45
581,12/07/22 01:00:00,-9.14,-9.316,-9.23,-9.531,,,
582,12/07/22 01:05:00,,,,,128.830,-9.12,-9.10
583,12/07/22 01:30:00,-9.29,-9.423,-9.38,-9.616,,,
584,12/07/22 01:35:00,,,,,128.830,-9.23,-8.97
585,12/07/22 02:00:00,-9.51,-9.574,-9.55,-9.681,,,
586,12/07/22 02:05:00,,,,,128.830,-9.36,-9.12
587,12/07/22 02:30:00,-9.48,-9.552,-9.51,-9.767,,,
588,12/07/22 02:35:00,,,,,128.830,-9.51,-9.31
589,12/07/22 03:00:00,-9.61,-9.638,-9.61,-10.045,,,
590,12/07/22 03:05:00,,,,,128.830,-9.70,-9.57
591,12/07/22 03:30:00,-10.04,-10.131,-9.98,-10.303,,,
592,12/07/22 03:35:00,,,,,128.830,-10.06,-10.02
593,12/07/22 04:00:00,-10.51,-10.624,-10.47,-10.839,,,
594,12/07/22 04:05:00,,,,,128.830,-10.28,-10.30
595,12/07/22 04:30:00,-10.73,-10.839,-10.71,-11.053,,,
596,12/07/22 04:35:00,,,,,128.830,-10.66,-10.68
597,12/07/22 05:00:00,-10.92,-11.075,-10.92,-11.204,,,
598,12/07/22 05:05:00,,,,,128.830,-10.81,-10.88
599,12/07/22 05:30:00,-10.86,-10.968,-10.86,-11.096,,,
600,12/07/22 05:35:00,,,,,128.830,-10.79,-10.81
601,12/07/22 06:00:00,-10.86,-11.053,-10.90,-11.118,,,
602,12/07/22 06:05:00,,,,,128.830,-10.88,-11.01
603,12/07/22 06:30:00,-10.92,-11.053,-10.96,-11.053,,,
604,12/07/22 06:35:00,,,,,128.830,-10.88,-10.90
605,12/07/22 07:00:00,-10.88,-11.053,-10.99,-11.096,,,
606,12/07/22 07:05:00,,,,,128.830,-10.88,-10.96
607,12/07/22 07:30:00,-10.81,-11.011,-10.99,-11.053,,,
608,12/07/22 07:35:00,,,,,128.830,-10.77,-10.90
609,12/07/22 08:00:00,-10.71,-10.946,-10.86,-10.989,,,
610,12/07/22 08:05:00,,,,,128.830,-10.71,-10.84
611,12/07/22 08:30:00,-10.64,-10.903,-10.77,-10.946,,,
612,12/07/22 08:35:00,,,,,128.830,-10.64,-10.73
613,12/07/22 09:00:00,-10.49,-10.560,-10.53,-9.809,,,
614,12/07/22 09:05:00,,,,,128.830,-9.78,-9.83
615,12/07/22 09:30:00,-9.76,-9.831,-9.81,-9.852,,,
616,12/07/22 09:35:00,,,,,128.830,-9.66,-9.76
617,12/07/22 10:00:00,-9.72,-9.809,-9.78,-9.917,,,
618,12/07/22 10:05:00,,,,,128.830,-9.74,-9.76
619,12/07/22 10:30:00,-9.81,-9.917,-9.89,-9.960,,,
620,12/07/22 10:35:00,,,,,128.830,-9.78,-9.76
621,12/07/22 11:00:00,-9.87,-9.895,-9.87,-9.960,,,
622,12/07/22 11:05:00,,,,,128.830,-9.85,-9.87
623,12/07/22 11:30:00,-9.70,-9.724,-9.72,-9.809,,,
624,12/07/22 11:35:00,,,,,128.830,-9.68,-9.72
625,12/07/22 12:00:00,-9.78,-9.852,-9.76,-9.809,,,
626,12/07/22 12:05:00,,,,,128.830,-9.72,-9.76
627,12/07/22 12:30:00,-9.81,-9.874,-9.76,-9.960,,,
628,12/07/22 12:35:00,,,,,128.830,-9.81,-9.85
629,12/07/22 13:00:00,-9.85,-9.938,-9.83,-10.002,,,
630,12/07/22 13:05:00,,,,,128.830,-9.89,-9.91
631,12/07/22 13:30:00,-10.26,-10.324,-10.21,-10.560,,,
632,12/07/22 13:35:00,,,,,128.830,-10.17,-10.23
633,12/07/22 14:00:00,-10.66,-10.839,-10.68,-10.968,,,
634,12/07/22 14:05:00,,,,,128.830,-10.51,-10.60
635,12/07/22 14:30:00,-11.07,-11.289,-11.09,-11.675,,,
636,12/07/22 14:35:00,,,,,128.830,-10.88,-11.05
637,12/07/22 15:00:00,-11.22,-11.418,-11.22,-11.568,,,
638,12/07/22 15:05:00,,,,,128.830,-10.79,-11.03
639,12/07/22 15:30:00,-11.01,-11.139,-11.01,-11.096,,,
640,12/07/22 15:35:00,,,,,128.830,-10.84,-11.07
641,12/07/22 16:00:00,-10.75,-10.860,-10.86,-10.968,,,
642,12/07/22 16:05:00,,,,,128.830,-10.60,-10.86
643,12/07/22 16:30:00,-10.88,-11.011,-10.92,-11.268,,,
644,12/07/22 16:35:00,,,,,128.830,-10.94,-11.09
645,12/07/22 17:00:00,-11.35,-11.525,-11.37,-11.804,,,
646,12/07/22 17:05:00,,,,,128.830,-11.78,-11.80
647,12/07/22 17:30:00,-11.35,-11.547,-11.39,-11.354,,,
648,12/07/22 17:35:00,,,,,128.830,-11.33,-11.39
649,12/07/22 18:00:00,-11.01,-11.096,-11.01,-11.204,,,
650,12/07/22 18:05:00,,,,,128.830,-10.86,-10.66
651,12/07/22 18:30:00,-10.86,-10.925,-10.86,-10.925,,,
652,12/07/22 18:35:00,,,,,128.830,-10.51,-10.21
653,12/07/22 19:00:00,-10.32,-10.346,-10.36,-9.745,,,
654,12/07/22 19:05:00,,,,,128.830,-9.74,-9.57
655,12/07/22 19:30:00,-9.66,-9.724,-9.70,-9.745,,,
656,12/07/22 19:35:00,,,,,128.830,-9.57,-9.57
657,12/07/22 20:00:00,-9.78,-9.874,-9.81,-9.981,,,
658,12/07/22 20:05:00,,,,,128.830,-9.76,-9.87
659,12/07/22 20:30:00,-9.96,-10.045,-9.96,-10.110,,,
660,12/07/22 20:35:00,,,,,128.830,-9.87,-9.96
661,12/07/22 21:00:00,-10.06,-10.196,-10.06,-10.260,,,
662,12/07/22 21:05:00,,,,,128.830,-10.04,-10.02
663,12/07/22 21:30:00,-10.17,-10.238,-10.21,-10.303,,,
664,12/07/22 21:35:00,,,,,128.830,-10.06,-10.15
665,12/07/22 22:00:00,-10.08,-10.153,-10.15,-10.196,,,
666,12/07/22 22:05:00,,,,,128.830,-9.98,-9.96
667,12/07/22 22:30:00,-10.02,-10.088,-10.02,-10.217,,,
668,12/07/22 22:35:00,,,,,128.830,-9.93,-9.83
669,12/07/22 23:00:00,-9.96,-10.045,-9.98,-10.088,,,
670,12/07/22 23:05:00,,,,,128.830,-9.93,-9.81
671,12/07/22 23:30:00,-9.89,-10.002,-9.91,-10.002,,,
672,12/07/22 23:35:00,,,,,128.830,-9.76,-9.46
673,12/08/22 00:00:00,-9.81,-9.938,-9.83,-9.874,,,
674,12/08/22 00:05:00,,,,,128.830,-9.68,-9.46
675,12/08/22 00:30:00,-9.72,-9.809,-9.76,-9.809,,,
676,12/08/22 00:35:00,,,,,128.830,-9.72,-9.63
677,12/08/22 01:00:00,-9.93,-10.002,-9.96,-10.281,,,
678,12/08/22 01:05:00,,,,,128.830,-10.08,-10.02
679,12/08/22 01:30:00,-10.15,-10.238,-10.17,-10.303,,,
680,12/08/22 01:35:00,,,,,128.830,-10.13,-9.85
681,12/08/22 02:00:00,-10.13,-10.196,-10.13,-10.217,,,
682,12/08/22 02:05:00,,,,,128.830,-10.08,-9.78
683,12/08/22 02:30:00,-10.17,-10.196,-10.17,-10.153,,,
684,12/08/22 02:35:00,,,,,128.830,-10.08,-9.76
685,12/08/22 03:00:00,-9.96,-10.024,-10.00,-10.002,,,
686,12/08/22 03:05:00,,,,,128.830,-9.91,-9.78
687,12/08/22 03:30:00,-9.81,-9.874,-9.83,-9.874,,,
688,12/08/22 03:35:00,,,,,128.830,-9.76,-9.61
689,12/08/22 04:00:00,-9.76,-9.831,-9.81,-9.874,,,
690,12/08/22 04:05:00,,,,,128.830,-9.74,-9.48
691,12/08/22 04:30:00,-9.74,-9.788,-9.78,-9.874,,,
692,12/08/22 04:35:00,,,,,128.830,-9.63,-9.40
693,12/08/22 05:00:00,-9.93,-10.002,-9.93,-10.088,,,
694,12/08/22 05:05:00,,,,,128.830,-9.85,-9.66
695,12/08/22 05:30:00,-10.04,-10.088,-10.04,-10.153,,,
696,12/08/22 05:35:00,,,,,128.830,-10.00,-9.74
697,12/08/22 06:00:00,-10.06,-10.088,-10.06,-10.153,,,
698,12/08/22 06:05:00,,,,,128.830,-10.02,-9.78
699,12/08/22 06:30:00,-10.11,-10.153,-10.13,-10.238,,,
700,12/08/22 06:35:00,,,,,128.830,-10.06,-9.87
701,12/08/22 07:00:00,-10.21,-10.238,-10.19,-10.238,,,
702,12/08/22 07:05:00,,,,,128.830,-10.06,-9.93
703,12/08/22 07:30:00,-10.28,-10.346,-10.32,-10.367,,,
704,12/08/22 07:35:00,,,,,128.830,-10.30,-10.19
705,12/08/22 08:00:00,-10.49,-10.560,-10.49,-10.496,,,
706,12/08/22 08:05:00,,,,,128.830,-10.38,-10.38
707,12/08/22 08:30:00,-10.43,-10.539,-10.51,-10.496,,,
708,12/08/22 08:35:00,,,,,128.830,-10.47,-10.08
709,12/08/22 09:00:00,-10.64,-10.775,-10.64,-10.775,,,
710,12/08/22 09:05:00,,,,,128.830,-10.60,-10.34
711,12/08/22 09:30:00,-10.77,-10.903,-10.75,-11.096,,,
712,12/08/22 09:35:00,,,,,128.830,-10.62,-10.51
713,12/08/22 10:00:00,-10.92,-10.989,-10.86,-11.289,,,
714,12/08/22 10:05:00,,,,,128.830,-10.75,-10.56
715,12/08/22 10:30:00,-11.09,-11.182,-11.01,-11.461,,,
716,12/08/22 10:35:00,,,,,128.830,-11.03,-10.68
717,12/08/22 11:00:00,-11.26,-11.397,-11.22,-11.440,,,
718,12/08/22 11:05:00,,,,,128.830,-11.09,-10.86
719,12/08/22 11:30:00,-11.35,-11.504,-11.35,-11.547,,,
720,12/08/22 11:35:00,,,,,128.830,-11.22,-10.99
721,12/08/22 12:00:00,-11.65,-11.783,-11.63,-11.547,,,
722,12/08/22 12:05:00,,,,,128.830,-11.59,-11.37
723,12/08/22 12:30:00,-11.99,-12.190,-12.10,-12.061,,,
724,12/08/22 12:35:00,,,,,128.830,-11.86,-11.59
725,12/08/22 13:00:00,-11.99,-12.083,-12.06,-12.512,,,
726,12/08/22 13:05:00,,,,,128.830,-12.23,-12.14
727,12/08/22 13:30:00,-11.80,-11.890,-11.84,-11.590,,,
728,12/08/22 13:35:00,,,,,128.830,-11.50,-11.35
729,12/08/22 14:00:00,-11.07,-11.182,-11.16,-11.375,,,
730,12/08/22 14:05:00,,,,,128.830,-10.92,-10.60
731,12/08/22 14:30:00,-11.01,-11.096,-11.03,-11.289,,,
732,12/08/22 14:35:00,,,,,128.830,-11.01,-10.64
733,12/08/22 15:00:00,-11.01,-11.139,-11.03,-11.697,,,
734,12/08/22 15:05:00,,,,,128.830,-11.05,-10.68
735,12/08/22 15:30:00,-11.50,-11.675,-11.56,-13.005,,,
736,12/08/22 15:35:00,,,,,128.830,-11.63,-11.39
737,12/08/22 16:00:00,-12.12,-12.319,-12.21,-13.649,,,
738,12/08/22 16:05:00,,,,,128.830,-11.99,-11.97
739,12/08/22 16:30:00,-12.04,-12.169,-12.01,-14.314,,,
740,12/08/22 16:35:00,,,,,128.830,-12.21,-12.29
741,12/08/22 17:00:00,-11.89,-11.976,-11.91,-14.249,,,
742,12/08/22 17:05:00,,,,,128.830,-11.97,-11.91
743,12/08/22 17:30:00,-12.01,-12.147,-11.93,-12.533,,,
744,12/08/22 17:35:00,,,,,128.830,-12.21,-12.29
745,12/08/22 18:00:00,-12.10,-12.190,-12.10,-12.683,,,
746,12/08/22 18:05:00,,,,,128.830,-12.04,-11.95
747,12/08/22 18:30:00,-12.10,-12.169,-12.06,-14.056,,,
748,12/08/22 18:35:00,,,,,128.830,-12.21,-12.27
749,12/08/22 19:00:00,-11.97,-12.019,-11.84,-12.362,,,
750,12/08/22 19:05:00,,,,,128.830,-12.06,-11.99
751,12/08/22 19:30:00,-11.67,-11.783,-11.61,-12.576,,,
752,12/08/22 19:35:00,,,,,128.830,-11.67,-11.35
753,12/08/22 20:00:00,-11.74,-11.954,-11.76,-12.319,,,
754,12/08/22 20:05:00,,,,,128.830,-11.78,-11.44
755,12/08/22 20:30:00,-11.97,-12.212,-11.95,-12.383,,,
756,12/08/22 20:35:00,,,,,128.830,-11.97,-11.67
757,12/08/22 21:00:00,-11.93,-12.212,-11.93,-12.555,,,
758,12/08/22 21:05:00,,,,,128.830,-12.08,-11.78
759,12/08/22 21:30:00,-11.84,-12.126,-11.89,-12.555,,,
760,12/08/22 21:35:00,,,,,128.830,-12.14,-12.01
761,12/08/22 22:00:00,-11.65,-11.954,-11.78,-12.641,,,
762,12/08/22 22:05:00,,,,,128.830,-12.42,-12.23
763,12/08/22 22:30:00,-11.54,-11.911,-11.76,-12.748,,,
764,12/08/22 22:35:00,,,,,128.830,-12.06,-12.19
765,12/08/22 23:00:00,-11.35,-11.954,-11.89,-12.791,,,
766,12/08/22 23:05:00,,,,,128.830,-12.21,-11.97
767,12/08/22 23:30:00,-11.29,-11.911,-11.80,-12.748,,,
768,12/08/22 23:35:00,,,,,128.830,-12.10,-11.86
769,12/09/22 00:00:00,-11.48,-11.976,-11.76,-12.705,,,
770,12/09/22 00:05:00,,,,,128.830,-11.99,-12.12
771,12/09/22 00:30:00,-11.52,-11.976,-11.89,-12.598,,,
772,12/09/22 00:35:00,,,,,128.830,-11.91,-12.12
773,12/09/22 01:00:00,-11.63,-12.040,-11.97,-12.512,,,
774,12/09/22 01:05:00,,,,,128.830,-12.01,-12.14
775,12/09/22 01:30:00,-11.80,-12.255,-12.10,-12.769,,,
776,12/09/22 01:35:00,,,,,128.830,-12.06,-12.14
777,12/09/22 02:00:00,-11.80,-12.255,-12.14,-13.005,,,
778,12/09/22 02:05:00,,,,,128.830,-12.06,-12.21
779,12/09/22 02:30:00,-12.08,-12.641,-12.25,-13.198,,,
780,12/09/22 02:35:00,,,,,128.830,-12.53,-12.57
781,12/09/22 03:00:00,-12.14,-12.726,-12.57,-13.413,,,
782,12/09/22 03:05:00,,,,,128.830,-12.68,-13.00
783,12/09/22 03:30:00,-12.44,-12.898,-12.89,-13.606,,,
784,12/09/22 03:35:00,,,,,128.830,-12.81,-13.26
785,12/09/22 04:00:00,-12.70,-13.134,-13.00,-14.035,,,
786,12/09/22 04:05:00,,,,,128.830,-12.68,-13.22
787,12/09/22 04:30:00,-12.47,-13.177,-13.15,-13.799,,,
788,12/09/22 04:35:00,,,,,128.830,-12.92,-13.30
789,12/09/22 05:00:00,-12.92,-13.477,-13.41,-14.206,,,
790,12/09/22 05:05:00,,,,,128.830,-13.58,-13.37
791,12/09/22 05:30:00,-12.77,-13.284,-13.07,-14.828,,,
792,12/09/22 05:35:00,,,,,128.830,-13.52,-13.26
793,12/09/22 06:00:00,-12.70,-12.984,-12.74,-14.399,,,
794,12/09/22 06:05:00,,,,,128.830,-13.41,-13.32
795,12/09/22 06:30:00,-13.09,-13.370,-13.09,-13.949,,,
796,12/09/22 06:35:00,,,,,128.830,-13.30,-13.28
797,12/09/22 07:00:00,-13.09,-13.391,-13.13,-13.606,,,
798,12/09/22 07:05:00,,,,,128.830,-13.15,-12.85
