Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
7847,11/20/22 14:10:00,,,,,,,1,1,,,,,,,,
7848,11/20/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7849,11/20/22 14:40:00,,,,,,,1,1,,,,,,,,
7850,11/20/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7851,11/20/22 15:10:00,,,,,,,1,1,,,,,,,,
7852,11/20/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7853,11/20/22 15:40:00,,,,,,,1,1,,,,,,,,
7854,11/20/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7855,11/20/22 16:10:00,,,,,,,1,1,,,,,,,,
7856,11/20/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7857,11/20/22 16:40:00,,,,,,,1,1,,,,,,,,
7858,11/20/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7859,11/20/22 17:10:00,,,,,,,1,1,,,,,,,,
7860,11/20/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7861,11/20/22 17:40:00,,,,,,,1,1,,,,,,,,
7862,11/20/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7863,11/20/22 18:10:00,,,,,,,1,1,,,,,,,,
7864,11/20/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7865,11/20/22 18:40:00,,,,,,,1,1,,,,,,,,
7866,11/20/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7867,11/20/22 19:10:00,,,,,,,1,1,,,,,,,,
7868,11/20/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7869,11/20/22 19:40:00,,,,,,,1,1,,,,,,,,
7870,11/20/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7871,11/20/22 20:10:00,,,,,,,1,1,,,,,,,,
7872,11/20/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7873,11/20/22 20:40:00,,,,,,,1,1,,,,,,,,
7874,11/20/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7875,11/20/22 21:10:00,,,,,,,1,1,,,,,,,,
7876,11/20/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7877,11/20/22 21:40:00,,,,,,,1,1,,,,,,,,
7878,11/20/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7879,11/20/22 22:10:00,,,,,,,1,1,,,,,,,,
7880,11/20/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7881,11/20/22 22:40:00,,,,,,,1,1,,,,,,,,
7882,11/20/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7883,11/20/22 23:10:00,,,,,,,1,1,,,,,,,,
7884,11/20/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7885,11/20/22 23:40:00,,,,,,,1,1,,,,,,,,
7886,11/21/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7887,11/21/22 00:10:00,,,,,,,1,1,,,,,,,,
7888,11/21/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7889,11/21/22 00:40:00,,,,,,,1,1,,,,,,,,
7890,11/21/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7891,11/21/22 01:10:00,,,,,,,1,1,,,,,,,,
7892,11/21/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7893,11/21/22 01:40:00,,,,,,,1,1,,,,,,,,
7894,11/21/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7895,11/21/22 02:10:00,,,,,,,1,1,,,,,,,,
7896,11/21/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7897,11/21/22 02:40:00,,,,,,,1,1,,,,,,,,
7898,11/21/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7899,11/21/22 03:10:00,,,,,,,1,1,,,,,,,,
7900,11/21/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7901,11/21/22 03:40:00,,,,,,,1,1,,,,,,,,
7902,11/21/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7903,11/21/22 04:10:00,,,,,,,1,1,,,,,,,,
7904,11/21/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7905,11/21/22 04:40:00,,,,,,,1,1,,,,,,,,
7906,11/21/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7907,11/21/22 05:10:00,,,,,,,1,1,,,,,,,,
7908,11/21/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7909,11/21/22 05:40:00,,,,,,,1,1,,,,,,,,
7910,11/21/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7911,11/21/22 06:10:00,,,,,,,1,1,,,,,,,,
7912,11/21/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7913,11/21/22 06:40:00,,,,,,,1,1,,,,,,,,
7914,11/21/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7915,11/21/22 07:10:00,,,,,,,1,1,,,,,,,,
7916,11/21/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7917,11/21/22 07:40:00,,,,,,,1,1,,,,,,,,
7918,11/21/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7919,11/21/22 08:10:00,,,,,,,1,1,,,,,,,,
7920,11/21/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7921,11/21/22 08:40:00,,,,,,,1,1,,,,,,,,
7922,11/21/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7923,11/21/22 09:10:00,,,,,,,1,1,,,,,,,,
7924,11/21/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7925,11/21/22 09:40:00,,,,,,,1,1,,,,,,,,
7926,11/21/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7927,11/21/22 10:10:00,,,,,,,1,1,,,,,,,,
7928,11/21/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7929,11/21/22 10:40:00,,,,,,,1,1,,,,,,,,
7930,11/21/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7931,11/21/22 11:10:00,,,,,,,1,1,,,,,,,,
7932,11/21/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7933,11/21/22 11:40:00,,,,,,,1,1,,,,,,,,
7934,11/21/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7935,11/21/22 12:10:00,,,,,,,1,1,,,,,,,,
7936,11/21/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7937,11/21/22 12:40:00,,,,,,,1,1,,,,,,,,
7938,11/21/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7939,11/21/22 13:10:00,,,,,,,1,1,,,,,,,,
7940,11/21/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7941,11/21/22 13:40:00,,,,,,,1,1,,,,,,,,
7942,11/21/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7943,11/21/22 14:10:00,,,,,,,1,1,,,,,,,,
7944,11/21/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7945,11/21/22 14:40:00,,,,,,,1,1,,,,,,,,
7946,11/21/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7947,11/21/22 15:10:00,,,,,,,1,1,,,,,,,,
7948,11/21/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7949,11/21/22 15:40:00,,,,,,,1,1,,,,,,,,
7950,11/21/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7951,11/21/22 16:10:00,,,,,,,1,1,,,,,,,,
7952,11/21/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7953,11/21/22 16:40:00,,,,,,,1,1,,,,,,,,
7954,11/21/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7955,11/21/22 17:10:00,,,,,,,1,1,,,,,,,,
7956,11/21/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7957,11/21/22 17:40:00,,,,,,,1,1,,,,,,,,
7958,11/21/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7959,11/21/22 18:10:00,,,,,,,1,1,,,,,,,,
7960,11/21/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7961,11/21/22 18:40:00,,,,,,,1,1,,,,,,,,
7962,11/21/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7963,11/21/22 19:10:00,,,,,,,1,1,,,,,,,,
7964,11/21/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7965,11/21/22 19:40:00,,,,,,,1,1,,,,,,,,
7966,11/21/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7967,11/21/22 20:10:00,,,,,,,1,1,,,,,,,,
7968,11/21/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7969,11/21/22 20:40:00,,,,,,,1,1,,,,,,,,
7970,11/21/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7971,11/21/22 21:10:00,,,,,,,1,1,,,,,,,,
7972,11/21/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7973,11/21/22 21:40:00,,,,,,,1,1,,,,,,,,
7974,11/21/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7975,11/21/22 22:10:00,,,,,,,1,1,,,,,,,,
7976,11/21/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,2,1,,2
7977,11/21/22 22:40:00,,,,,,,1,1,,,,,,,,
7978,11/21/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,2
7979,11/21/22 23:10:00,,,,,,,1,1,,,,,,,,
7980,11/21/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7981,11/21/22 23:40:00,,,,,,,1,1,,,,,,,,
7982,11/22/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7983,11/22/22 00:10:00,,,,,,,1,1,,,,,,,,
7984,11/22/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7985,11/22/22 00:40:00,,,,,,,1,1,,,,,,,,
7986,11/22/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7987,11/22/22 01:10:00,,,,,,,1,1,,,,,,,,
7988,11/22/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7989,11/22/22 01:40:00,,,,,,,1,1,,,,,,,,
7990,11/22/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7991,11/22/22 02:10:00,,,,,,,1,1,,,,,,,,
7992,11/22/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7993,11/22/22 02:40:00,,,,,,,1,1,,,,,,,,
7994,11/22/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7995,11/22/22 03:10:00,,,,,,,1,1,,,,,,,,
7996,11/22/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7997,11/22/22 03:40:00,,,,,,,1,1,,,,,,,,
7998,11/22/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
7999,11/22/22 04:10:00,,,,,,,1,1,,,,,,,,
8000,11/22/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8001,11/22/22 04:40:00,,,,,,,1,1,,,,,,,,
8002,11/22/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8003,11/22/22 05:10:00,,,,,,,1,1,,,,,,,,
8004,11/22/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8005,11/22/22 05:40:00,,,,,,,1,1,,,,,,,,
8006,11/22/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8007,11/22/22 06:10:00,,,,,,,1,1,,,,,,,,
8008,11/22/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8009,11/22/22 06:40:00,,,,,,,1,1,,,,,,,,
8010,11/22/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8011,11/22/22 07:10:00,,,,,,,1,1,,,,,,,,
8012,11/22/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8013,11/22/22 07:40:00,,,,,,,1,1,,,,,,,,
8014,11/22/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8015,11/22/22 08:10:00,,,,,,,1,1,,,,,,,,
8016,11/22/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8017,11/22/22 08:40:00,,,,,,,1,1,,,,,,,,
8018,11/22/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8019,11/22/22 09:10:00,,,,,,,1,1,,,,,,,,
8020,11/22/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8021,11/22/22 09:40:00,,,,,,,1,1,,,,,,,,
8022,11/22/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8023,11/22/22 10:10:00,,,,,,,1,1,,,,,,,,
8024,11/22/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8025,11/22/22 10:40:00,,,,,,,1,1,,,,,,,,
8026,11/22/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8027,11/22/22 11:10:00,,,,,,,1,1,,,,,,,,
8028,11/22/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8029,11/22/22 11:40:00,,,,,,,1,1,,,,,,,,
8030,11/22/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8031,11/22/22 12:10:00,,,,,,,1,1,,,,,,,,
8032,11/22/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8033,11/22/22 12:40:00,,,,,,,1,1,,,,,,,,
8034,11/22/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8035,11/22/22 13:10:00,,,,,,,1,1,,,,,,,,
8036,11/22/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8037,11/22/22 13:40:00,,,,,,,1,1,,,,,,,,
8038,11/22/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8039,11/22/22 14:10:00,,,,,,,1,1,,,,,,,,
8040,11/22/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8041,11/22/22 14:40:00,,,,,,,1,1,,,,,,,,
8042,11/22/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8043,11/22/22 15:10:00,,,,,,,1,1,,,,,,,,
8044,11/22/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8045,11/22/22 15:40:00,,,,,,,1,1,,,,,,,,
8046,11/22/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8047,11/22/22 16:10:00,,,,,,,1,1,,,,,,,,
8048,11/22/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8049,11/22/22 16:40:00,,,,,,,1,1,,,,,,,,
8050,11/22/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8051,11/22/22 17:10:00,,,,,,,1,1,,,,,,,,
8052,11/22/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8053,11/22/22 17:40:00,,,,,,,1,1,,,,,,,,
8054,11/22/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8055,11/22/22 18:10:00,,,,,,,1,1,,,,,,,,
8056,11/22/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8057,11/22/22 18:40:00,,,,,,,1,1,,,,,,,,
8058,11/22/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8059,11/22/22 19:10:00,,,,,,,1,1,,,,,,,,
8060,11/22/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8061,11/22/22 19:40:00,,,,,,,1,1,,,,,,,,
8062,11/22/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8063,11/22/22 20:10:00,,,,,,,1,1,,,,,,,,
8064,11/22/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8065,11/22/22 20:40:00,,,,,,,1,1,,,,,,,,
8066,11/22/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8067,11/22/22 21:10:00,,,,,,,1,1,,,,,,,,
8068,11/22/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8069,11/22/22 21:40:00,,,,,,,1,1,,,,,,,,
8070,11/22/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8071,11/22/22 22:10:00,,,,,,,1,1,,,,,,,,
8072,11/22/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8073,11/22/22 22:40:00,,,,,,,1,1,,,,,,,,
8074,11/22/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8075,11/22/22 23:10:00,,,,,,,1,1,,,,,,,,
8076,11/22/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8077,11/22/22 23:40:00,,,,,,,1,1,,,,,,,,
8078,11/23/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8079,11/23/22 00:10:00,,,,,,,1,1,,,,,,,,
8080,11/23/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8081,11/23/22 00:40:00,,,,,,,1,1,,,,,,,,
8082,11/23/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8083,11/23/22 01:05:00,,,,,,,,1,,,,,,,,
8084,11/23/22 01:30:00,1,,1,1,,1,,,1,1,1,1,1,1,,1
8085,11/23/22 01:35:00,,,,,,,1,1,,,,,,,,
8086,11/23/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8087,11/23/22 02:05:00,,,,,,,1,1,,,,,,,,
8088,11/23/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8089,11/23/22 02:35:00,,,,,,,1,1,,,,,,,,
8090,11/23/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8091,11/23/22 03:05:00,,,,,,,1,1,,,,,,,,
8092,11/23/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8093,11/23/22 03:35:00,,,,,,,1,1,,,,,,,,
8094,11/23/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8095,11/23/22 04:05:00,,,,,,,1,1,,,,,,,,
8096,11/23/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8097,11/23/22 04:35:00,,,,,,,1,1,,,,,,,,
8098,11/23/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8099,11/23/22 05:05:00,,,,,,,1,1,,,,,,,,
8100,11/23/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8101,11/23/22 05:35:00,,,,,,,1,1,,,,,,,,
8102,11/23/22 06:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8103,11/23/22 06:05:00,,,,,,,1,1,,,,,,,,
8104,11/23/22 06:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8105,11/23/22 06:35:00,,,,,,,1,1,,,,,,,,
8106,11/23/22 07:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8107,11/23/22 07:05:00,,,,,,,1,1,,,,,,,,
8108,11/23/22 07:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8109,11/23/22 07:35:00,,,,,,,1,1,,,,,,,,
8110,11/23/22 08:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8111,11/23/22 08:05:00,,,,,,,1,1,,,,,,,,
8112,11/23/22 08:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8113,11/23/22 08:35:00,,,,,,,1,1,,,,,,,,
8114,11/23/22 09:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8115,11/23/22 09:05:00,,,,,,,1,1,,,,,,,,
8116,11/23/22 09:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8117,11/23/22 09:35:00,,,,,,,1,1,,,,,,,,
8118,11/23/22 10:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8119,11/23/22 10:05:00,,,,,,,1,1,,,,,,,,
8120,11/23/22 10:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8121,11/23/22 10:35:00,,,,,,,1,1,,,,,,,,
8122,11/23/22 11:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8123,11/23/22 11:05:00,,,,,,,1,1,,,,,,,,
8124,11/23/22 11:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8125,11/23/22 11:35:00,,,,,,,1,1,,,,,,,,
8126,11/23/22 12:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8127,11/23/22 12:05:00,,,,,,,1,1,,,,,,,,
8128,11/23/22 12:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8129,11/23/22 12:35:00,,,,,,,1,1,,,,,,,,
8130,11/23/22 13:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8131,11/23/22 13:05:00,,,,,,,1,1,,,,,,,,
8132,11/23/22 13:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8133,11/23/22 13:35:00,,,,,,,1,1,,,,,,,,
8134,11/23/22 14:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8135,11/23/22 14:05:00,,,,,,,1,1,,,,,,,,
8136,11/23/22 14:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8137,11/23/22 14:35:00,,,,,,,1,1,,,,,,,,
8138,11/23/22 15:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8139,11/23/22 15:05:00,,,,,,,1,1,,,,,,,,
8140,11/23/22 15:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8141,11/23/22 15:35:00,,,,,,,1,1,,,,,,,,
8142,11/23/22 16:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8143,11/23/22 16:05:00,,,,,,,1,1,,,,,,,,
8144,11/23/22 16:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8145,11/23/22 16:35:00,,,,,,,1,1,,,,,,,,
8146,11/23/22 17:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8147,11/23/22 17:05:00,,,,,,,1,1,,,,,,,,
8148,11/23/22 17:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8149,11/23/22 17:35:00,,,,,,,1,1,,,,,,,,
8150,11/23/22 18:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8151,11/23/22 18:05:00,,,,,,,1,1,,,,,,,,
8152,11/23/22 18:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8153,11/23/22 18:35:00,,,,,,,1,1,,,,,,,,
8154,11/23/22 19:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8155,11/23/22 19:05:00,,,,,,,1,1,,,,,,,,
8156,11/23/22 19:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8157,11/23/22 19:35:00,,,,,,,1,1,,,,,,,,
8158,11/23/22 20:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8159,11/23/22 20:05:00,,,,,,,1,1,,,,,,,,
8160,11/23/22 20:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8161,11/23/22 20:35:00,,,,,,,1,1,,,,,,,,
8162,11/23/22 21:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8163,11/23/22 21:05:00,,,,,,,1,1,,,,,,,,
8164,11/23/22 21:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8165,11/23/22 21:35:00,,,,,,,1,1,,,,,,,,
8166,11/23/22 22:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8167,11/23/22 22:05:00,,,,,,,1,1,,,,,,,,
8168,11/23/22 22:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8169,11/23/22 22:35:00,,,,,,,1,1,,,,,,,,
8170,11/23/22 23:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8171,11/23/22 23:05:00,,,,,,,1,1,,,,,,,,
8172,11/23/22 23:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8173,11/23/22 23:35:00,,,,,,,1,1,,,,,,,,
8174,11/24/22 00:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8175,11/24/22 00:05:00,,,,,,,1,1,,,,,,,,
8176,11/24/22 00:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8177,11/24/22 00:35:00,,,,,,,1,1,,,,,,,,
8178,11/24/22 01:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8179,11/24/22 01:05:00,,,,,,,1,1,,,,,,,,
8180,11/24/22 01:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8181,11/24/22 01:35:00,,,,,,,1,1,,,,,,,,
8182,11/24/22 02:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8183,11/24/22 02:05:00,,,,,,,1,1,,,,,,,,
8184,11/24/22 02:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8185,11/24/22 02:35:00,,,,,,,1,1,,,,,,,,
8186,11/24/22 03:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8187,11/24/22 03:05:00,,,,,,,1,1,,,,,,,,
8188,11/24/22 03:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8189,11/24/22 03:35:00,,,,,,,1,1,,,,,,,,
8190,11/24/22 04:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8191,11/24/22 04:05:00,,,,,,,1,1,,,,,,,,
8192,11/24/22 04:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8193,11/24/22 04:35:00,,,,,,,1,1,,,,,,,,
8194,11/24/22 05:00:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
8195,11/24/22 05:05:00,,,,,,,1,1,,,,,,,,
8196,11/24/22 05:30:00,1,1,1,1,,1,,,1,1,1,1,1,1,,1
