Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
3185,08/30/24 09:40:00,,,,,,,,,,1
3186,08/30/24 10:00:00,1,1,,1,1,1,1,1,1,
3187,08/30/24 10:40:00,,,,,,,,,,1
3188,08/30/24 11:00:00,1,1,,1,1,1,1,1,1,
3189,08/30/24 11:40:00,,,,,,,,,,1
3190,08/30/24 12:00:00,1,1,,1,1,1,1,1,1,
3191,08/30/24 12:40:00,,,,,,,,,,1
3192,08/30/24 13:00:00,1,1,,1,1,1,1,1,1,
3193,08/30/24 13:40:00,,,,,,,,,,1
3194,08/30/24 14:00:00,1,1,,1,1,1,1,1,1,
3195,08/30/24 14:40:00,,,,,,,,,,2
3196,08/30/24 15:00:00,3,1,,1,1,1,2,1,1,
3197,08/30/24 15:40:00,,,,,,,,,,19
3198,08/30/24 16:00:00,16,8,,12,6,7,11,12,13,
3199,08/30/24 16:40:00,,,,,,,,,,43
3200,08/30/24 17:00:00,41,18,,29,17,19,34,26,28,
3201,08/30/24 17:40:00,,,,,,,,,,81
3202,08/30/24 18:00:00,49,34,,52,31,36,62,48,53,
3203,08/30/24 18:40:00,,,,,,,,,,86
3204,08/30/24 19:00:00,54,39,,62,36,46,56,59,66,
3205,08/30/24 19:40:00,,,,,,,,,,118
3206,08/30/24 20:00:00,77,53,,86,51,63,72,78,88,
3207,08/30/24 20:40:00,,,,,,,,,,196
3208,08/30/24 21:00:00,157,92,,132,91,92,149,117,138,
3209,08/30/24 21:40:00,,,,,,,,,,148
3210,08/30/24 22:00:00,137,86,,132,82,98,146,121,141,
3211,08/30/24 22:40:00,,,,,,,,,,153
3212,08/30/24 23:00:00,222,108,,176,121,139,232,156,192,
3213,08/30/24 23:40:00,,,,,,,,,,332
3214,08/31/24 00:00:00,169,109,,257,304,236,162,166,326,
