Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5"
309,09/07/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
310,09/07/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
311,09/07/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
312,09/07/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
313,09/07/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
314,09/07/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
315,09/07/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
316,09/07/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
317,09/07/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
318,09/07/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
319,09/07/22 15:00:00,2,1,1,,1,1,2,1,,,,,,,2,-888.88,
320,09/07/22 15:30:00,6,4,2,,1,2,7,4,,,,,,,7,-888.88,
321,09/07/22 16:00:00,18,14,8,,4,7,19,13,,,,,,,21,-888.88,
322,09/07/22 16:30:00,33,22,17,,12,14,33,27,,,,,,,33,-888.88,
323,09/07/22 17:00:00,52,38,26,,18,22,62,47,,,,,,,66,-888.88,
324,09/07/22 17:30:00,68,57,28,,24,26,87,61,,,,,,,73,-888.88,
325,09/07/22 18:00:00,282,111,17,,31,18,336,118,,,,,,,117,-888.88,
326,09/07/22 18:30:00,262,206,14,,23,14,331,201,,,,,,,282,-888.88,
327,09/07/22 19:00:00,89,347,18,,33,14,147,231,,,,,,,332,-888.88,
328,09/07/22 19:30:00,371,401,24,,124,27,233,302,,,,,,,397,-888.88,
329,09/07/22 20:00:00,366,324,24,,271,29,526,321,,,,,,,413,-888.88,
330,09/07/22 20:30:00,383,464,17,,441,14,546,374,,,,,,,407,-888.88,
331,09/07/22 21:00:00,404,466,14,,486,14,556,394,,,,,,,428,-888.88,
332,09/07/22 21:30:00,414,452,14,,514,14,563,417,,,,,,,446,-888.88,
333,09/07/22 22:00:00,81,434,14,,537,17,157,428,,,,,,,453,-888.88,
334,09/07/22 22:30:00,358,63,14,,562,33,97,399,,,,,,,522,-888.88,
335,09/07/22 23:00:00,418,31,16,,561,29,47,381,,,,,,,437,-888.88,
336,09/07/22 23:30:00,241,63,28,,438,129,118,311,,,,,,,258,-888.88,
337,09/08/22 00:00:00,131,58,27,,238,84,33,133,,,,,,,214,-888.88,
338,09/08/22 00:30:00,362,26,21,,322,136,26,196,,,,,,,403,-888.88,
339,09/08/22 01:00:00,136,27,37,,351,74,64,281,,,,,,,413,-888.88,
340,09/08/22 01:30:00,121,57,58,,132,106,87,138,,,,,,,169,-888.88,
341,09/08/22 02:00:00,94,52,59,,114,96,72,122,,,,,,,134,-888.88,
342,09/08/22 02:30:00,92,42,52,,104,134,52,154,,,,,,,359,-888.88,
343,09/08/22 03:00:00,21,27,36,,273,224,19,182,,,,,,,218,-888.88,
344,09/08/22 03:30:00,17,13,109,,191,167,13,37,,,,,,,94,-888.88,
345,09/08/22 04:00:00,37,11,82,,59,84,16,19,,,,,,,39,-888.88,
346,09/08/22 04:30:00,21,12,43,,28,58,11,27,,,,,,,43,-888.88,
347,09/08/22 05:00:00,8,6,13,,11,14,7,16,,,,,,,14,-888.88,
348,09/08/22 05:30:00,3,2,4,,3,4,2,6,,,,,,,4,-888.88,
349,09/08/22 06:00:00,1,1,1,,1,1,1,2,,,,,,,1,-888.88,
350,09/08/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
351,09/08/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
352,09/08/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
353,09/08/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
354,09/08/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
355,09/08/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
356,09/08/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
357,09/08/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
358,09/08/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
359,09/08/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
360,09/08/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
361,09/08/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
362,09/08/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
363,09/08/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
364,09/08/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
365,09/08/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
366,09/08/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
367,09/08/22 15:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
368,09/08/22 15:30:00,4,1,1,,1,1,6,2,,,,,,,6,-888.88,
369,09/08/22 16:00:00,8,4,4,,3,4,8,6,,,,,,,12,-888.88,
370,09/08/22 16:30:00,18,9,11,,8,11,16,16,,,,,,,23,-888.88,
371,09/08/22 17:00:00,27,16,14,,12,17,27,27,,,,,,,48,-888.88,
372,09/08/22 17:30:00,39,31,24,,22,27,62,43,,,,,,,86,-888.88,
373,09/08/22 18:00:00,78,54,33,,33,36,107,73,,,,,,,109,-888.88,
374,09/08/22 18:30:00,97,83,39,,47,47,123,114,,,,,,,439,-888.88,
375,09/08/22 19:00:00,167,106,44,,66,52,113,124,,,,,,,249,-888.88,
376,09/08/22 19:30:00,418,197,49,,107,64,263,197,,,,,,,249,-888.88,
377,09/08/22 20:00:00,167,259,44,,211,71,187,236,,,,,,,397,-888.88,
378,09/08/22 20:30:00,301,306,43,,283,66,209,274,,,,,,,183,-888.88,
379,09/08/22 21:00:00,247,249,31,,254,58,313,327,,,,,,,209,-888.88,
380,09/08/22 21:30:00,286,307,39,,348,102,317,327,,,,,,,486,-888.88,
381,09/08/22 22:00:00,191,411,47,,519,98,234,317,,,,,,,338,-888.88,
382,09/08/22 22:30:00,466,117,43,,502,126,238,353,,,,,,,321,-888.88,
383,09/08/22 23:00:00,299,92,41,,502,117,209,333,,,,,,,354,-888.88,
384,09/08/22 23:30:00,218,81,37,,344,164,129,352,,,,,,,402,-888.88,
385,09/09/22 00:00:00,206,68,49,,397,221,154,306,,,,,,,237,-888.88,
386,09/09/22 00:30:00,218,86,68,,237,148,89,192,,,,,,,211,-888.88,
387,09/09/22 01:00:00,268,48,51,,362,121,46,281,,,,,,,188,-888.88,
388,09/09/22 01:30:00,167,41,54,,297,117,58,227,,,,,,,182,-888.88,
389,09/09/22 02:00:00,112,41,59,,192,103,62,147,,,,,,,159,-888.88,
390,09/09/22 02:30:00,67,39,59,,97,92,51,106,,,,,,,74,-888.88,
391,09/09/22 03:00:00,51,34,51,,64,69,34,77,,,,,,,74,-888.88,
392,09/09/22 03:30:00,38,27,34,,33,41,29,48,,,,,,,52,-888.88,
393,09/09/22 04:00:00,22,18,22,,21,28,22,33,,,,,,,33,-888.88,
394,09/09/22 04:30:00,13,12,14,,12,17,14,21,,,,,,,16,-888.88,
395,09/09/22 05:00:00,6,4,6,,4,6,4,8,,,,,,,8,-888.88,
396,09/09/22 05:30:00,2,1,2,,1,2,2,4,,,,,,,3,-888.88,
397,09/09/22 06:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
398,09/09/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
399,09/09/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
400,09/09/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
401,09/09/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
402,09/09/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
403,09/09/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
404,09/09/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
405,09/09/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
406,09/09/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
407,09/09/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
408,09/09/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
409,09/09/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
410,09/09/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
411,09/09/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
412,09/09/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
413,09/09/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
414,09/09/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
415,09/09/22 15:00:00,2,1,1,,1,1,2,1,,,,,,,2,-888.88,
416,09/09/22 15:30:00,8,8,2,,1,1,13,4,,,,,,,8,-888.88,
417,09/09/22 16:00:00,32,53,7,,3,3,51,19,,,,,,,22,-888.88,
418,09/09/22 16:30:00,76,113,11,,6,6,107,56,,,,,,,61,-888.88,
419,09/09/22 17:00:00,127,177,12,,8,7,176,106,,,,,,,109,-888.88,
420,09/09/22 17:30:00,169,233,12,,12,8,256,147,,,,,,,153,-888.88,
421,09/09/22 18:00:00,211,283,13,,17,9,343,191,,,,,,,201,-888.88,
422,09/09/22 18:30:00,253,328,13,,23,11,419,231,,,,,,,247,-888.88,
423,09/09/22 19:00:00,288,369,13,,34,12,461,269,,,,,,,292,-888.88,
424,09/09/22 19:30:00,322,404,14,,131,12,557,306,,,,,,,334,-888.88,
425,09/09/22 20:00:00,351,434,14,,359,13,508,337,,,,,,,369,-888.88,
426,09/09/22 20:30:00,371,452,14,,429,14,529,363,,,,,,,397,-888.88,
427,09/09/22 21:00:00,388,453,14,,472,16,539,382,,,,,,,423,-888.88,
428,09/09/22 21:30:00,408,438,16,,499,19,548,406,,,,,,,423,-888.88,
429,09/09/22 22:00:00,194,366,18,,476,32,118,382,,,,,,,492,-888.88,
430,09/09/22 22:30:00,178,109,37,,239,84,167,308,,,,,,,202,-888.88,
431,09/09/22 23:00:00,208,113,67,,168,124,118,201,,,,,,,323,-888.88,
432,09/09/22 23:30:00,138,102,71,,164,111,121,178,,,,,,,138,-888.88,
433,09/10/22 00:00:00,101,79,72,,84,89,126,121,,,,,,,129,-888.88,
434,09/10/22 00:30:00,97,68,66,,78,87,82,113,,,,,,,118,-888.88,
435,09/10/22 01:00:00,64,57,56,,56,64,82,89,,,,,,,86,-888.88,
436,09/10/22 01:30:00,52,44,43,,41,46,52,64,,,,,,,63,-888.88,
437,09/10/22 02:00:00,46,33,33,,29,37,38,51,,,,,,,54,-888.88,
438,09/10/22 02:30:00,41,26,26,,23,28,32,39,,,,,,,46,-888.88,
439,09/10/22 03:00:00,29,21,21,,18,22,23,31,,,,,,,34,-888.88,
440,09/10/22 03:30:00,21,14,14,,12,17,17,23,,,,,,,33,-888.88,
441,09/10/22 04:00:00,17,9,11,,8,12,13,17,,,,,,,19,-888.88,
442,09/10/22 04:30:00,14,8,8,,8,11,11,16,,,,,,,24,-888.88,
443,09/10/22 05:00:00,13,4,6,,4,7,8,9,,,,,,,12,-888.88,
444,09/10/22 05:30:00,1,2,2,,2,2,1,4,,,,,,,2,-888.88,
445,09/10/22 06:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
446,09/10/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
447,09/10/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
448,09/10/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
449,09/10/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
450,09/10/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
451,09/10/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
452,09/10/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
453,09/10/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
454,09/10/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
455,09/10/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
456,09/10/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
457,09/10/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
458,09/10/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
459,09/10/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
460,09/10/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
461,09/10/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
462,09/10/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
463,09/10/22 15:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
464,09/10/22 15:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
465,09/10/22 16:00:00,4,1,1,,1,1,4,2,,,,,,,6,-888.88,
466,09/10/22 16:30:00,11,4,4,,3,4,11,8,,,,,,,11,-888.88,
467,09/10/22 17:00:00,26,11,11,,8,12,21,17,,,,,,,24,-888.88,
468,09/10/22 17:30:00,34,16,17,,13,17,33,24,,,,,,,53,-888.88,
469,09/10/22 18:00:00,22,24,24,,21,26,22,36,,,,,,,28,-888.88,
470,09/10/22 18:30:00,34,16,14,,13,14,36,22,,,,,,,46,-888.88,
471,09/10/22 19:00:00,56,29,28,,24,31,42,43,,,,,,,52,-888.88,
472,09/10/22 19:30:00,78,39,38,,34,46,68,62,,,,,,,98,-888.88,
473,09/10/22 20:00:00,78,54,51,,48,57,77,81,,,,,,,101,-888.88,
474,09/10/22 20:30:00,92,63,59,,56,67,94,97,,,,,,,112,-888.88,
475,09/10/22 21:00:00,99,69,64,,62,76,98,107,,,,,,,148,-888.88,
476,09/10/22 21:30:00,107,72,66,,63,79,111,111,,,,,,,179,-888.88,
477,09/10/22 22:00:00,113,81,69,,77,82,123,118,,,,,,,167,-888.88,
478,09/10/22 22:30:00,156,92,71,,98,106,139,152,,,,,,,163,-888.88,
479,09/10/22 23:00:00,162,98,77,,112,107,137,154,,,,,,,162,-888.88,
480,09/10/22 23:30:00,151,94,78,,117,108,134,156,,,,,,,233,-888.88,
481,09/11/22 00:00:00,117,92,76,,136,126,111,176,,,,,,,134,-888.88,
482,09/11/22 00:30:00,96,72,67,,86,98,89,128,,,,,,,128,-888.88,
483,09/11/22 01:00:00,118,63,63,,76,87,81,113,,,,,,,127,-888.88,
484,09/11/22 01:30:00,101,67,67,,76,79,87,107,,,,,,,143,-888.88,
485,09/11/22 02:00:00,34,48,47,,49,52,24,72,,,,,,,59,-888.88,
486,09/11/22 02:30:00,27,16,17,,14,18,19,26,,,,,,,32,-888.88,
487,09/11/22 03:00:00,32,22,23,,21,28,32,37,,,,,,,42,-888.88,
488,09/11/22 03:30:00,41,26,26,,23,31,47,42,,,,,,,28,-888.88,
489,09/11/22 04:00:00,14,14,17,,12,17,13,24,,,,,,,16,-888.88,
490,09/11/22 04:30:00,14,8,8,,7,9,11,13,,,,,,,14,-888.88,
491,09/11/22 05:00:00,6,6,6,,4,7,4,9,,,,,,,11,-888.88,
492,09/11/22 05:30:00,1,1,1,,1,2,1,3,,,,,,,3,-888.88,
493,09/11/22 06:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
494,09/11/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
495,09/11/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
496,09/11/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
497,09/11/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
498,09/11/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
499,09/11/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
500,09/11/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
501,09/11/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
502,09/11/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
503,09/11/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
504,09/11/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
505,09/11/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
506,09/11/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
507,09/11/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
508,09/11/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
509,09/11/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
510,09/11/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
511,09/11/22 15:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
512,09/11/22 15:30:00,3,1,1,,1,1,2,1,,,,,,,6,-888.88,
513,09/11/22 16:00:00,12,4,4,,2,4,18,8,,,,,,,14,-888.88,
514,09/11/22 16:30:00,23,12,11,,8,11,49,18,,,,,,,31,-888.88,
515,09/11/22 17:00:00,24,19,17,,12,17,43,29,,,,,,,33,-888.88,
516,09/11/22 17:30:00,43,28,21,,19,21,36,36,,,,,,,61,-888.88,
517,09/11/22 18:00:00,73,39,31,,31,29,42,52,,,,,,,91,-888.88,
518,09/11/22 18:30:00,53,57,38,,41,38,54,68,,,,,,,73,-888.88,
519,09/11/22 19:00:00,146,57,39,,46,46,67,73,,,,,,,99,-888.88,
520,09/11/22 19:30:00,244,102,53,,76,56,114,106,,,,,,,131,-888.88,
521,09/11/22 20:00:00,92,113,57,,94,63,551,137,,,,,,,113,-888.88,
522,09/11/22 20:30:00,119,181,47,,166,72,133,199,,,,,,,121,-888.88,
523,09/11/22 21:00:00,243,133,44,,131,72,192,191,,,,,,,171,-888.88,
524,09/11/22 21:30:00,86,126,56,,139,94,161,243,,,,,,,298,-888.88,
525,09/11/22 22:00:00,106,163,59,,207,118,234,263,,,,,,,201,-888.88,
526,09/11/22 22:30:00,374,117,73,,157,103,143,176,,,,,,,121,-888.88,
527,09/11/22 23:00:00,134,118,82,,171,129,138,229,,,,,,,149,-888.88,
528,09/11/22 23:30:00,114,76,68,,79,98,131,133,,,,,,,158,-888.88,
529,09/12/22 00:00:00,191,92,72,,144,103,104,143,,,,,,,153,-888.88,
530,09/12/22 00:30:00,104,76,66,,157,116,107,152,,,,,,,126,-888.88,
531,09/12/22 01:00:00,189,68,63,,128,98,108,123,,,,,,,264,-888.88,
532,09/12/22 01:30:00,126,49,59,,143,113,73,184,,,,,,,156,-888.88,
533,09/12/22 02:00:00,107,47,57,,98,84,67,104,,,,,,,126,-888.88,
534,09/12/22 02:30:00,53,41,51,,66,61,42,73,,,,,,,86,-888.88,
535,09/12/22 03:00:00,61,29,41,,46,49,56,58,,,,,,,56,-888.88,
536,09/12/22 03:30:00,36,23,28,,28,38,24,44,,,,,,,84,-888.88,
537,09/12/22 04:00:00,22,19,22,,21,27,17,36,,,,,,,24,-888.88,
538,09/12/22 04:30:00,9,8,11,,8,11,8,14,,,,,,,16,-888.88,
539,09/12/22 05:00:00,4,3,4,,2,4,2,6,,,,,,,3,-888.88,
540,09/12/22 05:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
541,09/12/22 06:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
542,09/12/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
543,09/12/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
544,09/12/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
545,09/12/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
546,09/12/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
547,09/12/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
548,09/12/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
549,09/12/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
550,09/12/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
551,09/12/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
552,09/12/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
553,09/12/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
554,09/12/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
555,09/12/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
556,09/12/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
557,09/12/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
558,09/12/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
559,09/12/22 15:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
560,09/12/22 15:30:00,2,1,1,,1,1,2,1,,,,,,,3,-888.88,
561,09/12/22 16:00:00,7,4,3,,2,2,7,4,,,,,,,7,-888.88,
562,09/12/22 16:30:00,22,11,8,,6,7,17,13,,,,,,,22,-888.88,
563,09/12/22 17:00:00,26,21,14,,12,12,33,24,,,,,,,39,-888.88,
564,09/12/22 17:30:00,46,33,21,,19,21,52,39,,,,,,,66,-888.88,
565,09/12/22 18:00:00,71,49,28,,27,28,56,61,,,,,,,72,-888.88,
566,09/12/22 18:30:00,74,73,33,,41,36,81,86,,,,,,,109,-888.88,
567,09/12/22 19:00:00,162,103,42,,61,49,143,113,,,,,,,126,-888.88,
568,09/12/22 19:30:00,113,117,44,,78,56,183,137,,,,,,,189,-888.88,
569,09/12/22 20:00:00,169,147,49,,111,57,194,134,,,,,,,227,-888.88,
570,09/12/22 20:30:00,126,118,44,,108,69,158,152,,,,,,,226,-888.88,
571,09/12/22 21:00:00,144,181,87,,177,121,178,228,,,,,,,176,-888.88,
572,09/12/22 21:30:00,127,89,67,,91,84,97,127,,,,,,,138,-888.88,
573,09/12/22 22:00:00,122,78,68,,76,79,127,114,,,,,,,146,-888.88,
574,09/12/22 22:30:00,142,79,66,,79,82,97,118,,,,,,,134,-888.88,
575,09/12/22 23:00:00,91,88,63,,116,109,73,162,,,,,,,169,-888.88,
576,09/12/22 23:30:00,234,92,62,,156,117,139,183,,,,,,,251,-888.88,
577,09/13/22 00:00:00,194,86,69,,131,111,132,151,,,,,,,248,-888.88,
578,09/13/22 00:30:00,236,76,69,,141,108,107,158,,,,,,,152,-888.88,
579,09/13/22 01:00:00,128,69,66,,134,92,82,123,,,,,,,203,-888.88,
580,09/13/22 01:30:00,114,52,57,,136,98,89,129,,,,,,,149,-888.88,
581,09/13/22 02:00:00,78,41,56,,107,94,58,138,,,,,,,113,-888.88,
582,09/13/22 02:30:00,68,37,49,,84,72,48,86,,,,,,,152,-888.88,
583,09/13/22 03:00:00,54,31,42,,64,53,41,62,,,,,,,91,-888.88,
584,09/13/22 03:30:00,37,26,38,,34,49,37,54,,,,,,,62,-888.88,
585,09/13/22 04:00:00,46,22,33,,29,37,34,43,,,,,,,51,-888.88,
586,09/13/22 04:30:00,12,11,14,,13,14,8,18,,,,,,,17,-888.88,
587,09/13/22 05:00:00,6,4,6,,4,7,6,9,,,,,,,8,-888.88,
588,09/13/22 05:30:00,1,1,2,,1,2,1,2,,,,,,,2,-888.88,
589,09/13/22 06:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
590,09/13/22 06:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
591,09/13/22 07:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
592,09/13/22 07:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
593,09/13/22 08:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
594,09/13/22 08:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
595,09/13/22 09:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
596,09/13/22 09:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
597,09/13/22 10:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
598,09/13/22 10:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
599,09/13/22 11:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
600,09/13/22 11:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
601,09/13/22 12:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
602,09/13/22 12:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
603,09/13/22 13:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
604,09/13/22 13:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
605,09/13/22 14:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
606,09/13/22 14:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
607,09/13/22 15:00:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
608,09/13/22 15:30:00,1,1,1,,1,1,1,1,,,,,,,1,-888.88,
609,09/13/22 16:00:00,2,1,1,,1,1,2,1,,,,,,,3,-888.88,
610,09/13/22 16:30:00,8,2,2,,2,2,6,4,,,,,,,12,-888.88,
611,09/13/22 17:00:00,14,8,8,,7,8,12,12,,,,,,,19,-888.88,
612,09/13/22 17:30:00,21,12,12,,11,12,17,18,,,,,,,23,-888.88,
613,09/13/22 18:00:00,23,14,14,,12,14,18,22,,,,,,,33,-888.88,
614,09/13/22 18:30:00,27,18,17,,16,18,23,26,,,,,,,47,-888.88,
615,09/13/22 19:00:00,44,26,26,,23,27,43,38,,,,,,,78,-888.88,
616,09/13/22 19:30:00,59,42,41,,37,43,54,61,,,,,,,73,-888.88,
