Time,node-03 / PM10_0,node-03 / PM2_5,node-03 / Temperature,node-04 / PM10_0,node-04 / PM2_5,node-04 / Temperature,node-05 / PM10_0,node-05 / PM2_5,node-05 / Temperature,node-06 / PM10_0,node-06 / PM2_5,node-06 / Temperature,node-07 / PM10_0,node-07 / PM2_5,node-07 / Temperature,node-08 / PM10_0,node-08 / PM2_5,node-08 / Temperature,node-09 / PM10_0,node-09 / PM2_5,node-09 / Temperature,node-10 / PM10_0,node-10 / PM2_5,node-10 / Temperature,node-11 / PM10_0,node-11 / PM2_5,node-11 / Temperature,node-12 / PM10_0,node-12 / PM2_5,node-12 / Temperature,node-13 / PM10_0,node-13 / PM2_5,node-13 / Temperature,node-14 / PM10_0,node-14 / PM2_5,node-14 / Temperature,node-15 / PM10_0,node-15 / PM2_5,node-15 / Temperature,node-16 / PM10_0,node-16 / PM2_5,node-16 / Temperature,node-17 / PM10_0,node-17 / PM2_5,node-17 / Temperature,node-18 / PM10_0,node-18 / PM2_5,node-18 / Temperature,node-19 / PM10_0,node-19 / PM2_5,node-19 / Temperature
08-01-2025 07:00,3.0,3.0,13.510194,12.0,10.0,11.797652,3.0,3.0,12.224477,6.0,5.0,5.351759,0.0,0.0,15.0,1.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,13.0,999.0,999.0,13.0,0.0,0.0,14.0,4.0,1.0,15.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,16.0,1.0,0.0,13.0
08-01-2025 08:00,3.0,3.0,12.541397,3.0,3.0,14.111637,3.0,3.0,12.419048,6.0,5.0,6.729313,0.0,0.0,16.0,3.0,0.0,19.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,14.0,999.0,999.0,14.0,1.0,0.0,14.0,27.0,15.0,15.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,13.0
08-01-2025 09:00,3.0,3.0,12.218465,14.0,11.0,16.626113,4.0,3.5,17.464468,5.0,4.0,6.729313,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,13.0,1.0,0.0,14.0,1.0,0.0,17.0,999.0,999.0,16.0,2.0,0.0,14.0,8.0,4.0,15.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,15.0,1.0,0.0,13.0
08-01-2025 10:00,3.0,3.0,11.895533,3.0,3.0,12.78936,3.0,3.0,17.137868,6.0,5.0,3.974204,0.0,0.0,15.0,1.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,15.0,999.0,999.0,14.0,1.0,1.0,15.0,3.0,0.0,15.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,13.0,1.0,0.0,14.0,2.0,0.0,12.0
08-01-2025 11:00,3.0,3.0,11.895533,3.0,3.0,14.310593,3.0,3.0,14.844953,6.0,5.0,5.351759,8.0,3.0,16.0,1.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,15.0,999.0,999.0,16.0,6.0,1.0,16.0,34.0,13.0,16.0,0.0,0.0,15.0,0.0,0.0,15.0,2.0,0.0,14.0,1.0,0.0,15.0,5.0,0.0,14.0
08-01-2025 12:00,5.0,4.0,13.187262,3.0,3.0,14.97217,3.0,3.0,15.827631,6.0,5.0,5.351759,24.0,6.0,16.0,1.0,0.0,17.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,17.0,999.0,999.0,16.0,7.0,4.0,16.0,133.0,70.0,16.0,0.0,0.0,16.0,0.0,0.0,15.0,27.0,10.0,14.0,0.0,0.0,15.0,1.0,0.0,14.0
08-01-2025 13:00,3.0,3.0,12.864329,14.0,11.0,15.764483,3.0,3.0,16.482749,7.0,6.0,6.729313,16.0,6.0,16.0,2.0,2.0,18.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,0.0,17.0,999.0,999.0,17.0,1.0,0.0,17.0,2.0,2.0,16.0,1.0,0.0,16.0,1.0,0.0,15.0,87.0,52.0,15.0,0.0,0.0,16.0,17.0,1.0,14.0
08-01-2025 14:00,8.0,7.0,12.864329,3.0,3.0,14.772775,4.0,3.0,17.137868,5.0,4.0,5.351759,1.0,0.0,15.0,2.0,0.0,17.0,1.0,0.0,16.0,0.0,0.0,16.0,1.0,0.0,17.0,999.0,999.0,16.0,1.0,1.0,14.0,2.0,1.0,15.0,2.0,0.0,16.0,,,,1.0,0.0,13.0,0.0,0.0,15.0,24.0,8.0,13.0
08-01-2025 15:00,3.0,3.0,12.541397,7.0,6.0,18.078469,4.0,3.0,16.810308,11.0,9.0,6.729313,,,,12.0,1.0,18.0,3.0,0.0,18.0,0.0,0.0,20.0,1.0,0.0,17.0,999.0,999.0,17.0,1.0,1.0,15.0,4.0,4.0,16.0,0.0,0.0,18.0,0.0,0.0,15.0,5.0,0.0,13.0,1.0,0.0,14.0,17.0,1.0,13.0
08-01-2025 16:00,5.0,4.0,12.864329,3.0,3.0,17.7479,10.0,8.0,18.319047,10.0,8.0,8.106868,0.0,0.0,16.0,2.0,0.0,18.0,29.0,10.0,17.0,1.0,0.0,17.0,1.0,0.0,20.0,999.0,999.0,18.0,1.0,0.0,15.0,8.0,5.0,15.0,5.0,0.0,17.0,36.0,25.0,15.0,6.0,2.0,14.0,11.0,3.0,16.0,18.0,2.0,15.0
